"{""chat"": [{""sex"": ""1"", ""content"": ""你好，我的朋友说你很有气质，想和你认识一下，但他很害羞，所以我过来了。我叫XXX""}, {""sex"": ""2"", ""content"": ""（女生会给出一些回应。）""}, {""sex"": ""1"", ""content"": ""太好了，方便告诉电话么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃了一把狗粮""}, {""sex"": ""1"", ""content"": ""没事，我陪你也出去撒撒狗粮。""}, {""sex"": ""1"", ""content"": ""单身狗不吃狗粮还能吃啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这些菜看起来都很好吃""}, {""sex"": ""1"", ""content"": ""你吃起来也很好吃好不好""}, {""sex"": ""1"", ""content"": ""家庭煮男下厨岂能不好吃！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想冷静一下""}, {""sex"": ""1"", ""content"": ""我怕你冷静过后就真的冷了。""}, {""sex"": ""1"", ""content"": ""那等你冷静完了找我好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡会儿""}, {""sex"": ""1"", ""content"": ""到我怀里好好睡会儿吧。""}, {""sex"": ""1"", ""content"": ""那我能到你梦里吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加微信？""}, {""sex"": ""1"", ""content"": ""加了我微信我们就变成关系很特殊的人了哦。""}, {""sex"": ""1"", ""content"": ""那你可不许屏蔽我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我加你微信""}, {""sex"": ""1"", ""content"": ""害羞，小仙女竟然主动要加我微信了！""}, {""sex"": ""1"", ""content"": ""好呀好呀，你扫我吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么加我微信""}, {""sex"": ""1"", ""content"": ""傻瓜，当然是用手机加的""}, {""sex"": ""1"", ""content"": ""缘分到了，自然而然就加了你微信啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早鸭！""}, {""sex"": ""1"", ""content"": ""你的一句早，是我一整天的精神源泉""}, {""sex"": ""1"", ""content"": ""早鸭宝贝，昨晚一个人睡得肯定不香吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子还是疼""}, {""sex"": ""1"", ""content"": ""要是能帮你揉一揉肚子就好了。""}, {""sex"": ""1"", ""content"": ""有没有止疼药？我现在就过去找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先来一段表白""}, {""sex"": ""1"", ""content"": ""废话不多说，我喜欢你就这么简单。""}, {""sex"": ""1"", ""content"": ""再深的表白都不及我在往后的日子对你的好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要面子的""}, {""sex"": ""1"", ""content"": ""面子能干嘛啊，能吃吗！""}, {""sex"": ""1"", ""content"": ""要面子干嘛啊，这个世界最不缺的就是面子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是巨蟹座""}, {""sex"": ""1"", ""content"": ""我是天蝎座，都是钳子家族。""}, {""sex"": ""1"", ""content"": ""我就是喜欢巨蟹座。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是个女汉子""}, {""sex"": ""1"", ""content"": ""女汉子当腻了吧，那就做我的小公主吧。""}, {""sex"": ""1"", ""content"": ""在你女汉子的外表下也有一颗柔软的少女心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男孩""}, {""sex"": ""1"", ""content"": ""应该是个喜欢你的男孩才对。""}, {""sex"": ""1"", ""content"": ""请注意不是男孩，是一个男人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是小孩子了""}, {""sex"": ""1"", ""content"": ""长这么大了，还是个可爱的小孩子。""}, {""sex"": ""1"", ""content"": ""可是我想把你宠成小孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买鞋子""}, {""sex"": ""1"", ""content"": ""貌似不是我生日啊，咋滴想给我买鞋子呢。""}, {""sex"": ""1"", ""content"": ""买个喜欢的好鞋子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/挖鼻孔][/挖鼻孔]""}, {""sex"": ""1"", ""content"": ""你这个动作害我都不想承认我喜欢你了""}, {""sex"": ""1"", ""content"": ""你这是二十四小时抠鼻孔啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道什么了？""}, {""sex"": ""1"", ""content"": ""我什么都知道了。""}, {""sex"": ""1"", ""content"": ""知道你对我的小心思呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这几天不舒服""}, {""sex"": ""1"", ""content"": ""不舒服怎么没告诉我，是哪里不舒服啊？""}, {""sex"": ""1"", ""content"": ""怎么会不舒服呢，是不是没有好好照顾自己？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我咋觉得你好搞笑""}, {""sex"": ""1"", ""content"": ""那还不都是为了逗你笑啊。""}, {""sex"": ""1"", ""content"": ""搞笑的男生比较受女生喜欢呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕是二狗子吧""}, {""sex"": ""1"", ""content"": ""那你就是大狗子。""}, {""sex"": ""1"", ""content"": ""想养只二哈拆家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不是正常人""}, {""sex"": ""1"", ""content"": ""我这样子哪里不像是正常人了？""}, {""sex"": ""1"", ""content"": ""非常正常的男人！不信你试试。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很正常的""}, {""sex"": ""1"", ""content"": ""如果你在我身边，我也觉得非常正常""}, {""sex"": ""1"", ""content"": ""有多正常啊，我很想知道一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脖子酸痛""}, {""sex"": ""1"", ""content"": ""怎么了，是不是昨晚没睡好？""}, {""sex"": ""1"", ""content"": ""过来，我帮你揉一揉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥吃饭没""}, {""sex"": ""1"", ""content"": ""怎么滴，想请我吃饭吗？""}, {""sex"": ""1"", ""content"": ""小姐姐都不请我吃饭，我怎么敢吃饭呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有爱情？""}, {""sex"": ""1"", ""content"": ""爱情这东西你懂吗？""}, {""sex"": ""1"", ""content"": ""你和我不就是有吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是什么星座的啊""}, {""sex"": ""1"", ""content"": ""怎么？想看看星座书上我们速配不速配吗？""}, {""sex"": ""1"", ""content"": ""我是最专情的那个星座哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胆大了""}, {""sex"": ""1"", ""content"": ""妈妈说胆不够大娶不到老婆。""}, {""sex"": ""1"", ""content"": ""嗯哼，我可是胆大心细的男孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太辛苦了吧""}, {""sex"": ""1"", ""content"": ""现在的辛苦都是为了以后的美好。""}, {""sex"": ""1"", ""content"": ""再辛苦我也不怕！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""马上了""}, {""sex"": ""1"", ""content"": ""我已经迫不及待了好不好。""}, {""sex"": ""1"", ""content"": ""你这句马上。我感觉我可以来把王者。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""青梅竹马""}, {""sex"": ""1"", ""content"": ""如果我们是青梅竹马那该有多好啊""}, {""sex"": ""1"", ""content"": ""青梅竹马的情谊真的很珍贵很难得""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么类型的女孩呀""}, {""sex"": ""1"", ""content"": ""我要是说喜欢你这类型的，你会相信我吗？""}, {""sex"": ""1"", ""content"": ""我喜欢温柔可爱善解人意的女孩子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点点肉肉""}, {""sex"": ""1"", ""content"": ""就是喜欢有点肉肉的你。""}, {""sex"": ""1"", ""content"": ""有肉肉这样才会有手感啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会保护你的""}, {""sex"": ""1"", ""content"": ""那你以后要一直罩着我哦。""}, {""sex"": ""1"", ""content"": ""哪有女孩子保护男孩子的道理，我来保护你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不保护我吗""}, {""sex"": ""1"", ""content"": ""女汉纸需要我来保护吗？""}, {""sex"": ""1"", ""content"": ""放心吧，我会保护好我的宝贝的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺床上发呆""}, {""sex"": ""1"", ""content"": ""在你床上发呆肯定比在我床上发呆舒服。""}, {""sex"": ""1"", ""content"": ""发呆的时候是不是想着我呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真好呀""}, {""sex"": ""1"", ""content"": ""你好，我好才是真的好。""}, {""sex"": ""1"", ""content"": ""知道好就要好好珍惜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好说嘛""}, {""sex"": ""1"", ""content"": ""你这么撒娇我想好好说都不行了""}, {""sex"": ""1"", ""content"": ""你想听我好好说什么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我感觉还好吧""}, {""sex"": ""1"", ""content"": ""只是还好吗，看来你还是需要我的呀。""}, {""sex"": ""1"", ""content"": ""真的只是还好吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去干活""}, {""sex"": ""1"", ""content"": ""努力干活，好好赚钱。""}, {""sex"": ""1"", ""content"": ""只有干活才能有吃的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没干活""}, {""sex"": ""1"", ""content"": ""看来你的日子过得很悠闲滋润啊。""}, {""sex"": ""1"", ""content"": ""小仙女是享受生活的，不需要干活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚好丫""}, {""sex"": ""1"", ""content"": ""晚上又有什么安排呢？""}, {""sex"": ""1"", ""content"": ""美妙的夜晚生活终于来临了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会照顾好自己""}, {""sex"": ""1"", ""content"": ""现在你先好好照顾自己，以后我来好好照顾你""}, {""sex"": ""1"", ""content"": ""就算你这么说，我也是会为你担心的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好看嘛""}, {""sex"": ""1"", ""content"": ""怎么会不好看，我媳妇可是绝世美颜。""}, {""sex"": ""1"", ""content"": ""不许你那么好看，我怕被别人拐走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好奇怪呀""}, {""sex"": ""1"", ""content"": ""我好奇你这仙女怎么可以这么可爱呢。""}, {""sex"": ""1"", ""content"": ""好奇心会害死猫的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢吖""}, {""sex"": ""1"", ""content"": ""小仙女跟我不用这么客气呀。""}, {""sex"": ""1"", ""content"": ""你这么好看，还这么有礼貌。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天吖""}, {""sex"": ""1"", ""content"": ""聊出感情来你负不负责？""}, {""sex"": ""1"", ""content"": ""温馨提示：对方正在当机，请发送“么么哒”激活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您好，,很高兴认识你""}, {""sex"": ""1"", ""content"": ""之前见不到你，我一点都不好""}, {""sex"": ""1"", ""content"": ""遇见你是我今年最开心的事情了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你好好休息吧""}, {""sex"": ""1"", ""content"": ""休息的时候真想有你在身边""}, {""sex"": ""1"", ""content"": ""休息好了就可以好好爱你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好休息下""}, {""sex"": ""1"", ""content"": ""放心吧，我会用最好的精神迎接你的。""}, {""sex"": ""1"", ""content"": ""好好休息就可以见到你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们今天休息""}, {""sex"": ""1"", ""content"": ""真好，我也好想休息，上班上得身心俱疲""}, {""sex"": ""1"", ""content"": ""那你就可以好好休息休息啦，弄点好吃的犒劳自己""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那就不要离开我""}, {""sex"": ""1"", ""content"": ""好的，我保证以后再也不离开你。""}, {""sex"": ""1"", ""content"": ""你都这么说了，那我就不离开你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都快离不开你了""}, {""sex"": ""1"", ""content"": ""那就不要离开了，在我身边好好的。""}, {""sex"": ""1"", ""content"": ""我已经离不开你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""腿不好看""}, {""sex"": ""1"", ""content"": ""腿不好看也不影响你是小仙女的事。""}, {""sex"": ""1"", ""content"": ""那有什么关系，反正你人都这么好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问小姐姐名字""}, {""sex"": ""1"", ""content"": ""小姐姐小姐姐，你长得那么好看，名字一定也很好听吧？""}, {""sex"": ""1"", ""content"": ""敢问小姐芳名？可否告知在下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我身材不好？""}, {""sex"": ""1"", ""content"": ""我要亲自抱一抱才知道。""}, {""sex"": ""1"", ""content"": ""我喜欢的是你，与身材无关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那很好呀""}, {""sex"": ""1"", ""content"": ""我也觉得很好，要是有你在就更好了。""}, {""sex"": ""1"", ""content"": ""真的嘛，你这么说我很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好吃的""}, {""sex"": ""1"", ""content"": ""好吃你就多吃点。""}, {""sex"": ""1"", ""content"": ""以后想再吃就来找我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想咋滴？""}, {""sex"": ""1"", ""content"": ""想跟你谈恋爱呗。""}, {""sex"": ""1"", ""content"": ""我想咋滴就能咋滴吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我妈挺好的""}, {""sex"": ""1"", ""content"": ""能把你生出来的母亲是挺好的。""}, {""sex"": ""1"", ""content"": ""那我真的很期待见见岳母大人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""瞎说啥大实话""}, {""sex"": ""1"", ""content"": ""毕竟我这个嘴巴不允许我说假话。""}, {""sex"": ""1"", ""content"": ""难道说你好看还不行了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你先说""}, {""sex"": ""1"", ""content"": ""女士优先是中华民族传统美德""}, {""sex"": ""1"", ""content"": ""长得漂亮的先说话，这道理我还是知道的""}, {""sex"": ""1"", ""content"": ""我的小祖宗先说话""}, {""sex"": ""1"", ""content"": ""我都说了我喜欢你，该你了""}, {""sex"": ""1"", ""content"": ""你是一家之主，我说啥也不好使啊""}, {""sex"": ""1"", ""content"": ""我说了你就不会跑吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我说啥嘛""}, {""sex"": ""1"", ""content"": ""哪你心里想啥呢？""}, {""sex"": ""1"", ""content"": ""你想说啥就说啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还能说啥呢""}, {""sex"": ""1"", ""content"": ""啥都不能说了。""}, {""sex"": ""1"", ""content"": ""你说个喜欢我，保证能让我开心一整天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想让我说啥""}, {""sex"": ""1"", ""content"": ""说一句你喜欢我好了。""}, {""sex"": ""1"", ""content"": ""你有啥想说的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么事就说""}, {""sex"": ""1"", ""content"": ""是有点事想跟你说，但是我不好意思说。""}, {""sex"": ""1"", ""content"": ""那我可说了，我想跟你谈恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后的事以后再说""}, {""sex"": ""1"", ""content"": ""以后说就来不及了，所以要趁现在说。""}, {""sex"": ""1"", ""content"": ""可是这事我觉得跟现在有关呀，得现在说才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""乱说""}, {""sex"": ""1"", ""content"": ""你说的我倒是挺期待的""}, {""sex"": ""1"", ""content"": ""我说的明明就句句实话""}, {""sex"": ""1"", ""content"": ""我喜欢你从来不是说说而已的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢看小说""}, {""sex"": ""1"", ""content"": ""小说里的爱情很美好，但我们的爱情故事会更美好。""}, {""sex"": ""1"", ""content"": ""那你一定是充满幻想与浪漫的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不主动说话""}, {""sex"": ""1"", ""content"": ""你不说话我不说话，这也是一种默契啊。""}, {""sex"": ""1"", ""content"": ""主动才会有故事，你不主动我可就要主动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不说话么""}, {""sex"": ""1"", ""content"": ""哎呀，我都被你的美貌惊呆了""}, {""sex"": ""1"", ""content"": ""在等好看的人先说话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说的我好尴尬""}, {""sex"": ""1"", ""content"": ""是我不好是我不好，竟然说了让你尴尬的话。""}, {""sex"": ""1"", ""content"": ""那我惩罚一下自己，唱首歌来缓解你的尴尬，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多几个""}, {""sex"": ""1"", ""content"": ""你的心里多了一个我？""}, {""sex"": ""1"", ""content"": ""有我一个你还想要几个！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼。""}, {""sex"": ""1"", ""content"": ""人与人之间最基本的信任都没有了吗？""}, {""sex"": ""1"", ""content"": ""你这个老婆子坏的很！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你鬼""}, {""sex"": ""1"", ""content"": ""反正我不是糟老头子。""}, {""sex"": ""1"", ""content"": ""那你就准备当个鬼吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你眼神真好""}, {""sex"": ""1"", ""content"": ""眼神不好的话能看上你吗？""}, {""sex"": ""1"", ""content"": ""那你看到我的眼里只有你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛逛街""}, {""sex"": ""1"", ""content"": ""走，我帮你提东西。""}, {""sex"": ""1"", ""content"": ""以后都由我来陪你逛街好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己逛街""}, {""sex"": ""1"", ""content"": ""把你怎么不带上我一起去呢。""}, {""sex"": ""1"", ""content"": ""逛街这么好的事情，带着我一起好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有话题""}, {""sex"": ""1"", ""content"": ""我们之间还需要话题吗？""}, {""sex"": ""2"", ""content"": ""？？""}, {""sex"": ""1"", ""content"": ""我们的爱情是不需要话题的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你觉得好看?""}, {""sex"": ""1"", ""content"": ""不觉得，我觉得你好看""}, {""sex"": ""1"", ""content"": ""再好看的有比你好看的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我想备注[囧]""}, {""sex"": ""1"", ""content"": ""有什么好想的，直接备注亲爱的不就好了""}, {""sex"": ""1"", ""content"": ""不给你备注了，直接给你分了一个组""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个冬天很冷""}, {""sex"": ""1"", ""content"": ""有了你，这个冬天就不怎么冷了。""}, {""sex"": ""1"", ""content"": ""心里有个你就不会冷呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个憨批""}, {""sex"": ""1"", ""content"": ""喜欢你的憨批！""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的憨批吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有个恋爱""}, {""sex"": ""1"", ""content"": ""想跟我谈个恋爱？""}, {""sex"": ""1"", ""content"": ""甜甜的恋爱终于轮到我了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在这社会一个人太危险了。""}, {""sex"": ""1"", ""content"": ""所以以后就让我来保护你。""}, {""sex"": ""1"", ""content"": ""有了我之后，就不会危险了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好危险""}, {""sex"": ""1"", ""content"": ""有我在，不会让你遇到危险的。""}, {""sex"": ""1"", ""content"": ""你不在我身边我真不放心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这是告白吗""}, {""sex"": ""1"", ""content"": ""那你答应我吗。""}, {""sex"": ""1"", ""content"": ""那你喜欢上我的告白没。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做朋友吧！""}, {""sex"": ""1"", ""content"": ""好啊，那就做男女朋友吧。""}, {""sex"": ""1"", ""content"": ""很多爱情都是从做朋友开始的，那我们就做朋友吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会滴""}, {""sex"": ""1"", ""content"": ""当然啦，我才不会扔下你不管的。""}, {""sex"": ""1"", ""content"": ""不会是不可能的，一辈子都不可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我开完会了""}, {""sex"": ""1"", ""content"": ""终于开完会啦，等了你好久。""}, {""sex"": ""1"", ""content"": ""老板是不是又给你们安排新任务了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要误会""}, {""sex"": ""1"", ""content"": ""怕我误会就不要说让我误会的话嘛。""}, {""sex"": ""1"", ""content"": ""我知道你是什么样的人，不会误会你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""耽误事""}, {""sex"": ""1"", ""content"": ""不会耽误的，我有分寸。""}, {""sex"": ""1"", ""content"": ""耽误什么事，不会耽误咱们谈恋爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不耽误你""}, {""sex"": ""1"", ""content"": ""傻瓜，你才不会耽误我呢。""}, {""sex"": ""1"", ""content"": ""被你耽误，我心甘情愿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕我耽误你""}, {""sex"": ""1"", ""content"": ""你都耽误了我一会儿了，就再耽误一辈子也无妨。""}, {""sex"": ""1"", ""content"": ""我愿意被你耽误呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会吧""}, {""sex"": ""1"", ""content"": ""这你都会，果然是多才多艺。""}, {""sex"": ""1"", ""content"": ""不会的话我也可以教你哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会不理你的""}, {""sex"": ""1"", ""content"": ""不会就好，你要是不理我我会很伤心的。""}, {""sex"": ""1"", ""content"": ""那你永远都不许不理我，好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没你会说""}, {""sex"": ""1"", ""content"": ""毕竟我是你的人嘛，所以你这么了解我。""}, {""sex"": ""1"", ""content"": ""我最会说的就是我喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后会看到的""}, {""sex"": ""1"", ""content"": ""那就等带我们的以后吧。""}, {""sex"": ""1"", ""content"": ""以后总会会看到的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好期待呢""}, {""sex"": ""1"", ""content"": ""我也好期待，已经抑制不住激动的心了。""}, {""sex"": ""1"", ""content"": ""看到你这么期待，我觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会撩女人了""}, {""sex"": ""1"", ""content"": ""我只是撩我喜欢的女人。""}, {""sex"": ""1"", ""content"": ""撩你就是撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的会说话""}, {""sex"": ""1"", ""content"": ""那还是没有说动你的心啊。""}, {""sex"": ""1"", ""content"": ""我只是遇到能让我会说话的人而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己体会""}, {""sex"": ""1"", ""content"": ""我体会不到，你还是明说吧。""}, {""sex"": ""1"", ""content"": ""你是在表达你对我的意思吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有自己夸自己的""}, {""sex"": ""1"", ""content"": ""老王卖瓜自卖自夸，我要把自己卖出去当然得夸一夸啦。""}, {""sex"": ""1"", ""content"": ""夸夸自己，让自己变得更棒棒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的太会说了""}, {""sex"": ""1"", ""content"": ""是你让我变得这么会说的。""}, {""sex"": ""1"", ""content"": ""这样才能给小仙女带来更多的欢乐呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要丢下我""}, {""sex"": ""1"", ""content"": ""我才不会丢下你不管呢。""}, {""sex"": ""1"", ""content"": ""你这么可爱的人，我会舍得丢下你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕丢""}, {""sex"": ""1"", ""content"": ""不会不会，有我在，我会好好看着的。""}, {""sex"": ""1"", ""content"": ""你这么细心的人，肯定不会弄丢的，我相信你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩人嘛""}, {""sex"": ""1"", ""content"": ""我只是想撩你一个人而已。""}, {""sex"": ""1"", ""content"": ""那我能成功的撩动你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会玩王者""}, {""sex"": ""1"", ""content"": ""这时候我就可以手把手来教你了。""}, {""sex"": ""1"", ""content"": ""没事，玩过了就会玩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会陪我聊天""}, {""sex"": ""1"", ""content"": ""我现在就可以陪你聊天啊""}, {""sex"": ""1"", ""content"": ""我随时都可以跟你聊天呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴真能说""}, {""sex"": ""1"", ""content"": ""希望这嘴巴你能喜欢。""}, {""sex"": ""1"", ""content"": ""看来嘴巴遇到了它喜欢的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""消消乐""}, {""sex"": ""1"", ""content"": ""那你帮我消一消我们之间的障碍。""}, {""sex"": ""1"", ""content"": ""我卡在520关了，你要不要帮我过一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺着了吗""}, {""sex"": ""1"", ""content"": ""躺在你怀里是最舒服的。""}, {""sex"": ""1"", ""content"": ""我不躺着，还能干啥。""}], ""lock"": 1}"
