"{""chat"": [{""sex"": ""1"", ""content"": ""发现我们有个默契?""}, {""sex"": ""2"", ""content"": ""？？?""}, {""sex"": ""1"", ""content"": ""你不言，我也不语""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常啊""}, {""sex"": ""1"", ""content"": ""我竟然觉得不正常，难道是我不正常吗？""}, {""sex"": ""1"", ""content"": ""小仙女都说正常了，我也不敢说什么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗓子还是疼""}, {""sex"": ""1"", ""content"": ""我感觉你这是要感冒了，还是去看看医生吧""}, {""sex"": ""1"", ""content"": ""有没有多喝点水啊，喝点感冒灵预防一下感冒吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安最好的句子""}, {""sex"": ""1"", ""content"": ""和喜欢的人互道晚安，这是一天里最后的甜。""}, {""sex"": ""1"", ""content"": ""晚安，心上人，但愿，早日同床枕。""}, {""sex"": ""1"", ""content"": ""好好的睡一觉吧，闭上眼睛做个好梦，明天睁眼又会是美好的一天，晚安好梦。""}, {""sex"": ""1"", ""content"": ""一辈子的时间很短，愿你不卑微，不讨好，不委屈，不将就。晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚好！""}, {""sex"": ""1"", ""content"": ""晚上好，终于等到你了。""}, {""sex"": ""1"", ""content"": ""其实我今天过得有点不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你像个小孩子一样""}, {""sex"": ""1"", ""content"": ""男人的幼稚只留给他最爱的人。""}, {""sex"": ""1"", ""content"": ""你想照顾小孩子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的命好苦""}, {""sex"": ""1"", ""content"": ""宝贝，我不会再让你过苦日子了。""}, {""sex"": ""1"", ""content"": ""你的苦日子到头了，我会给你一个幸福美满的未来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空调病""}, {""sex"": ""1"", ""content"": ""都说了要少吹空调了，就是不听！""}, {""sex"": ""1"", ""content"": ""看我回头不把你家的空调给拆了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空聊天""}, {""sex"": ""1"", ""content"": ""要不，我把我的有空分你点好了。""}, {""sex"": ""1"", ""content"": ""那你啥时候才能有空呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点头痛""}, {""sex"": ""1"", ""content"": ""怎么会头痛，是不是昨晚没睡好？""}, {""sex"": ""1"", ""content"": ""拿点风油精抹在太阳穴上揉一揉，可能会舒服一点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打头""}, {""sex"": ""1"", ""content"": ""你要是把我打傻了，要负责照顾我一辈子的。""}, {""sex"": ""1"", ""content"": ""我的头可是铁做的，你手打疼了我是会心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你爱我多久""}, {""sex"": ""1"", ""content"": ""等这辈子过去之后我再告诉你。""}, {""sex"": ""1"", ""content"": ""可能要花很多时间来陪你述说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""漂亮的小仙女""}, {""sex"": ""1"", ""content"": ""能遇到下凡的小仙女我也太幸运了吧。""}, {""sex"": ""1"", ""content"": ""漂亮的小仙女，我能看看仙女的美照吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身边没人""}, {""sex"": ""1"", ""content"": ""我马上就来陪你了。""}, {""sex"": ""1"", ""content"": ""我就来当你身边的人好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""害羞羞""}, {""sex"": ""1"", ""content"": ""女生和喜欢的男生聊天都会害羞的，我懂。""}, {""sex"": ""1"", ""content"": ""你的害羞只是给我一个人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢小孩""}, {""sex"": ""1"", ""content"": ""那我们以后多生几个宝宝好不好？""}, {""sex"": ""1"", ""content"": ""喜欢小孩子的女生都很可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干啥勒""}, {""sex"": ""1"", ""content"": ""找你做一点关于我们未来的故事嘞。""}, {""sex"": ""1"", ""content"": ""不干啥，就是想看会儿你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好养我""}, {""sex"": ""1"", ""content"": ""你放心，我会好好研究怎么养猪的。""}, {""sex"": ""1"", ""content"": ""不好好养你难道等着你来养我嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用干活""}, {""sex"": ""1"", ""content"": ""不用干活也太爽了吧。""}, {""sex"": ""1"", ""content"": ""小仙女嘛，当然是不需要干活的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早晨来就干活呢""}, {""sex"": ""1"", ""content"": ""不然一天都没钱吃饭了""}, {""sex"": ""1"", ""content"": ""不干活会被人骂的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上问好""}, {""sex"": ""1"", ""content"": ""帅的睡不着，烦死了""}, {""sex"": ""1"", ""content"": ""晚上好——来自一个神秘帅哥的问候""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午聊天""}, {""sex"": ""1"", ""content"": ""中午好，如果能看见你会更好""}, {""sex"": ""1"", ""content"": ""中午好，希望晚上更好！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好养吧""}, {""sex"": ""1"", ""content"": ""好养，一点都不费劲""}, {""sex"": ""1"", ""content"": ""既然这么好养，我得更用心才行了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇怪啊""}, {""sex"": ""1"", ""content"": ""怎么了，哪里奇怪了？""}, {""sex"": ""1"", ""content"": ""我也觉得好奇怪啊，我怎么会这么喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛这么好奇""}, {""sex"": ""1"", ""content"": ""好奇心害死猫呀。""}, {""sex"": ""1"", ""content"": ""人要有一颗不停探索的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班干活""}, {""sex"": ""1"", ""content"": ""努力上班的人最好看了。""}, {""sex"": ""1"", ""content"": ""好好赚钱，下班请我吃饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我上班了""}, {""sex"": ""1"", ""content"": ""那你一定要好好上班知道不。""}, {""sex"": ""1"", ""content"": ""努力上班让自己过得更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午怎么打招呼""}, {""sex"": ""1"", ""content"": ""我只敢中午和你聊天 我怕你早晚会爱上我""}, {""sex"": ""1"", ""content"": ""孔子曰：中午不睡，下午崩溃 孟子曰：孔子说的对""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我手好看吗""}, {""sex"": ""1"", ""content"": ""好看啊，我都想摸摸你了。""}, {""sex"": ""1"", ""content"": ""你的手有什么地方不好看的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢您了""}, {""sex"": ""1"", ""content"": ""你用“您”真的合适嘛。""}, {""sex"": ""1"", ""content"": ""我有这么老吗，我感觉到了恐慌。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您觉得呢""}, {""sex"": ""1"", ""content"": ""我觉得你做我女朋友特别好。""}, {""sex"": ""1"", ""content"": ""原来你还会征求我的意见啊，我还以为我一点都不重要呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里好呀""}, {""sex"": ""1"", ""content"": ""哪哪都好，唯独缺了个我！""}, {""sex"": ""1"", ""content"": ""你又有那么不好的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这张不好看""}, {""sex"": ""1"", ""content"": ""好看啊，你拍的都好看。""}, {""sex"": ""1"", ""content"": ""你什么时候不好看啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要保持身材""}, {""sex"": ""1"", ""content"": ""小仙女的身材真完美，有什么秘诀吗？""}, {""sex"": ""1"", ""content"": ""不仅人美，还自律，你是宝藏女孩吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲话这么好听""}, {""sex"": ""1"", ""content"": ""那得看是讲给谁听的好不好。""}, {""sex"": ""1"", ""content"": ""还有更好听的，要不要听听？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那好吧""}, {""sex"": ""1"", ""content"": ""我看你的样子不对啊。""}, {""sex"": ""2"", ""content"": ""怎么？""}, {""sex"": ""1"", ""content"": ""怎么可以越看越好看呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好！""}, {""sex"": ""1"", ""content"": ""想每天听你说，早上好""}, {""sex"": ""1"", ""content"": ""想做你的小朋友，想早上起来，向你要个亲亲，甜甜地说，早上好啊""}, {""sex"": ""1"", ""content"": ""早上好，无论发生什么，都要面朝阳光，心怀希望。""}, {""sex"": ""1"", ""content"": ""每天一个早上好""}, {""sex"": ""1"", ""content"": ""早上好，今天第三次见到你，前两次，在梦里。""}, {""sex"": ""1"", ""content"": ""想在还算遥远的以后中每一个清晨对你说：早上好啊，老婆子。""}, {""sex"": ""1"", ""content"": ""早上好！没人说早安的到这里来领""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我还是上班吧""}, {""sex"": ""1"", ""content"": ""下班你还理我吗""}, {""sex"": ""1"", ""content"": ""好好上班，为我们的未来努力吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀~""}, {""sex"": ""1"", ""content"": ""第一次跟仙女讲话，真让人激动！""}, {""sex"": ""1"", ""content"": ""哇，仙女开口了，一定是个好看的小姐姐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很好呀""}, {""sex"": ""1"", ""content"": ""我这是被发好人卡了吗？""}, {""sex"": ""1"", ""content"": ""我这么好了，你难道就不心动下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""安好梦""}, {""sex"": ""1"", ""content"": ""你放心吧，我会做个有你的美梦。""}, {""sex"": ""1"", ""content"": ""梦都是与你相关的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好滴呢""}, {""sex"": ""1"", ""content"": ""有你在是必须好滴。""}, {""sex"": ""1"", ""content"": ""有啥不好的，反正我只想对你好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是滴是滴""}, {""sex"": ""1"", ""content"": ""我们果然有着同样出众的品味。""}, {""sex"": ""1"", ""content"": ""这么听话的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦呀""}, {""sex"": ""1"", ""content"": ""辛苦小仙女了。""}, {""sex"": ""1"", ""content"": ""没事，等会儿喝奶茶就不辛苦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""反正不好吃""}, {""sex"": ""1"", ""content"": ""小仙女的嘴这么挑的嘛。""}, {""sex"": ""1"", ""content"": ""那就不吃了，不好吃就丢掉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我挺好看的""}, {""sex"": ""1"", ""content"": ""你还挺特别的，我还以为你会谦虚地说自己不好看呢。""}, {""sex"": ""1"", ""content"": ""虽然你好看是事实，但不得不说你也挺自恋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很嗨""}, {""sex"": ""1"", ""content"": ""你可得控制一下自己，别嗨过头了哦""}, {""sex"": ""1"", ""content"": ""看来你的日子过得还挺开心的嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨喽啊""}, {""sex"": ""1"", ""content"": ""你们仙女都这么打招呼的吗。""}, {""sex"": ""1"", ""content"": ""你这样很容易吸引我的目光的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话""}, {""sex"": ""1"", ""content"": ""你没听到我的心一直在跟你说的话吗？""}, {""sex"": ""1"", ""content"": ""我不说，我怕说太多会把喜欢你说出来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能说""}, {""sex"": ""1"", ""content"": ""这么能说也是不简单啊。""}, {""sex"": ""1"", ""content"": ""感觉我要说的东西太多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋不说话呢""}, {""sex"": ""1"", ""content"": ""不知道为什么就想静静的看会儿你。""}, {""sex"": ""1"", ""content"": ""不想说话，感觉说话太累了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想说你了""}, {""sex"": ""1"", ""content"": ""我脸皮这么厚，还会怕你说我吗？""}, {""sex"": ""1"", ""content"": ""干嘛？我就想让你说我，说一辈子都没关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不想多说""}, {""sex"": ""1"", ""content"": ""就算你不说，其实我也都明白。""}, {""sex"": ""1"", ""content"": ""那就别说那么多了，只要说一句我爱你就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那个人不是我""}, {""sex"": ""1"", ""content"": ""那你就努力成为那个人就好。""}, {""sex"": ""1"", ""content"": ""那你希望成为那个人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你到底是那个""}, {""sex"": ""1"", ""content"": ""你这个问题我不好回答啊""}, {""sex"": ""1"", ""content"": ""就是你心里最重要的那个啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男无疑""}, {""sex"": ""1"", ""content"": ""直男总比渣男来的好吧。""}, {""sex"": ""1"", ""content"": ""像我这种直男不多了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问女生微信""}, {""sex"": ""1"", ""content"": ""小仙女微信多少？加了我的微信有惊喜哟？""}, {""sex"": ""1"", ""content"": ""想知道小仙女的微信，这样我就可以跟别人炫耀了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加我微信干嘛呀""}, {""sex"": ""1"", ""content"": ""想给小仙女的朋友圈增加点人气呀""}, {""sex"": ""1"", ""content"": ""因为我发现我的微信少了一个仙女呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人好孤单""}, {""sex"": ""1"", ""content"": ""我来陪你了，你以后不会再孤单了。""}, {""sex"": ""1"", ""content"": ""都是我不好，这么晚才遇见你，我不会再让你一个人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我讲故事啊""}, {""sex"": ""1"", ""content"": ""那就讲一个很长很长的故事吧，你要用一辈子来听才行。""}, {""sex"": ""1"", ""content"": ""我最想讲的故事是以我们为主人公的故事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥在哪呢""}, {""sex"": ""1"", ""content"": ""小哥哥在你心里呀。""}, {""sex"": ""1"", ""content"": ""我在哪不重要，重要的是我想到你心里去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆炸了""}, {""sex"": ""1"", ""content"": ""我的小仙女爆炸了，我要找谁赔啊。""}, {""sex"": ""1"", ""content"": ""原来你是易燃易爆炸的宝贝，我得小心呵护才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃点东西吧""}, {""sex"": ""1"", ""content"": ""家里好像没有东西了，我得出门觅食了。""}, {""sex"": ""1"", ""content"": ""要是有你在就好了，跟你一起吃东西肯定比较香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那有那么多为什么""}, {""sex"": ""1"", ""content"": ""可能我是一本十万个为什么吧。""}, {""sex"": ""1"", ""content"": ""我就想知道的比较多一些而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""备注啊""}, {""sex"": ""1"", ""content"": ""备注啥都行，最好是备注亲爱的""}, {""sex"": ""1"", ""content"": ""你平时不都叫人家阿娜达吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我陪你过情人节""}, {""sex"": ""1"", ""content"": ""有小仙女的陪伴，这个情人节我比任何人都幸福。""}, {""sex"": ""1"", ""content"": ""那你陪我过往后的每一个情人节好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那给你个机会""}, {""sex"": ""1"", ""content"": ""不用你给，我会自己争取""}, {""sex"": ""1"", ""content"": ""放心吧，我不会让你从我手里溜走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不要这个机会""}, {""sex"": ""1"", ""content"": ""那请给我爱你的机会可以吗？""}, {""sex"": ""1"", ""content"": ""机会这么难得，请不要随意浪费了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气很不错""}, {""sex"": ""1"", ""content"": ""是个好天气，很适合约会。""}, {""sex"": ""1"", ""content"": ""不仅天气不错，心情也很不错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一个有故事的人""}, {""sex"": ""1"", ""content"": ""我希望以后跟你有共同的故事""}, {""sex"": ""1"", ""content"": ""这样才能跟你讲很多有趣的故事呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友不开心""}, {""sex"": ""1"", ""content"": ""我不会让女朋友有不开心的机会的。""}, {""sex"": ""1"", ""content"": ""你要是不开心一定要告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢一个人自由""}, {""sex"": ""1"", ""content"": ""都怪我给你的自由过了火。""}, {""sex"": ""1"", ""content"": ""没事，两个人我也给你自由。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不重要吗""}, {""sex"": ""1"", ""content"": ""你很重要，很重很重要，再重都要。""}, {""sex"": ""1"", ""content"": ""当然重要了，没有你我的世界都停止转动了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个备注？""}, {""sex"": ""1"", ""content"": ""老公吧，这个备注霸气！""}, {""sex"": ""1"", ""content"": ""名字都是代号，只要有缘分自会知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我个备注！""}, {""sex"": ""1"", ""content"": ""那我得好好给一个备注才行""}, {""sex"": ""1"", ""content"": ""好的，我已经提前准备好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帮助""}, {""sex"": ""1"", ""content"": ""如果有需要我的地方你一定要告诉我。""}, {""sex"": ""1"", ""content"": ""能给小仙女帮助我觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先洗澡啦""}, {""sex"": ""1"", ""content"": ""那我去洗枣，等你洗完澡我们一起吃枣。""}, {""sex"": ""1"", ""content"": ""顺便拍张照片给我，我保证不看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会开玩笑了""}, {""sex"": ""1"", ""content"": ""这样生活才会比较有趣嘛。""}, {""sex"": ""1"", ""content"": ""欲哭无泪，我说的都是真心话啊，为什么你会觉得我是在开玩笑呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失误失误""}, {""sex"": ""1"", ""content"": ""没事没事，人有失足马有失蹄。""}, {""sex"": ""1"", ""content"": ""那我就假装不知道，你重新来一遍。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会反悔的""}, {""sex"": ""1"", ""content"": ""拉钩上吊一百年不许变！""}, {""sex"": ""1"", ""content"": ""那说好了，答应了就不再会反悔了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""非常期待""}, {""sex"": ""1"", ""content"": ""我也相当期待呢。""}, {""sex"": ""1"", ""content"": ""小仙女放心，肯定不会让你失望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡会吧""}, {""sex"": ""1"", ""content"": ""好开心，收到小仙女的关心。""}, {""sex"": ""1"", ""content"": ""不行，我要多跟你聊会儿天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会说了吧""}, {""sex"": ""1"", ""content"": ""抱歉，我这个人在喜欢的人面前就会忍不住说个不停。""}, {""sex"": ""1"", ""content"": ""这样才不会让你觉得尴尬嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不幸运""}, {""sex"": ""1"", ""content"": ""那我把幸运分你点好了。""}, {""sex"": ""1"", ""content"": ""我的出现会给你带来幸运的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不会喝酒""}, {""sex"": ""1"", ""content"": ""想给你一个照顾我的机会不可以吗？""}, {""sex"": ""1"", ""content"": ""怎么？担心我酒后吐真言吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你嘴巴真的会说""}, {""sex"": ""1"", ""content"": ""遇到你就变口齿伶俐了，我也不知道为什么。""}, {""sex"": ""1"", ""content"": ""我的嘴巴还会别的哦，要不要试试？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚开完会""}, {""sex"": ""1"", ""content"": ""是不是又谈下了一笔大项目？""}, {""sex"": ""1"", ""content"": ""小仙女不光人美还如此优秀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要甜言蜜语""}, {""sex"": ""1"", ""content"": ""我说的都是真心话。""}, {""sex"": ""1"", ""content"": ""那我说朴实的话你会嫌我不够浪漫吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先忙会""}, {""sex"": ""1"", ""content"": ""嗯嗯，那我先不打扰小仙女工作了。""}, {""sex"": ""1"", ""content"": ""那你忙完要记得找我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先忙一会""}, {""sex"": ""1"", ""content"": ""忙完记得找我呦。""}, {""sex"": ""1"", ""content"": ""那我还是继续想你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这也太快了""}, {""sex"": ""1"", ""content"": ""速度够快才不会被别人追上""}, {""sex"": ""1"", ""content"": ""反正是迟早的事，为什么不早点做决定呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想的真好""}, {""sex"": ""1"", ""content"": ""现实这么残酷，想象肯定要美好一点啊。""}, {""sex"": ""1"", ""content"": ""我会努力让想象都变成现实的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像个小孩一样""}, {""sex"": ""1"", ""content"": ""你这意思是在说我很可爱吗？""}, {""sex"": ""1"", ""content"": ""我倒是想做个无忧无虑的小孩子，可惜现实不允许""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝宝伤心了""}, {""sex"": ""1"", ""content"": ""宝宝不要伤心好吗，你一伤心我就觉得心好痛。""}, {""sex"": ""1"", ""content"": ""抱抱宝宝，有我在呢，宝宝别伤心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要去买东西""}, {""sex"": ""1"", ""content"": ""要买什么，需不需要我代劳？""}, {""sex"": ""1"", ""content"": ""这个时候有没有特别想要一个能帮你去买东西的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没时间就算了""}, {""sex"": ""1"", ""content"": ""有啊，对你怎么可能没时间呢。""}, {""sex"": ""1"", ""content"": ""时间都给你准备好了，啥时候出动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜我想你没""}, {""sex"": ""1"", ""content"": ""肯定是想了，而且是特别想的那种。""}, {""sex"": ""1"", ""content"": ""这还用猜嘛，明摆着一直在想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我得病了""}, {""sex"": ""1"", ""content"": ""是不是得了我的相思病？""}, {""sex"": ""1"", ""content"": ""你没有照顾好自己，那就换我来照顾你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要早点睡了""}, {""sex"": ""1"", ""content"": ""那小仙女早点睡吧，睡美容觉对皮肤好。""}, {""sex"": ""1"", ""content"": ""那我们只好明天再继续聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都想睡觉了""}, {""sex"": ""1"", ""content"": ""睡觉的时候千万别想我哦，不然会睡不着的。""}, {""sex"": ""1"", ""content"": ""睡觉？我还没有做好心理准备""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又是上班的一天""}, {""sex"": ""1"", ""content"": ""请努力上班，好好工作！""}, {""sex"": ""1"", ""content"": ""今天又是勤劳奋斗的一天啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋那么逗呢""}, {""sex"": ""1"", ""content"": ""我要是不逗的话，怎么在你眼里和别人不一般呢。""}, {""sex"": ""1"", ""content"": ""只逗你啊，别人我可不费这个神。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很烦""}, {""sex"": ""1"", ""content"": ""你我皆凡人，剩在人世间""}, {""sex"": ""1"", ""content"": ""虽然我不知道你经历了什么事，让你心烦，我只想说，凡事都有解决的方法，不要太过烦躁。""}, {""sex"": ""1"", ""content"": ""三千烦恼丝，本来就是烦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""烦人的很""}, {""sex"": ""1"", ""content"": ""小仙女又被什么烦恼纠缠住了？""}, {""sex"": ""1"", ""content"": ""不烦不烦，别让烦恼影响了你的好心情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你小姐姐""}, {""sex"": ""1"", ""content"": ""你不是，你是我的小仙女。""}, {""sex"": ""1"", ""content"": ""那我能亲一下小姐姐吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是以后""}, {""sex"": ""1"", ""content"": ""我们可以先为以后打算呀。""}, {""sex"": ""1"", ""content"": ""以后是早晚会发生的事，提前规划不是挺好的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱笑的人运气不会太差""}, {""sex"": ""1"", ""content"": ""所以我花光了所有运气遇见了你。""}, {""sex"": ""1"", ""content"": ""所以你才运气这么好，遇到我了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生都渣""}, {""sex"": ""1"", ""content"": ""那还好，我只是一个男生而已。""}, {""sex"": ""1"", ""content"": ""那我就做其中比较不一样的男生。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""菜刀表情""}, {""sex"": ""1"", ""content"": ""你是想让我切了你这颗大白菜吗？""}, {""sex"": ""1"", ""content"": ""菜刀无眼，你小心点，别被伤着了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吹台风""}, {""sex"": ""1"", ""content"": ""你这么瘦小，当心被吹跑了哦""}, {""sex"": ""1"", ""content"": ""来台风记得要把门窗关好，东西收好，别乱跑，知道吗？""}], ""lock"": 1}"
