"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽。""}, {""sex"": ""1"", ""content"": ""嗨，看你照片挺可爱的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""先生 你是哪位？""}, {""sex"": ""1"", ""content"": ""你家族里有过失忆症的病史吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是？""}, {""sex"": ""1"", ""content"": ""我姓相，单名一个公，你叫我老公就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是好人吗？""}, {""sex"": ""1"", ""content"": ""你觉得我像是好人吗？""}, {""sex"": ""1"", ""content"": ""你觉得有坏人说自己是坏人的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懒人一个""}, {""sex"": ""1"", ""content"": ""我做一个大懒虫不好吗？""}, {""sex"": ""1"", ""content"": ""现在只是懒一时而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美好的回忆""}, {""sex"": ""1"", ""content"": ""我想最美好的回忆一定是我们共有的回忆。""}, {""sex"": ""1"", ""content"": ""希望你觉得美好的回忆里有我的存在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多美好""}, {""sex"": ""1"", ""content"": ""你来跟我一起体验体验就知道有多美好了。""}, {""sex"": ""1"", ""content"": ""这种美好是用语言无法表达的，需要你用心感受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭呀""}, {""sex"": ""1"", ""content"": ""小仙女要吃饱一点哦。""}, {""sex"": ""1"", ""content"": ""我能提前预定一下跟你吃下一顿饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去晒晒太阳""}, {""sex"": ""1"", ""content"": ""太阳公公出来晒你了。""}, {""sex"": ""1"", ""content"": ""晒在身上有种被你拥抱的感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢一个人的感觉""}, {""sex"": ""1"", ""content"": ""说不出来，要不你试着喜欢我就知道了。""}, {""sex"": ""1"", ""content"": ""我喜欢你的感觉就是。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会再说咯""}, {""sex"": ""1"", ""content"": ""机会都是靠自己创造的！""}, {""sex"": ""1"", ""content"": ""现在不就是一个好机会嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家一起""}, {""sex"": ""1"", ""content"": ""不想要大家一起，我只想要跟你一起""}, {""sex"": ""1"", ""content"": ""大家在一起，做什么都很开心呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就一个""}, {""sex"": ""1"", ""content"": ""那正好可以和我凑一双不是吗。""}, {""sex"": ""1"", ""content"": ""我喜欢的你也就一个啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以这样吗""}, {""sex"": ""1"", ""content"": ""在小仙女面前还有什么是不可以的吗？""}, {""sex"": ""1"", ""content"": ""当然，可不可以都是你说了算。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉？""}, {""sex"": ""1"", ""content"": ""感觉这种东西实在不可靠啊。""}, {""sex"": ""1"", ""content"": ""我的感觉貌似都已经给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""毕竟不认识""}, {""sex"": ""1"", ""content"": ""没事，我们还有很多时间可以慢慢认识。""}, {""sex"": ""1"", ""content"": ""现在认识一下也不迟啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚在吃饭呢""}, {""sex"": ""1"", ""content"": ""那我有没有打扰到你吃饭啊？""}, {""sex"": ""1"", ""content"": ""这个点，也应该是在吃饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没人和我一起""}, {""sex"": ""1"", ""content"": ""我难道不能被你当人看吗？""}, {""sex"": ""1"", ""content"": ""那我只能勉为其难的和你在一起咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜甜的你""}, {""sex"": ""1"", ""content"": ""甜甜的我才能被你喜欢啊。""}, {""sex"": ""1"", ""content"": ""够甜才是我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自恋的我""}, {""sex"": ""1"", ""content"": ""你也知道自己很自恋哦""}, {""sex"": ""1"", ""content"": ""自恋就自恋吧，谁让你这么好看呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自恋了哦""}, {""sex"": ""1"", ""content"": ""爱一个人要先学会爱自己。""}, {""sex"": ""1"", ""content"": ""你都不让我恋，所以我只好自恋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""难难难""}, {""sex"": ""1"", ""content"": ""用我们的爱来排除万难吧。""}, {""sex"": ""1"", ""content"": ""总会有解决的办法的，我们一起来面对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会睡觉""}, {""sex"": ""1"", ""content"": ""你要是不会睡觉就奇怪了。""}, {""sex"": ""1"", ""content"": ""怎么不带上我一起啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚才睡了一会""}, {""sex"": ""1"", ""content"": ""只是一会吗？我怎么觉得好久好久了""}, {""sex"": ""1"", ""content"": ""小懒猪，不是在吃就是在睡哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去一边""}, {""sex"": ""1"", ""content"": ""去你那边嘛？""}, {""sex"": ""1"", ""content"": ""我只知道怎么去到你身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一边去哈""}, {""sex"": ""1"", ""content"": ""哪边啊，你身边吗？""}, {""sex"": ""1"", ""content"": ""我不，我就要在你身边待着，哪也不去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不加我微信""}, {""sex"": ""1"", ""content"": ""谁说的，这不是我说的啊。""}, {""sex"": ""1"", ""content"": ""微信有什么好加的，我们直接打电话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你加我微信可以""}, {""sex"": ""1"", ""content"": ""好啊，那我就加了！""}, {""sex"": ""1"", ""content"": ""加你微信是一件很开心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蚊子太多了""}, {""sex"": ""1"", ""content"": ""这时候蚊香真的是一种神器啊。""}, {""sex"": ""1"", ""content"": ""那你多注意，等会儿被叮坏了咋办。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊的日子""}, {""sex"": ""1"", ""content"": ""有我在，无聊的日子也会变得有趣。""}, {""sex"": ""1"", ""content"": ""在无聊的日子里跟你聊天是最有趣的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像个孩子""}, {""sex"": ""1"", ""content"": ""风雨里做个大人，在你面前做个孩子""}, {""sex"": ""1"", ""content"": ""因为心里还有童真才能像个孩子呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像傻子""}, {""sex"": ""1"", ""content"": ""就算我是个傻子，也是个傻傻爱你的傻子。""}, {""sex"": ""1"", ""content"": ""做个傻子多好，无忧无虑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我女汉子""}, {""sex"": ""1"", ""content"": ""女汉子也有柔情的一面。""}, {""sex"": ""1"", ""content"": ""在我面前你可以做一辈子的小公主。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是女汉子""}, {""sex"": ""1"", ""content"": ""你怎么可能是女汉子，你是小仙女呀""}, {""sex"": ""1"", ""content"": ""你这么温柔可爱，怎么看也不像女汉子呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢女汉子吗""}, {""sex"": ""1"", ""content"": ""肯定喜欢啊，不然怎么会喜欢上你呢。""}, {""sex"": ""1"", ""content"": ""你不就是喜欢的那个女汉纸吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我比较汉子""}, {""sex"": ""1"", ""content"": ""我就是喜欢你这么汉子的你。""}, {""sex"": ""1"", ""content"": ""这么汉子的你才能好好保护我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个糟老头子，坏的很""}, {""sex"": ""1"", ""content"": ""明明坏起来像帅哥怎么是糟老头子了。""}, {""sex"": ""1"", ""content"": ""我还有更坏的要不要试试看啊，你这糟老婆子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交房租""}, {""sex"": ""1"", ""content"": ""你也得交房租给我，你在我心上住了这么久。""}, {""sex"": ""1"", ""content"": ""搬过来住我这儿，房租全免，附赠男友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子饿死了""}, {""sex"": ""1"", ""content"": ""傻瓜，饿了赶紧去吃饭呀。""}, {""sex"": ""1"", ""content"": ""是不是想要我喂你吃饭了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干啥子""}, {""sex"": ""1"", ""content"": ""我来找美女聊天了呀。""}, {""sex"": ""1"", ""content"": ""你难道不知道我干啥子吗，我除了想你还有什么事可做？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢什么样子""}, {""sex"": ""1"", ""content"": ""你的样子就是我喜欢的样子。""}, {""sex"": ""1"", ""content"": ""什么样子都是与你相关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不离不弃""}, {""sex"": ""1"", ""content"": ""你要不离我便不弃""}, {""sex"": ""1"", ""content"": ""我又何尝不是呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在狗贩子很猖狂""}, {""sex"": ""1"", ""content"": ""那你这只单身狗可要小心了，千万别被拐卖了。""}, {""sex"": ""1"", ""content"": ""心疼那些狗狗，狗贩子实在太过分了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小手术""}, {""sex"": ""1"", ""content"": ""不管大的小的，我都会很担心的啊。""}, {""sex"": ""1"", ""content"": ""就算是小手术，你也要认真一点放在心上啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你查户口呢""}, {""sex"": ""1"", ""content"": ""算上你的话我家户口上有四口人""}, {""sex"": ""1"", ""content"": ""晚上来我家不就知道我家几口人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""住多久""}, {""sex"": ""1"", ""content"": ""这句话应该我问你吧，你要在我心里住多久？""}, {""sex"": ""1"", ""content"": ""没多久就是住你心里一辈子而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛要保护我""}, {""sex"": ""1"", ""content"": ""我只是在保护我喜欢的人。""}, {""sex"": ""1"", ""content"": ""为什么不要保护你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[发呆][发呆][发呆][发呆][发呆]""}, {""sex"": ""1"", ""content"": ""你知不知道你呆萌呆萌的样子很可爱？""}, {""sex"": ""1"", ""content"": ""别发呆，多想想我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可生气""}, {""sex"": ""1"", ""content"": ""别气别气，生气可不是美女该做的事""}, {""sex"": ""1"", ""content"": ""生气归生气，但不要把自己的身体给气坏了呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""果然男人都是大猪蹄子""}, {""sex"": ""1"", ""content"": ""这大猪蹄子美容养颜的呢。""}, {""sex"": ""1"", ""content"": ""你是又想啃猪蹄了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好生活，慢慢相遇""}, {""sex"": ""1"", ""content"": ""我已经在好好生活的途中与你相遇了。""}, {""sex"": ""1"", ""content"": ""与你相遇好幸运，我们一起好好生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好～""}, {""sex"": ""1"", ""content"": ""你早上中午怎么没跟我说好，生气！""}, {""sex"": ""1"", ""content"": ""怎么一睁开眼就下午了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""端午好""}, {""sex"": ""1"", ""content"": ""端午节到了，愿幸福像糯米粘着你，快乐像丝线缠绕你，生活像枣子一样甜蜜，幸运像叶子紧紧包裹你。祝你节日快乐。""}, {""sex"": ""1"", ""content"": ""端午好啊，把最好的祝福送给你，要吃香香软软的粽子哦，希望你每天开心幸福连连。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奇奇怪怪的""}, {""sex"": ""1"", ""content"": ""还不是你害的，遇见你让我变得奇奇怪怪。""}, {""sex"": ""1"", ""content"": ""说明我是个特别的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想见到你""}, {""sex"": ""1"", ""content"": ""那我立刻飞到你身边好不好？""}, {""sex"": ""1"", ""content"": ""那我们来视频，我也好想看看你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班好啊""}, {""sex"": ""1"", ""content"": ""我也觉得挺好的，可以赚钱养你。""}, {""sex"": ""1"", ""content"": ""大家都是嚷着不想上班，你竟然觉得上班好，果然很特别。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我得上班了""}, {""sex"": ""1"", ""content"": ""巧了，我刚好也得去上班了。""}, {""sex"": ""1"", ""content"": ""好好上班，努力赚钱！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家早上好""}, {""sex"": ""1"", ""content"": ""早早早，花儿对你笑""}, {""sex"": ""1"", ""content"": ""早上好啊，小美女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""过家家""}, {""sex"": ""1"", ""content"": ""都二十几岁了还喜欢玩过家家呀""}, {""sex"": ""1"", ""content"": ""我可不是在玩过家家，我是认真的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同好""}, {""sex"": ""1"", ""content"": ""我真的是不容易啊。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""这世上要遇到个同好不容易啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""马上中午了""}, {""sex"": ""1"", ""content"": ""是不是迫不及待想吃午餐了？""}, {""sex"": ""1"", ""content"": ""对啊，中午要不要一起吃个饭？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她好看吗""}, {""sex"": ""1"", ""content"": ""我眼里只有你哪能看到别人啊。""}, {""sex"": ""1"", ""content"": ""再好看哪有你好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请问您是""}, {""sex"": ""1"", ""content"": ""你竟然不认识我？我的心好痛啊""}, {""sex"": ""1"", ""content"": ""知道了我的大名，你就要报上你的大名来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拜拜了您""}, {""sex"": ""1"", ""content"": ""没事，明天还能看见美丽的你""}, {""sex"": ""1"", ""content"": ""你觉得你能逃出我的手掌心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感冒好难受啊""}, {""sex"": ""1"", ""content"": ""我又不能替你分担，看着我也难受啊""}, {""sex"": ""1"", ""content"": ""那就让我好好照顾你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚去洗澡""}, {""sex"": ""1"", ""content"": ""那你的美丽被洗掉了吗？""}, {""sex"": ""1"", ""content"": ""那你一定要好好洗澡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好不饿""}, {""sex"": ""1"", ""content"": ""饿肚子这种事情， 在你身上是不会发生的。""}, {""sex"": ""1"", ""content"": ""我真的怕你饿了会做出点啥事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心好累好累""}, {""sex"": ""1"", ""content"": ""那就把心给我！""}, {""sex"": ""1"", ""content"": ""心放我这就不会感觉到累了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉你好累""}, {""sex"": ""1"", ""content"": ""还好吧，努力让自己过得更好。""}, {""sex"": ""1"", ""content"": ""不累啊，有你在就不会累。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉叭""}, {""sex"": ""1"", ""content"": ""你欠我一句晚安，赶紧说！""}, {""sex"": ""1"", ""content"": ""仙女姐姐你能来我梦里吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可能叭""}, {""sex"": ""1"", ""content"": ""你怎么能这么可爱呢。""}, {""sex"": ""1"", ""content"": ""这么不准确的回答吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是她妹妹""}, {""sex"": ""1"", ""content"": ""妹妹，有空跟我谈个恋爱吗？""}, {""sex"": ""1"", ""content"": ""你们两姐妹可真像，都那么漂亮。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨,你好""}, {""sex"": ""1"", ""content"": ""小仙女是不是看我帅才跟我打招呼的？""}, {""sex"": ""1"", ""content"": ""嗨！跟小可爱聊天一天心情都会变得很好呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨~""}, {""sex"": ""1"", ""content"": ""你好啊，小可爱。""}, {""sex"": ""1"", ""content"": ""嘿，收到你消息我很高兴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的话""}, {""sex"": ""1"", ""content"": ""希望我说的话你都能放在心上""}, {""sex"": ""1"", ""content"": ""你只要记住我说的我喜欢你我就知足了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""性格缺陷""}, {""sex"": ""1"", ""content"": ""每个人性格里多多少少都会有不足的地方，而我愿意包容你的所有性格。""}, {""sex"": ""1"", ""content"": ""就算你任性耍赖有很多小脾气，我也通通都接受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是谈过几次""}, {""sex"": ""1"", ""content"": ""谈过几次也不妨碍我最后一次是你啊。""}, {""sex"": ""1"", ""content"": ""等级高了才能遇到这么好的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能省钱就省钱""}, {""sex"": ""1"", ""content"": ""以后我养你，你省钱。""}, {""sex"": ""1"", ""content"": ""看来是会过日子的，真好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没几个朋友""}, {""sex"": ""1"", ""content"": ""那就让我做你的好朋友吧。""}, {""sex"": ""1"", ""content"": ""是不喜欢交朋友吗？你应该是性格比较内向的女孩吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你本是个快乐的女孩""}, {""sex"": ""1"", ""content"": ""呸，再快乐我也是个男孩。""}, {""sex"": ""1"", ""content"": ""如果能跟我谈恋爱你会更快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个仙女""}, {""sex"": ""1"", ""content"": ""有本事把你的仙女证拿出来我看看！""}, {""sex"": ""1"", ""content"": ""不然你怎么会长得这么好看呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""网名个性签名""}, {""sex"": ""1"", ""content"": ""未曾相逢先一笑，初会便已许平生。""}, {""sex"": ""1"", ""content"": ""你的衣裳今天我在穿，未留住你却依然温暖。""}, {""sex"": ""1"", ""content"": ""我以为，其实也只是，我以为。""}, {""sex"": ""1"", ""content"": ""后来的我们，一个不愿联系，一个不愿打扰""}, {""sex"": ""1"", ""content"": ""从来都没欠过谁 但总是这么狼狈。""}, {""sex"": ""1"", ""content"": "" 风尘不过一女子， 我也不过一个你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男?""}, {""sex"": ""1"", ""content"": ""至少是直的啊，难不倒你喜欢弯的？""}, {""sex"": ""1"", ""content"": ""渣男和直男，你选一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真是直男啊""}, {""sex"": ""1"", ""content"": ""是很爱你的直男。""}, {""sex"": ""1"", ""content"": ""如假包换，我都这么喜欢你了，你还怀疑什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一看就是个渣男""}, {""sex"": ""1"", ""content"": ""我要是个渣男，你还能这么安然无恙？""}, {""sex"": ""1"", ""content"": ""明明是个直男，偏偏被你当做渣男。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟女生要微信""}, {""sex"": ""1"", ""content"": ""腾讯说我再不找个姑娘聊天就要注销我的微信了""}, {""sex"": ""1"", ""content"": ""我想加你微信，有空就滴滴你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅气小哥哥""}, {""sex"": ""1"", ""content"": ""没错，我就是那个最帅气的小哥哥""}, {""sex"": ""1"", ""content"": ""小哥哥等小仙女等好久啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备去逛街""}, {""sex"": ""1"", ""content"": ""需要拎包大使嘛。""}, {""sex"": ""1"", ""content"": ""逛街不带我，你逛得舒心吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪个色好看""}, {""sex"": ""1"", ""content"": ""只要在你身上的都好看。""}, {""sex"": ""1"", ""content"": ""哪个都不好看，都没有你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我本来就是你的小傻瓜""}, {""sex"": ""1"", ""content"": ""那你就做我一辈子的小傻瓜。""}, {""sex"": ""1"", ""content"": ""你也是我的小可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑屁笑""}, {""sex"": ""1"", ""content"": ""笑都不行，你也太霸道了。""}, {""sex"": ""1"", ""content"": ""你这么凶除了我还有人喜欢你嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是十万个为什么""}, {""sex"": ""1"", ""content"": ""那我就来解决你的十万个为什么！""}, {""sex"": ""1"", ""content"": ""哪里有这么可爱的十万个什么啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要机会""}, {""sex"": ""1"", ""content"": ""机会都是留给有准备的人。""}, {""sex"": ""1"", ""content"": ""机会都是自己创造的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""鬼天气""}, {""sex"": ""1"", ""content"": ""我也不喜欢这种天气，让人觉得心情都不好了。""}, {""sex"": ""1"", ""content"": ""小仙女千万不要被天气影响到心情啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈恋爱。""}, {""sex"": ""1"", ""content"": ""谈一场不会分手的恋爱！""}, {""sex"": ""1"", ""content"": ""谈恋爱找我，保甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚做了一个梦""}, {""sex"": ""1"", ""content"": ""梦里是不是应该有个我？""}, {""sex"": ""1"", ""content"": ""有时候将来发生的正是你梦里梦见的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""或许是吧""}, {""sex"": ""1"", ""content"": ""那就应该是了。""}, {""sex"": ""1"", ""content"": ""那又或许是什么呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不重要""}, {""sex"": ""1"", ""content"": ""你是我心的一半，你说你觉得重要不？""}, {""sex"": ""1"", ""content"": ""你是一毛重要，一毛就是十分""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别期待""}, {""sex"": ""1"", ""content"": ""期待，期待你发现我的爱。""}, {""sex"": ""1"", ""content"": ""能不期待吗，我喜欢的人哪能不期待啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才不会""}, {""sex"": ""1"", ""content"": ""不会那就太好了。""}, {""sex"": ""1"", ""content"": ""真的吗？我一直很担心你会离开我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""社交""}, {""sex"": ""1"", ""content"": ""社交圈子真的是说大不大。""}, {""sex"": ""1"", ""content"": ""越长大越发现社交真的很重要。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会离开我吗！""}, {""sex"": ""1"", ""content"": ""我什么都会，唯独不会离开你。""}, {""sex"": ""1"", ""content"": ""那可能会是在我生命的最后一刻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会尝尝""}, {""sex"": ""1"", ""content"": ""肯定有机会的，到时候带你去吃。""}, {""sex"": ""1"", ""content"": ""我敢保证是你喜欢的味道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会死的""}, {""sex"": ""1"", ""content"": ""才不会，不许你瞎说。""}, {""sex"": ""1"", ""content"": ""呸呸呸，我们都会长命百岁的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话是你会说""}, {""sex"": ""1"", ""content"": ""我要是不会说怎么发展咱们的关系啊。""}, {""sex"": ""1"", ""content"": ""你不说我要是也不说不就尴尬了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我期待""}, {""sex"": ""1"", ""content"": ""我不会辜负你的期待。""}, {""sex"": ""1"", ""content"": ""你所期待的就是我所希望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会后悔""}, {""sex"": ""1"", ""content"": ""喜欢上你，我从不后悔。""}, {""sex"": ""1"", ""content"": ""又没有后悔药，后悔有什么用呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉呗""}, {""sex"": ""1"", ""content"": ""嗯 朕准了，去吧.""}, {""sex"": ""1"", ""content"": ""睡觉千万别想我，不然我会失眠的.""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不咋办""}, {""sex"": ""1"", ""content"": ""你难道无动于衷？没有一点点想法？""}, {""sex"": ""1"", ""content"": ""那我要是现在壁咚你强吻你，你是不是也不会反抗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""聊天聊死""}, {""sex"": ""1"", ""content"": ""是我太笨了，才会把天聊死了""}, {""sex"": ""1"", ""content"": ""没事没事，我们可以重新开始聊起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不痛啊""}, {""sex"": ""1"", ""content"": ""你一定要好好的，不要让自己受伤知道吗？""}, {""sex"": ""1"", ""content"": ""不痛就好，不然我会心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假装没看到""}, {""sex"": ""1"", ""content"": ""假装我不喜欢你。""}, {""sex"": ""1"", ""content"": ""我看到了哦，你要贿赂我一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会做饭给你吃""}, {""sex"": ""1"", ""content"": ""那我要开始想办法找机会了。""}, {""sex"": ""1"", ""content"": ""能吃到你做的饭肯定很幸福，我现在就很期待了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你挺会聊啊""}, {""sex"": ""1"", ""content"": ""我也就和你比较会聊天而已。""}, {""sex"": ""1"", ""content"": ""还行吧，总得和你好好聊聊。""}], ""lock"": 1}"
