"{""chat"": [{""sex"": ""2"", ""content"": ""早安""}, {""sex"": ""1"", ""content"": ""早安宝贝 睡得怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好好玩吧""}, {""sex"": ""1"", ""content"": ""不行，没有你就不好玩了。""}, {""sex"": ""1"", ""content"": ""难道有陪你更好玩的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨天睡觉了""}, {""sex"": ""1"", ""content"": ""都没跟我说晚安就睡了，太过分了。""}, {""sex"": ""1"", ""content"": ""睡觉也不通知我一声，这样我怎么到梦里赴你的约？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个大胖子""}, {""sex"": ""1"", ""content"": ""能有多胖，二百斤吗？""}, {""sex"": ""1"", ""content"": ""胖子怎么了，肉肉的多可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有人喜欢""}, {""sex"": ""1"", ""content"": ""我就很喜欢你呀""}, {""sex"": ""1"", ""content"": ""当然会有人喜欢了，毕竟每个人的审美都不一样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人喜欢漂亮的脸蛋，女人喜欢听情话""}, {""sex"": ""1"", ""content"": ""那你喜欢什么呢？""}, {""sex"": ""1"", ""content"": ""每个人都有自己喜欢的，比如我喜欢你一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不招人待见""}, {""sex"": ""1"", ""content"": ""谁说的，我觉得我就很稀罕你。""}, {""sex"": ""1"", ""content"": ""这么可爱的小仙女，怎么会不招人待见呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不约不约，我们不约""}, {""sex"": ""1"", ""content"": ""不约吗？那我晚点再问一次""}, {""sex"": ""1"", ""content"": ""你说错了，我要的是一个字的回答""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""才发现啊""}, {""sex"": ""1"", ""content"": ""你还在，晚一点也没事。""}, {""sex"": ""1"", ""content"": ""对啊，我才发现自己原来这么喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你一起跨年""}, {""sex"": ""1"", ""content"": ""不用等太久，我马上就到！""}, {""sex"": ""1"", ""content"": ""我终于有人陪我一起跨年了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来睡觉""}, {""sex"": ""1"", ""content"": ""那我可要睡到你怀里哦""}, {""sex"": ""1"", ""content"": ""才不跟你睡觉呢，我可是正经人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没时间""}, {""sex"": ""1"", ""content"": ""我的时间挤挤还是有的。""}, {""sex"": ""1"", ""content"": ""只要你说，我什么时候都有时间。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好长时间""}, {""sex"": ""1"", ""content"": ""时间长一点不好吗，这样就有更充裕的时间做想做的事情了""}, {""sex"": ""1"", ""content"": ""这样才好啊，我就可以陪你很久了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同一片天空""}, {""sex"": ""1"", ""content"": ""不止同一片天空，还是同一片土地呢。""}, {""sex"": ""1"", ""content"": ""天空太大了，我想跟你在同一个屋檐下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起来吃东西了""}, {""sex"": ""1"", ""content"": ""是不是肚子一直在打鼓呢。""}, {""sex"": ""1"", ""content"": ""没有什么能叫你起床，除了吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冷静一点""}, {""sex"": ""1"", ""content"": ""抱歉，遇到你很容易不冷静。""}, {""sex"": ""1"", ""content"": ""我已经够冷静了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才是骗子""}, {""sex"": ""1"", ""content"": ""其实我不是骗子，准确的说我是一个偷心的贼，""}, {""sex"": ""1"", ""content"": ""我骗你什么了？钱？色？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就想当个傻子""}, {""sex"": ""1"", ""content"": ""当个属于我的傻子。""}, {""sex"": ""1"", ""content"": ""傻傻的很可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不相信男孩子的话""}, {""sex"": ""1"", ""content"": ""请不要把我和一般男孩子放一起做比较。""}, {""sex"": ""1"", ""content"": ""但是像我这种诚实的男孩子已经不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""房间小""}, {""sex"": ""1"", ""content"": ""房间小一点打扫起来也比较方便呀""}, {""sex"": ""1"", ""content"": ""那你搬过来跟我一起住吧，我的房间大""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是什么样子""}, {""sex"": ""1"", ""content"": ""你照照镜子就知道是什么样子了。""}, {""sex"": ""1"", ""content"": ""我能想到最好的样子就是有你陪伴的日子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别搞笑了""}, {""sex"": ""1"", ""content"": ""我这不是为了想看你的笑吗。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少，你说我帮你赚了多少寿命？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有个锤子""}, {""sex"": ""1"", ""content"": ""锤子不适合你玩，你还是适合玩仙女棒。""}, {""sex"": ""1"", ""content"": ""那我可要把你的锤子没收了，免得你捶到自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天累成狗""}, {""sex"": ""1"", ""content"": ""我还真想看看你成狗的样子，一定很好笑。""}, {""sex"": ""1"", ""content"": ""那可爱的狗狗需要我的怀抱吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常点吧""}, {""sex"": ""1"", ""content"": ""我怕太过于正常你会受不了。""}, {""sex"": ""1"", ""content"": ""好不容易和你在同一频道，你居然叫我换！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我知道的太多了""}, {""sex"": ""1"", ""content"": ""电视剧里知道太多的人都活不过三集。""}, {""sex"": ""1"", ""content"": ""对我这么了解，是不是关注我很久了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你干嘛""}, {""sex"": ""1"", ""content"": ""给我你的爱，可以不可以。""}, {""sex"": ""1"", ""content"": ""不给我你还能干嘛！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想干嘛吗""}, {""sex"": ""1"", ""content"": ""那得看你想让我做点什么啦。""}, {""sex"": ""1"", ""content"": ""我想干嘛，你自己还不清楚吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我干嘛要陪你""}, {""sex"": ""1"", ""content"": ""你干嘛不陪我啊，我都这么可怜啊。""}, {""sex"": ""1"", ""content"": ""你干嘛不要来陪我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以吃你吗""}, {""sex"": ""1"", ""content"": ""吃我干嘛，肉多不代表好吃啊。""}, {""sex"": ""1"", ""content"": ""吃！还得吃很多个我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚吧滚吧""}, {""sex"": ""1"", ""content"": ""你要我怎么滚？我有72种滚法不带重样的""}, {""sex"": ""1"", ""content"": ""待会儿你想我了怎么办""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脖子酸""}, {""sex"": ""1"", ""content"": ""那我给你捶一捶揉一揉捏一捏。""}, {""sex"": ""1"", ""content"": ""都说再忙也要注意休息了，以后得了颈椎病怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好胖的""}, {""sex"": ""1"", ""content"": ""谁敢嫌弃我的小仙女胖，谁！""}, {""sex"": ""1"", ""content"": ""肉乎乎的明明很可爱好嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你胆子不小嘛""}, {""sex"": ""1"", ""content"": ""喜欢你的人，胆子怎么可能小呢。""}, {""sex"": ""1"", ""content"": ""胆大心细，知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我胆子也小""}, {""sex"": ""1"", ""content"": ""那我们凑一起胆子是不是会变得大一点？""}, {""sex"": ""1"", ""content"": ""为了你，我会把自己的胆子练大的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我换了个头像""}, {""sex"": ""1"", ""content"": ""我觉得还是你的照片当头像好看。""}, {""sex"": ""1"", ""content"": ""头像嘛，还是情侣头像好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是单身汉就好啦""}, {""sex"": ""1"", ""content"": ""怎么，想解救单身汉？""}, {""sex"": ""1"", ""content"": ""遇见你之后我就不想当单身汉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[勾引][勾引][勾引][勾引]""}, {""sex"": ""1"", ""content"": ""你这是在玩火，你知道吗？""}, {""sex"": ""1"", ""content"": ""你要是勾引我，我可就要缠着你一辈子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空吗""}, {""sex"": ""1"", ""content"": ""其实我是没空的。""}, {""sex"": ""2"", ""content"": ""为什么？""}, {""sex"": ""1"", ""content"": ""但是因为你，什么时候都是有空。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还没空""}, {""sex"": ""1"", ""content"": ""我有啊，我可以分点空给你的。""}, {""sex"": ""1"", ""content"": ""我就在这里等着你啥时候有空。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都是骗我的""}, {""sex"": ""1"", ""content"": ""哪敢骗你这个小仙女啊。""}, {""sex"": ""1"", ""content"": ""骗你容易被打，所以还是不骗你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""琐事""}, {""sex"": ""1"", ""content"": ""生活中就是有很多琐事烦恼着我们，但是要及时调整心态呀""}, {""sex"": ""1"", ""content"": ""我想为你分担琐事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又肚子疼了""}, {""sex"": ""1"", ""content"": ""是不是又乱吃东西了，怎么就不知道好好照顾自己呢？""}, {""sex"": ""1"", ""content"": ""怎么总是肚子疼呢，你这样我很不放心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在你心中是什么样的""}, {""sex"": ""1"", ""content"": ""长着一张老婆的样子啊。""}, {""sex"": ""1"", ""content"": ""我心里都是你，你还问我是什么样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个大猪蹄子""}, {""sex"": ""1"", ""content"": ""是你喜欢的大猪蹄子。""}, {""sex"": ""1"", ""content"": ""难怪你喜欢吃猪蹄，原来是偷偷喜欢我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""比好还好""}, {""sex"": ""1"", ""content"": ""我会一直一直对你好的。""}, {""sex"": ""1"", ""content"": ""没有最好，只有更好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以照顾好自己""}, {""sex"": ""1"", ""content"": ""你要是照顾不好，就换我来照顾。""}, {""sex"": ""1"", ""content"": ""那我开始有点担心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好""}, {""sex"": ""1"", ""content"": ""我一个人在下午是好不起来的""}, {""sex"": ""2"", ""content"": ""为什么呀""}, {""sex"": ""1"", ""content"": ""因为你早上都不找我呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好骚气""}, {""sex"": ""1"", ""content"": ""这样你才能好好记住我啊。""}, {""sex"": ""1"", ""content"": ""再骚气还不是只有你能看到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧…""}, {""sex"": ""1"", ""content"": ""感觉你的回答好勉强啊。""}, {""sex"": ""1"", ""content"": ""就算你不情愿你也答应了，不许反悔。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好大叔""}, {""sex"": ""1"", ""content"": ""你好，萝莉""}, {""sex"": ""1"", ""content"": ""大叔爱萝莉你难道不懂吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你家我家""}, {""sex"": ""1"", ""content"": ""你家也行我家也行，反正是家就行。""}, {""sex"": ""1"", ""content"": ""你家就是我家，我家就是你家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇嘛""}, {""sex"": ""1"", ""content"": ""好奇心会害死猫的。""}, {""sex"": ""1"", ""content"": ""好奇宝宝开始好奇了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好小可爱""}, {""sex"": ""1"", ""content"": ""我不是小可爱，我是你的大可爱！""}, {""sex"": ""1"", ""content"": ""你好呀，小可爱叫谁小可爱呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发型好看吗""}, {""sex"": ""1"", ""content"": ""必须好看，就没有不好看的！""}, {""sex"": ""1"", ""content"": ""你这么好看已经很少见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你休息吧""}, {""sex"": ""1"", ""content"": ""休息的时候真想有你在身边""}, {""sex"": ""1"", ""content"": ""你还不过来我身边一起休息吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我哪里好？""}, {""sex"": ""1"", ""content"": ""我用我这一辈子来回答你的问题。""}, {""sex"": ""1"", ""content"": ""你有哪里不好的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我怕你会离开我""}, {""sex"": ""1"", ""content"": ""从今往后，我们之间只有死别，没有生离。""}, {""sex"": ""1"", ""content"": ""离开你我会不快乐，我为什么要离开你呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，都要好好的""}, {""sex"": ""1"", ""content"": ""放心，有你在我肯定好好的。""}, {""sex"": ""1"", ""content"": ""我会照顾好自己和你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""夸身材""}, {""sex"": ""1"", ""content"": ""不愧是仙女，就是好看！""}, {""sex"": ""1"", ""content"": ""你这身材保准能生儿子！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""完美身材""}, {""sex"": ""1"", ""content"": ""跟我在一起，你就拥有一个完美身材的男朋友了。""}, {""sex"": ""1"", ""content"": ""小仙女的身材不用说，肯定是非常完美。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我真好""}, {""sex"": ""1"", ""content"": ""就你这么一个媳妇儿，当然要对你好了。""}, {""sex"": ""1"", ""content"": ""不对你好把机会让给别人吗，我才不干呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你好""}, {""sex"": ""1"", ""content"": ""你对我的好我都铭记在心了""}, {""sex"": ""1"", ""content"": ""我知道你对我好，所以我会加倍珍惜你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对谁都好""}, {""sex"": ""1"", ""content"": ""从今往后，除了家人，我只对你一个人好。""}, {""sex"": ""1"", ""content"": ""当然要对爸爸好妈妈好，对爷爷好奶奶好，还要对你好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚去洗衣服了""}, {""sex"": ""1"", ""content"": ""贤妻良母我可不想错过了。""}, {""sex"": ""1"", ""content"": ""我刚好也有衣服没洗，要不顺带一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好看不""}, {""sex"": ""1"", ""content"": ""粉红骷髅有什么好看的。""}, {""sex"": ""1"", ""content"": ""那得问了你才知道我好不好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""裙子好看不""}, {""sex"": ""1"", ""content"": ""好看，特别是穿在你身上更好看。""}, {""sex"": ""1"", ""content"": ""当然好看啦，我都舍不得挪开眼睛了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好打招呼""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}, {""sex"": ""1"", ""content"": ""早安宝贝 睡得怎么样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥晚上好""}, {""sex"": ""1"", ""content"": ""如果能早上中午晚上都能看到你的信息会 更好。""}, {""sex"": ""1"", ""content"": ""不大好，因为你不在身边。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上说""}, {""sex"": ""1"", ""content"": ""你是想让我晚上偷偷跟你说吗。""}, {""sex"": ""1"", ""content"": ""晚上太多想要说的了，怕说不完。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀，很高兴认识你""}, {""sex"": ""1"", ""content"": ""哇呀，没想到竟然遇到小仙女了""}, {""sex"": ""1"", ""content"": ""你好呀，你跟我主动打招呼我好开心呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好早呀""}, {""sex"": ""1"", ""content"": ""早点起来感受新一天的美好呀。""}, {""sex"": ""1"", ""content"": ""我觉得小仙女不应该错过清晨的阳光。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太可爱了叭""}, {""sex"": ""1"", ""content"": ""就是这么的可爱呀。""}, {""sex"": ""1"", ""content"": ""难道比你还可爱嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛不辛苦""}, {""sex"": ""1"", ""content"": ""还好吧，不辛苦怎么对得起自己啊。""}, {""sex"": ""1"", ""content"": ""辛苦啊，但是我相信苦尽甘来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不辛苦""}, {""sex"": ""1"", ""content"": ""那就辛苦你一下，好好照顾我的心。""}, {""sex"": ""1"", ""content"": ""要是让你觉得辛苦就是我的错了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""蛮辛苦的""}, {""sex"": ""1"", ""content"": ""但是辛苦都是有回报的呀。""}, {""sex"": ""1"", ""content"": ""有时候辛苦不过不辛苦怎么可能呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么辛苦啊""}, {""sex"": ""1"", ""content"": ""为了你，辛苦点也是值得。""}, {""sex"": ""1"", ""content"": ""辛苦之后就是甜甜的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饭不好吃""}, {""sex"": ""1"", ""content"": ""还是我比较开胃，对吧""}, {""sex"": ""1"", ""content"": ""还是要我喂你吃比较好吃啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样不是挺好的""}, {""sex"": ""1"", ""content"": ""我喜欢你也挺好的。""}, {""sex"": ""1"", ""content"": ""你觉得现在有什么是不好的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好多啦""}, {""sex"": ""1"", ""content"": ""那就好，得好好注意照顾自己啊""}, {""sex"": ""1"", ""content"": ""糟糕，这是要变美的前奏""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说呀快说""}, {""sex"": ""1"", ""content"": ""你亲我一口我就说！""}, {""sex"": ""1"", ""content"": ""怎么？那么想让我说嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当我没说吧""}, {""sex"": ""1"", ""content"": ""嗯，那就让它随风飘散吧。""}, {""sex"": ""1"", ""content"": ""怎么算？我又不是计算机。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陪我说说话""}, {""sex"": ""1"", ""content"": ""我陪你说说什么是爱情吧。""}, {""sex"": ""1"", ""content"": ""聊聊我们婚姻大事呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话怎么说呢""}, {""sex"": ""1"", ""content"": ""这说起来就有点复杂了，我用一辈子慢慢说给你听啊。""}, {""sex"": ""1"", ""content"": ""不说废话了，我喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想说吗""}, {""sex"": ""1"", ""content"": ""想说，但就是不知道该怎么说。""}, {""sex"": ""1"", ""content"": ""说不说其实你都知道我的心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼呢""}, {""sex"": ""1"", ""content"": ""那你可以信我了，我就是一只鬼""}, {""sex"": ""1"", ""content"": ""我这么诚实可靠可信难道不应该被信任吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能交个朋友吗?""}, {""sex"": ""1"", ""content"": ""小仙女和我交朋友，是我的荣幸""}, {""sex"": ""1"", ""content"": ""当然，以后我们就是朋友啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交不到朋友""}, {""sex"": ""1"", ""content"": ""不用交那么多朋友，你有我就够了""}, {""sex"": ""1"", ""content"": ""不是交不到朋友，只是他们不配跟你这个小仙女交朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你喜不喜欢交朋友""}, {""sex"": ""1"", ""content"": ""喜欢啊，但是我更喜欢交女朋友。""}, {""sex"": ""1"", ""content"": ""那你喜欢交男朋友吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交男朋友""}, {""sex"": ""1"", ""content"": ""那你要交的岂不是我。""}, {""sex"": ""1"", ""content"": ""我的公主殿下，你终于要跟我交往了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你是直男吗""}, {""sex"": ""1"", ""content"": ""难不成你以为我是歪的吗？！""}, {""sex"": ""1"", ""content"": ""直男总比渣男好吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好 小哥哥""}, {""sex"": ""1"", ""content"": ""小哥哥不好，小哥哥想小仙女了""}, {""sex"": ""1"", ""content"": ""一看到小仙女，心情真的会变得特别好呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥早上好""}, {""sex"": ""1"", ""content"": ""感觉有人一大早就要撩我。""}, {""sex"": ""1"", ""content"": ""小哥哥早上有起床气的，要抱抱才能好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大傻瓜""}, {""sex"": ""1"", ""content"": ""傻一点好，太聪明了跟你就没有共同语言了""}, {""sex"": ""1"", ""content"": ""笨到跟你打交道，我确实够傻的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么备注？""}, {""sex"": ""1"", ""content"": ""你觉得我这么帅，适合什么备注呢？""}, {""sex"": ""1"", ""content"": ""反正我给你备注我的老婆大人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇见你呗""}, {""sex"": ""1"", ""content"": ""遇见你不容易，所以错过了会很可惜。""}, {""sex"": ""1"", ""content"": ""遇见即是缘，那就让我们产生“份”吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个这个""}, {""sex"": ""1"", ""content"": ""别这个了，喜欢我这个人就好了。""}, {""sex"": ""1"", ""content"": ""还在等什么，我已经出现你面前了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个是你？""}, {""sex"": ""1"", ""content"": ""难道这个就不能是我吗？""}, {""sex"": ""1"", ""content"": ""在你心目中，我到底长啥样啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你讲一个笑话吧""}, {""sex"": ""1"", ""content"": ""好啊，小可爱的笑话应该也很可爱吧。""}, {""sex"": ""1"", ""content"": ""那要是没把我逗笑怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发个照片看看呗""}, {""sex"": ""1"", ""content"": ""我要是不发你能拿我怎样？""}, {""sex"": ""1"", ""content"": ""你以为想看我的照片是这么简单的事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有过女朋友吗""}, {""sex"": ""1"", ""content"": ""废话，我要是没有过女朋友就糟了。""}, {""sex"": ""1"", ""content"": ""那你希望我有过女朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""?好好对你女朋友吧""}, {""sex"": ""1"", ""content"": ""想让我对你好就直说嘛。""}, {""sex"": ""1"", ""content"": ""既然女朋友提出了这个要求，我当然只好乖乖听话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你现在对我是什么感觉""}, {""sex"": ""1"", ""content"": ""还能是什么感觉啊，当然是喜欢的感觉啦。""}, {""sex"": ""1"", ""content"": ""男人对女人的感觉，懂了没。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还有惊喜""}, {""sex"": ""1"", ""content"": ""你先确定不是惊吓就好了。""}, {""sex"": ""1"", ""content"": ""惊喜，你觉得怎么样的才算是惊喜呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉重要""}, {""sex"": ""1"", ""content"": ""但是人也很重要不是吗。""}, {""sex"": ""1"", ""content"": ""我已经感觉到你的重要性了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有你这样说话的吗""}, {""sex"": ""1"", ""content"": ""难道我这么说话不好吗？！""}, {""sex"": ""1"", ""content"": ""难不成你不喜欢，那我换一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交出你的小命""}, {""sex"": ""1"", ""content"": ""要钱没有，要命没有！""}, {""sex"": ""1"", ""content"": ""那你就拿你的小命来换！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认命""}, {""sex"": ""1"", ""content"": ""这都是命啊。""}, {""sex"": ""1"", ""content"": ""命里有时终须，有命里无时莫强求""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""续命""}, {""sex"": ""1"", ""content"": ""你就是我的续命神丹。""}, {""sex"": ""1"", ""content"": ""怎么办，我现在需要小仙女的一口仙气续命。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会吗""}, {""sex"": ""1"", ""content"": ""不会，我爱你的心从不会变。""}, {""sex"": ""1"", ""content"": ""嗯，你可以教我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会不会打扰你""}, {""sex"": ""1"", ""content"": ""不会不会，我正好闲着呢。""}, {""sex"": ""1"", ""content"": ""怎么会呢，我正嫌太无聊了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么会说""}, {""sex"": ""1"", ""content"": ""那也不见得我把你给说动你了呀。""}, {""sex"": ""1"", ""content"": ""像我这么会说话的人可不多见呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会出去吃饭""}, {""sex"": ""1"", ""content"": ""吃饭都不准备带带我？""}, {""sex"": ""1"", ""content"": ""别说了，一说我都开始饿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去游泳了""}, {""sex"": ""1"", ""content"": ""这么热的天气，游泳实在是一件很舒服的事""}, {""sex"": ""1"", ""content"": ""等等我，我也想跟你一起去游泳""}], ""lock"": 1}"
