"{""chat"": [{""sex"": ""1"", ""content"": ""小姐姐，我可以和你问一下路吗？""}, {""sex"": ""2"", ""content"": ""去哪？""}, {""sex"": ""1"", ""content"": ""去你心里的路""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢一个人怎么发说说""}, {""sex"": ""1"", ""content"": ""你能否把心腾干净只装下我一个人。""}, {""sex"": ""1"", ""content"": ""看着微笑的妳，突然发现，我真是世界上最幸福的人。""}, {""sex"": ""1"", ""content"": ""认识你以后，不喜欢你就变成了世上最难的事。""}, {""sex"": ""1"", ""content"": ""喜欢你的人很多，不缺我一个;我喜欢的人很少，除你就没了。""}, {""sex"": ""1"", ""content"": ""女人喜欢的是让她笑的男人，而真正爱的却是让她哭的男人。""}, {""sex"": ""1"", ""content"": ""喜欢一个人的心情是不听劝的，你以为我在遭受冷遇的时候，没有劝过自己吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢她？""}, {""sex"": ""1"", ""content"": ""对啊，你不觉得她很可爱吗？""}, {""sex"": ""1"", ""content"": ""谁？我喜欢的是你啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我习惯一个人睡""}, {""sex"": ""1"", ""content"": ""你早晚要习惯我抱着你睡。""}, {""sex"": ""1"", ""content"": ""一个人不会害怕吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有人约我逛街""}, {""sex"": ""1"", ""content"": ""那我预约一下你下次逛街，我陪你""}, {""sex"": ""1"", ""content"": ""拒绝他，你说你已经有约了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有宝贝""}, {""sex"": ""1"", ""content"": ""那就让我做你的宝贝吧""}, {""sex"": ""1"", ""content"": ""好吧，宝贝现在很失望""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看感觉的""}, {""sex"": ""1"", ""content"": ""感觉真的是一种很玄很玄的东西。""}, {""sex"": ""1"", ""content"": ""那我们也整一下感觉好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没感觉了""}, {""sex"": ""1"", ""content"": ""那我只好和你培养一下感觉了。""}, {""sex"": ""1"", ""content"": ""你是想要怎么样的感觉呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以认识""}, {""sex"": ""1"", ""content"": ""能认识小仙女我真是太荣幸了。""}, {""sex"": ""1"", ""content"": ""我觉得认识还不够，我们肯定会相处得很愉快的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢这样""}, {""sex"": ""1"", ""content"": ""巧了，我比较喜欢你。""}, {""sex"": ""1"", ""content"": ""你喜欢，我就喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和别人""}, {""sex"": ""1"", ""content"": ""你说这话的时候我突然觉得心好痛""}, {""sex"": ""1"", ""content"": ""不要和别人，只能和我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起吃饭香""}, {""sex"": ""1"", ""content"": ""吃你的时候更香。""}, {""sex"": ""1"", ""content"": ""整整齐齐吃饭才是最香的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相视一笑""}, {""sex"": ""1"", ""content"": ""回眸一笑百媚生,莞尔一笑美倾城""}, {""sex"": ""1"", ""content"": ""别笑了，再笑我的心就要跳出来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不甜""}, {""sex"": ""1"", ""content"": ""你哪里不甜了，你笑起来贼甜。""}, {""sex"": ""1"", ""content"": ""你让我咬一下，看看甜不甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等下哈""}, {""sex"": ""1"", ""content"": ""那我就等你一下下好了，鉴于你是我的小宝贝，可以多等两分钟。""}, {""sex"": ""1"", ""content"": ""我的时间这么宝贵，让我等可是要付出代价的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一阵一阵的""}, {""sex"": ""1"", ""content"": ""一定很难受吧，摸摸头。""}, {""sex"": ""1"", ""content"": ""听你这么说我好心疼，我都能感觉到一阵一阵的难受了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚认识阶段""}, {""sex"": ""1"", ""content"": ""这是我第一次搭讪美女""}, {""sex"": ""1"", ""content"": ""我还是第一次看到有人这么符合我的审美""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""雷猴""}, {""sex"": ""1"", ""content"": ""你好哇，系广东的靓妹吗？""}, {""sex"": ""1"", ""content"": ""你能教我粤语吗，我想做广东女婿。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗了多少个妹子""}, {""sex"": ""1"", ""content"": ""我从不骗人，怎么会骗妹子呢？""}, {""sex"": ""1"", ""content"": ""你说的是我吗?看来你还得深入了解我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我狮子座""}, {""sex"": ""1"", ""content"": ""七月份的尾巴你是狮子座，八月份的前奏你是狮子座~""}, {""sex"": ""1"", ""content"": ""这么巧，狮子座跟我很合得来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看星座""}, {""sex"": ""1"", ""content"": ""你相信星座说的吗？""}, {""sex"": ""1"", ""content"": ""我们的星座肯定是契合度很高的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个夜猫子""}, {""sex"": ""1"", ""content"": ""夜晚的美好我不能错过。""}, {""sex"": ""1"", ""content"": ""为了防止你夜里找不到我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱老婆""}, {""sex"": ""1"", ""content"": ""自己家的老婆当然要自己疼自己爱了。""}, {""sex"": ""1"", ""content"": ""我要让老婆感受到全世界最好的爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""鼻子疼""}, {""sex"": ""1"", ""content"": ""心疼！我给你揉一揉好不好？""}, {""sex"": ""1"", ""content"": ""一定是你的鼻子太挺了，所以容易被撞到吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么你喜欢我""}, {""sex"": ""1"", ""content"": ""我要是知道为什么，我就不会这么难受了。""}, {""sex"": ""1"", ""content"": ""喜欢是没有理由的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么喜欢她""}, {""sex"": ""1"", ""content"": ""很特别的感觉，让我觉得就是她了。""}, {""sex"": ""1"", ""content"": ""哪有什么为什么，心动的事怎么可能说得清呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""死样子""}, {""sex"": ""1"", ""content"": ""你居然把我喜欢你的样子叫死样！""}, {""sex"": ""1"", ""content"": ""没办法，谁让我沉醉在你的美色之中呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉的样子""}, {""sex"": ""1"", ""content"": ""你睡觉的样子肯定很可爱，好想亲眼看看啊。""}, {""sex"": ""1"", ""content"": ""想知道我睡觉的样子就来找我嘛，咱们一起睡。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么样的女孩呢??""}, {""sex"": ""1"", ""content"": ""你这样的我就很喜欢。""}, {""sex"": ""1"", ""content"": ""那得看你是什么样的女孩了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有女孩子主动的""}, {""sex"": ""1"", ""content"": ""这不是怕我主动久了，你就习惯了吗""}, {""sex"": ""1"", ""content"": ""那我主动了就一定可以有故事吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子好痛哦""}, {""sex"": ""1"", ""content"": ""不痛不痛，我帮你揉一揉呼一呼。""}, {""sex"": ""1"", ""content"": ""是哪个小坏蛋在小仙女的肚子里作怪了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟男生聊天""}, {""sex"": ""2"", ""content"": ""叮咚，你有一个小可爱等待签收。""}, {""sex"": ""2"", ""content"": ""感觉你是个有趣的男生，想跟你认识一下可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生换头像""}, {""sex"": ""1"", ""content"": ""怎么换头像啦，还有点不习惯呢。""}, {""sex"": ""1"", ""content"": ""小仙女换头像了，怎么不换你自己的照片呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""然后就没有然后了""}, {""sex"": ""1"", ""content"": ""以后总会有以后的。""}, {""sex"": ""1"", ""content"": ""有你之后我就会有然后的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么可能是我的样子""}, {""sex"": ""1"", ""content"": ""我梦里女神的确是你的样子啊。""}, {""sex"": ""1"", ""content"": ""你长得这么好看，怎么就不可能是你的样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干啥?""}, {""sex"": ""1"", ""content"": ""当然是找你干点只有我们两个能干的事情。""}, {""sex"": ""1"", ""content"": ""没干啥啊，我还能干点啥啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的生气""}, {""sex"": ""1"", ""content"": ""不要生气啦，仙女生气会变丑的。""}, {""sex"": ""1"", ""content"": ""生气的时候你居然也可以这么可爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真生气""}, {""sex"": ""1"", ""content"": ""生气的时候记得要好好吃东西啊""}, {""sex"": ""1"", ""content"": ""我在想怎么才能让你不生气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那还好吧""}, {""sex"": ""1"", ""content"": ""还好是还好，就是想要更好而已。""}, {""sex"": ""1"", ""content"": ""还好也总比不好强，对吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还好嘛""}, {""sex"": ""1"", ""content"": ""还行吧，不好不坏的过了这么久。""}, {""sex"": ""1"", ""content"": ""好不好你难道不知道吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你干活吧""}, {""sex"": ""1"", ""content"": ""没事，咱们聊天不会影响到的。""}, {""sex"": ""1"", ""content"": ""那等我干完活就找你，要等我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好得很""}, {""sex"": ""1"", ""content"": ""好不好，得我看了才算吧。""}, {""sex"": ""1"", ""content"": ""我想了解你这份好可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好呢""}, {""sex"": ""1"", ""content"": ""有小仙女在的夜晚感觉格外美好。""}, {""sex"": ""1"", ""content"": ""小仙女晚上好，今天一天过得开心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾好自己啊""}, {""sex"": ""1"", ""content"": ""在去到你身边之前，我一定会替你好好照顾你的小宝贝的。""}, {""sex"": ""1"", ""content"": ""你也要好好照顾自己知道吗，别让我担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多笑运气好""}, {""sex"": ""1"", ""content"": ""你笑起来的时候真的好看。""}, {""sex"": ""1"", ""content"": ""笑一笑十年少呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""端午节""}, {""sex"": ""1"", ""content"": ""端午节我已经想好了！""}, {""sex"": ""2"", ""content"": ""想好了？""}, {""sex"": ""1"", ""content"": ""端午节当然是得和你一起过才好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想得挺好""}, {""sex"": ""1"", ""content"": ""你都这么好了，我能不想好点吗！""}, {""sex"": ""1"", ""content"": ""毕竟是在想你，当然得想好点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己好好想想""}, {""sex"": ""1"", ""content"": ""我现在就只剩下想你了。""}, {""sex"": ""1"", ""content"": ""难道我想你还不够吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我同意了吗？""}, {""sex"": ""1"", ""content"": ""同意了！你可别想耍赖。""}, {""sex"": ""1"", ""content"": ""不管你同不同意，我心里都默认你同意了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好会聊天啊""}, {""sex"": ""1"", ""content"": ""那是当然啊，你都看出来了啊。""}, {""sex"": ""1"", ""content"": ""还好，能陪你聊天就好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好吖，小哥哥""}, {""sex"": ""1"", ""content"": ""是老天爷终于给我分配小姐姐了吗？""}, {""sex"": ""1"", ""content"": ""可爱的小姐姐好，我能感觉得到你应该是个性格很好的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长丑""}, {""sex"": ""1"", ""content"": ""哪里丑了，明明是一个大美女！""}, {""sex"": ""1"", ""content"": ""我很好奇为什么你要把自己往丑说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有休息时间""}, {""sex"": ""1"", ""content"": ""那就好，连轴转可是会把你累坏的。""}, {""sex"": ""1"", ""content"": ""那你休息时间的时候要好好休息哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有小姐姐""}, {""sex"": ""1"", ""content"": ""我想要你这个小姐姐""}, {""sex"": ""1"", ""content"": ""还好是小姐姐，要是小哥哥我就要吃醋了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你的小姐姐""}, {""sex"": ""1"", ""content"": ""我就是喜欢我的小姐姐。""}, {""sex"": ""1"", ""content"": ""是我的就是我的，别人抢不走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看啥呀""}, {""sex"": ""1"", ""content"": ""在看一位从天上下来的仙女呢。""}, {""sex"": ""1"", ""content"": ""看你的照片啊，还能看啥？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好好上课吧""}, {""sex"": ""1"", ""content"": ""好好上课，努力学习！""}, {""sex"": ""1"", ""content"": ""好好上课有奖励吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗好碗""}, {""sex"": ""1"", ""content"": ""你可真是个贤惠的小仙女。""}, {""sex"": ""1"", ""content"": ""以后咱们家的碗我来洗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好问候""}, {""sex"": ""1"", ""content"": ""早上好，老婆，想你，昨晚梦见你了""}, {""sex"": ""1"", ""content"": ""早上好，今天又是想你的一天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上可以玩""}, {""sex"": ""1"", ""content"": ""那我们约好啦，晚上不见不散""}, {""sex"": ""1"", ""content"": ""那我要想想晚上带你去哪里玩好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打点滴了""}, {""sex"": ""1"", ""content"": ""你怎么了，是生病了吗？""}, {""sex"": ""1"", ""content"": ""怎么在打点滴呢？要不要我过去陪你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坏滴很""}, {""sex"": ""1"", ""content"": ""就是这么坏，才能让你喜欢。""}, {""sex"": ""1"", ""content"": ""做你一个人的坏蛋不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好累了""}, {""sex"": ""1"", ""content"": ""那就到我的怀里来休息休息吧。""}, {""sex"": ""1"", ""content"": ""别再把自己搞得这么累了，我会心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好累，""}, {""sex"": ""1"", ""content"": ""累就休息，不要总是给自己那么大的压力，知道吗？""}, {""sex"": ""1"", ""content"": ""你累我也心疼，我只想让你做个快乐无忧的小仙女啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在干嘛勒""}, {""sex"": ""1"", ""content"": ""还能干嘛，就是想你了。""}, {""sex"": ""1"", ""content"": ""我在想我们未来孩子长啥模样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小嘴叭叭的""}, {""sex"": ""1"", ""content"": ""你这是传说中的唢呐吗？！""}, {""sex"": ""1"", ""content"": ""这个小嘴是不是特别合适你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是我妹妹""}, {""sex"": ""1"", ""content"": ""咱妹妹肯定很可爱吧。""}, {""sex"": ""1"", ""content"": ""你妹妹就是我妹妹，我一直很想要一个可爱的妹妹呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还挺好的""}, {""sex"": ""1"", ""content"": ""只是挺好而已吗，难道不是很好嘛""}, {""sex"": ""1"", ""content"": ""那必须好呀，也不看看哥哥我是谁""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说你""}, {""sex"": ""1"", ""content"": ""我早就知道你暗恋我了""}, {""sex"": ""1"", ""content"": ""是不是在说我的帅气？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我该说点啥""}, {""sex"": ""1"", ""content"": ""只要你愿意说，我就愿意听。""}, {""sex"": ""1"", ""content"": ""只要你喜欢，想说啥都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生说没事""}, {""sex"": ""1"", ""content"": ""你总是口是心非，有事也不说，让我这么心疼。""}, {""sex"": ""1"", ""content"": ""有我在，有事你就告诉我，我不想让你独自难过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说好的""}, {""sex"": ""1"", ""content"": ""对，说好了你要做我女朋友的""}, {""sex"": ""1"", ""content"": ""就算说好了也可以改变呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈几次恋爱""}, {""sex"": ""1"", ""content"": ""谈几次其实不重要吧，毕竟都已经是过去式了""}, {""sex"": ""1"", ""content"": ""不管以前谈几次，你都是最后一次了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈过三个""}, {""sex"": ""1"", ""content"": ""那你这个数量还是算是正常的呀。""}, {""sex"": ""1"", ""content"": ""我已经期待和你谈恋爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可能是个假女孩""}, {""sex"": ""1"", ""content"": ""那我们肯定能够相处得很愉快。""}, {""sex"": ""1"", ""content"": ""不会呀，我倒是觉得你是个很可爱的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我简直可爱到爆""}, {""sex"": ""1"", ""content"": ""可爱到爆的你，让我喜欢到爆。""}, {""sex"": ""1"", ""content"": ""那你把可爱收一收，你爆了我会哭的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道为什么吗""}, {""sex"": ""1"", ""content"": ""不知道呀，你要告诉我原因吗？""}, {""sex"": ""1"", ""content"": ""因为你喜欢我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人过节""}, {""sex"": ""1"", ""content"": ""你这不是还有我陪着你吗？""}, {""sex"": ""1"", ""content"": ""难道我不是人啊 。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你讲个笑话吧""}, {""sex"": ""1"", ""content"": ""如果你跟我在一起我可以笑一辈子""}, {""sex"": ""1"", ""content"": ""为什么花会笑，因为它有梗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""行行行。""}, {""sex"": ""1"", ""content"": ""是真的行还是只是敷衍我啊？""}, {""sex"": ""1"", ""content"": ""我就知道漂亮的小仙女最好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈什么恋爱""}, {""sex"": ""1"", ""content"": ""谈一场不分手的恋爱。""}, {""sex"": ""1"", ""content"": ""我和你的恋爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在？谈个恋爱？""}, {""sex"": ""1"", ""content"": ""谈，打死不分手的那种。""}, {""sex"": ""1"", ""content"": ""顺便，结个婚吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""恋爱都没谈""}, {""sex"": ""1"", ""content"": ""我这不是来跟你谈了嘛。""}, {""sex"": ""1"", ""content"": ""想跟我谈恋爱就直说，不用害羞的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你问这个干啥""}, {""sex"": ""1"", ""content"": ""没有我就想问问你而已。""}, {""sex"": ""1"", ""content"": ""怎么还不允许我来问问了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你知道我什么""}, {""sex"": ""1"", ""content"": ""什么都不知道，不过我想知道。""}, {""sex"": ""1"", ""content"": ""你知我的图谋不轨我懂你的故作矜持""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""愿不愿意""}, {""sex"": ""1"", ""content"": ""愿意愿意，一百个愿意""}, {""sex"": ""1"", ""content"": ""在你面前，难道还会有不愿意的选项吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个电话""}, {""sex"": ""1"", ""content"": ""你是想明天叫我起床吗？""}, {""sex"": ""1"", ""content"": ""我的电话可不是这么好要的，除非你亲我一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会打游戏吗""}, {""sex"": ""1"", ""content"": ""不仅会打，还能带你飞呢。""}, {""sex"": ""1"", ""content"": ""怎么，想要我陪你打游戏吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为啥这么会做饭啊""}, {""sex"": ""1"", ""content"": ""这不是想给未来的老婆做饭嘛。""}, {""sex"": ""1"", ""content"": ""没办法，穷苦孩子早当家啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会习惯的""}, {""sex"": ""1"", ""content"": ""慢慢来，总会习惯的。""}, {""sex"": ""1"", ""content"": ""我会有办法让你习惯的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会说话啊""}, {""sex"": ""1"", ""content"": ""遇到好看的女孩就要好好说话呀""}, {""sex"": ""1"", ""content"": ""不会说话岂不是不能逗你开心了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么这么会说话了""}, {""sex"": ""1"", ""content"": ""难道我不是一直都这么会说话吗？""}, {""sex"": ""1"", ""content"": ""为了让你喜欢上跟我聊天嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有所期待""}, {""sex"": ""1"", ""content"": ""余生那么长必定是有所期待的啦。""}, {""sex"": ""1"", ""content"": ""真想知道你期待的是什么呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还挺会撩""}, {""sex"": ""1"", ""content"": ""要是不会撩怎么敢出现在你面前呢。""}, {""sex"": ""1"", ""content"": ""我就是为了撩你才练的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会去吃""}, {""sex"": ""1"", ""content"": ""不许骗我哦，一定要好好吃饭。""}, {""sex"": ""1"", ""content"": ""那我等你一会儿，咱们正好可以一起去吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遨游""}, {""sex"": ""1"", ""content"": ""想要在你的世界里任意遨游。""}, {""sex"": ""1"", ""content"": ""你一直在我脑海里遨游，我都不能专心工作了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去打游戏""}, {""sex"": ""1"", ""content"": ""游戏难道有比你还要重要的吗？""}, {""sex"": ""1"", ""content"": ""打什么游戏啊，还不如和你聊会儿天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己玩会""}, {""sex"": ""1"", ""content"": ""可是我想跟你一起玩儿。""}, {""sex"": ""1"", ""content"": ""我自己玩会很孤单的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会往自己脸上贴金""}, {""sex"": ""1"", ""content"": ""给自己增增值，才能配得上你。""}, {""sex"": ""1"", ""content"": ""难道你会往自己脸上贴土吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很会聊天啊你""}, {""sex"": ""1"", ""content"": ""一般一般世界第三啦。""}, {""sex"": ""1"", ""content"": ""我只是遇到你才会变得这么会聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你会把天聊死吗""}, {""sex"": ""1"", ""content"": ""会啊，聊死了我就可以撩你了。""}, {""sex"": ""1"", ""content"": ""你见过聊天聊死的吗？今天就让你见见。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我今天喝酒了""}, {""sex"": ""1"", ""content"": ""喝得多不多啊，没喝醉吧？""}, {""sex"": ""1"", ""content"": ""以后少喝点酒好吗，不然我会担心你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要礼物不要你""}, {""sex"": ""1"", ""content"": ""难道礼物还比不上我吗？""}, {""sex"": ""1"", ""content"": ""有了我礼物还会继续有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懂的挺多""}, {""sex"": ""1"", ""content"": ""不懂多一些，我怕没办法好好照顾你。""}, {""sex"": ""1"", ""content"": ""做的事情多了自然就懂得多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可以消失了""}, {""sex"": ""1"", ""content"": ""我不啊，我要是消失了你就看不到我了。""}, {""sex"": ""1"", ""content"": ""我消失了，带着你的心消失了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""失恋中""}, {""sex"": ""1"", ""content"": ""失恋是让你成为更好的人，所以你不可以堕落颓废知道吗？""}, {""sex"": ""1"", ""content"": ""你失去的是一个不爱你的人，他失去的是一个很爱他的人，说起来是他的损失。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等等就睡""}, {""sex"": ""1"", ""content"": ""我在等你的一句晚安。""}, {""sex"": ""1"", ""content"": ""那你让我再想你会儿好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太不会聊天了""}, {""sex"": ""1"", ""content"": ""没事我也不太会，我们共同进步""}, {""sex"": ""1"", ""content"": ""我来教你如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撞南墙""}, {""sex"": ""1"", ""content"": ""撞南墙多疼啊，我也会心疼你的啊""}, {""sex"": ""1"", ""content"": ""别撞南墙了，撞我胸膛吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真的不开心了""}, {""sex"": ""1"", ""content"": ""不要不开心，你不开心我也觉得很难过。""}, {""sex"": ""1"", ""content"": ""那你要多跟我待在一起才行，你才会开开心心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这也太能撩了吧""}, {""sex"": ""1"", ""content"": ""只专门撩你这个小仙女""}, {""sex"": ""1"", ""content"": ""学了这么多年撩妹本事，就是等你出现的时候能够用上啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天好忙""}, {""sex"": ""1"", ""content"": ""小仙女要注意休息，别让自己太累。""}, {""sex"": ""1"", ""content"": ""不想让你这么忙，累着我心疼。""}], ""lock"": 1}"
