"{""chat"": [{""sex"": ""2"", ""content"": ""哥哥好""}, {""sex"": ""1"", ""content"": ""开心，突然间多了个妹妹""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""能加个微信吗""}, {""sex"": ""2"", ""content"": ""你常常在大街上搭讪吗""}, {""sex"": ""1"", ""content"": ""不多不多，一天一二百个而已""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么还没睡呢？""}, {""sex"": ""1"", ""content"": ""某个人不也一样还没睡吗？！""}, {""sex"": ""1"", ""content"": ""你的晚安还没有接收到，睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么还不睡""}, {""sex"": ""1"", ""content"": ""我最近睡觉的时候都有一个习惯。""}, {""sex"": ""2"", ""content"": ""什么习惯啊？""}, {""sex"": ""1"", ""content"": ""听你和我说一声晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怎么不睡？""}, {""sex"": ""1"", ""content"": ""我在想怎么睡觉会比较舒服。""}, {""sex"": ""1"", ""content"": ""还没想够你，所以睡不着啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是干什么的""}, {""sex"": ""1"", ""content"": ""你是我心里一个永久租客。""}, {""sex"": ""1"", ""content"": ""你不要问自己是干什么的，只需要你即将被我喜欢上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天干了什么""}, {""sex"": ""1"", ""content"": ""今天干的事情你一定有兴趣""}, {""sex"": ""1"", ""content"": ""除了想你还能干啥哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想你干什么""}, {""sex"": ""1"", ""content"": ""我想干嘛你还不知道嘛？嘿嘿嘿...""}, {""sex"": ""1"", ""content"": ""除了想我，没别事可做""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有这么好看吗""}, {""sex"": ""1"", ""content"": ""你难道没有这么好看吗。""}, {""sex"": ""1"", ""content"": ""在我眼里你就是这么好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气这么好""}, {""sex"": ""1"", ""content"": ""天气这么好，要是你在身边就更好了。""}, {""sex"": ""1"", ""content"": ""这么好的天气，好适合约会啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作量""}, {""sex"": ""1"", ""content"": ""工作量很大嘛，真不想看到你那么辛苦。""}, {""sex"": ""1"", ""content"": ""老板就没有看在你是仙女的份上给你减少工作量吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离得很近""}, {""sex"": ""1"", ""content"": ""说不定一出门就能遇见我哦。""}, {""sex"": ""1"", ""content"": ""就像我们的心隔得很近很近。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么巧的吗""}, {""sex"": ""1"", ""content"": ""这都是缘分啊。""}, {""sex"": ""1"", ""content"": ""对啊，巧的我们看来需要一起吃顿饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说什么时候""}, {""sex"": ""1"", ""content"": ""没事，你想要什么时候都可以。""}, {""sex"": ""1"", ""content"": ""你觉得什么时候有时间就什么时候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你懂我啥""}, {""sex"": ""1"", ""content"": ""那得看你想让我懂你啥了啊。""}, {""sex"": ""1"", ""content"": ""要懂的东西那么多，你想让我懂什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""缺我吗？""}, {""sex"": ""1"", ""content"": ""不缺，我缺的是老婆。""}, {""sex"": ""1"", ""content"": ""那得看你想扮演什么角色了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是问题""}, {""sex"": ""1"", ""content"": ""遇见你之后什么问题都不是问题了。""}, {""sex"": ""1"", ""content"": ""那什么才是问题呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡那么快""}, {""sex"": ""1"", ""content"": ""这样就可以早点梦到你了呀。""}, {""sex"": ""1"", ""content"": ""睡在你身边才会睡不着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早都睡了""}, {""sex"": ""1"", ""content"": ""你这睡觉时间还真的很准时啊""}, {""sex"": ""1"", ""content"": ""早睡早起身体好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点睡呀""}, {""sex"": ""1"", ""content"": ""那也得早点梦见你才行呀。""}, {""sex"": ""1"", ""content"": ""算了吧，我怕太早睡会梦不到你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""留着有什么用""}, {""sex"": ""1"", ""content"": ""说不定以后某个时间就派上用场了""}, {""sex"": ""1"", ""content"": ""留着肯定会有用处的，你相信我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""精致的男孩子""}, {""sex"": ""1"", ""content"": ""看来我唯一的优点都被你发现了。""}, {""sex"": ""1"", ""content"": ""做一个精致的男孩真的不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我现在回家""}, {""sex"": ""1"", ""content"": ""什么时候你说的回家能是回咱们的家呢？""}, {""sex"": ""1"", ""content"": ""好嘞，那我在家等你~""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来帮我""}, {""sex"": ""1"", ""content"": ""我正在努力的帮助你。""}, {""sex"": ""1"", ""content"": ""帮助你正是我需要做的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你帮我做""}, {""sex"": ""1"", ""content"": ""乐意之至。""}, {""sex"": ""1"", ""content"": ""那帮你做是不是应该有什么犒劳呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没什么好开心的""}, {""sex"": ""1"", ""content"": ""好像越长大开心就越难。""}, {""sex"": ""1"", ""content"": ""那就让我带你感受一下开心吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我什么时候是小仙女了""}, {""sex"": ""1"", ""content"": ""你什么时候都是小仙女。""}, {""sex"": ""1"", ""content"": ""像你这么好看的人，怎么看都是小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在忙什么 吃饭了吗""}, {""sex"": ""1"", ""content"": ""忙着想你，都没空吃饭了。""}, {""sex"": ""1"", ""content"": ""还没呢，要不要一起吃？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""应该叫你什么""}, {""sex"": ""1"", ""content"": ""不用太拘束，叫我老公就行了。""}, {""sex"": ""1"", ""content"": ""想叫我什么都可以呀，我想让你给我起一个特别的称呼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想叫我什么呀？""}, {""sex"": ""1"", ""content"": ""我叫你一声老婆你敢答应吗？""}, {""sex"": ""1"", ""content"": ""看你这样子，只剩下小仙女才能配得上你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想了解你""}, {""sex"": ""1"", ""content"": ""我会让你慢慢了解我的。""}, {""sex"": ""1"", ""content"": ""我也想了解你，我们互相了解吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不了解啊""}, {""sex"": ""1"", ""content"": ""今后会有很多时间让你了解的。""}, {""sex"": ""1"", ""content"": ""不了解也不影响我们互相倾心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋了咋了""}, {""sex"": ""1"", ""content"": ""想看看你笑的模样。""}, {""sex"": ""1"", ""content"": ""刚看到你了，心不小心为你跳了一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我来了呀""}, {""sex"": ""1"", ""content"": ""那你就不要想走了。""}, {""sex"": ""1"", ""content"": ""你带着你的心向我走来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""伤好了没""}, {""sex"": ""1"", ""content"": ""我的伤很懂事，听到你这句关心马上就好起来了。""}, {""sex"": ""1"", ""content"": ""快好了，你这么关心我，我好开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在医院输液""}, {""sex"": ""1"", ""content"": ""你怎么了，生病了吗？""}, {""sex"": ""1"", ""content"": ""有没有人陪着你啊，一个人输液太孤单了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭了？""}, {""sex"": ""1"", ""content"": ""吃了吃了，今天吃得好满足啊。""}, {""sex"": ""2"", ""content"": ""吃什么好吃的了？""}, {""sex"": ""1"", ""content"": ""当然是我这个家常菜小能手自己做的了，改天让你尝尝我的手艺。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是睡了吗""}, {""sex"": ""1"", ""content"": ""还没，等会儿就去睡觉了。""}, {""sex"": ""1"", ""content"": ""我刚才怕梦不到你就没睡着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不聊了，睡觉""}, {""sex"": ""1"", ""content"": ""再聊下去就睡不着了 。""}, {""sex"": ""1"", ""content"": ""那我等会儿能在梦里见到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错错错""}, {""sex"": ""1"", ""content"": ""错错错 是我的错""}, {""sex"": ""1"", ""content"": ""要不我给你整个越南版的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你错在哪里了""}, {""sex"": ""1"", ""content"": ""老婆说哪里错了就哪里错了。""}, {""sex"": ""1"", ""content"": ""错错错，是我的错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像很懂女孩子嘛""}, {""sex"": ""1"", ""content"": ""没有，我只是懂你的喜欢罢了。""}, {""sex"": ""1"", ""content"": ""我懂你一个人就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉困""}, {""sex"": ""1"", ""content"": ""吃了睡睡了吃，你肯定是猪猪转世。""}, {""sex"": ""1"", ""content"": ""那咱们睡觉吧，要不要我给你唱睡眠曲？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不是分手了吗""}, {""sex"": ""1"", ""content"": ""分手了就不能复合的嘛？""}, {""sex"": ""1"", ""content"": ""对不起，在我脑海里以为我们还没分手。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你变了好多""}, {""sex"": ""1"", ""content"": ""无论我变成什么样，我爱你的心都不会变。""}, {""sex"": ""1"", ""content"": ""我只是变得更加爱你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在变了""}, {""sex"": ""1"", ""content"": ""但是喜欢你，我一直都没变。""}, {""sex"": ""1"", ""content"": ""现在变更更加漂亮了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚起床？？""}, {""sex"": ""1"", ""content"": ""还不允许帅哥赖床啊？""}, {""sex"": ""1"", ""content"": ""是啊，一起床就好想好想你啊 ""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我了啊""}, {""sex"": ""1"", ""content"": ""不止想你，还想见你 ""}, {""sex"": ""1"", ""content"": ""想你想到自己都快崩溃了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快快乐乐""}, {""sex"": ""1"", ""content"": ""你一定要一直快快乐乐，做个没有烦恼的小仙女哦。""}, {""sex"": ""1"", ""content"": ""看到你快快乐乐，就是我最开心的事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""网恋没结果""}, {""sex"": ""1"", ""content"": ""我这是明恋哪里是网恋了！""}, {""sex"": ""1"", ""content"": ""你出来见我一面不就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我来大姨妈来了""}, {""sex"": ""1"", ""content"": ""给我一次机会，我让它十个月都不会来。""}, {""sex"": ""1"", ""content"": ""虽然没办法体会到你所承受的痛苦，但是你这样我也很难受。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我困了晚安""}, {""sex"": ""1"", ""content"": ""晚安，请允许我今晚做个有关于你的美梦。""}, {""sex"": ""1"", ""content"": ""晚安，今晚星光月夜归你也归我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就馋你""}, {""sex"": ""1"", ""content"": ""你这样小心我一个忍不住就吃了你哦""}, {""sex"": ""1"", ""content"": ""嘤嘤嘤，真是过分，害我口水流个不停""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""放心吧我吃完了""}, {""sex"": ""1"", ""content"": ""小馋猫，吃撑没有？""}, {""sex"": ""1"", ""content"": ""听话的小仙女最可爱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是喝醉了""}, {""sex"": ""1"", ""content"": ""没醉，我还能知道现在是在跟喜欢的人聊天。""}, {""sex"": ""1"", ""content"": ""要是醉了，我能醉倒在你的怀里吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想多了。""}, {""sex"": ""1"", ""content"": ""人如果不多想一点，和咸鱼有什么区别？""}, {""sex"": ""1"", ""content"": ""你觉得我哪里想多了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要死？""}, {""sex"": ""1"", ""content"": ""不死，我死了咋整啊。""}, {""sex"": ""1"", ""content"": ""死个屁啊，活着不好嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""酒醒了没""}, {""sex"": ""1"", ""content"": ""特别清醒，我都一个激灵了。""}, {""sex"": ""1"", ""content"": ""你都没给我煮醒酒茶，我怎么醒得过来？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""醒一醒""}, {""sex"": ""1"", ""content"": ""我还要梦到你，我才不要醒呢。""}, {""sex"": ""1"", ""content"": ""你吵醒我可是要被我亲亲的哟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吐你身上""}, {""sex"": ""1"", ""content"": ""喜欢的人吐的，只能忍了。""}, {""sex"": ""1"", ""content"": ""你就是仗着我喜欢你所以这么肆无忌惮是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天冷不想去""}, {""sex"": ""1"", ""content"": ""我给你捂捂手，保证不冷。""}, {""sex"": ""1"", ""content"": ""抱着我，就不会怕冷了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在不冷了""}, {""sex"": ""1"", ""content"": ""春天来了，天气都渐渐回暖了。""}, {""sex"": ""1"", ""content"": ""不冷就好，不然我会担心你受凉的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点睡吧，不早了""}, {""sex"": ""1"", ""content"": ""早点睡，明天早起想你。""}, {""sex"": ""1"", ""content"": ""你也要早点休息啊，晚安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我老了""}, {""sex"": ""1"", ""content"": ""我会负责把你给照顾好的。""}, {""sex"": ""1"", ""content"": ""你怎么可能会老呢，想啥呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喝酒后""}, {""sex"": ""1"", ""content"": ""喝酒后脑袋不清醒，我得趁机亲你。""}, {""sex"": ""1"", ""content"": ""有没有觉得很难受，女孩子不要喝太多酒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不给喝酒吗""}, {""sex"": ""1"", ""content"": ""要喝酒，你有故事吗？""}, {""sex"": ""1"", ""content"": ""想喝酒的心蠢蠢不安呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要完了""}, {""sex"": ""1"", ""content"": ""你是不是突然发现爱上我了？""}, {""sex"": ""1"", ""content"": ""原来仙女也会有感到完了的时候啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你傻的""}, {""sex"": ""1"", ""content"": ""傻的可爱有木有。""}, {""sex"": ""1"", ""content"": ""为了变傻的不行吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻吧你""}, {""sex"": ""1"", ""content"": ""不傻怎么会那么喜欢你。""}, {""sex"": ""1"", ""content"": ""还不是怪你，把傻传染给我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没赚到钱""}, {""sex"": ""1"", ""content"": ""钱不好赚，慢慢来，没关系的。""}, {""sex"": ""1"", ""content"": ""钱不钱的不重要，重要的是享受过程。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟你聊不下去了""}, {""sex"": ""1"", ""content"": ""那我只好撩你！""}, {""sex"": ""1"", ""content"": ""不要聊天，就撩完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能生病""}, {""sex"": ""1"", ""content"": ""那你一定要好好照顾自己知道吗？""}, {""sex"": ""1"", ""content"": ""生病了很难受的，小仙女一定要注意身体。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不饿吗""}, {""sex"": ""1"", ""content"": ""饿啊，但是我更想吃你""}, {""sex"": ""1"", ""content"": ""不饿，看着你都感觉饱了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般般了""}, {""sex"": ""1"", ""content"": ""好看的皮囊千千万，有趣的灵魂万一挑一""}, {""sex"": ""1"", ""content"": ""要不要接受我不一般的邀请？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱我一辈子""}, {""sex"": ""1"", ""content"": ""我一定一定会爱我的小仙女一辈子的。""}, {""sex"": ""1"", ""content"": ""不仅要爱你一辈子，还要宠你一辈子疼你一辈子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一辈子不会忘记""}, {""sex"": ""1"", ""content"": ""能耐就记一辈子好不好。""}, {""sex"": ""1"", ""content"": ""我可你不允许把我给忘了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上辈子认识""}, {""sex"": ""1"", ""content"": ""上辈子认识了，这辈子才能这么有缘。""}, {""sex"": ""1"", ""content"": ""缘分促使我们相遇。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我第一次见你""}, {""sex"": ""1"", ""content"": ""第一次见我，是不是就被我迷住了。""}, {""sex"": ""1"", ""content"": ""那你对我第一印象好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次被夸""}, {""sex"": ""1"", ""content"": ""是不是感觉莫名的有点小激动呢？""}, {""sex"": ""1"", ""content"": ""不要害羞，夸你都是正常的操作。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次见到你""}, {""sex"": ""1"", ""content"": ""是不是就已经把我放在心里了。""}, {""sex"": ""1"", ""content"": ""我就已经决定爱上你一辈子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不一定哦""}, {""sex"": ""1"", ""content"": ""那你说还可能是什么？""}, {""sex"": ""1"", ""content"": ""反正我对你的爱是一定的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都这样""}, {""sex"": ""1"", ""content"": ""所以小仙女也是这样吗？""}, {""sex"": ""1"", ""content"": ""你可以做跟别人不一样的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""十二点""}, {""sex"": ""1"", ""content"": ""女孩子还是要早点睡觉，下次十一点睡好不好？""}, {""sex"": ""1"", ""content"": ""十二点的时候我已经在梦里跟你约会了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我长得比较安全""}, {""sex"": ""1"", ""content"": ""你这样的貌似也不见得安全到哪里去啊。""}, {""sex"": ""1"", ""content"": ""巧了，我也长得很安全呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们要一直在一起""}, {""sex"": ""1"", ""content"": ""放心吧，我们会一直在一起的。""}, {""sex"": ""1"", ""content"": ""你若不弃，我便不离。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁要跟你在一起了""}, {""sex"": ""1"", ""content"": ""别害羞啊，我只是把你不敢说出口的话说出来了而已。""}, {""sex"": ""1"", ""content"": ""跟我在一起怎么了，这可是一件很幸福的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""准备下雨""}, {""sex"": ""1"", ""content"": ""你是雨神吗，还能准备下雨呢""}, {""sex"": ""1"", ""content"": ""下雨记得带伞，雨天路滑要小心哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨咯""}, {""sex"": ""1"", ""content"": ""下雨天怎么办，我好想你""}, {""sex"": ""1"", ""content"": ""赶紧到我心里来躲躲雨吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气下雨""}, {""sex"": ""1"", ""content"": ""下雨的时候最适合用来想你了。""}, {""sex"": ""1"", ""content"": ""下雨天正好适合用来想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""家里下雨吗""}, {""sex"": ""1"", ""content"": ""正在下雨呢，你带雨伞了吗？""}, {""sex"": ""1"", ""content"": ""这时候不应该下雨的吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨了？""}, {""sex"": ""1"", ""content"": ""是啊，湿嗒嗒的，有点影响心情。""}, {""sex"": ""1"", ""content"": ""下雨了，真希望你能给我送伞。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一见钟情吗""}, {""sex"": ""1"", ""content"": ""嗯，第一眼就心动的那种。""}, {""sex"": ""1"", ""content"": ""从前我不知道什么叫一见钟情，知道见到你我才深有体会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你更相信一见钟情还是日久生情？""}, {""sex"": ""1"", ""content"": ""我相信有一见钟情，也相信有日久生情。""}, {""sex"": ""1"", ""content"": ""无论是什么方式，我都会对你动情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又不认识你""}, {""sex"": ""1"", ""content"": ""那现在我们认识一下好了。""}, {""sex"": ""1"", ""content"": ""难道我们不应该来认识一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱们认识？""}, {""sex"": ""1"", ""content"": ""之前不认识，现在认识了。""}, {""sex"": ""1"", ""content"": ""现在不就是认识认识嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""亲你亲你""}, {""sex"": ""1"", ""content"": ""这么想亲我的吗！""}, {""sex"": ""1"", ""content"": ""亲，使劲的亲！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下一秒""}, {""sex"": ""1"", ""content"": ""好了，下一秒立刻就到了""}, {""sex"": ""1"", ""content"": ""我想要每分每秒都跟你在一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心疼什么""}, {""sex"": ""1"", ""content"": ""心疼自己，喜欢的人还没喜欢上我。""}, {""sex"": ""1"", ""content"": ""一想到你一个人坚强面对所有我就觉得心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会胖的""}, {""sex"": ""1"", ""content"": ""胖就胖了呗，反正无所畏惧。""}, {""sex"": ""1"", ""content"": ""做一个胖子有啥不好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们一样高""}, {""sex"": ""1"", ""content"": ""竟然跟你一样高，太难过了。""}, {""sex"": ""1"", ""content"": ""你这样对我压力很大啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不也是一样""}, {""sex"": ""1"", ""content"": ""对啊，所以我们要不要一起来改变一下。""}, {""sex"": ""1"", ""content"": ""我们只是表面看起来一样，其实本质是不一样的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又睡了一觉""}, {""sex"": ""1"", ""content"": ""小懒猪，除了睡你心里还有没有我了？""}, {""sex"": ""1"", ""content"": ""你要是能把睡觉的时间都花在我身上就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请假睡觉""}, {""sex"": ""1"", ""content"": ""为了睡觉请假你也太任性了吧。""}, {""sex"": ""1"", ""content"": ""那就好好睡一觉吧，这一觉睡的可都是钱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天不行""}, {""sex"": ""1"", ""content"": ""你是不是约了其他小哥哥了？""}, {""sex"": ""1"", ""content"": ""那明天见，就这么说定了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打麻将呢""}, {""sex"": ""1"", ""content"": ""我不怎么会打，你能不能教我呀？""}, {""sex"": ""1"", ""content"": ""小仙女的手气肯定很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人不都是一样吗""}, {""sex"": ""1"", ""content"": ""可是好男人又是另外一个样啊。""}, {""sex"": ""1"", ""content"": ""请不要把我和一般男人放在一起比较。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱你一个人""}, {""sex"": ""1"", ""content"": ""你放心，我绝对不会让你的爱小时。""}, {""sex"": ""1"", ""content"": ""我也正在爱你不是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直在的""}, {""sex"": ""1"", ""content"": ""你就在我心里，哪都没去过。""}, {""sex"": ""1"", ""content"": ""我便一直都爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想谈对象了""}, {""sex"": ""1"", ""content"": ""谈对象找我啊！""}, {""sex"": ""1"", ""content"": ""我随时都可以和你谈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一切都是假象""}, {""sex"": ""1"", ""content"": ""可我爱你就是真相。""}, {""sex"": ""1"", ""content"": ""并非所有都是假象，只是你想得太悲观了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一天没吃饭""}, {""sex"": ""1"", ""content"": ""你这样是不行的，立刻马上吃饭""}, {""sex"": ""1"", ""content"": ""你瘦点胖点我都喜欢啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少和我来这一套""}, {""sex"": ""1"", ""content"": ""那我还是给你换一套吧。""}, {""sex"": ""1"", ""content"": ""我这一套还不是为了把你给套住。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹有一套""}, {""sex"": ""1"", ""content"": ""我只是想撩到你而已。""}, {""sex"": ""1"", ""content"": ""我可不只一套，还有很多套。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这情话说的一套一套的""}, {""sex"": ""1"", ""content"": ""那还不是为了最后能把你套住吗。""}, {""sex"": ""1"", ""content"": ""难道你不喜欢我说的情话?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是套路""}, {""sex"": ""1"", ""content"": ""那你是准备套住我的心吗？""}, {""sex"": ""1"", ""content"": ""如果不是套路，你觉得是什么呢？""}], ""lock"": 1}"
