"{""chat"": [{""sex"": ""1"", ""content"": ""我想和你认识下""}, {""sex"": ""2"", ""content"": ""可以啊！""}, {""sex"": ""1"", ""content"": ""你答应得这么爽快，我接下来的台词都白准备了呢。 你是我遇见的最友善的女孩子，我决定请你喝点东西，想喝点什么？""}, {""sex"": ""2"", ""content"": ""跟你一样""}, {""sex"": ""1"", ""content"": ""谢谢，你令我心情一下子非常好，我要请你吃饭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""探探说你喜欢我""}, {""sex"": ""2"", ""content"": ""我咋不知道?""}, {""sex"": ""1"", ""content"": ""右滑的那一刻， 互相喜欢品味出众""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心疼你""}, {""sex"": ""1"", ""content"": ""有你的心疼我觉得没那么难受了。""}, {""sex"": ""2"", ""content"": ""是嘛？""}, {""sex"": ""1"", ""content"": ""感觉到你对我的关心我就觉得无论生活多难都没关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一会睡了""}, {""sex"": ""1"", ""content"": ""那小仙女要睡个好觉做个好梦。""}, {""sex"": ""1"", ""content"": ""好想跟你多聊会天，但小仙女还是睡美容觉要紧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个猪一样""}, {""sex"": ""1"", ""content"": ""猪哪里有我这么喜欢你啊。""}, {""sex"": ""1"", ""content"": ""这么帅气的猪还是第一次见呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再说吧！""}, {""sex"": ""1"", ""content"": ""拉钩上吊一百年不许变！""}, {""sex"": ""1"", ""content"": ""我怕这再说就没有了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上再说""}, {""sex"": ""1"", ""content"": ""那你晚上记得找我哦，我等你""}, {""sex"": ""1"", ""content"": ""好，你先去忙，我们晚上再聊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人也挺好的""}, {""sex"": ""1"", ""content"": ""那是因为你还没感受到跟我在一起时两个人的美好。""}, {""sex"": ""1"", ""content"": ""生病委屈难过的时候你就不会这么说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每天按时吃饭""}, {""sex"": ""1"", ""content"": ""你放心，吃饭大过天，我会好好吃饭的。""}, {""sex"": ""1"", ""content"": ""没有你提醒我，我会忘记吃饭时间的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我发现你这人还一套一套的""}, {""sex"": ""1"", ""content"": ""还不是为了能把你套住！""}, {""sex"": ""1"", ""content"": ""只要套路深，成功追女神""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢一个人啥感觉""}, {""sex"": ""1"", ""content"": ""就像我喜欢你的感觉一样。""}, {""sex"": ""1"", ""content"": ""爱而不语，求而不得""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有喜欢的人不""}, {""sex"": ""1"", ""content"": ""我喜欢的人正在问我有没有喜欢的人。""}, {""sex"": ""1"", ""content"": ""人要是没有一个喜欢的人活着还有什么意思？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你机会了""}, {""sex"": ""1"", ""content"": ""那我要抓住机会好好表现，一定不会让你失望的""}, {""sex"": ""1"", ""content"": ""机会难得，我会加倍珍惜的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会给你做""}, {""sex"": ""1"", ""content"": ""现在不就是机会吗？""}, {""sex"": ""1"", ""content"": ""机会难得啊，赶紧找一个才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你什么机会""}, {""sex"": ""1"", ""content"": ""这还不明显吗？不就是……追你的机会嘛。""}, {""sex"": ""1"", ""content"": ""与你共度余生的机会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥子机会""}, {""sex"": ""1"", ""content"": ""一个能让你喜欢很久的机会。""}, {""sex"": ""1"", ""content"": ""你想要的机会我会给你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我十八岁了""}, {""sex"": ""1"", ""content"": ""恭喜你成年了。""}, {""sex"": ""1"", ""content"": ""十八岁的少女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下次再约吧""}, {""sex"": ""1"", ""content"": ""那你什么时候有空，提前告诉我吧。""}, {""sex"": ""1"", ""content"": ""没能跟小仙女约成我觉得好遗憾啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我可以认识你吗？""}, {""sex"": ""1"", ""content"": ""为什么不可以呢。""}, {""sex"": ""1"", ""content"": ""现在不就已经在认识了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你相信爱情吗""}, {""sex"": ""1"", ""content"": ""你愿意让我相信爱情嘛？""}, {""sex"": ""1"", ""content"": ""有时候就不得不相信爱情了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也感觉""}, {""sex"": ""1"", ""content"": ""看来我们心意相通啊，连感觉都是一样的""}, {""sex"": ""1"", ""content"": ""既然小仙女都这么觉得了，那我的感觉肯定不会错""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""时间太长""}, {""sex"": ""1"", ""content"": ""跟一辈子比起来，这点时间算得了什么呢？""}, {""sex"": ""1"", ""content"": ""别看时间这么长，其实就是一眨眼的事""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没时间啊""}, {""sex"": ""1"", ""content"": ""你难道不知道时间就像海绵，是挤出来的吗？""}, {""sex"": ""1"", ""content"": ""真想把我的时间分给你，你就不用那么忙碌了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自恋的你""}, {""sex"": ""1"", ""content"": ""人不自恋天诛地灭啊。""}, {""sex"": ""1"", ""content"": ""要是不自恋拿什么来喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你给我滚一边去""}, {""sex"": ""1"", ""content"": ""是左边？右边？还是你这边。""}, {""sex"": ""1"", ""content"": ""没学过怎么滚，要不你教下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还肚子疼""}, {""sex"": ""1"", ""content"": ""要是在你身边就好了，就能帮你揉一揉肚子了。""}, {""sex"": ""1"", ""content"": ""好难受，知道你肚子疼却什么都做不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安鸭""}, {""sex"": ""1"", ""content"": ""我怎么就成了一只晚安鸭了。""}, {""sex"": ""1"", ""content"": ""你可别太想我咯，不然会睡不着的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈过三段感情""}, {""sex"": ""1"", ""content"": ""看来小仙女的感情经历很丰富啊。""}, {""sex"": ""1"", ""content"": ""希望我是你的下一段也是最后一段。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小伙子真会说话""}, {""sex"": ""1"", ""content"": ""小伙子还会其他的，要不要试试？""}, {""sex"": ""1"", ""content"": ""遇到这么美丽的姑娘当然得这么会说话啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是坏孩子？""}, {""sex"": ""1"", ""content"": ""我是个喜欢你的坏孩子。""}, {""sex"": ""1"", ""content"": ""你是好孩子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""面子又不能吃""}, {""sex"": ""1"", ""content"": ""但是面子还是需要用的呀。""}, {""sex"": ""1"", ""content"": ""那能咋办嘛，面子还是得要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哼，骗子""}, {""sex"": ""1"", ""content"": ""我只是想把你骗到我的户口上而已。""}, {""sex"": ""1"", ""content"": ""我像是那种骗你的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子""}, {""sex"": ""1"", ""content"": ""小小的肚子，大大的容量。""}, {""sex"": ""1"", ""content"": ""你这个肚子有点小可爱呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是糟老婆子""}, {""sex"": ""1"", ""content"": ""可你是我的老婆子。""}, {""sex"": ""1"", ""content"": ""我知道你是全天下最好的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是肚子不舒服""}, {""sex"": ""1"", ""content"": ""你的小肚子可能抗议你让它吃这么少""}, {""sex"": ""1"", ""content"": ""那你一定要好好注意你的身体。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子不舒服""}, {""sex"": ""1"", ""content"": ""怎么啦？是不是吃坏东西了？""}, {""sex"": ""2"", ""content"": ""不知道啊。""}, {""sex"": ""1"", ""content"": ""怎么就是不能好好照顾自己？总是让我担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真舒服""}, {""sex"": ""1"", ""content"": ""这么享受的样子也太拉仇恨了吧""}, {""sex"": ""1"", ""content"": ""在我怀里会更舒服的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢的，什么样我都喜欢""}, {""sex"": ""1"", ""content"": ""我喜欢你，你什么样我都喜欢。""}, {""sex"": ""1"", ""content"": ""看来这份喜欢真的是很重啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别搞笑""}, {""sex"": ""1"", ""content"": ""笑一笑，十年少。""}, {""sex"": ""1"", ""content"": ""生活多点乐趣不好嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我正常""}, {""sex"": ""1"", ""content"": ""可你让我变得不正常了""}, {""sex"": ""1"", ""content"": ""正常情况下，你应该是喜欢我的，所以你现在喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这种人就不该配有爱情""}, {""sex"": ""1"", ""content"": ""或许吧，但是现在的我想拥有爱情。""}, {""sex"": ""1"", ""content"": ""可能这次不配，等下次就可以配了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要对号入座""}, {""sex"": ""1"", ""content"": ""就算我不对号入座我也知道你说的是我。""}, {""sex"": ""1"", ""content"": ""可你分明说的就是我嘛，我怎么能不想多呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是一个感情骗子""}, {""sex"": ""1"", ""content"": ""我可舍不得骗你呦。""}, {""sex"": ""1"", ""content"": ""我要是骗纸，那你现在的心早就是我的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真胆小""}, {""sex"": ""1"", ""content"": ""这不是给你一个保护我的机会吗。""}, {""sex"": ""1"", ""content"": ""你胆子大，你要保护好我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是个女孩子""}, {""sex"": ""1"", ""content"": ""我也喜欢女孩纸啊。""}, {""sex"": ""1"", ""content"": ""我没瞎，能看得出来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很苦""}, {""sex"": ""1"", ""content"": ""所以我才需要你这份甜啊。""}, {""sex"": ""1"", ""content"": ""再苦的日子如果有你，我都觉得很甜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个联系方式""}, {""sex"": ""1"", ""content"": ""别说联系方式了，家庭住址都能给你。""}, {""sex"": ""1"", ""content"": ""那你可要每天都联系我，不然就没意义了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗓子好痛""}, {""sex"": ""1"", ""content"": ""是不是上火了呀？快多喝点水。""}, {""sex"": ""1"", ""content"": ""都说了想我放在心里就好，你非要喊出来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是骗人""}, {""sex"": ""1"", ""content"": ""不骗人，我可不是那种骗人的人。""}, {""sex"": ""1"", ""content"": ""我不会骗自己喜欢的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直都是这样子""}, {""sex"": ""1"", ""content"": ""我很期待你改变的样子。""}, {""sex"": ""1"", ""content"": ""所以你是长了我喜欢的样子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好哈哈""}, {""sex"": ""1"", ""content"": ""笑得这么开心，我看不止是还好哦。""}, {""sex"": ""1"", ""content"": ""只是还好而已嘛，那很好是什么样的呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""额，还好吧""}, {""sex"": ""1"", ""content"": ""既然是还好那就是并不满意了""}, {""sex"": ""1"", ""content"": ""那你告诉我哪里不好，我再努力努力""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我过的很好""}, {""sex"": ""1"", ""content"": ""我知道你过得很好就满足了。""}, {""sex"": ""1"", ""content"": ""我也好想陪着你一起过啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像很好看""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的夸奖，你的也好看。""}, {""sex"": ""1"", ""content"": ""看来我的品位很合小仙女的胃口啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好哇""}, {""sex"": ""1"", ""content"": ""要是有你在我身边就更好了。""}, {""sex"": ""1"", ""content"": ""晚上好，感觉美好的夜晚才刚刚开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我问问""}, {""sex"": ""1"", ""content"": ""嗯嗯，那你去问一下""}, {""sex"": ""1"", ""content"": ""有你出马，肯定能问到的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好运气""}, {""sex"": ""1"", ""content"": ""爱笑的人运气都不会差。""}, {""sex"": ""1"", ""content"": ""有你在，运气都挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是帅""}, {""sex"": ""1"", ""content"": ""这么帅的男人以后可是你的了哦""}, {""sex"": ""1"", ""content"": ""我的帅正好可以配得上你的美""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班喔""}, {""sex"": ""1"", ""content"": ""好好上班，努力赚钱！""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好在上班的路上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""10点上班""}, {""sex"": ""1"", ""content"": ""这么晚才上班，那不是坐等吃午饭就好了。""}, {""sex"": ""1"", ""content"": ""来我这上班，你想几点上班就几点上班。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同性""}, {""sex"": ""1"", ""content"": ""不管同性异性，都能是真爱""}, {""sex"": ""1"", ""content"": ""我喜欢你，所以你不用担心我的性取向""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午再吃""}, {""sex"": ""1"", ""content"": ""可是我好像听到你的肚子在咕咕叫诶""}, {""sex"": ""1"", ""content"": ""现在离中午还好久，你撑得住吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午睡觉了""}, {""sex"": ""1"", ""content"": ""那你好好睡一觉，下午精神会比较好。""}, {""sex"": ""1"", ""content"": ""午安，记得要梦到我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要学习了""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}, {""sex"": ""1"", ""content"": ""像我这样学习的人已经不多了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先学习了""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上。""}, {""sex"": ""1"", ""content"": ""在学习怎么做好一个女朋友吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你早点休息啊""}, {""sex"": ""1"", ""content"": ""好的，我会好好休息的。""}, {""sex"": ""1"", ""content"": ""那我可以早点梦到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好鸭""}, {""sex"": ""1"", ""content"": ""你都不在我身边，我怎么好""}, {""sex"": ""1"", ""content"": ""说实话，这个点猪都已经起床吃完饭了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你多大鸭""}, {""sex"": ""1"", ""content"": ""如果你不介意的话，我愿意像个哥哥照顾你。""}, {""sex"": ""1"", ""content"": ""刚好能跟你领结婚证了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好听的话不要听""}, {""sex"": ""1"", ""content"": ""但是好听的话都是说给你听的呀。""}, {""sex"": ""1"", ""content"": ""听我说喜欢你不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你又不好吃""}, {""sex"": ""1"", ""content"": ""当然是没你好吃了。""}, {""sex"": ""1"", ""content"": ""你没试过怎么知道不好吃？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要叫妹妹""}, {""sex"": ""1"", ""content"": ""可你本来就比我小，叫你妹妹有什么问题嘛。""}, {""sex"": ""1"", ""content"": ""好吧，那就叫你小仙女好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨，嗨""}, {""sex"": ""1"", ""content"": ""你好呀，我的小可爱""}, {""sex"": ""1"", ""content"": ""嗨！好想马上就抱着你呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨！你好""}, {""sex"": ""1"", ""content"": ""恩恩，你一出现，我就变得很好""}, {""sex"": ""1"", ""content"": ""感动！小仙女终于跟我打招呼了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨不动了""}, {""sex"": ""1"", ""content"": ""阿姨，你年纪大了就不要跟着小年轻嗨了。""}, {""sex"": ""1"", ""content"": ""那就好好待在我身边吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你让我说啥""}, {""sex"": ""1"", ""content"": ""不知道说什么就说你喜欢我。""}, {""sex"": ""1"", ""content"": ""说你的心里话，想说啥都可以跟我说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和你说个事""}, {""sex"": ""1"", ""content"": ""让我猜猜你要说什么？是不是要跟我表白？""}, {""sex"": ""1"", ""content"": ""这么郑重其事，我的心突然开始狂跳起来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""少说废话""}, {""sex"": ""1"", ""content"": ""我的废话怎么舍得和你说呢""}, {""sex"": ""1"", ""content"": ""我对你说的都是真心话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在看小说呢""}, {""sex"": ""1"", ""content"": ""小说再美好也是别人的故事，我们要创造属于我们的故事。""}, {""sex"": ""1"", ""content"": ""不要一整天都沉浸在小说里啦，要看看身边真实存在的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就这性格""}, {""sex"": ""1"", ""content"": ""你这性格深得我心。""}, {""sex"": ""1"", ""content"": ""有个性的小仙女，我喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过""}, {""sex"": ""1"", ""content"": ""谈过，伤心往事，就不再提了""}, {""sex"": ""1"", ""content"": ""以前谈过，现在只想和你谈""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那个啊""}, {""sex"": ""1"", ""content"": ""我是脚踏筋斗云的齐天大圣啊！""}, {""sex"": ""1"", ""content"": ""我是那个你命中注定的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""已经过了那个年龄了""}, {""sex"": ""1"", ""content"": ""其实年不年龄的不重要，只要自己的心态好就可以了。""}, {""sex"": ""1"", ""content"": ""即使是过了那个年龄，也依旧可以做那个年龄想做的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信了你个鬼""}, {""sex"": ""1"", ""content"": ""我这个糟老头子并不坏啊。""}, {""sex"": ""1"", ""content"": ""我要是鬼，那你就是鬼新娘！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪个""}, {""sex"": ""1"", ""content"": ""对你而言，我现在还只是个陌生人。""}, {""sex"": ""2"", ""content"": ""以后呢？""}, {""sex"": ""1"", ""content"": ""以后会成为无比重要的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以交个朋友吗""}, {""sex"": ""1"", ""content"": ""可以啊，不过做我朋友有风险。""}, {""sex"": ""2"", ""content"": ""什么风险？""}, {""sex"": ""1"", ""content"": ""你有可能会爱上我这个朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""微信个性签名""}, {""sex"": ""1"", ""content"": ""钱不是万能的，大概只能解决世界上90%的问题。""}, {""sex"": ""1"", ""content"": ""赚钱，能治愈一切矫情，有钱，能治愈一切自卑。""}, {""sex"": ""1"", ""content"": ""有钱才敢做最真实的自己，没钱只能做讨人喜欢的自己！""}, {""sex"": ""1"", ""content"": ""生活不只有眼前的苟且，还有你看不懂的诗和永远到不了的远方。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你一个眼神，自己体会""}, {""sex"": ""1"", ""content"": ""我体会到你在偷偷喜欢我。""}, {""sex"": ""1"", ""content"": ""眼神交流也会有爱的火花的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的眼神""}, {""sex"": ""1"", ""content"": ""你感受到我眼里的爱意了吗？""}, {""sex"": ""1"", ""content"": ""我的眼睛会发光呀，因为满眼都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你眼神自己体会""}, {""sex"": ""1"", ""content"": ""我在你眼中看到了浓烈的爱意。""}, {""sex"": ""1"", ""content"": ""不要对我放电，我会扛不住的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥嘛""}, {""sex"": ""1"", ""content"": ""不是小哥哥，是你亲爱的。""}, {""sex"": ""1"", ""content"": ""是啊，而且是你的小哥哥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥多""}, {""sex"": ""1"", ""content"": ""但是像我这么好看的小哥哥可不多了。""}, {""sex"": ""1"", ""content"": ""小哥哥再多，跟你有关的小哥哥也只有我这一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥""}, {""sex"": ""1"", ""content"": ""不好意思，我可是怪蜀黍哦""}, {""sex"": ""2"", ""content"": ""我可只喜欢小哥哥，不喜欢怪蜀黍呢""}, {""sex"": ""1"", ""content"": ""那怪蜀黍就来做你一个人的小哥哥啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好像要个哥哥""}, {""sex"": ""1"", ""content"": ""你是想要一个小哥哥吧。""}, {""sex"": ""1"", ""content"": ""叫我一声“哥哥”听听""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛街看电影""}, {""sex"": ""1"", ""content"": ""带上我一起啊，我非常喜欢逛街看电影""}, {""sex"": ""1"", ""content"": ""你还缺人陪你一起嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去逛街了""}, {""sex"": ""1"", ""content"": ""别穿高跟鞋，不然走得脚疼我又不能背你。""}, {""sex"": ""1"", ""content"": ""你要给我一个陪你逛街的机会吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个那个""}, {""sex"": ""1"", ""content"": ""你这欲言又止的样子弄得我心痒痒。""}, {""sex"": ""1"", ""content"": ""这个是什么，那个是什么，你说清楚呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能否给个机会""}, {""sex"": ""1"", ""content"": ""好啊，那你就试试看吧""}, {""sex"": ""1"", ""content"": ""当然可以，但你要好好抓住机会哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这天太热了""}, {""sex"": ""1"", ""content"": ""你可以脱了衣服的，我不介意""}, {""sex"": ""1"", ""content"": ""这种天气就应该来吃一个冰冰凉凉的冰淇淋""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你告诉我喜欢一个人是什么感觉""}, {""sex"": ""1"", ""content"": ""那你看我喜欢你难道还不够清楚吗？""}, {""sex"": ""1"", ""content"": ""我现在喜欢你有啥不好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圣诞节有什么愿望吗""}, {""sex"": ""1"", ""content"": ""我的愿望就是余生所有的圣诞节都能和你一起过。""}, {""sex"": ""1"", ""content"": ""生活里有你，余生都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要命了""}, {""sex"": ""1"", ""content"": ""要钱没有，要命一条！""}, {""sex"": ""1"", ""content"": ""那算了，我还是要你的人吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开完会""}, {""sex"": ""1"", ""content"": ""是不是有新的项目要开始了？""}, {""sex"": ""1"", ""content"": ""开会的时候是不是开小差想我了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不睡会吗""}, {""sex"": ""1"", ""content"": ""不睡了，我想再和你聊会儿。""}, {""sex"": ""1"", ""content"": ""睡觉能让我在梦里见到你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后有机会""}, {""sex"": ""1"", ""content"": ""那现在不可以提前预支机会嘛？""}, {""sex"": ""1"", ""content"": ""那我会希望以后快一点到来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这嘴巴真会说话""}, {""sex"": ""1"", ""content"": ""还好啦，也就是稍微会那么一点而已。""}, {""sex"": ""1"", ""content"": ""难道我这么说话不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在唱歌呢""}, {""sex"": ""1"", ""content"": ""唱歌这么好听的嘛。""}, {""sex"": ""1"", ""content"": ""不介意让我听会儿你的歌吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会唱歌呀""}, {""sex"": ""1"", ""content"": ""那以后我唱给你听好不好？""}, {""sex"": ""1"", ""content"": ""没事，你唱出来就完事了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没你会说话""}, {""sex"": ""1"", ""content"": ""当然毕竟这么会说话的人不多啦。""}, {""sex"": ""1"", ""content"": ""这可都是说给你听的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己会吃""}, {""sex"": ""1"", ""content"": ""我就是担心你没有好好吃啊。""}, {""sex"": ""1"", ""content"": ""你自己吃肯定没有我喂你吃的好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈哈，你真会说话""}, {""sex"": ""1"", ""content"": ""这嘴可能遇见你就变得很会说话了""}, {""sex"": ""1"", ""content"": ""遇见你我都开始瞎说大实话了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会聊天啊""}, {""sex"": ""1"", ""content"": ""要是不会聊天我怕被你嫌弃。""}, {""sex"": ""1"", ""content"": ""撩你，我其实更厉害。""}], ""lock"": 1}"
