"{""chat"": [{""sex"": ""2"", ""content"": ""我们不熟""}, {""sex"": ""1"", ""content"": ""没事，就像你和我从青涩的熟悉开始""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不认识你""}, {""sex"": ""1"", ""content"": ""朋友和情人不都是从陌生到熟悉的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常来这里玩吗？""}, {""sex"": ""1"", ""content"": ""经常，你经常来这里玩吗？""}, {""sex"": ""2"", ""content"": ""不经常""}, {""sex"": ""1"", ""content"": ""难怪你不认识我，不管经常来的人还是不经常来的人，能认识你都是一件令人愉快的事情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好你好吼~""}, {""sex"": ""1"", ""content"": ""你好啊~请问你是来人认识我的小可爱吗？""}, {""sex"": ""1"", ""content"": ""你好~~好久没有遇到这么可爱的小姐姐咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很假""}, {""sex"": ""1"", ""content"": ""有时候真的会变成假的，假的会变成真的。""}, {""sex"": ""1"", ""content"": ""真真假假谁又知道是哪个呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好一点点""}, {""sex"": ""1"", ""content"": ""只是好一点点而已吗，那也太慢了吧。""}, {""sex"": ""1"", ""content"": ""嗯嗯，希望你能快点好起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个胖子""}, {""sex"": ""1"", ""content"": ""胖纸都是潜力股，知道不！""}, {""sex"": ""1"", ""content"": ""胖纸才能给你足够多的安全感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安猪猪""}, {""sex"": ""1"", ""content"": ""作为一只猪猪，你这时候说早安不对吧。""}, {""sex"": ""1"", ""content"": ""早安，另外一只猪猪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为什么喜欢找我聊天呀""}, {""sex"": ""1"", ""content"": ""因为喜欢你，所以想找你。""}, {""sex"": ""1"", ""content"": ""哪有那么多为什么啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃荔枝""}, {""sex"": ""1"", ""content"": ""我也好想吃啊，想念荔枝甜甜的味道了。""}, {""sex"": ""1"", ""content"": ""夏天和荔枝果然很般配。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""梅花""}, {""sex"": ""1"", ""content"": ""突然想起一句诗句：墙角一枝梅，凌寒独自开。""}, {""sex"": ""1"", ""content"": ""梅花很美呢，但只在寒冷的冬天开放。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[花痴][花痴]""}, {""sex"": ""1"", ""content"": ""没人和你说，犯花痴的时候也这么好看吗。""}, {""sex"": ""1"", ""content"": ""小花痴，我给你送花了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一个人吗""}, {""sex"": ""1"", ""content"": ""难道我还能是两个人吗。""}, {""sex"": ""1"", ""content"": ""加上你就不是一个人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直在线""}, {""sex"": ""1"", ""content"": ""一直在线怎么也不找我啊，我还以为你不在呢。""}, {""sex"": ""1"", ""content"": ""你一直在等我的消息是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想的好美""}, {""sex"": ""1"", ""content"": ""毕竟想的是你，能不美吗？""}, {""sex"": ""1"", ""content"": ""梦想总是要有，万一见鬼了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情话一套一套的""}, {""sex"": ""1"", ""content"": ""如果不是真心喜欢你，怎么会对你说这么多情话？""}, {""sex"": ""1"", ""content"": ""这么多套，你最喜欢哪一套？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""套路那么深""}, {""sex"": ""1"", ""content"": ""套路深才能把你套住啊。""}, {""sex"": ""1"", ""content"": ""套路是我学的，喜欢你却是真的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晒太阳呢""}, {""sex"": ""1"", ""content"": ""你是想让自己更成熟点吗？""}, {""sex"": ""1"", ""content"": ""小心把自己给晒黑了呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""17岁了""}, {""sex"": ""1"", ""content"": ""过不了多久你就要成年了。""}, {""sex"": ""1"", ""content"": ""十七岁的天空是不是不一样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送给你礼物""}, {""sex"": ""1"", ""content"": ""我不需要别的礼物，你把自己送给我就好了""}, {""sex"": ""1"", ""content"": ""送我什么呀，你这样说我会很期待的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小礼物""}, {""sex"": ""1"", ""content"": ""什么小礼物呀，你是要给我惊喜吗？""}, {""sex"": ""1"", ""content"": ""什么礼物都不要，你把自己送给我就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都没有礼物""}, {""sex"": ""1"", ""content"": ""你连对象都没有，没有礼物不是很正常的嘛""}, {""sex"": ""1"", ""content"": ""那我要送你今天的第一份礼物了，我把自己送给你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你休息一下吧""}, {""sex"": ""1"", ""content"": ""休息那么久容易休息坏的。""}, {""sex"": ""1"", ""content"": ""天天想着我休息，你想干嘛呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就休息一天""}, {""sex"": ""1"", ""content"": ""一天也太短了，休息了跟没休息一样。""}, {""sex"": ""1"", ""content"": ""才一天，眼睛一睁一闭就过去了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们一起睡觉吧""}, {""sex"": ""1"", ""content"": ""对不起，我邪恶了。""}, {""sex"": ""1"", ""content"": ""你这样我很容易做出点不一般的事情来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还一套一套的""}, {""sex"": ""1"", ""content"": ""总有一套适合你呀。""}, {""sex"": ""1"", ""content"": ""不知道你喜欢哪一套，所以全用上。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一点都不好喝""}, {""sex"": ""1"", ""content"": ""有些味道细细品尝还是有点味道的。""}, {""sex"": ""1"", ""content"": ""每个人都有自己喜欢的味道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟同事吃饭""}, {""sex"": ""1"", ""content"": ""真羡慕你同事，还能跟你一起吃饭。""}, {""sex"": ""1"", ""content"": ""什么时候你才能跟我一起吃饭啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能加微信么""}, {""sex"": ""1"", ""content"": ""能加仙女的微信是我的荣幸啊。""}, {""sex"": ""1"", ""content"": ""今天是我的幸运日吗？竟然能加到你的微信""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心鸭""}, {""sex"": ""1"", ""content"": ""我想这只鸭子应该是挺开心的呢。""}, {""sex"": ""1"", ""content"": ""开心一下还是挺好的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子很疼""}, {""sex"": ""1"", ""content"": ""怎么办？你肚子疼我却只能干着急。""}, {""sex"": ""1"", ""content"": ""先喝点热水躺着，我马上过去找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""腿被蚊子咬了""}, {""sex"": ""1"", ""content"": ""蚊子一定是垂涎你的美腿""}, {""sex"": ""1"", ""content"": ""那你不可以乱挠哦，抹点药膏吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不要面子嘛""}, {""sex"": ""1"", ""content"": ""有我就好啦，还要面子嘛？""}, {""sex"": ""1"", ""content"": ""有没有面子你在我心里都是女神形象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我下面给你吃""}, {""sex"": ""1"", ""content"": ""好啊，你煮的面味道肯定很不错""}, {""sex"": ""1"", ""content"": ""那我要吃红烧牛肉面，牛肉很多的那种""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在包饺子""}, {""sex"": ""1"", ""content"": ""我能带碗去你家吗。""}, {""sex"": ""1"", ""content"": ""贤妻良母啊，真好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我多没面子""}, {""sex"": ""1"", ""content"": ""你有我就好，还要面子干嘛？""}, {""sex"": ""1"", ""content"": ""噗哈哈哈，你怎么这么可爱？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不知道我什么样""}, {""sex"": ""1"", ""content"": ""我已经在梦里看到你了好不好。""}, {""sex"": ""1"", ""content"": ""你不知道什么叫做一见钟情吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是老样子""}, {""sex"": ""1"", ""content"": ""这个样子还是你喜欢的样子吗？""}, {""sex"": ""1"", ""content"": ""只是不想改而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是什么样的女孩子""}, {""sex"": ""1"", ""content"": ""一个被我喜欢上的女孩子。""}, {""sex"": ""1"", ""content"": ""问那么多是不是想知道我喜不喜欢你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胆子大。""}, {""sex"": ""1"", ""content"": ""胆子大了才敢这么放肆的喜欢你。""}, {""sex"": ""1"", ""content"": ""胆子大才能等你说喜欢我的时候不会晕倒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女友肚子疼""}, {""sex"": ""1"", ""content"": ""宝宝乖，一定很难受吧，要是我有在身边就可以帮宝宝揉揉肚子了。""}, {""sex"": ""1"", ""content"": ""是不是来大姨妈了？快喝点红糖水，要是我能替你承担这种疼痛就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看个锤子""}, {""sex"": ""1"", ""content"": ""锤子有什么好看的，你比较好看。""}, {""sex"": ""1"", ""content"": ""锤子又不是装饰品，没什么好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子又痛了""}, {""sex"": ""1"", ""content"": ""怎么又痛了呢？你一个人生活太让人不放心了。""}, {""sex"": ""1"", ""content"": ""要是我此刻能在你身边照顾你就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赶紧请我吃饭，或者请我喝水。""}, {""sex"": ""1"", ""content"": ""好，马上请你，吃饭喝水都请你。""}, {""sex"": ""1"", ""content"": ""那我请你吃饭，你下次要请我喝奶茶哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上睡觉盖好被子""}, {""sex"": ""1"", ""content"": ""被子太轻了，盖不住我喜欢你的心。""}, {""sex"": ""1"", ""content"": ""我只关心晚上会不会梦到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一身肉""}, {""sex"": ""1"", ""content"": ""不肥不瘦，非常好啊。""}, {""sex"": ""1"", ""content"": ""一身腱子肉好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没睡多久""}, {""sex"": ""1"", ""content"": ""怎么不睡久一点，不然一会要犯困了。""}, {""sex"": ""1"", ""content"": ""那到我怀里再睡会吧，睡饱一点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小仙女只打人""}, {""sex"": ""1"", ""content"": ""小仙女明明是很温柔的。""}, {""sex"": ""1"", ""content"": ""要是是小仙女打我，我也心甘情愿了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的小仙女来啦""}, {""sex"": ""1"", ""content"": ""那我可以亲亲抱抱举高高嘛。""}, {""sex"": ""1"", ""content"": ""仙女下凡，小心动凡心呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人不坏，女人不爱。""}, {""sex"": ""1"", ""content"": ""你是希望我坏呢，还是希望自己不爱？""}, {""sex"": ""1"", ""content"": ""女人不坏，男人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要抬杠吗""}, {""sex"": ""1"", ""content"": ""专门抬你扛！""}, {""sex"": ""1"", ""content"": ""我们之间还需要抬杠嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，真好\u0014?\u0014?\u0014?""}, {""sex"": ""1"", ""content"": ""有你在我的身边才是真的好。""}, {""sex"": ""1"", ""content"": ""能得到你的认可也真的荣幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好做""}, {""sex"": ""1"", ""content"": ""我保证好好做，不会让仙女失望的""}, {""sex"": ""1"", ""content"": ""我会用最好的结果证明给你看的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能干""}, {""sex"": ""1"", ""content"": ""能干的男人才能让媳妇好好享受生活嘛。""}, {""sex"": ""1"", ""content"": ""像我这么能干的男人可不多见了，你可要好好珍惜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你很好奇""}, {""sex"": ""1"", ""content"": ""那你就好好的了解我一下好了。""}, {""sex"": ""1"", ""content"": ""不要好奇，我岂是很普通的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能照顾好自己""}, {""sex"": ""1"", ""content"": ""那你能不能顺带照顾一下我。""}, {""sex"": ""1"", ""content"": ""你觉得我能相信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好笑的""}, {""sex"": ""1"", ""content"": ""小仙女的笑点应该比较低，这样会比较多欢乐。""}, {""sex"": ""1"", ""content"": ""你笑起来肯定很好看，真想看看你的笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好[捂脸]""}, {""sex"": ""1"", ""content"": ""中午休息得怎么样？还精神吗？""}, {""sex"": ""1"", ""content"": ""下午好！我中午都在想着小仙女呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脾气不怎么好""}, {""sex"": ""1"", ""content"": ""你的好的坏的脾气，我全都会包容。""}, {""sex"": ""1"", ""content"": ""我脾气好，我们正好互补。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我帅""}, {""sex"": ""1"", ""content"": ""帅！比我都帅呢。""}, {""sex"": ""1"", ""content"": ""你这么帅，真担心以后有人怀疑我搞基。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好想死""}, {""sex"": ""1"", ""content"": ""你这想法太冲动了，不好不好。""}, {""sex"": ""1"", ""content"": ""别啊，我可不想成为孤寡老人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同学你好""}, {""sex"": ""1"", ""content"": ""能做小仙女的同学是我的荣幸""}, {""sex"": ""1"", ""content"": ""被好看的人打招呼真是受宠若惊呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吃嘛""}, {""sex"": ""1"", ""content"": ""我喂你吃的话，会更好吃的。""}, {""sex"": ""1"", ""content"": ""世界上所有好吃的东西都不如你好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好无聊吖""}, {""sex"": ""1"", ""content"": ""你给我讲个笑话听听就不无聊了""}, {""sex"": ""1"", ""content"": ""无聊的时候想想我，保证就不会无聊了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安吖""}, {""sex"": ""1"", ""content"": ""早安啊，我的小公举""}, {""sex"": ""1"", ""content"": ""真希望你是面对面跟我说这句话的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这张好看吗""}, {""sex"": ""1"", ""content"": ""好看啊，怎么就不好看了。""}, {""sex"": ""1"", ""content"": ""这么好看的也是没谁了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么 不好看吗""}, {""sex"": ""1"", ""content"": ""看着你，就像看着我未来老婆。""}, {""sex"": ""1"", ""content"": ""好看啊，怎么看都是好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您说呢""}, {""sex"": ""1"", ""content"": ""我这不敢乱说呀""}, {""sex"": ""1"", ""content"": ""别您了，你这么叫太折煞我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好玩个屁""}, {""sex"": ""1"", ""content"": ""好好好，那我不玩游戏了，陪你聊天好不好？""}, {""sex"": ""1"", ""content"": ""不好玩，哪有跟你聊天好玩啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好看嘞""}, {""sex"": ""1"", ""content"": ""你怎么会有不好看的时候呢。""}, {""sex"": ""1"", ""content"": ""挺好看的呀，我一眼就在人群中看到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯嗯好吧""}, {""sex"": ""1"", ""content"": ""好喜欢你讲话软软的样子啊。""}, {""sex"": ""1"", ""content"": ""这么乖巧，给你一点奖励好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也不好看呀""}, {""sex"": ""1"", ""content"": ""哪里不好看了，明明那么好看。""}, {""sex"": ""1"", ""content"": ""你这么欺骗我真的好吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好好吃饭""}, {""sex"": ""1"", ""content"": ""可是不能跟你吃饭我觉得一点都不好。""}, {""sex"": ""1"", ""content"": ""嗯嗯，我会吃得饱饱的，你也要好好吃饭。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上再聊""}, {""sex"": ""1"", ""content"": ""好的，晚上再撩。""}, {""sex"": ""1"", ""content"": ""不行，不然我会忍不住一晚上都睡不着的""}, {""sex"": ""1"", ""content"": ""晚上就不是聊了哦~嘿嘿嘿""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上睡不好""}, {""sex"": ""1"", ""content"": ""一定是想我想得夜不能寐""}, {""sex"": ""1"", ""content"": ""晚上没有睡好白天会很难受的，心疼你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上不上班""}, {""sex"": ""1"", ""content"": ""白天上班已经很累了，晚上再上班就太过分了""}, {""sex"": ""1"", ""content"": ""那晚上就可以跟我约会啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀""}, {""sex"": ""1"", ""content"": ""这是我第一次被美女搭讪""}, {""sex"": ""1"", ""content"": ""你好，你是想问路呢？还是想推销呢？还是想认识帅哥呢？""}, {""sex"": ""1"", ""content"": ""没想到我这么低调还是被你发现我的帅了""}, {""sex"": ""1"", ""content"": ""千万别因为帅，而忽略我的多才多艺""}, {""sex"": ""1"", ""content"": ""Im fine thanks,and you?""}, {""sex"": ""1"", ""content"": ""咳咳，你好，这么客气我有点不习惯""}, {""sex"": ""1"", ""content"": ""我不好""}, {""sex"": ""1"", ""content"": ""现在是流行这么官方的打招呼方式吗？""}, {""sex"": ""1"", ""content"": ""你好！""}, {""sex"": ""1"", ""content"": ""小姐姐，你好礼貌，我们都要好好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好呀""}, {""sex"": ""1"", ""content"": ""看到你不好也好了""}, {""sex"": ""1"", ""content"": ""我很好，看到你更好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""饿啊""}, {""sex"": ""1"", ""content"": ""饿了还不去吃饭，想让我担心吗？""}, {""sex"": ""1"", ""content"": ""你肯定是在等我请你吃饭，走吧，现在就带你去吃好吃的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那么好的嘛""}, {""sex"": ""1"", ""content"": ""我想把所有的好都给你。""}, {""sex"": ""1"", ""content"": ""因为你是小仙女，你值得所有的好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我最近脾气不好""}, {""sex"": ""1"", ""content"": ""是不是大姨妈快来拜访了？""}, {""sex"": ""1"", ""content"": ""难道是你的好脾气跑到我这来了？我最近脾气很好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要不然勒""}, {""sex"": ""1"", ""content"": ""要不然我怎么会爱上你啊。""}, {""sex"": ""1"", ""content"": ""不然还能有啥的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说实话""}, {""sex"": ""1"", ""content"": ""那你听我说话好不好？""}, {""sex"": ""2"", ""content"": ""为什么听你说？""}, {""sex"": ""1"", ""content"": ""因为我说的都是实话啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说的是大实话""}, {""sex"": ""1"", ""content"": ""小仙女说是大实话就一定是大实话。""}, {""sex"": ""1"", ""content"": ""我当然是无条件相信你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要说你就说啊""}, {""sex"": ""1"", ""content"": ""那我说喜欢你了。""}, {""sex"": ""1"", ""content"": ""那就说说我们的童年吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁说的""}, {""sex"": ""1"", ""content"": ""其实谁说的一点都不重要。""}, {""sex"": ""2"", ""content"": ""真的吗？""}, {""sex"": ""1"", ""content"": ""重要的是我说给你听的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信你个鬼啊""}, {""sex"": ""1"", ""content"": ""我骗你个鬼,你个糟老婆子精的很！""}, {""sex"": ""1"", ""content"": ""看来你对我深信不疑啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪一个""}, {""sex"": ""1"", ""content"": ""最爱你的那一个。""}, {""sex"": ""1"", ""content"": ""最帅最亮眼的那个，你看不出来嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交友吗""}, {""sex"": ""1"", ""content"": ""交男朋友吗？""}, {""sex"": ""1"", ""content"": ""只谈恋爱，不交友哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友呀""}, {""sex"": ""1"", ""content"": ""好啊，很开心能跟小姐姐交朋友""}, {""sex"": ""1"", ""content"": ""你朋友应该很多吧，我建议你跟我交男女朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友可以吗？""}, {""sex"": ""1"", ""content"": ""能和小仙女交朋友是我的荣幸""}, {""sex"": ""1"", ""content"": ""可以呀，以后我们就是好朋友啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还是个淑女""}, {""sex"": ""1"", ""content"": ""淑女和暴力女只是一念之差。""}, {""sex"": ""1"", ""content"": ""唉，我为什么不敢说不是呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你人挺好""}, {""sex"": ""1"", ""content"": ""我这被你发好人卡了吗？""}, {""sex"": ""1"", ""content"": ""我也觉得我人挺好的，你咋就不心动呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我这样的有什么好的""}, {""sex"": ""1"", ""content"": ""这理由太长，我准备用一辈子回答""}, {""sex"": ""1"", ""content"": ""你除了瓜子脸 大长腿 小蛮腰 温柔贤惠 剩下什么都好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换个工作""}, {""sex"": ""1"", ""content"": ""别把我换了就好。""}, {""sex"": ""1"", ""content"": ""来我家当我妈的儿媳妇吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送我东西""}, {""sex"": ""1"", ""content"": ""把我自己送给你要不要？""}, {""sex"": ""1"", ""content"": ""你想要我送你什么东西？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不觉得好""}, {""sex"": ""1"", ""content"": ""这么严格，那小仙女觉得怎么样才好。""}, {""sex"": ""1"", ""content"": ""我觉得你做我女朋友最好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个备注嘛""}, {""sex"": ""1"", ""content"": ""我想要你帮我取一个专属于我的爱称。""}, {""sex"": ""1"", ""content"": ""那你就备注亲爱的就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人都不是好东西""}, {""sex"": ""1"", ""content"": ""谁说的！我不就是其中之一吗""}, {""sex"": ""1"", ""content"": ""像我这么好的东西你也不关心一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩动""}, {""sex"": ""1"", ""content"": ""给我一个支点，就没有我撩不动的人""}, {""sex"": ""1"", ""content"": ""撩动你这个小仙女不容易啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哇你这个人""}, {""sex"": ""1"", ""content"": ""我这个人就是太爱你了。""}, {""sex"": ""1"", ""content"": ""怎么？是不是觉得我这个人太好了，让你喜欢得不得了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看你怎么撩""}, {""sex"": ""1"", ""content"": ""给我一个支点，我怕你受不了""}, {""sex"": ""1"", ""content"": ""撩你就是这么轻松。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是一个有故事的人""}, {""sex"": ""1"", ""content"": ""你愿意告诉我你的故事吗？""}, {""sex"": ""1"", ""content"": ""我希望你以后的故事里面有我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""平安夜可以许愿""}, {""sex"": ""1"", ""content"": ""知道我的愿望是什么吗？我希望你早点来到我身边。""}, {""sex"": ""1"", ""content"": ""希望你的愿望里有我的存在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我那么重要""}, {""sex"": ""1"", ""content"": ""你占据了我的整颗心，肯定重要啊。""}, {""sex"": ""1"", ""content"": ""你这么重要，所以不要离开我，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友不接电话""}, {""sex"": ""1"", ""content"": ""那男朋友的电话总应该接了吧。""}, {""sex"": ""1"", ""content"": ""你哪来的女朋友？小姐姐为什么不介绍给我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想打电话""}, {""sex"": ""1"", ""content"": ""打，就算打我也行。""}, {""sex"": ""1"", ""content"": ""就只和我打电话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那没有""}, {""sex"": ""1"", ""content"": ""你要是想要男朋友，现在就可以有了。""}, {""sex"": ""1"", ""content"": ""没有也没关系，反正你是小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""误打误撞""}, {""sex"": ""1"", ""content"": ""看来这是天定的缘分啊。""}, {""sex"": ""1"", ""content"": ""这叫无心插柳柳成荫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太毒了""}, {""sex"": ""1"", ""content"": ""我还有解药，需要吗？""}, {""sex"": ""1"", ""content"": ""你已经中了我的爱的剧毒了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太会撩妹""}, {""sex"": ""1"", ""content"": ""套路都是假的，要撩你的心才是真的""}, {""sex"": ""1"", ""content"": ""被撩多没意思，交点学费教你怎么撩男生""}], ""lock"": 1}"
