"{""chat"": [{""sex"": ""2"", ""content"": ""你酒量好吗""}, {""sex"": ""1"", ""content"": ""怎么？想灌醉我呀。""}, {""sex"": ""1"", ""content"": ""酒量不好能出来撑场面吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不跟你聊了""}, {""sex"": ""1"", ""content"": ""的确不聊了，我要开始撩了。""}, {""sex"": ""1"", ""content"": ""聊什么聊啊，我们开始谈恋爱吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把我气死""}, {""sex"": ""1"", ""content"": ""那可不行，我不能没有老婆的。""}, {""sex"": ""1"", ""content"": ""气死了小仙女，我以后就没有小仙女了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我生病""}, {""sex"": ""1"", ""content"": ""需要我来帮你照顾你自己吗""}, {""sex"": ""1"", ""content"": ""你生病我觉得我自己也不好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我第一次谈恋爱""}, {""sex"": ""1"", ""content"": ""不止是第一次谈恋爱，也是最后一次谈恋爱。""}, {""sex"": ""1"", ""content"": ""别担心，我会好好照顾你的，让你感受到恋爱的美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不一定呀""}, {""sex"": ""1"", ""content"": ""还没试过你怎么知道不一定""}, {""sex"": ""1"", ""content"": ""我对我们的以后是有一定自信的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家都这样""}, {""sex"": ""1"", ""content"": ""难道大家都这样你也要选择随波逐流吗？""}, {""sex"": ""1"", ""content"": ""可不是大家都这样我们也要这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""眯一会儿""}, {""sex"": ""1"", ""content"": ""那你好好眯一会儿。""}, {""sex"": ""1"", ""content"": ""突然想看看你偷偷睡觉的样子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥不一样""}, {""sex"": ""1"", ""content"": ""有你和没有你就是不一样。""}, {""sex"": ""1"", ""content"": ""男人的感觉，说不出来的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""双鱼""}, {""sex"": ""1"", ""content"": ""你竟然是双鱼座，跟我的星座是百分百适配啊。""}, {""sex"": ""1"", ""content"": ""双鱼座的女孩都是心思细腻又很浪漫呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""来亲一个""}, {""sex"": ""1"", ""content"": ""你说亲一个就亲一个，我多没面子啊。""}, {""sex"": ""1"", ""content"": ""一个就够了吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不洗澡了""}, {""sex"": ""1"", ""content"": ""是不是等我一起洗呢，嘻嘻。""}, {""sex"": ""1"", ""content"": ""等我来帮你洗吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有在一起""}, {""sex"": ""1"", ""content"": ""那就让此时此刻成为我们在一起的第一秒吧。""}, {""sex"": ""1"", ""content"": ""你这么说一定是因为害羞，我懂的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你心疼个鬼""}, {""sex"": ""1"", ""content"": ""心疼你这只偷心鬼啊。""}, {""sex"": ""1"", ""content"": ""我连心疼你的资格都没有吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你再说一句""}, {""sex"": ""1"", ""content"": ""说一百句都行，我爱你我爱你我爱你……""}, {""sex"": ""1"", ""content"": ""你凶我，我幼小的心灵受到了重创。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫一下你""}, {""sex"": ""1"", ""content"": ""不止是叫我一下吧，还想我了吧""}, {""sex"": ""1"", ""content"": ""那你是不是应该叫我一声老公？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说话一套一套的""}, {""sex"": ""1"", ""content"": ""只要能把你套住，你管他是多少套！""}, {""sex"": ""1"", ""content"": ""为了能把你套住，我可是下了功夫的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我等着你呢""}, {""sex"": ""1"", ""content"": ""放心吧，绝对不会让你久等的。""}, {""sex"": ""1"", ""content"": ""那你一定好好等着我哟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想一个人待会儿""}, {""sex"": ""1"", ""content"": ""你别一个人偷偷难过好吗，我一直都在。""}, {""sex"": ""1"", ""content"": ""那你一个人静静，需要我的时候就叫我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""十一点睡""}, {""sex"": ""1"", ""content"": ""早睡早起身体好啊。""}, {""sex"": ""1"", ""content"": ""那我也得早点睡了，不然在梦里就碰不到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没那个习惯""}, {""sex"": ""1"", ""content"": ""希望有一天你能养成想我的习惯。""}, {""sex"": ""1"", ""content"": ""那小仙女有些什么习惯呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""切，你不会照顾我""}, {""sex"": ""1"", ""content"": ""我不会照顾？你信不信我照顾你一辈子！""}, {""sex"": ""1"", ""content"": ""那你要不要试试看？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你发现了""}, {""sex"": ""1"", ""content"": ""我发现我更加的喜欢你了。""}, {""sex"": ""1"", ""content"": ""那你是什么时候开始的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认不认识我""}, {""sex"": ""1"", ""content"": ""认识啊，你是我未来的老婆啊。""}, {""sex"": ""1"", ""content"": ""不认识，不过我们可以认识。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有时间啊""}, {""sex"": ""1"", ""content"": ""时间还不是挤挤就出来的吗！""}, {""sex"": ""1"", ""content"": ""那我把时间分你点，这样你就有时间陪我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想要甜甜的恋爱""}, {""sex"": ""1"", ""content"": ""那你找对人了，让我们开启甜甜的恋爱吧。""}, {""sex"": ""1"", ""content"": ""甜甜的恋爱跟我谈一下马上就会有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱风""}, {""sex"": ""1"", ""content"": ""被这阵风吹到是不是会变可爱？""}, {""sex"": ""1"", ""content"": ""我就是喜欢你这样可可爱爱的女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""hi你好鸭""}, {""sex"": ""1"", ""content"": ""你好鸭，我的小仙女""}, {""sex"": ""1"", ""content"": ""哈哈哈，我就喜欢小仙女这么主动""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛要叫他傻子?""}, {""sex"": ""1"", ""content"": ""因为看到他就看到我当初傻傻喜欢你的样子。""}, {""sex"": ""1"", ""content"": ""因傻子有傻福啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是夜猫子""}, {""sex"": ""1"", ""content"": ""小心明天上新闻，国宝大熊猫""}, {""sex"": ""1"", ""content"": ""那明天会不会有动物局的出来找我啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个糟老头坏的很""}, {""sex"": ""1"", ""content"": ""那你有本事别信我啊。""}, {""sex"": ""1"", ""content"": ""但你就爱我这个坏坏的糟老头子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""脑子好""}, {""sex"": ""1"", ""content"": ""爹妈给的，你可不要太羡慕哦""}, {""sex"": ""1"", ""content"": ""长得好看脑子又好，肯定有很多人嫉妒你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天过生日""}, {""sex"": ""1"", ""content"": ""你怎么没有提前告诉我！我都来不及为你准备礼物了。""}, {""sex"": ""1"", ""content"": ""我陪你过生日吧，给你一个特别的生日。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大姨妈来了，肚子不舒服""}, {""sex"": ""1"", ""content"": ""大姨妈就不能请个假吗，每个月都要来骚扰你。""}, {""sex"": ""1"", ""content"": ""一定很难受吧，喝点红糖姜水会舒服一点，切忌别吃辣的凉的东西。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搞笑吗""}, {""sex"": ""1"", ""content"": ""对啊，这样才能看见你笑嘛""}, {""sex"": ""1"", ""content"": ""我很正经的好不好，你怎么能说我是在搞笑呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离不开你了""}, {""sex"": ""1"", ""content"": ""那就老老实实待在我身边一辈子吧。""}, {""sex"": ""1"", ""content"": ""就像鱼离不开水，你终于也离不开我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚肚痛""}, {""sex"": ""1"", ""content"": ""你连肚子疼都这么可爱的吗！""}, {""sex"": ""1"", ""content"": ""我在你身边就可以帮你捂着肚子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是这样子的""}, {""sex"": ""1"", ""content"": ""那你告诉我，是什么样子的。""}, {""sex"": ""1"", ""content"": ""是我误会了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是这样吗""}, {""sex"": ""1"", ""content"": ""没错，就是这样子。""}, {""sex"": ""1"", ""content"": ""我感觉你好像不是很满意。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你大猪蹄子""}, {""sex"": ""1"", ""content"": ""想吃大猪蹄子，你就直说！""}, {""sex"": ""1"", ""content"": ""大猪蹄子养颜美容，你不喜欢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别太辛苦""}, {""sex"": ""1"", ""content"": ""为了我们的将来，辛苦一点也值得。""}, {""sex"": ""1"", ""content"": ""有你的关心，我觉得再辛苦都没关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会等我多久""}, {""sex"": ""1"", ""content"": ""哪得看你让我等多久了。""}, {""sex"": ""1"", ""content"": ""只要你能来，等你多久都无妨。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识没多久""}, {""sex"": ""1"", ""content"": ""但是怎么感觉像是认识了好久似得。""}, {""sex"": ""1"", ""content"": ""你相信一见钟情吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是这样？""}, {""sex"": ""1"", ""content"": ""难道这不是小仙女预期中的样子？""}, {""sex"": ""1"", ""content"": ""对呀，小仙女是觉得哪里有不对的地方？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥机会""}, {""sex"": ""1"", ""content"": ""机会不都是自己创造出来的吗？""}, {""sex"": ""1"", ""content"": ""你想要啥机会都是给你准备的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""犒劳自己""}, {""sex"": ""1"", ""content"": ""是不是要吃些好的呀？""}, {""sex"": ""1"", ""content"": ""嗯嗯，女孩子就是要对自己好点，别委屈着自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在去上班的路上""}, {""sex"": ""1"", ""content"": ""巧了，我也刚好在上班的路上""}, {""sex"": ""1"", ""content"": ""上班使我快乐，你发现吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯 还好吧""}, {""sex"": ""1"", ""content"": ""就只是还好而已吗？""}, {""sex"": ""1"", ""content"": ""我想把还好变成很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很好呀""}, {""sex"": ""1"", ""content"": ""那我让你变得更好好不好呀？""}, {""sex"": ""1"", ""content"": ""突然觉得日子再难都变得好过了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好意思来晚了""}, {""sex"": ""1"", ""content"": ""你还知道不好意思哦，我等了你好久。""}, {""sex"": ""1"", ""content"": ""不晚，只要等到了就不算晚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有这么好笑吗？""}, {""sex"": ""1"", ""content"": ""对不起，看到你我不自觉地嘴角上扬了。""}, {""sex"": ""1"", ""content"": ""笑一笑，心情会好点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看不嘛""}, {""sex"": ""1"", ""content"": ""好看啊，你怎么会不好看呢。""}, {""sex"": ""1"", ""content"": ""仙女气又不好看的道理。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午问好""}, {""sex"": ""1"", ""content"": ""中午好，如果能看见你会更好""}, {""sex"": ""1"", ""content"": ""中午好，希望晚上更好！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好呐""}, {""sex"": ""1"", ""content"": ""小仙女午好，这个点真是让人沉沉欲睡呢。""}, {""sex"": ""1"", ""content"": ""中午没有你陪我吃饭，一点都不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇心强怎么了""}, {""sex"": ""1"", ""content"": ""好奇心会害死猫的知道吗。""}, {""sex"": ""1"", ""content"": ""好奇的人运气都挺好的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班来""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好上班的。""}, {""sex"": ""1"", ""content"": ""上班使我快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好可爱""}, {""sex"": ""1"", ""content"": ""我就知道你会喜欢可可爱爱的东西""}, {""sex"": ""2"", ""content"": ""嘿嘿""}, {""sex"": ""1"", ""content"": ""那这么可爱的我你会喜欢吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困啊""}, {""sex"": ""1"", ""content"": ""你这一说我也好像有点困了。""}, {""sex"": ""2"", ""content"": ""嗯。""}, {""sex"": ""1"", ""content"": ""那等你说完晚安，我们就在梦里见吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你休息好了吗""}, {""sex"": ""1"", ""content"": ""休息好啦，我已经满血复活了。""}, {""sex"": ""1"", ""content"": ""原来你一直都在等我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""身材好好""}, {""sex"": ""1"", ""content"": ""怎么想摸一摸这个身材嘛！""}, {""sex"": ""1"", ""content"": ""小心点，千万不要太过于着迷了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是不是很好听""}, {""sex"": ""1"", ""content"": ""好听，我感觉耳朵都要怀孕了""}, {""sex"": ""1"", ""content"": ""真好听，我都想设置成手机铃声了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对我好我就对你好""}, {""sex"": ""1"", ""content"": ""我肯定会对你好，我会对你加倍好。""}, {""sex"": ""1"", ""content"": ""就算你不对我好，我也会对你好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长得不好看""}, {""sex"": ""1"", ""content"": ""女孩子只有好看和更好看，哪有不好看啊？""}, {""sex"": ""1"", ""content"": ""我就知道，好看的女孩都特别谦虚。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀靓仔""}, {""sex"": ""1"", ""content"": ""我是靓仔，你是靓女，天生一对呀！""}, {""sex"": ""1"", ""content"": ""你叫我靓仔，我会很不好意思的啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可不咋滴""}, {""sex"": ""1"", ""content"": ""你要是想咋滴，还不得上天啊。""}, {""sex"": ""1"", ""content"": ""那得看你想咋滴啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩不玩嘛""}, {""sex"": ""1"", ""content"": ""玩呀玩呀，那咱们开始吧。""}, {""sex"": ""1"", ""content"": ""当然要玩啦，陪你玩什么都可以呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有叭""}, {""sex"": ""1"", ""content"": ""有没有试试不就一清二楚了。""}, {""sex"": ""1"", ""content"": ""那估计是我看错了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧，辛苦了""}, {""sex"": ""1"", ""content"": ""想想你就一点也不觉得辛苦了。""}, {""sex"": ""1"", ""content"": ""那还不快来给我捶捶背？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上午睡觉""}, {""sex"": ""1"", ""content"": ""上午这么美好的时光怎么可以用来睡觉？""}, {""sex"": ""1"", ""content"": ""上午睡觉，下午就可以跟我约会啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩妹妹""}, {""sex"": ""1"", ""content"": ""撩你这个可爱的小妹妹吗？""}, {""sex"": ""1"", ""content"": ""我只撩你一个人！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跑的快""}, {""sex"": ""1"", ""content"": ""小仙女有大长腿，肯定跑得快呀""}, {""sex"": ""1"", ""content"": ""跑这么快我是不是很快就会被你追到？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我都不知道说啥好了""}, {""sex"": ""1"", ""content"": ""啥都不要说，静静的站在我旁边！""}, {""sex"": ""1"", ""content"": ""心理想啥就说啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直接说吧""}, {""sex"": ""1"", ""content"": ""你想听我说点什么呢？""}, {""sex"": ""1"", ""content"": ""我已经说的已经很多了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又乱说话""}, {""sex"": ""1"", ""content"": ""才没有乱说，我说的都是真心话。""}, {""sex"": ""1"", ""content"": ""不要害羞，我以后还会说很多这种话的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有事和你说""}, {""sex"": ""1"", ""content"": ""什么事呀，这么严肃的嘛。""}, {""sex"": ""1"", ""content"": ""让我猜猜是什么事，该不会是你要跟我表白吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说说谁都会""}, {""sex"": ""1"", ""content"": ""但是说的这么好听也是第一次啊。""}, {""sex"": ""1"", ""content"": ""那你愿意听我这么说吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说的哦""}, {""sex"": ""1"", ""content"": ""君子一言，驷马难追。""}, {""sex"": ""1"", ""content"": ""当然，我说了喜欢你就是喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过几个啊""}, {""sex"": ""1"", ""content"": ""谈过几次失败的恋爱，才终于让我遇见了你。""}, {""sex"": ""1"", ""content"": ""有过几个不重要，重要的是你是最后一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信了你的鬼话""}, {""sex"": ""1"", ""content"": ""可我没跟鬼说过话。""}, {""sex"": ""1"", ""content"": ""不管人话鬼话，你信我的话就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""性别""}, {""sex"": ""1"", ""content"": ""我们的性别，很适合谈恋爱啊""}, {""sex"": ""1"", ""content"": ""很多问题，其实都是无关性别的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以加个微信吗？""}, {""sex"": ""1"", ""content"": ""小仙女的微信我就不客气地收下了""}, {""sex"": ""1"", ""content"": ""来吧，让我们开启友谊的巨轮吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给我讲睡前故事""}, {""sex"": ""1"", ""content"": ""那我就来讲讲我们的故事吧""}, {""sex"": ""1"", ""content"": ""这爱情故事，很容易让你在梦里梦到我的呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很少逛街""}, {""sex"": ""1"", ""content"": ""所以你才需要我这样的人陪你啊。""}, {""sex"": ""1"", ""content"": ""以后我还是多带你逛逛街""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在买东西""}, {""sex"": ""1"", ""content"": ""是不是又买了好多零食？""}, {""sex"": ""1"", ""content"": ""下次咱们一起去，我帮你提东西。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是傻的啊""}, {""sex"": ""1"", ""content"": ""我就是喜欢傻的。""}, {""sex"": ""1"", ""content"": ""傻瓜，傻傻的挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""黑色情人节""}, {""sex"": ""1"", ""content"": ""白色情人节，得过且过。黑色情人节，一闪而过。""}, {""sex"": ""1"", ""content"": ""喝一杯黑咖啡，体会单身生活的孤独;吃一碗黑色炸酱面，愿你早日结束单身，尽快找到生 命中的另一半。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好东西要一起分享""}, {""sex"": ""1"", ""content"": ""那快把你的好东西分享给我呀。""}, {""sex"": ""1"", ""content"": ""我把我的喜欢分享给你，你也会喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个虚伪的人""}, {""sex"": ""1"", ""content"": ""但是我对你是真心实意的。""}, {""sex"": ""1"", ""content"": ""我要是虚伪，怕是整个世界就没真实的人了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会讲笑话吗""}, {""sex"": ""1"", ""content"": ""我怕我怕讲了笑话，你会被笑死。""}, {""sex"": ""1"", ""content"": ""让小仙女笑，这功能我还是有的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天天气很热""}, {""sex"": ""1"", ""content"": ""在太阳底下我都怕自己融化了。""}, {""sex"": ""1"", ""content"": ""这天气除了空调房，哪也不适合待着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""卖保险的""}, {""sex"": ""1"", ""content"": ""那你应该挺擅长与人沟通的哦""}, {""sex"": ""1"", ""content"": ""保险要是卖的好，那可是发家致富的好途径呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友吗""}, {""sex"": ""1"", ""content"": ""你不就是我的女朋友嘛？""}, {""sex"": ""1"", ""content"": ""是的，我希望你是我的女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是什么感觉""}, {""sex"": ""1"", ""content"": ""是一种很特别的感觉，好像是喜欢又像是爱。""}, {""sex"": ""1"", ""content"": ""除了喜欢你这种感觉还能是啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么感觉？""}, {""sex"": ""1"", ""content"": ""有种喜欢你的感觉啊。""}, {""sex"": ""1"", ""content"": ""感觉这种东西真的很奇妙。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""钱重要还是我重要""}, {""sex"": ""1"", ""content"": ""没钱就活不下去了好吗，当然是你重要了！""}, {""sex"": ""1"", ""content"": ""肯定是你重要啊，我赚的钱不都是为了你吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""电话来了""}, {""sex"": ""1"", ""content"": ""是谁在骚扰我的小仙女？""}, {""sex"": ""1"", ""content"": ""什么时候你才会给我打电话？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不是坏人""}, {""sex"": ""1"", ""content"": ""那怎么会把我的心偷走了呢。""}, {""sex"": ""1"", ""content"": ""你只是我一个人的坏人而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""性格直""}, {""sex"": ""1"", ""content"": ""我就喜欢性格直爽的女孩。""}, {""sex"": ""1"", ""content"": ""性格直的女生对待感情一定很认真。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好玩的地方""}, {""sex"": ""1"", ""content"": ""好玩的地方要跟我这样有趣的人一起去呀""}, {""sex"": ""1"", ""content"": ""我觉得有你在的地方都很好玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会就是不会""}, {""sex"": ""1"", ""content"": ""不会就不会吧，你是仙女你说了算。""}, {""sex"": ""1"", ""content"": ""不会还这么嚣张，除了你没有谁了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会做吗""}, {""sex"": ""1"", ""content"": ""当然，你是在怀疑我的能力吗？""}, {""sex"": ""1"", ""content"": ""就算不会，我也可以学呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还会做饭呢""}, {""sex"": ""1"", ""content"": ""那就完美符合贤妻良母的形象了。""}, {""sex"": ""1"", ""content"": ""那什么时候做饭给我吃呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会做饭的男人""}, {""sex"": ""1"", ""content"": ""你是在说我吗？""}, {""sex"": ""1"", ""content"": ""怎么想让我做饭给你吃吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人会变的""}, {""sex"": ""1"", ""content"": ""人会变，但心不会变。""}, {""sex"": ""1"", ""content"": ""你感受到我一天比一天更喜欢你的变化了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先睡会儿""}, {""sex"": ""1"", ""content"": ""快来我怀里睡。""}, {""sex"": ""1"", ""content"": ""好，小仙女好好休息一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太会说了你""}, {""sex"": ""1"", ""content"": ""但最后还是没能说动你的心。""}, {""sex"": ""1"", ""content"": ""我遇到喜欢的人就会变得这么会说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会说哦""}, {""sex"": ""1"", ""content"": ""还行吧，也就是说给你听的而已""}, {""sex"": ""1"", ""content"": ""那你希望我这么会说吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这么会说话""}, {""sex"": ""1"", ""content"": ""这么会说主要是想把你的心说动而已。""}, {""sex"": ""1"", ""content"": ""不知道，就是这么会说啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在逗我开心吗""}, {""sex"": ""1"", ""content"": ""要是能逗你笑，我也挺开心的啊。""}, {""sex"": ""1"", ""content"": ""那你现在开心吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么时候这么会说话""}, {""sex"": ""1"", ""content"": ""不知道，反正先就这么会说话了。""}, {""sex"": ""1"", ""content"": ""你难道不喜欢我这么会说话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""后天""}, {""sex"": ""1"", ""content"": ""我现在就很期待我们后天的约会了""}, {""sex"": ""1"", ""content"": ""既然你后天有空，我就要替你安排了哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""期待见到你""}, {""sex"": ""1"", ""content"": ""我也期待见到你的那一刻。""}, {""sex"": ""1"", ""content"": ""别期待那么大，我怕你会失望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真会撩""}, {""sex"": ""1"", ""content"": ""其实我一点都不会撩的。""}, {""sex"": ""2"", ""content"": ""怎么会呢。""}, {""sex"": ""1"", ""content"": ""我要是会撩，你现在还能好端端的吗。""}], ""lock"": 1}"
