"{""chat"": [{""sex"": ""1"", ""content"": ""能不能和我拍个照?""}, {""sex"": ""2"", ""content"": ""为什么？?""}, {""sex"": ""1"", ""content"": ""我要向我同事证明，天使是存在的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起吃饭吗""}, {""sex"": ""1"", ""content"": ""为什么不呢。""}, {""sex"": ""1"", ""content"": ""我有什么理由不陪你一起呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我见识一下""}, {""sex"": ""1"", ""content"": ""看戏还要门票呢，你说想见就能见吗？""}, {""sex"": ""1"", ""content"": ""那我可得让你大开眼界一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和同事吃饭""}, {""sex"": ""1"", ""content"": ""能跟你一起吃饭的同事也太幸福了吧""}, {""sex"": ""1"", ""content"": ""那你下一顿饭是不是应该空出来陪我吃了呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想和你""}, {""sex"": ""1"", ""content"": ""一起闯入森林潜入海底？""}, {""sex"": ""1"", ""content"": ""我也想和你，在一起，一辈子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出来一起玩""}, {""sex"": ""1"", ""content"": ""好啊，什么时间什么地点？""}, {""sex"": ""1"", ""content"": ""跟小仙女出去一起玩肯定能玩得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡会儿吧""}, {""sex"": ""1"", ""content"": ""可是我怕一觉就睡到天黑了""}, {""sex"": ""1"", ""content"": ""嗯嗯，睡一觉下午才会有精神，不然会打瞌睡的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要睡会儿""}, {""sex"": ""1"", ""content"": ""睡吧，我会准备好进入你的梦里的。""}, {""sex"": ""1"", ""content"": ""你睡觉可爱的模样真的太好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""把你养胖""}, {""sex"": ""1"", ""content"": ""不行不行，我怕我变胖了会被你嫌弃""}, {""sex"": ""1"", ""content"": ""看来我离变成小胖子的日子指日可待了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不跟傻子玩""}, {""sex"": ""1"", ""content"": ""傻子就喜欢你那么久啊。""}, {""sex"": ""1"", ""content"": ""还好我不是个傻子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打篮球的男孩子""}, {""sex"": ""1"", ""content"": ""你在说我吗？""}, {""sex"": ""1"", ""content"": ""你喜不喜欢打篮球的男孩子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""萝卜饺子""}, {""sex"": ""1"", ""content"": ""韭菜鸡蛋饺子！""}, {""sex"": ""1"", ""content"": ""你是在诱惑我的胃嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男孩子不都得主动一点嘛""}, {""sex"": ""1"", ""content"": ""主动了就会有故事吗""}, {""sex"": ""1"", ""content"": ""但有时候女生也可以主动点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥，你正常一点OK""}, {""sex"": ""1"", ""content"": ""不好意思，看到喜欢的人就不正常了。""}, {""sex"": ""1"", ""content"": ""我怕太正常，你可能会受不了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好我胖""}, {""sex"": ""1"", ""content"": ""你还胖出自豪感来了？""}, {""sex"": ""1"", ""content"": ""还好我喜欢胖的女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个小时""}, {""sex"": ""1"", ""content"": ""一个小时不够吧，至少得三个小时吧""}, {""sex"": ""1"", ""content"": ""那就说好了，要是超时了可是有惩罚的哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸苦了""}, {""sex"": ""1"", ""content"": ""为了你一点都不辛苦。""}, {""sex"": ""1"", ""content"": ""辛不辛苦不知道，但我也挺高兴的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有空没空""}, {""sex"": ""1"", ""content"": ""你若有空，我便有空""}, {""sex"": ""1"", ""content"": ""你看我对你什么时候你没空过""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会喜欢我多久""}, {""sex"": ""1"", ""content"": ""那得看你喜欢我多久啊。""}, {""sex"": ""1"", ""content"": ""这辈子  下辈子，下下辈子都是你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就差发照片了""}, {""sex"": ""1"", ""content"": ""我现在就差一张照片就彻底喜欢上你了。""}, {""sex"": ""1"", ""content"": ""还不赶紧的，我想看看我的心动女神。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""掀桌子""}, {""sex"": ""1"", ""content"": ""息怒息怒，仙女不可以这么暴力的。""}, {""sex"": ""1"", ""content"": ""桌子被你掀碎了，你可要买一张新的赔给我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还会干啥""}, {""sex"": ""1"", ""content"": ""我还会疼老婆呀。""}, {""sex"": ""1"", ""content"": ""我会做的事多了呢，以后你慢慢发现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才是大猪蹄子""}, {""sex"": ""1"", ""content"": ""我这大猪蹄子能美容养颜呢！""}, {""sex"": ""1"", ""content"": ""你喜欢大猪蹄子嘛，我很香的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大猪蹄子早""}, {""sex"": ""1"", ""content"": ""小仙女也早啊。""}, {""sex"": ""1"", ""content"": ""怎么一大早就想吃我这猪蹄子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好意思笑""}, {""sex"": ""1"", ""content"": ""但是你笑起来怎么那么好看啊。""}, {""sex"": ""1"", ""content"": ""这有啥不好意思笑的啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好笑""}, {""sex"": ""1"", ""content"": ""我终于能体会周幽王的感受了。""}, {""sex"": ""2"", ""content"": ""什么感受？""}, {""sex"": ""1"", ""content"": ""美人一笑难求啊，想看到你的笑还真不容易。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好呢嘛""}, {""sex"": ""1"", ""content"": ""好就好嘛，还跟我撒娇。""}, {""sex"": ""1"", ""content"": ""难道还有什么不好的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好帅哥""}, {""sex"": ""1"", ""content"": ""我的帅和你的美刚好相配""}, {""sex"": ""1"", ""content"": ""美女眼光不错呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好撩""}, {""sex"": ""1"", ""content"": ""不好撩又不是撩不动，还是有机会的。""}, {""sex"": ""1"", ""content"": ""太好撩我反而会担心呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你好好想想""}, {""sex"": ""1"", ""content"": ""我早就想清楚了，我想跟你在一起一辈子。""}, {""sex"": ""1"", ""content"": ""你老是在我脑海里跑来跑去，会干扰我思考的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大家""}, {""sex"": ""1"", ""content"": ""我的心很小，只能装下你一个人""}, {""sex"": ""1"", ""content"": ""我想成为你眼中唯一的人""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我学习了""}, {""sex"": ""1"", ""content"": ""学完之后有空理我吗。""}, {""sex"": ""1"", ""content"": ""在你学习的时候，我也学习怎么更加喜欢你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也好好休息""}, {""sex"": ""1"", ""content"": ""不准备多说几句吗？""}, {""sex"": ""1"", ""content"": ""和你聊天就是最好的休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去哪里嘛""}, {""sex"": ""1"", ""content"": ""当然是去一个好吃好玩的地方啦。""}, {""sex"": ""1"", ""content"": ""你是希望我去哪里呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看的小姐姐多""}, {""sex"": ""1"", ""content"": ""好看的小姐姐是很多，但是像你这么好看的只有你这一个""}, {""sex"": ""1"", ""content"": ""哪又怎么了，我已经心有所属啦，眼里只看得见你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会还要上课""}, {""sex"": ""1"", ""content"": ""好好上课！下课时间是我的。""}, {""sex"": ""1"", ""content"": ""好好学习，以后赚钱了带我出去玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吃吗？""}, {""sex"": ""1"", ""content"": ""你过来吃一口就知道好不好吃啦。""}, {""sex"": ""1"", ""content"": ""跟你在一起，吃什么都好吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好呀""}, {""sex"": ""1"", ""content"": ""小仙女一跟我说早上好，我就精神极了！""}, {""sex"": ""1"", ""content"": ""早上好！今天的小仙女还是那样可可爱爱呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近好忙啊""}, {""sex"": ""1"", ""content"": ""忙你也要注意自己的身体呦。""}, {""sex"": ""1"", ""content"": ""忙至少说明你最近过的很充实。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机不好玩""}, {""sex"": ""1"", ""content"": ""确实，手机哪有我好玩啊""}, {""sex"": ""1"", ""content"": ""那就别玩手机了，来找我玩吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我玩不好""}, {""sex"": ""1"", ""content"": ""没事的，我来带你，慢慢就会好起来了。""}, {""sex"": ""1"", ""content"": ""高手都是从菜鸟开始的，他们一开始也玩不好呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说说嘛""}, {""sex"": ""1"", ""content"": ""我要是说了，你可要对我负责的呦。""}, {""sex"": ""1"", ""content"": ""我怕说了，你会心动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你来说""}, {""sex"": ""1"", ""content"": ""我怕我来说我就只会说我爱你了""}, {""sex"": ""1"", ""content"": ""女士优先，我想先听你说呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会说呢""}, {""sex"": ""1"", ""content"": ""我想听小仙女说几句夸我的话。""}, {""sex"": ""1"", ""content"": ""那“我喜欢你”会不会说？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""终止这个话题""}, {""sex"": ""1"", ""content"": ""为什么突然中止，你这是心虚吗？""}, {""sex"": ""1"", ""content"": ""那换一个话题，聊一聊咱们的未来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我相信你个鬼""}, {""sex"": ""1"", ""content"": ""我明明是个人，为啥说我是鬼呢。""}, {""sex"": ""1"", ""content"": ""原来你是神鬼论者啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪儿的？""}, {""sex"": ""1"", ""content"": ""英雄不问出处！""}, {""sex"": ""1"", ""content"": ""我是哪的不重要，重要的是我在哪。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗澡去的""}, {""sex"": ""1"", ""content"": ""好好洗澡，天天干净。""}, {""sex"": ""1"", ""content"": ""干干净净的才是最好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小直男""}, {""sex"": ""1"", ""content"": ""是个大直男！""}, {""sex"": ""1"", ""content"": ""反正不是渣男就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""留个微信吧""}, {""sex"": ""1"", ""content"": ""居然被小仙女留微信，必须给""}, {""sex"": ""1"", ""content"": ""微信就是我们缘分的开始。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人挺好呀""}, {""sex"": ""1"", ""content"": ""那是因为你还没有体会到我的好。""}, {""sex"": ""1"", ""content"": ""两个人的好其实也不错，要不要试试？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲故事给你听""}, {""sex"": ""1"", ""content"": ""故事很长，你留在我身边慢慢说。""}, {""sex"": ""1"", ""content"": ""刚好我这有一瓶好酒。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找小哥哥了""}, {""sex"": ""1"", ""content"": ""找什么小哥哥，难道我不是吗？""}, {""sex"": ""1"", ""content"": ""难道你有我这个小哥哥还不够吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我逛街呢""}, {""sex"": ""1"", ""content"": ""逛街都不带上我的吗！""}, {""sex"": ""1"", ""content"": ""请你好好逛街，最好是拉上我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好怕的""}, {""sex"": ""1"", ""content"": ""有你在我身边，我有什么好怕的。""}, {""sex"": ""1"", ""content"": ""怕你会突然的离开我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好的""}, {""sex"": ""1"", ""content"": ""好处可多了，你怎么能视而不见？""}, {""sex"": ""1"", ""content"": ""有个人来疼你爱你照顾你难道不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换个备注""}, {""sex"": ""1"", ""content"": ""我想让你给我起一个特别的备注。""}, {""sex"": ""1"", ""content"": ""那你就给我换成老公吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊没有话题""}, {""sex"": ""1"", ""content"": ""话题都是撩出来的，要不让我试试？""}, {""sex"": ""1"", ""content"": ""话题我来负责就好，你负责撩我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当我傻啊""}, {""sex"": ""1"", ""content"": ""难道你不是我的小傻瓜吗？""}, {""sex"": ""1"", ""content"": ""我看你的样子也不是一个小傻瓜啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是对每个女孩子都这样""}, {""sex"": ""1"", ""content"": ""请问每个女孩纸都可以有你这么好看吗？""}, {""sex"": ""1"", ""content"": ""那没有，我可没这个能力哟""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这天气""}, {""sex"": ""1"", ""content"": ""不是刚好适合我们来场约会吗。""}, {""sex"": ""1"", ""content"": ""看来老天爷不给我面子，非得给我们带点风雨啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有这个福气""}, {""sex"": ""1"", ""content"": ""谁说的，我负责给你福气。""}, {""sex"": ""1"", ""content"": ""你的福气可是满满的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈什么恋爱啊""}, {""sex"": ""1"", ""content"": ""我又不是找你谈恋爱的，是来结婚的！""}, {""sex"": ""1"", ""content"": ""谈一场关于你的恋爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""阴险""}, {""sex"": ""1"", ""content"": ""这个社会上有太多阴险的人了，你一定要小心防范。""}, {""sex"": ""1"", ""content"": ""你怎么能说我阴险呢，我这是在为自己争取爱情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""当个保姆""}, {""sex"": ""1"", ""content"": ""专职照顾你的那种保姆吗？没问题""}, {""sex"": ""1"", ""content"": ""就不能让我当个管家公吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有事？""}, {""sex"": ""1"", ""content"": ""有事啊，人生大事聊一下咯。""}, {""sex"": ""1"", ""content"": ""我就是想来问问你需不需要男朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做了一个梦""}, {""sex"": ""1"", ""content"": ""梦里有个我，对不对？""}, {""sex"": ""1"", ""content"": ""能被你梦见一定是一件幸福的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做了个噩梦""}, {""sex"": ""1"", ""content"": ""放心，我已经跟周公都商量好了，剩下的全是我""}, {""sex"": ""1"", ""content"": ""梦是反的，祝贺你，你将有大喜！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发张照片""}, {""sex"": ""1"", ""content"": ""照片有什么好看的啊。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""出来见面就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看感觉吧""}, {""sex"": ""1"", ""content"": ""难道你对我的感觉还不够嘛？""}, {""sex"": ""1"", ""content"": ""感觉这种东西可真的是太奇妙了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""受惊""}, {""sex"": ""1"", ""content"": ""给你一个抱抱压压惊。""}, {""sex"": ""1"", ""content"": ""果然女孩子都比较担心，我要好好保护你才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你的鬼话""}, {""sex"": ""1"", ""content"": ""前提我是人，不是鬼！""}, {""sex"": ""1"", ""content"": ""那我就是缠着你的死鬼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是我的命""}, {""sex"": ""1"", ""content"": ""这就是命啊。""}, {""sex"": ""1"", ""content"": ""这命值钱吗，我买了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有那""}, {""sex"": ""1"", ""content"": ""真没有还是假没有，不可以骗我哦""}, {""sex"": ""1"", ""content"": ""没有就没有吧，反正不影响你在我心里的位置""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会保护我吗""}, {""sex"": ""1"", ""content"": ""你这问题问了也是白问，当然会！""}, {""sex"": ""1"", ""content"": ""女汉子不是你来保护我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""机会不大""}, {""sex"": ""1"", ""content"": ""有机会就试试，不管机会是大是小""}, {""sex"": ""1"", ""content"": ""但是我相信即使是机会不大你也能够做到的！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我又不会做饭""}, {""sex"": ""1"", ""content"": ""我知道仙女都是不食人间烟火的。""}, {""sex"": ""1"", ""content"": ""所以你需要一个像我一样会做饭的男朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会信的""}, {""sex"": ""1"", ""content"": ""我难道长得像是会骗你的人吗。""}, {""sex"": ""1"", ""content"": ""我用我的心保证！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会撩的啊""}, {""sex"": ""1"", ""content"": ""一般一般，世界第三。""}, {""sex"": ""1"", ""content"": ""再会撩也不见得把你撩到手啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会老的""}, {""sex"": ""1"", ""content"": ""我也是会老的。""}, {""sex"": ""1"", ""content"": ""老了也会一样爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会回来的""}, {""sex"": ""1"", ""content"": ""我会乖乖等你回来的。""}, {""sex"": ""1"", ""content"": ""你要是不回来我可是会追过去的哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是在开玩笑吧！""}, {""sex"": ""1"", ""content"": ""像我这样认真的人，会开玩笑吗。""}, {""sex"": ""1"", ""content"": ""那我现在认真的喜欢你如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会游戏""}, {""sex"": ""1"", ""content"": ""我可以教你，手把手教你""}, {""sex"": ""1"", ""content"": ""不打游戏挺好的，这样就不会浪费很多时间在游戏上了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴真会说话""}, {""sex"": ""1"", ""content"": ""那你会喜欢我这个嘴吗？""}, {""sex"": ""1"", ""content"": ""会说话的最才是好嘴啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那咋办呢""}, {""sex"": ""1"", ""content"": ""亲亲我，就告诉你怎么办。""}, {""sex"": ""1"", ""content"": ""看来你只能指望我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己体会吧""}, {""sex"": ""1"", ""content"": ""我自己不行，要你帮我才行""}, {""sex"": ""1"", ""content"": ""自己体会肯定没有我们两个人一起体会好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是真会说话""}, {""sex"": ""1"", ""content"": ""那我怎么还没把你说动心。""}, {""sex"": ""1"", ""content"": ""那你喜欢这么会说话的我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会说话呢""}, {""sex"": ""1"", ""content"": ""我只对你才会这么说的。""}, {""sex"": ""1"", ""content"": ""那我什么时候能说动你的心呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的会说啊""}, {""sex"": ""1"", ""content"": ""一般一般世界第三。""}, {""sex"": ""1"", ""content"": ""会不会说，得看我遇到的是什么人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会说笑""}, {""sex"": ""1"", ""content"": ""能让你笑的话，我也是挺厉害的。""}, {""sex"": ""1"", ""content"": ""如果你笑了，看来我说的是没错不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你很会聊天嘛""}, {""sex"": ""1"", ""content"": ""你希望我这么会聊天吗？""}, {""sex"": ""1"", ""content"": ""聊天这种东西还是得看天赋的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好会撩""}, {""sex"": ""1"", ""content"": ""这其实都是假象。""}, {""sex"": ""2"", ""content"": ""怎么说？""}, {""sex"": ""1"", ""content"": ""因为我只有在你面前才会撩，别人可没机会看到我这一面。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢自己做""}, {""sex"": ""1"", ""content"": ""自己动手丰衣足食嘛？""}, {""sex"": ""1"", ""content"": ""自己做很好，会很有成就感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋这么会撩""}, {""sex"": ""1"", ""content"": ""那你有没有被我撩到啊？""}, {""sex"": ""1"", ""content"": ""这不是遇见你了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚在上班""}, {""sex"": ""1"", ""content"": ""那你现在忙完了嘛？""}, {""sex"": ""1"", ""content"": ""那我刚刚有没有打扰到你呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚跑完步""}, {""sex"": ""1"", ""content"": ""流完汗的感觉是不是很舒服？""}, {""sex"": ""1"", ""content"": ""我还挺喜欢爱运动的女孩子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会说甜言蜜语""}, {""sex"": ""1"", ""content"": ""没事，我说给你听就好了。""}, {""sex"": ""1"", ""content"": ""我们可以慢慢学，不急。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要这样好不好""}, {""sex"": ""1"", ""content"": ""可是我没办法控制自己，我满脑子都是你。""}, {""sex"": ""1"", ""content"": ""我觉得这样没什么不好的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小宝宝？""}, {""sex"": ""1"", ""content"": ""难道我不是你的小宝贝吗？""}, {""sex"": ""1"", ""content"": ""小宝宝很可爱，什么时候咱们生一个？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚睁眼睛""}, {""sex"": ""1"", ""content"": ""一睁开眼睛就给我回消息呀。""}, {""sex"": ""1"", ""content"": ""真希望多年以后，你能刚睁开眼睛就见到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没骗人""}, {""sex"": ""1"", ""content"": ""那你是怎么把我的心骗走的。""}, {""sex"": ""1"", ""content"": ""我喜欢你也不是骗人的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不需要读书""}, {""sex"": ""1"", ""content"": ""我得指正你这一错误观点，人活一辈子就要读一辈子书。""}, {""sex"": ""1"", ""content"": ""难怪你这么笨，原来是不读书的原因。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好有才""}, {""sex"": ""1"", ""content"": ""小姐姐过奖了，还有很多需要学习的地方呢。""}, {""sex"": ""1"", ""content"": ""有才也要有人喜欢才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你才丑呢""}, {""sex"": ""1"", ""content"": ""我这不是丑，只是帅的不够明显而已。""}, {""sex"": ""1"", ""content"": ""所以你得漂亮，这样才能互补啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以诚相待""}, {""sex"": ""1"", ""content"": ""我知道用真心才能交换到真心。""}, {""sex"": ""1"", ""content"": ""我会用我最大的诚心对待你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""渣男头像""}, {""sex"": ""1"", ""content"": ""你怎么能因为头像就定义我为渣男呢？""}, {""sex"": ""1"", ""content"": ""那我换一个头像，我可不是渣男。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥换头像""}, {""sex"": ""1"", ""content"": ""头像不好看我就换了啊。""}, {""sex"": ""1"", ""content"": ""为啥不让我换头像？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕你养不起了""}, {""sex"": ""1"", ""content"": ""不试试怎么知道我养不起呢""}, {""sex"": ""1"", ""content"": ""养猪我怎么会养不起呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心里有问题""}, {""sex"": ""1"", ""content"": ""你是我藏在心里最大的问题。""}, {""sex"": ""1"", ""content"": ""有问题说出来，我们一起解决。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是在说我胖吗""}, {""sex"": ""1"", ""content"": ""哪里胖了，明明是丰满好不好。""}, {""sex"": ""1"", ""content"": ""你哪里不胖了？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也希望你能开心""}, {""sex"": ""1"", ""content"": ""有你，我才能算是开心。""}, {""sex"": ""1"", ""content"": ""喜欢你的我一直都很开心啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看见你就开心""}, {""sex"": ""1"", ""content"": ""原来我是属于你的开心果。""}, {""sex"": ""1"", ""content"": ""看到你开心我也觉得很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说的好像是真的一样""}, {""sex"": ""1"", ""content"": ""不是好像，是本来我说的就是真的嘛。""}, {""sex"": ""1"", ""content"": ""你这样怀疑我的话我会伤心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么样问年龄""}, {""sex"": ""1"", ""content"": ""小仙女这么可爱，我没猜错的话，今年应该十八岁吧。""}, {""sex"": ""1"", ""content"": ""小仙女今年芳龄几许呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有想我么""}, {""sex"": ""1"", ""content"": ""想啊，一天二十四小时的在想。""}, {""sex"": ""1"", ""content"": ""要是不想你，我恐怕都不行了。""}], ""lock"": 1}"
