"{""chat"": [{""sex"": ""2"", ""content"": ""想搭讪的话，建议你换一个方法""}, {""sex"": ""1"", ""content"": ""我对你的建议很感兴趣，讲来听听，讲得好可以考虑留电话给你哦。""}, {""sex"": ""2"", ""content"": ""那得看你值不值得我建议。""}, {""sex"": ""1"", ""content"": ""我给你 5 块钱，怎么样,还不用找钱哦""}, {""sex"": ""2"", ""content"": ""那不是很值得我建议。""}, {""sex"": ""1"", ""content"": ""看你年纪不大，怎么记性这么不好，如果不值得你建议那你刚才怎么会建议我换一个方法呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你很有气质，能交个朋友吗""}, {""sex"": ""2"", ""content"": ""我们又不认识?""}, {""sex"": ""1"", ""content"": ""世界上其实没有陌生的两个人，只有还没相识的两个朋友，让我们彼此多一个朋友好吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜呗""}, {""sex"": ""1"", ""content"": ""我不猜，我要听你说""}, {""sex"": ""1"", ""content"": ""我才你肯定猜不到我猜的是什么""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""凭什么我养你""}, {""sex"": ""1"", ""content"": ""你是富婆！""}, {""sex"": ""1"", ""content"": ""养一养，我觉得还是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你让我怎么回""}, {""sex"": ""1"", ""content"": ""你想怎么回都可以嘛。""}, {""sex"": ""1"", ""content"": ""不知道回什么的时候就说我爱你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近在忙什么？""}, {""sex"": ""1"", ""content"": ""想赶紧把工作忙完，好去找你""}, {""sex"": ""1"", ""content"": ""穷逼除了忙着赚钱还能忙着干嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么忙？""}, {""sex"": ""1"", ""content"": ""对啊，忙着为未来努力！""}, {""sex"": ""1"", ""content"": ""不忙的话还叫做人生吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""憨笑憨笑""}, {""sex"": ""1"", ""content"": ""笑得傻乎乎的，也就只有你了。""}, {""sex"": ""1"", ""content"": ""知道我为什么会喜欢上你吗，就是因为你的笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想要怎么样""}, {""sex"": ""1"", ""content"": ""我不想怎么样，只想你而已。""}, {""sex"": ""1"", ""content"": ""想要看着你为我穿一回婚纱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么的呢""}, {""sex"": ""1"", ""content"": ""没怎么，就是想试试你好不好惹""}, {""sex"": ""1"", ""content"": ""我要是想你了咋办""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作吧""}, {""sex"": ""1"", ""content"": ""那就让我们努力工作吧！""}, {""sex"": ""1"", ""content"": ""今天在正是一个工作的好日子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""起的那么早""}, {""sex"": ""1"", ""content"": ""早晨的阳光这么美好，我怎么能错过呢？""}, {""sex"": ""1"", ""content"": ""做个优秀的人，要从早起开始呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离我近""}, {""sex"": ""1"", ""content"": ""那我有没有机会跟小仙女偶遇？""}, {""sex"": ""1"", ""content"": ""竟然离得这么近，看来也是一种缘分哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加附近人""}, {""sex"": ""1"", ""content"": ""我好像找到我附近的小仙女了，是你吗""}, {""sex"": ""1"", ""content"": ""手机说你是我附近最好看的小仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很巧哦""}, {""sex"": ""1"", ""content"": ""看来都是缘分让我们相遇啊。""}, {""sex"": ""1"", ""content"": ""这么巧为什么不一起吃个饭呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是挺巧的""}, {""sex"": ""1"", ""content"": ""这就是上天注定的缘分啊。""}, {""sex"": ""1"", ""content"": ""都这么巧了，不妨吃个饭吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么说呢""}, {""sex"": ""1"", ""content"": ""你可是小仙女，想怎么说就怎么说。""}, {""sex"": ""2"", ""content"": ""好吧。""}, {""sex"": ""1"", ""content"": ""不过我建议你说我喜欢你，既表达了你的内心，也会让我很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么不说话了？""}, {""sex"": ""1"", ""content"": ""这不是在想怎么说喜欢你才好呀。""}, {""sex"": ""1"", ""content"": ""我正在回味你上一句呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有为什么啊""}, {""sex"": ""1"", ""content"": ""凡事都有因有果，怎么会没有呢？""}, {""sex"": ""1"", ""content"": ""你是想瞒着我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不缺""}, {""sex"": ""1"", ""content"": ""我什么都不缺，就缺一个你""}, {""sex"": ""1"", ""content"": ""我还缺一个优秀的女朋友啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么""}, {""sex"": ""1"", ""content"": ""我有样东西准备给你。""}, {""sex"": ""2"", ""content"": ""什么东西。""}, {""sex"": ""1"", ""content"": ""一颗喜欢你的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""精神病""}, {""sex"": ""1"", ""content"": ""难道你可以帮我治愈这个精神病嘛？""}, {""sex"": ""1"", ""content"": ""精神病患者的独白。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你什么时候回去""}, {""sex"": ""1"", ""content"": ""你想我什么时候回去呢？""}, {""sex"": ""1"", ""content"": ""你居然想赶我走，我好难受啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也回家了""}, {""sex"": ""1"", ""content"": ""什么时候你说的回家才能是咱们的家呢？""}, {""sex"": ""1"", ""content"": ""希望十年后我们回的家是同一个家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人家是仙女""}, {""sex"": ""1"", ""content"": ""仙女下凡啦！""}, {""sex"": ""1"", ""content"": ""凡人爱上仙女不行啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样子嘛""}, {""sex"": ""1"", ""content"": ""终于让你意识到我的不凡啦。""}, {""sex"": ""1"", ""content"": ""不是的话，那你说是什么样子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我应该叫你什么名""}, {""sex"": ""1"", ""content"": ""老公啊，这么显而易见的好不好。""}, {""sex"": ""1"", ""content"": ""如果你想，你叫什么都是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不用了不用了""}, {""sex"": ""1"", ""content"": ""那么客气干嘛，以后我见你爸妈也得叫爸妈了。""}, {""sex"": ""1"", ""content"": ""为什么不用，你不要我了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好点了没""}, {""sex"": ""1"", ""content"": ""有你在我的身边，我什么时候不好""}, {""sex"": ""1"", ""content"": ""你亲下就好了！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很老了""}, {""sex"": ""1"", ""content"": ""哪里老啊，明明很年轻好不好！""}, {""sex"": ""1"", ""content"": ""仙女怎么可能变老呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡不着想你了""}, {""sex"": ""1"", ""content"": ""都是我不好，害你睡不好觉。""}, {""sex"": ""1"", ""content"": ""那今晚不要想我了，好好睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不睡觉了？""}, {""sex"": ""1"", ""content"": ""有小仙女陪我聊天，我还睡什么呀。""}, {""sex"": ""1"", ""content"": ""要是把时间都用在睡觉上岂不是虚度光阴？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你删了我""}, {""sex"": ""1"", ""content"": ""我没有理由删你。""}, {""sex"": ""1"", ""content"": ""删了你我去哪里找喜欢的人？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你删了我吧""}, {""sex"": ""1"", ""content"": ""你觉得我会删除自己喜欢的人吗。""}, {""sex"": ""1"", ""content"": ""我要删了你，肯定会十分后悔的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你把我删了吧""}, {""sex"": ""1"", ""content"": ""我舍不得，我怎么可能删掉我喜欢的女孩呢。""}, {""sex"": ""1"", ""content"": ""删了你我的心里还是有你啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是你飘了""}, {""sex"": ""1"", ""content"": ""那你还不拉住我。""}, {""sex"": ""1"", ""content"": ""绳子在你手里，飘不起来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我很飘""}, {""sex"": ""1"", ""content"": ""那我要紧紧拉着你，免得你跑了。""}, {""sex"": ""1"", ""content"": ""仗着我的喜欢就是这么飘。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老可爱了""}, {""sex"": ""1"", ""content"": ""还是你最可爱，我可爱你了。""}, {""sex"": ""1"", ""content"": ""但你是小可爱啊，真怕你被别人拐走。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挨饿""}, {""sex"": ""1"", ""content"": ""快去吃东西，把我的小仙女饿坏了怎么办？""}, {""sex"": ""1"", ""content"": ""你挨饿我会心疼的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你没错是我错了""}, {""sex"": ""1"", ""content"": ""既然是你错了，是不是应该赔罪？""}, {""sex"": ""1"", ""content"": ""你错了还不快亲我一口？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错过啥了""}, {""sex"": ""1"", ""content"": ""错过什么都可以，就是不要错过我这个好男人。""}, {""sex"": ""1"", ""content"": ""啥都错过了，你说遗不遗憾。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我困了想睡觉""}, {""sex"": ""1"", ""content"": ""那我们就在梦里聊。""}, {""sex"": ""1"", ""content"": ""睡觉的时候不要想我，不然会失眠的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困睡觉""}, {""sex"": ""1"", ""content"": ""睡觉的时候不应该我陪你吗。""}, {""sex"": ""1"", ""content"": ""睡觉不应该带着我吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女生分手了""}, {""sex"": ""1"", ""content"": ""分手也不过是结束了一段不适合的旅程，前方的景色会更美。""}, {""sex"": ""1"", ""content"": ""分手是好事啊，让你早点离开错的人，你才能早点找到属于你的正确的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""分手的话""}, {""sex"": ""1"", ""content"": ""对不起，我没有打算分手的意思。""}, {""sex"": ""1"", ""content"": ""我赢了所有人，但却输掉了你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你变啊""}, {""sex"": ""1"", ""content"": ""那我要变成一个什么才比较好呢。""}, {""sex"": ""1"", ""content"": ""我又不是神，变来变去的不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃了没啊""}, {""sex"": ""1"", ""content"": ""我说没吃，你是不是要邀请我一起吃饭？""}, {""sex"": ""1"", ""content"": ""你要是请客，我不介意说自己没吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也吃过了""}, {""sex"": ""1"", ""content"": ""吃多点要吃胖。那样就只有我要了""}, {""sex"": ""1"", ""content"": ""吃的什么好吃的啊？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""叫起床了""}, {""sex"": ""1"", ""content"": ""起床啦！小仙女再不起床我就要亲亲你啦！""}, {""sex"": ""1"", ""content"": ""起床啦！太阳照屁屁啦！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想我想疯了吧""}, {""sex"": ""1"", ""content"": ""是啊，想你到抓狂想你到疯癫""}, {""sex"": ""1"", ""content"": ""除了你，也没有人能让我想念到发疯了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太累了吧""}, {""sex"": ""1"", ""content"": ""生活不易啊，累也要承受。""}, {""sex"": ""1"", ""content"": ""再苦再累，一想到你就都烟消云散了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会长胖的""}, {""sex"": ""1"", ""content"": ""谁都会长胖，但是像你这样长胖还好看的不多见。""}, {""sex"": ""1"", ""content"": ""每个胖子都是潜力股。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""错了吧""}, {""sex"": ""1"", ""content"": ""错了错了，求小仙女大人有大量原谅我""}, {""sex"": ""1"", ""content"": ""错是错了，但是坚决不认错！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡很晚""}, {""sex"": ""1"", ""content"": ""你是准备熬最晚的夜，用最贵的眼霜？""}, {""sex"": ""1"", ""content"": ""难怪我每次在梦里还要多等你一会儿呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你怕想多了""}, {""sex"": ""1"", ""content"": ""看到你，我不想多都不可能啊。""}, {""sex"": ""1"", ""content"": ""梦想还是得有的，万一被我实现了呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""赢不了""}, {""sex"": ""1"", ""content"": ""你放心，我会帮你赢的。""}, {""sex"": ""1"", ""content"": ""不会的，你要相信自己呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃了饭了吗""}, {""sex"": ""1"", ""content"": ""还没吃呢，你要请我吃饭吗？""}, {""sex"": ""1"", ""content"": ""你不在身边，吃饭都没有胃口了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡醒了没""}, {""sex"": ""1"", ""content"": ""梦里有你睡不醒了。""}, {""sex"": ""1"", ""content"": ""要亲亲才能醒！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""到家了哦""}, {""sex"": ""1"", ""content"": ""小仙女安全到家我就放心啦。""}, {""sex"": ""1"", ""content"": ""到家了就好好休息一下哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多做梦""}, {""sex"": ""1"", ""content"": ""希望以后我每次做梦都能梦见你""}, {""sex"": ""1"", ""content"": ""可是经常做梦会很累的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""昨晚我做噩梦了""}, {""sex"": ""1"", ""content"": ""抱抱，梦都是假象，一定是你最近太累了才会做噩梦。""}, {""sex"": ""1"", ""content"": ""别怕别怕有我在，下次把我带到你的梦里就不会做噩梦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天休息吗""}, {""sex"": ""1"", ""content"": ""有你就休息，没你怎么休息""}, {""sex"": ""1"", ""content"": ""休息的话肯定要约你一起吃饭的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不生气，不去了""}, {""sex"": ""1"", ""content"": ""你不去我也不去，你去我就去""}, {""sex"": ""1"", ""content"": ""不去也行，我陪你吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你来不来""}, {""sex"": ""1"", ""content"": ""你都叫了我岂有不来的道理""}, {""sex"": ""1"", ""content"": ""我已经在来的路上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""毒不死""}, {""sex"": ""1"", ""content"": ""别怕，我是你的解药。""}, {""sex"": ""1"", ""content"": ""你可不能被毒死，你死了留我一人怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""热死人了""}, {""sex"": ""1"", ""content"": ""需要我降火么？""}, {""sex"": ""1"", ""content"": ""都怪我对你的爱太过于热情似火""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我没钱""}, {""sex"": ""1"", ""content"": ""没钱就没钱吧，反正钱又不是什么重要的东西。""}, {""sex"": ""1"", ""content"": ""没钱不要紧，有你这个人就够了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没钱啊""}, {""sex"": ""1"", ""content"": ""别怕，没钱我养你。""}, {""sex"": ""1"", ""content"": ""你要是把我拿下了，你就有钱啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想聊就算了""}, {""sex"": ""1"", ""content"": ""聊天太累了，还不如和你视频呢。""}, {""sex"": ""1"", ""content"": ""没有啊，我怎么可能不想和你聊天呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不聊了拜拜""}, {""sex"": ""1"", ""content"": ""再聊下，我怕我自己控制不住了。""}, {""sex"": ""1"", ""content"": ""想找我的时候你要同时在手机和心里呼唤我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""气死我了都""}, {""sex"": ""1"", ""content"": ""莫生气，生气容易长皱纹。""}, {""sex"": ""1"", ""content"": ""别生气啦，我请你吃好吃的消消火。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老人生病""}, {""sex"": ""1"", ""content"": ""生老病死是常态，我想陪你到老，生病了可以照顾你。""}, {""sex"": ""1"", ""content"": ""你要是生病了要告诉我，别让我担心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生病中""}, {""sex"": ""1"", ""content"": ""又害我担心，记得按时吃药""}, {""sex"": ""2"", ""content"": ""好""}, {""sex"": ""1"", ""content"": ""生病就别老玩手机，乖乖躺床上睡觉，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一生只爱一个人""}, {""sex"": ""1"", ""content"": ""有时候,我们追求的不过就是,一生只爱一个人,一世只怀一种愁。""}, {""sex"": ""1"", ""content"": ""我始终羡慕一生只待一座城,一生只爱一个人的坚贞,可是我做不到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一般般""}, {""sex"": ""1"", ""content"": ""你在质疑我的审美吗！""}, {""sex"": ""1"", ""content"": ""再一般般，我也是我的心头宝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一月一次""}, {""sex"": ""1"", ""content"": ""这频率是不是有点太低了？""}, {""sex"": ""1"", ""content"": ""难道就不能一星期一次吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也不一定""}, {""sex"": ""1"", ""content"": ""说不定你明天就开始喜欢我了对吧。""}, {""sex"": ""1"", ""content"": ""你这么说让我很慌。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""总觉得你和别人不一样""}, {""sex"": ""1"", ""content"": ""喜欢的人又怎么会和别人一样呢。""}, {""sex"": ""1"", ""content"": ""你也和别的女生不一样啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是双子座""}, {""sex"": ""1"", ""content"": ""听说双子座的女孩性格很多变呢""}, {""sex"": ""1"", ""content"": ""巧了，我跟双子座是百分百适配啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年好""}, {""sex"": ""1"", ""content"": ""元旦快乐，祝小仙女新的一年越来越漂亮，每天都能开开心心呀！""}, {""sex"": ""2"", ""content"": ""谢谢你的祝福啦。""}, {""sex"": ""1"", ""content"": ""不过新的一年，你最好跟我在一起，这样才会最快乐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨了耶""}, {""sex"": ""1"", ""content"": ""下雨天最适合听着慢歌看雨一点点落下。""}, {""sex"": ""1"", ""content"": ""那请问这位小仙女，你带雨伞了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下雨好啊""}, {""sex"": ""1"", ""content"": ""感觉下完雨天气都变凉了""}, {""sex"": ""1"", ""content"": ""你喜欢下雨天吗，我觉得到处湿漉漉的挺麻烦的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对你一见钟情""}, {""sex"": ""1"", ""content"": ""一见钟情都是见色起意，你一定是贪图我的美色！""}, {""sex"": ""1"", ""content"": ""原来一见钟情是真的存在啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""初次见面多多关照""}, {""sex"": ""1"", ""content"": ""以后就是一家人了，必须好好关照""}, {""sex"": ""1"", ""content"": ""你知道我梦中见了你多少次吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们认识一下吧""}, {""sex"": ""1"", ""content"": ""只是简单认识一下嘛？""}, {""sex"": ""1"", ""content"": ""我们余生还能慢慢认识一下呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你认识""}, {""sex"": ""1"", ""content"": ""不认识，不过现在正好可以认识认识""}, {""sex"": ""1"", ""content"": ""认识呀，难道你不认识嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心疼心疼""}, {""sex"": ""1"", ""content"": ""那你抱抱我好不好？""}, {""sex"": ""1"", ""content"": ""有你的心疼我就觉得一切都值得了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心疼我不""}, {""sex"": ""1"", ""content"": ""疼啊，钻心的疼。""}, {""sex"": ""1"", ""content"": ""太心疼了，你就不能好好照顾自己吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天可以睡懒觉了""}, {""sex"": ""1"", ""content"": ""而且还是那种睡半天的懒觉。""}, {""sex"": ""1"", ""content"": ""这种睡懒觉真的太爽了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好胖""}, {""sex"": ""1"", ""content"": ""胖一点没关系的。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""因为每个胖子都是潜力股啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃的白白胖胖""}, {""sex"": ""1"", ""content"": ""正好吃成了我喜欢的样子。""}, {""sex"": ""1"", ""content"": ""白白胖胖可可爱爱的，多让人喜欢呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被你养成个大胖子""}, {""sex"": ""1"", ""content"": ""这样就没人和我抢了呀。""}, {""sex"": ""1"", ""content"": ""每个大胖子都是潜力股，知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是第一个""}, {""sex"": ""1"", ""content"": ""能成为你的第一个我觉得很开心。""}, {""sex"": ""1"", ""content"": ""很荣幸成为你的第一个，我一定会好好表现不让你失望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们就这样""}, {""sex"": ""1"", ""content"": ""不行，我不甘心我们就这样""}, {""sex"": ""1"", ""content"": ""这样是哪样，你做我女朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""洗漱睡觉""}, {""sex"": ""1"", ""content"": ""晚安安，早点睡哦""}, {""sex"": ""1"", ""content"": ""好，我也去洗漱，跟你一起睡觉""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那可说不好""}, {""sex"": ""1"", ""content"": ""只要你说就一定可以好。""}, {""sex"": ""1"", ""content"": ""我倒觉得没有什么说不好的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""再说啦""}, {""sex"": ""1"", ""content"": ""那我得等到什么时候才可以啊。""}, {""sex"": ""1"", ""content"": ""我怕再说我就没时间说了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""花枝招展""}, {""sex"": ""1"", ""content"": ""打扮的这么好看是准备去哪啊。""}, {""sex"": ""1"", ""content"": ""你这是要把我给吸引过来嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个大男人""}, {""sex"": ""1"", ""content"": ""大男人怎么了，就不允许大男人也有脆弱的时候吗？""}, {""sex"": ""1"", ""content"": ""你这话难道不是性别歧视吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱上一个人什么感觉""}, {""sex"": ""1"", ""content"": ""爱一个人最公认的表现就是心跳加快。看到他，内心会小鹿乱撞，这就是心动的感觉。""}, {""sex"": ""1"", ""content"": ""只要一闲下来就一定会想念他，他不在你眼前，你会失落。""}, {""sex"": ""1"", ""content"": ""爱上一个人的时候，会禁不住总是想他（她）""}, {""sex"": ""1"", ""content"": ""爱上一个人的时候，会莫名地在意他（她）的一举一动""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人吗？""}, {""sex"": ""1"", ""content"": ""是啊，你愿意陪我吗？""}, {""sex"": ""1"", ""content"": ""有你在的话，就是两个人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做个美甲""}, {""sex"": ""1"", ""content"": ""今天又是美美的一天了。""}, {""sex"": ""1"", ""content"": ""我已经想到这么好看的你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想象都是美好的""}, {""sex"": ""1"", ""content"": ""不想的美好点，难道想的坏一点吗。""}, {""sex"": ""1"", ""content"": ""现实毕竟都是残酷的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""明天一起吃饭""}, {""sex"": ""1"", ""content"": ""你可以请我吃顿饭吗？我来买单。""}, {""sex"": ""1"", ""content"": ""你这是要约我的意思咯？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你吃饭了""}, {""sex"": ""1"", ""content"": ""人是铁饭是钢一顿不吃饿得慌。""}, {""sex"": ""1"", ""content"": ""你又不请我吃饭，那我只好自己吃饭咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正常正常""}, {""sex"": ""1"", ""content"": ""你正不正常我都喜欢""}, {""sex"": ""1"", ""content"": ""你令我神魂颠倒，怎能正常？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我给你一次机会""}, {""sex"": ""1"", ""content"": ""多给几次行不行？""}, {""sex"": ""1"", ""content"": ""我感觉我看到了希望之光。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你机会""}, {""sex"": ""1"", ""content"": ""不用给我机会，我会自己努力得到机会！""}, {""sex"": ""1"", ""content"": ""希望这个机会能给我带来我想要的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又大一岁""}, {""sex"": ""1"", ""content"": ""不，你一直都是十八岁的仙女。""}, {""sex"": ""1"", ""content"": ""但是也不见你的容貌有丝毫的衰减""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""35岁了""}, {""sex"": ""1"", ""content"": ""年纪只是一个数字而已，只要保持年轻的心态就可以啦""}, {""sex"": ""1"", ""content"": ""35岁又怎样，以后还有几十年的美好时光呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等着你主动啊""}, {""sex"": ""1"", ""content"": ""我主动了就会有故事吗！""}, {""sex"": ""1"", ""content"": ""我一直都在主动，就等你回头了。""}], ""lock"": 1}"
