"{""chat"": [{""sex"": ""1"", ""content"": ""你说到哪儿汇合？COCOPARK，我这是在哪儿？（转向目标）哎，请问我们这个地方是在哪儿？""}, {""sex"": ""2"", ""content"": ""这里是……""}, {""sex"": ""1"", ""content"": ""谢谢！（对电话说）我在XXX，一会儿见。（转向目标）真是太谢谢你了，你一个人在这里逛街吗？""}, {""sex"": ""2"", ""content"": ""对啊，我和朋友……""}, {""sex"": ""1"", ""content"": ""噢，我也和朋友约在这里。我们在做一件很神奇的事情，你如果没什么事的话，不如一起来？我叫xxx……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""难怪现在街上有气质的女孩子越来越少，原来全跑去做护士了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我美吗""}, {""sex"": ""1"", ""content"": ""别以为漂亮就可以让我动心，至少你还要够笨""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""那就让我们打破这份陌生 ，敢问 姑娘芳名？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哦那好吧""}, {""sex"": ""1"", ""content"": ""我感觉到你有一丝丝的失望。""}, {""sex"": ""1"", ""content"": ""要是不好你也可以告诉我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃早饭了""}, {""sex"": ""1"", ""content"": ""不跟我说早安就算了，还抛弃我去吃了早饭？""}, {""sex"": ""1"", ""content"": ""豆匠？油条？还是啥好吃的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可不咋的""}, {""sex"": ""1"", ""content"": ""你要是想咋滴，还不得上天啊。""}, {""sex"": ""1"", ""content"": ""那得看你想咋滴啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊了唉""}, {""sex"": ""1"", ""content"": ""跟我聊天就不会无聊的呀。""}, {""sex"": ""1"", ""content"": ""不想无聊，那只能我们在一起了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我不跟你聊了""}, {""sex"": ""1"", ""content"": ""不行！一分钟不聊我就感觉自己受不了。""}, {""sex"": ""1"", ""content"": ""不聊了，我们可以改视频通话呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""气死我吧""}, {""sex"": ""1"", ""content"": ""那可不行，你要是被气死了我就少了老婆""}, {""sex"": ""1"", ""content"": ""我可不想继承你的花呗，你先死。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个人？""}, {""sex"": ""1"", ""content"": ""要是加上你的话就是两个人了。""}, {""sex"": ""1"", ""content"": ""难道我还有其他人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一般般啦～""}, {""sex"": ""1"", ""content"": ""一般一般世界第三？""}, {""sex"": ""1"", ""content"": ""你这么一说，就是不一般！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次聊天""}, {""sex"": ""1"", ""content"": ""希望你能对我们第一次聊天感到满意。""}, {""sex"": ""1"", ""content"": ""突然有些紧张，希望第一次能给你留个好印象。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次打电话""}, {""sex"": ""1"", ""content"": ""有第一次就有第二次，别紧张。""}, {""sex"": ""1"", ""content"": ""既然都已经打过电话了，咱们是不是可以视频了呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次玩陌陌""}, {""sex"": ""1"", ""content"": ""第一次玩就遇到我了，说明是缘分啊""}, {""sex"": ""1"", ""content"": ""好巧哦，我也是第一次玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次相亲""}, {""sex"": ""1"", ""content"": ""是不是心里有点小激动？""}, {""sex"": ""1"", ""content"": ""相亲对象符合你心中那位吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那可不一定啊""}, {""sex"": ""1"", ""content"": ""那倒是，说不定你偷偷喜欢我呢。""}, {""sex"": ""1"", ""content"": ""怎么不一定？难道会变卦？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那也不一定哦""}, {""sex"": ""1"", ""content"": ""一切都皆有可能。""}, {""sex"": ""1"", ""content"": ""没有不一定，只要努力就有可能。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃饭一定要快""}, {""sex"": ""1"", ""content"": ""动作一定要帅！""}, {""sex"": ""1"", ""content"": ""吃这么快，你就不要噎着吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不一样""}, {""sex"": ""1"", ""content"": ""仙女和凡人总是有不一样的。""}, {""sex"": ""1"", ""content"": ""要是有一样的不就完了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新年了""}, {""sex"": ""1"", ""content"": ""新的一年，我想一直陪伴在你身边。""}, {""sex"": ""1"", ""content"": ""我想往后的每一年我们都一起过新年，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""迎接新春""}, {""sex"": ""1"", ""content"": ""你可以跟新春一起来到我身边吗？""}, {""sex"": ""1"", ""content"": ""希望下一年下下年我们可以一起迎接新春。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不一样的我""}, {""sex"": ""1"", ""content"": ""你就是你，颜色不一样的烟火。""}, {""sex"": ""1"", ""content"": ""每一个你，我都很喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在没下雨""}, {""sex"": ""1"", ""content"": ""那你还是要准备一下雨伞，免得突然下雨。""}, {""sex"": ""1"", ""content"": ""没下雨就好，下雨路滑你可要小心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下一天雨了""}, {""sex"": ""1"", ""content"": ""下雨天要注意保暖哦，多喝点热水暖暖身子""}, {""sex"": ""1"", ""content"": ""看来老天爷心情很糟糕啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会心疼我""}, {""sex"": ""1"", ""content"": ""心疼一下自己喜欢的人不好吗？""}, {""sex"": ""1"", ""content"": ""因为你值得被我心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你一般几点睡觉呀""}, {""sex"": ""1"", ""content"": ""和你说完了晚安我就去睡了。""}, {""sex"": ""1"", ""content"": ""十一点睡觉，七点起床。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢阴天""}, {""sex"": ""1"", ""content"": ""你喜欢阴天我喜欢晴天，我们正好互补呢。""}, {""sex"": ""1"", ""content"": ""阴天好呀，没有大太阳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不可能了""}, {""sex"": ""1"", ""content"": ""话不要太早，一切皆有可能。""}, {""sex"": ""1"", ""content"": ""那我就创造一个奇迹吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一花一世界""}, {""sex"": ""1"", ""content"": ""你就是我的世界里的花。""}, {""sex"": ""1"", ""content"": ""花儿多美啊，这个世界因为花儿的存在显得更加美好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一天一餐""}, {""sex"": ""1"", ""content"": ""一天才吃一餐，你是神仙吗？""}, {""sex"": ""1"", ""content"": ""怎么不好好吃饭，你这样对胃不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢？""}, {""sex"": ""1"", ""content"": ""嗯！我喜欢你！""}, {""sex"": ""1"", ""content"": ""你这么可爱，我抵挡不住对你的喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那一起睡吧""}, {""sex"": ""1"", ""content"": ""对不起，我想歪了。""}, {""sex"": ""1"", ""content"": ""你这样我很容易禽兽不如的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢她""}, {""sex"": ""1"", ""content"": ""我不知道她是谁，我只知道我喜欢你""}, {""sex"": ""1"", ""content"": ""那你能把喜欢她的部分分一点给我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我习惯一个人了""}, {""sex"": ""1"", ""content"": ""你可以开始习惯我们两个人的生活了。""}, {""sex"": ""1"", ""content"": ""你知道吗？听到你说这话我只有满满的心疼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我需要你照顾""}, {""sex"": ""1"", ""content"": ""那我就揽下照顾你的重任了。""}, {""sex"": ""1"", ""content"": ""你放心，我一定会好好照顾你一辈子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾好你自己""}, {""sex"": ""1"", ""content"": ""我会替你好好照顾你男朋友的。""}, {""sex"": ""1"", ""content"": ""照顾好我自己，以后我才能好好照顾你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪一种""}, {""sex"": ""1"", ""content"": ""你这种我觉得就挺好的""}, {""sex"": ""1"", ""content"": ""不管是哪一种，都有人喜欢呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉我咋样""}, {""sex"": ""1"", ""content"": ""非常好，是我喜欢的类型。""}, {""sex"": ""1"", ""content"": ""感觉你就是我的女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""笑的开心""}, {""sex"": ""1"", ""content"": ""笑得这么开心，是不是可以分享下呢。""}, {""sex"": ""1"", ""content"": ""看来是有好事，不准备说吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先睡会了""}, {""sex"": ""1"", ""content"": ""那你是准备先梦我一会儿嘛？""}, {""sex"": ""1"", ""content"": ""睡呗，反正我是不会在梦里欺负你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚睡了一会""}, {""sex"": ""1"", ""content"": ""发现梦里没我，又醒了过来。""}, {""sex"": ""1"", ""content"": ""是不是没有在我怀里睡不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加个微信？""}, {""sex"": ""1"", ""content"": ""加了微信要带我回家吗""}, {""sex"": ""1"", ""content"": ""你知道我永远不可能拒绝美女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么加女孩微信""}, {""sex"": ""1"", ""content"": ""要不我们加下微信吧，到时候就可以互相帮忙了""}, {""sex"": ""1"", ""content"": ""小仙女好可爱，想加微信好更加了解你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""死胖子""}, {""sex"": ""1"", ""content"": ""人家不是胖，人家只是肉比较多""}, {""sex"": ""1"", ""content"": ""那也是你的死胖子！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""段位低""}, {""sex"": ""1"", ""content"": ""这说明还需要修炼修炼呀""}, {""sex"": ""1"", ""content"": ""我带你打怪升段位呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯节日快乐""}, {""sex"": ""1"", ""content"": ""你的快乐就是我最大的快乐""}, {""sex"": ""1"", ""content"": ""节日都是陪伴的日子，但是，你没有在我身边，这个节日就没有意义。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""知道今天是什么日子吗""}, {""sex"": ""1"", ""content"": ""我知道，今天是我们恋爱的第一天。""}, {""sex"": ""1"", ""content"": ""这么特别的日子我怎么可能不知道呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有孩子""}, {""sex"": ""1"", ""content"": ""白捡一个孩子，多好啊""}, {""sex"": ""1"", ""content"": ""你要是喜欢孩子咱们以后可以多生几个""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是射手座""}, {""sex"": ""1"", ""content"": ""听说射手座的女生都很乐观很热情呢。""}, {""sex"": ""1"", ""content"": ""跟射手座的女生做朋友一定很有趣吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女汉子喔了解一下""}, {""sex"": ""1"", ""content"": ""那保护我应该是够了。""}, {""sex"": ""1"", ""content"": ""没事，我最喜欢女汉纸了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你个鬼你个糟老头子""}, {""sex"": ""1"", ""content"": ""我骗你个鬼,你个糟老婆子精的很""}, {""sex"": ""1"", ""content"": ""我这么真诚你都不相信吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你咋那么搞笑呢""}, {""sex"": ""1"", ""content"": ""这还不是为了能看到你笑吗！""}, {""sex"": ""1"", ""content"": ""不搞笑点怎么吸引你的注意力啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咱正常点""}, {""sex"": ""1"", ""content"": ""我怕太正常，你会受不了。""}, {""sex"": ""1"", ""content"": ""好不容易和你同一频道，现在又要换。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干嘛你""}, {""sex"": ""1"", ""content"": ""不干嘛，只是想遇见这么好的你""}, {""sex"": ""1"", ""content"": ""除了和你聊天，我也貌似没啥可去的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""滚犊子！""}, {""sex"": ""1"", ""content"": ""你想我怎么给你滚呢。""}, {""sex"": ""1"", ""content"": ""要不你教我一下怎么滚孺子？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午饭吃了么""}, {""sex"": ""1"", ""content"": ""要请我吃饭吗？""}, {""sex"": ""1"", ""content"": ""吃饭，你这是要约我的节奏啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是当然的了""}, {""sex"": ""1"", ""content"": ""你这么自信的样子也是相当有魅力。""}, {""sex"": ""1"", ""content"": ""我当然知道你这么优秀了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个小孩子""}, {""sex"": ""1"", ""content"": ""做你一个人的小孩纸！""}, {""sex"": ""1"", ""content"": ""做一个只喜欢你一个人的小孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我胆子比较小""}, {""sex"": ""1"", ""content"": ""我的胆子大，以后我来保护你。""}, {""sex"": ""1"", ""content"": ""你要是害怕，就躲到我的怀里来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里吸引了你""}, {""sex"": ""1"", ""content"": ""你这么好看，这事得问你才对吧。""}, {""sex"": ""1"", ""content"": ""你哪哪都在吸引我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我到底是什么地方吸引你？""}, {""sex"": ""1"", ""content"": ""我也不知道，但是我就是被你吸引了。""}, {""sex"": ""1"", ""content"": ""这得问问你自己吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空落落的""}, {""sex"": ""1"", ""content"": ""让我来填补你的空落落吧。""}, {""sex"": ""1"", ""content"": ""多想想我心里就不会空落落的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头疼呢""}, {""sex"": ""1"", ""content"": ""是不是没有睡好觉？怎么会头疼呢？""}, {""sex"": ""1"", ""content"": ""头疼一定很难受吧，快到床上躺着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片就是照骗""}, {""sex"": ""1"", ""content"": ""可是我怎么就喜欢上你的照骗呢。""}, {""sex"": ""1"", ""content"": ""有时候照骗可真的是太美了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做个俗人""}, {""sex"": ""1"", ""content"": ""做一个只喜欢我的俗人不好吗？""}, {""sex"": ""1"", ""content"": ""仙女下凡变俗人，我得好好看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和女友开场白""}, {""sex"": ""1"", ""content"": ""宝贝想我了吗，我都想死你了""}, {""sex"": ""1"", ""content"": ""小仙女怎么一找就找中命定之人的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""路边？""}, {""sex"": ""1"", ""content"": ""路边不好，上我家吧。""}, {""sex"": ""1"", ""content"": ""对呀，下雨了，你能给我送伞吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""本来就是这样""}, {""sex"": ""1"", ""content"": ""是吗？我怀疑不是这样的。""}, {""sex"": ""1"", ""content"": ""小仙女说是这样就一定是这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个孩子""}, {""sex"": ""1"", ""content"": ""做个喜欢你的孩纸。""}, {""sex"": ""1"", ""content"": ""我觉得我已经是大人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不行我要保护世界""}, {""sex"": ""1"", ""content"": ""我也要保护世界，我的世界就是你。""}, {""sex"": ""1"", ""content"": ""女超人保护世界啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的死心塌地""}, {""sex"": ""1"", ""content"": ""这块地可价值不菲哦""}, {""sex"": ""1"", ""content"": ""难道你不就是这块地的拥有者嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""绝对不可能发生在我这里""}, {""sex"": ""1"", ""content"": ""我喜欢你这件事肯定是发生了。""}, {""sex"": ""1"", ""content"": ""发生了别后悔呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有我真好""}, {""sex"": ""1"", ""content"": ""对啊，有你在真好。""}, {""sex"": ""1"", ""content"": ""上辈子我一定是干了什么好事才遇到了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好诶""}, {""sex"": ""1"", ""content"": ""是嘛，那看来你还挺开心的。""}, {""sex"": ""1"", ""content"": ""小仙女觉得好就可以啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好看""}, {""sex"": ""1"", ""content"": ""不管多好看我都觉得没你好看。""}, {""sex"": ""1"", ""content"": ""好看才能让人心情美美的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好啦，晚安""}, {""sex"": ""1"", ""content"": ""晚安，梦里见呗。""}, {""sex"": ""1"", ""content"": ""有你的晚安我晚上一定会有好梦的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好[咖啡]""}, {""sex"": ""1"", ""content"": ""晚上咖啡喝多了失眠记得找我聊天哦""}, {""sex"": ""1"", ""content"": ""晚上好，今天是咖啡味的小仙女呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾好我""}, {""sex"": ""1"", ""content"": ""我会好好照顾你一辈子的。""}, {""sex"": ""1"", ""content"": ""照顾好你是我本来就应该做的事。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小脚丫好看嘛""}, {""sex"": ""1"", ""content"": ""仙女的脚丫子不是很好看嘛。""}, {""sex"": ""1"", ""content"": ""要是不好看，能叫小脚丫嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""奥好吧""}, {""sex"": ""1"", ""content"": ""感觉你有点失望呀""}, {""sex"": ""1"", ""content"": ""好吧是好还是不好呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那好吧。""}, {""sex"": ""1"", ""content"": ""你这个回答也太勉强了吧。""}, {""sex"": ""1"", ""content"": ""你看，你最后还是妥协了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好吧""}, {""sex"": ""1"", ""content"": ""挺好的，身上没有少什么零部件。""}, {""sex"": ""1"", ""content"": ""你好的时候我自然好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多帅？""}, {""sex"": ""1"", ""content"": ""帅的一塌糊涂！""}, {""sex"": ""1"", ""content"": ""等你看到了就会知道有多帅了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯好好上班吧""}, {""sex"": ""1"", ""content"": ""一直想着你，我都没办法好好专心上班了。""}, {""sex"": ""1"", ""content"": ""好，那等下班了我再找你，要等我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上要上班""}, {""sex"": ""1"", ""content"": ""白天上班晚上还上班，老板是想累死你吗？""}, {""sex"": ""1"", ""content"": ""晚上还上班很累吧，那你要记得好好吃饭啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有共同爱好""}, {""sex"": ""1"", ""content"": ""你喜欢你自己，我也喜欢你，这不就是共同爱好吗？""}, {""sex"": ""1"", ""content"": ""我们可以一起发掘一个共同爱好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我同学""}, {""sex"": ""1"", ""content"": ""看来是你同学没错了呀。""}, {""sex"": ""1"", ""content"": ""真的就只是同学而已吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好可爱。""}, {""sex"": ""1"", ""content"": ""在我眼里，你是最可爱的存在。""}, {""sex"": ""1"", ""content"": ""我就知道你会喜欢可可爱爱的东西。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好困""}, {""sex"": ""1"", ""content"": ""困的话就再睡会儿吧，不然迷迷糊糊会很累的。""}, {""sex"": ""1"", ""content"": ""怎么睡都不够是不是？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想学习了""}, {""sex"": ""1"", ""content"": ""不学习的时候最适合用来想我了。""}, {""sex"": ""1"", ""content"": ""好好学习，天天向上！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这头像好看吗""}, {""sex"": ""1"", ""content"": ""挺好看的，但我觉得用你本人的照片做头像更好看。""}, {""sex"": ""1"", ""content"": ""好看，小仙女的眼光果然不错。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥你好鸭""}, {""sex"": ""1"", ""content"": ""咦，发现一个可爱的小姐姐。""}, {""sex"": ""1"", ""content"": ""我更希望听到你说“小哥哥你好帅”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小姐姐真好看""}, {""sex"": ""1"", ""content"": ""我觉得还是你最好看！""}, {""sex"": ""1"", ""content"": ""再好看也没有你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去找小姐姐""}, {""sex"": ""1"", ""content"": ""你不就是我的小姐姐吗？""}, {""sex"": ""1"", ""content"": ""所以我过来找你了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""健身""}, {""sex"": ""1"", ""content"": ""喜欢健身的小仙女身材肯定都很好。""}, {""sex"": ""2"", ""content"": ""还好啦。""}, {""sex"": ""1"", ""content"": ""有机会一起约健身房啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好咯""}, {""sex"": ""1"", ""content"": ""小仙女的问候我会好好珍藏的！""}, {""sex"": ""1"", ""content"": ""早上好！今天也是元气满满的小仙女鸭""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上约""}, {""sex"": ""1"", ""content"": ""那你可不准放我鸽子哦。""}, {""sex"": ""1"", ""content"": ""怎么办？我好期待晚上的约会呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加微信吗""}, {""sex"": ""1"", ""content"": ""小姐姐都这么主动了，我当然要给面子啊""}, {""sex"": ""2"", ""content"": ""哈哈，你加我""}, {""sex"": ""1"", ""content"": ""好勒，列表里终于有个小仙女了啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不吃""}, {""sex"": ""1"", ""content"": ""你不吃我就要亲口喂你吃了。""}, {""sex"": ""2"", ""content"": ""不要不要我不吃不吃。""}, {""sex"": ""1"", ""content"": ""好好好不吃，等你饿了自然就吃了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是你妹妹""}, {""sex"": ""1"", ""content"": ""我才不跟没有血缘关系的人做兄妹呢。""}, {""sex"": ""1"", ""content"": ""你是想先做我妹妹，再做我女朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""姐妹你好""}, {""sex"": ""1"", ""content"": ""虽然也不是不能和你做姐妹啦，但是人家是男银也""}, {""sex"": ""1"", ""content"": ""你是想找姐妹还是男朋友？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""出去嗨""}, {""sex"": ""1"", ""content"": ""你想怎么嗨呢？""}, {""sex"": ""1"", ""content"": ""我负责带你回家的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""实话实说而已""}, {""sex"": ""1"", ""content"": ""说了你要对我负责哟""}, {""sex"": ""1"", ""content"": ""我这嘴巴向来都是说实话的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没实话""}, {""sex"": ""1"", ""content"": ""你忍心一直拿假话敷衍我吗？""}, {""sex"": ""1"", ""content"": ""真心换真心，我说的都是实话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你帅你说的对""}, {""sex"": ""1"", ""content"": ""你都这么说了，那就没办法了。""}, {""sex"": ""1"", ""content"": ""你这么说我都怪不好意思的了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想说啥？""}, {""sex"": ""1"", ""content"": ""想说的话太多，想一辈子慢慢跟你说。""}, {""sex"": ""1"", ""content"": ""我怕说出来会吓着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说吧你想干嘛""}, {""sex"": ""1"", ""content"": ""想跟你发展非一般的革命情谊。""}, {""sex"": ""1"", ""content"": ""这话说的，好像我是坏人一样，我没想干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""康康你谈过几次恋爱了""}, {""sex"": ""1"", ""content"": ""谈过几次不重要，但你会是最后一次。""}, {""sex"": ""1"", ""content"": ""谢谢那些让我成长的女孩，才能在遇见你的时候变成最好的我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以交个朋友嘛[/右哼哼]﹦""}, {""sex"": ""1"", ""content"": ""看来我上辈子是拯救了银河系了，小仙女竟然主动找我交朋友！""}, {""sex"": ""1"", ""content"": ""我可不满足于只做朋友哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""伤感签名""}, {""sex"": ""1"", ""content"": ""忘掉吧，没了她你还是照样活""}, {""sex"": ""1"", ""content"": ""世界上若有长久的爱情，怎么会有单身这个词。""}, {""sex"": ""1"", ""content"": ""我的真心被无数次得不到回应之后迅速冲淡。""}, {""sex"": ""1"", ""content"": ""生活不是等着暴风雨过去，而是学会在风雨中跳舞。""}, {""sex"": ""1"", ""content"": ""永远不要说我以为,因为我以为是最不可靠的""}, {""sex"": ""1"", ""content"": ""严厉的装素，只为隐藏心中的伤悲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""手机有什么好玩的""}, {""sex"": ""1"", ""content"": ""就是，那不玩手机了，跟你玩。""}, {""sex"": ""1"", ""content"": ""就算手机不好玩，还是想完手机，难道不是吗？""}], ""lock"": 1}"
