"{""chat"": [{""sex"": ""1"", ""content"": ""把名字告诉我，送你一个礼物""}, {""sex"": ""2"", ""content"": ""送什么礼物？""}, {""sex"": ""1"", ""content"": ""送你一个备注（开场）""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""[/再见]""}, {""sex"": ""1"", ""content"": ""为了下一次更好的再见吗？""}, {""sex"": ""1"", ""content"": ""不想跟你说再见，我们之间不会有分别。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会陪我吗""}, {""sex"": ""1"", ""content"": ""你的余生我都会陪你。""}, {""sex"": ""1"", ""content"": ""如果我不陪你，还能有谁呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但愿你真的一直陪我""}, {""sex"": ""1"", ""content"": ""你放心 ，我就在你你身边陪着你。""}, {""sex"": ""1"", ""content"": ""只要你愿意，我会一直陪着你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识一下""}, {""sex"": ""1"", ""content"": ""不要认识一下了好不好。""}, {""sex"": ""2"", ""content"": ""为什么。""}, {""sex"": ""1"", ""content"": ""因为我们之间不单单只要认识一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让你心疼""}, {""sex"": ""1"", ""content"": ""你还知道我会心疼，故意的是不是。""}, {""sex"": ""1"", ""content"": ""能让我心疼的也就只有你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太假""}, {""sex"": ""1"", ""content"": ""你居然把我的真心实意都当成了虚情假意，太伤人心了""}, {""sex"": ""1"", ""content"": ""难道你对我就没有一点点信任吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是哪位呀？""}, {""sex"": ""1"", ""content"": ""我是来喜欢你的那位。""}, {""sex"": ""1"", ""content"": ""不要管我是谁，你要管的是我来干什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天六一了。""}, {""sex"": ""1"", ""content"": ""今天是个好天气，不知道零食会不会从天上掉下来""}, {""sex"": ""1"", ""content"": ""今天流行装嫩，要不要一起穿校服""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不觉得美好""}, {""sex"": ""1"", ""content"": ""有你就够美好了行不。""}, {""sex"": ""1"", ""content"": ""美好得由你一起才是对的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会轻易喜欢一个人""}, {""sex"": ""1"", ""content"": ""能被你喜欢的人一定特别幸运""}, {""sex"": ""1"", ""content"": ""你一定是个重感情的人，喜欢上一个人就不会轻易放手吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你比我大一岁""}, {""sex"": ""1"", ""content"": ""大一岁刚好，你做我女朋友也刚好。""}, {""sex"": ""1"", ""content"": ""算命先生说要我找一个小一岁的老婆，看来是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""礼物还行""}, {""sex"": ""1"", ""content"": ""你喜欢就好，希望你能一直开心。""}, {""sex"": ""1"", ""content"": ""那你是不是应该夸一下送礼物的人呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不休息啊""}, {""sex"": ""1"", ""content"": ""月亮不睡我不睡。""}, {""sex"": ""1"", ""content"": ""休息，我都还在想你怎么休息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个都被你发现了""}, {""sex"": ""1"", ""content"": ""那可不是，哥哥这么厉害。""}, {""sex"": ""1"", ""content"": ""我要是不先发现，被别人发现了怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可是我不认识你呀""}, {""sex"": ""1"", ""content"": ""我们可以慢慢认识啊。""}, {""sex"": ""1"", ""content"": ""不认识没关系，过了今天就认识了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢你离我远点""}, {""sex"": ""1"", ""content"": ""那我只能做你不喜欢的事了。""}, {""sex"": ""1"", ""content"": ""那我偏偏要离你近一点，而且是越近越好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看时间吧""}, {""sex"": ""1"", ""content"": ""那你一有时间就要为我空出来哦。""}, {""sex"": ""1"", ""content"": ""我的时间都预留给你了，只要你有空就告诉我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是吃货一枚""}, {""sex"": ""1"", ""content"": ""小小吃货，吃起来！""}, {""sex"": ""1"", ""content"": ""只要吃起来，你就满足了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""三言两语""}, {""sex"": ""1"", ""content"": ""我对你的爱，三言两语是说不清楚的。""}, {""sex"": ""1"", ""content"": ""三言两语不够，我有一辈子可以慢慢听你说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一边去吧你""}, {""sex"": ""1"", ""content"": ""哪也不去，就待在你身边了。""}, {""sex"": ""1"", ""content"": ""你的左边还是你的右边？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能加个微信吗？""}, {""sex"": ""1"", ""content"": ""你要入驻我的朋友圈了吗？""}, {""sex"": ""1"", ""content"": ""其实我早就想加你微信了，只是怕你会拒绝我才一直没提。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好无聊鸭""}, {""sex"": ""1"", ""content"": ""你给我讲个笑话听听就不无聊了""}, {""sex"": ""1"", ""content"": ""好无聊鸭是什么鸭种啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胆子""}, {""sex"": ""1"", ""content"": ""你肯定是胆子比较小的女生""}, {""sex"": ""1"", ""content"": ""你放心，我胆子很大的，我可以保护你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""节日""}, {""sex"": ""1"", ""content"": ""我想要，以后的每个节日都陪你一起度过。""}, {""sex"": ""1"", ""content"": ""现在过节都没有以前有趣了，节日的氛围越来越少了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近网上骗子有点多""}, {""sex"": ""1"", ""content"": ""放心吧，除了你谁还能骗我呢。""}, {""sex"": ""1"", ""content"": ""骗子再多也不怕，反正不骗心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就要让你吃醋""}, {""sex"": ""1"", ""content"": ""你又不给我饺子，又让我吃醋！""}, {""sex"": ""1"", ""content"": ""吃醋对身体好，我知道的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是小傻瓜""}, {""sex"": ""1"", ""content"": ""对啊，喜欢你很久的小傻瓜。""}, {""sex"": ""1"", ""content"": ""做你一个人的小傻瓜。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不舒服嘛""}, {""sex"": ""1"", ""content"": ""怎么不舒服了，我帮你看看。""}, {""sex"": ""1"", ""content"": ""那就调整一个舒服的姿势吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你都不跟我玩""}, {""sex"": ""1"", ""content"": ""怎么不跟你玩了，说吧你想玩什么我就陪你玩什么""}, {""sex"": ""1"", ""content"": ""跟你玩呀，但是你要亲我一下我才能陪你玩""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你搞笑的吧""}, {""sex"": ""1"", ""content"": ""我这么认真的人，怎么会搞笑呢。""}, {""sex"": ""1"", ""content"": ""你觉得我有必要和你开这个玩笑嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""女朋友肚子疼""}, {""sex"": ""1"", ""content"": ""怎么办宝宝，你肚子疼我却没能在你身边，我好难受。""}, {""sex"": ""1"", ""content"": ""喝点热水，到床上躺着，我马上来找你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我用小锤锤锤你胸口""}, {""sex"": ""1"", ""content"": ""你确定你是锤不是抚摸？""}, {""sex"": ""1"", ""content"": ""小心把你自己砸进我心口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗓子废了""}, {""sex"": ""1"", ""content"": ""啊！那就不能听你说我爱你了！""}, {""sex"": ""1"", ""content"": ""赶紧多喝点水，让嗓子恢复元气。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""太low了""}, {""sex"": ""1"", ""content"": ""那我得提高一下逼格啊。""}, {""sex"": ""1"", ""content"": ""竟然被嫌弃了，我太难过了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天这么早""}, {""sex"": ""1"", ""content"": ""我想早点起床，这样就能跟你多说几句话了""}, {""sex"": ""1"", ""content"": ""你不也是，没想到我们居然这么合""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男人的嘴骗人鬼""}, {""sex"": ""1"", ""content"": ""骗的是人，你又不是人，你是仙女。""}, {""sex"": ""1"", ""content"": ""我的嘴不会骗人，只会亲你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肯定很多女孩子喜欢你""}, {""sex"": ""1"", ""content"": ""确实，但我喜欢的却只有一个。""}, {""sex"": ""1"", ""content"": ""你是不是也是喜欢我的女孩子中的一个？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这身材小心长肉肉""}, {""sex"": ""1"", ""content"": ""长肉肉就给它减掉！""}, {""sex"": ""1"", ""content"": ""放心吧，我不会让它长肉肉的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么之前一直不相信我""}, {""sex"": ""1"", ""content"": ""因为之前你没有让我相信的理由。""}, {""sex"": ""1"", ""content"": ""你拿什么让我相信呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我需要的是你保护我""}, {""sex"": ""1"", ""content"": ""放心，我会好好保护你的。""}, {""sex"": ""1"", ""content"": ""保护你是我的义务。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我保护不了你""}, {""sex"": ""1"", ""content"": ""那就换我来保护你怎么样。""}, {""sex"": ""1"", ""content"": ""我不需要你来保护。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个好不好看""}, {""sex"": ""1"", ""content"": ""只要你觉得好看的就是好看！""}, {""sex"": ""1"", ""content"": ""好看啊，不过没你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天不好""}, {""sex"": ""1"", ""content"": ""但是也不能阻止我来想你啊。""}, {""sex"": ""1"", ""content"": ""天不好的时候，我们就好好聊天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照顾不好自己""}, {""sex"": ""1"", ""content"": ""那就换我来照顾你如何？""}, {""sex"": ""1"", ""content"": ""那就照顾我好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很好看啊""}, {""sex"": ""1"", ""content"": ""有多好看呀，能比你好看吗？""}, {""sex"": ""1"", ""content"": ""我就喜欢看你笑，我觉得你最好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我午睡""}, {""sex"": ""1"", ""content"": ""午安，好好睡个午觉。""}, {""sex"": ""1"", ""content"": ""午觉睡得好，下午才会神清气爽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯中午好""}, {""sex"": ""1"", ""content"": ""中午好，能看见你会更好的。""}, {""sex"": ""1"", ""content"": ""能把早上补上的话，会更好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好奇怪啊""}, {""sex"": ""1"", ""content"": ""是不是觉得我怪帅的。""}, {""sex"": ""1"", ""content"": ""奇奇怪怪的才是我呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班呢！""}, {""sex"": ""1"", ""content"": ""那巧了，我也在上班！""}, {""sex"": ""1"", ""content"": ""好好工作，努力赚钱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""同意啥""}, {""sex"": ""1"", ""content"": ""同意当我的女朋友啊""}, {""sex"": ""1"", ""content"": ""同意让我照顾你一辈子啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么好啊？""}, {""sex"": ""1"", ""content"": ""那肯定的啊，对你当然好啦。""}, {""sex"": ""1"", ""content"": ""我这么好的男人已经不多见了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好吃啊""}, {""sex"": ""1"", ""content"": ""我都快流口水了。""}, {""sex"": ""1"", ""content"": ""好吃你就多吃点！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""游戏不好玩""}, {""sex"": ""1"", ""content"": ""游戏不好玩，跟我玩比较好玩一点。""}, {""sex"": ""1"", ""content"": ""不玩游戏好啊，我喜欢不玩游戏的女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好玩哦""}, {""sex"": ""1"", ""content"": ""那小仙女喜欢玩什么，我来陪你玩。""}, {""sex"": ""1"", ""content"": ""那要不要来玩一点更有趣更好玩的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小姐姐你好呀""}, {""sex"": ""2"", ""content"": ""小姐姐现在有点点不好""}, {""sex"": ""2"", ""content"": ""你怎么知道我现在很好的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课好无聊啊""}, {""sex"": ""1"", ""content"": ""要是有趣还能是上课吗？！""}, {""sex"": ""1"", ""content"": ""做个好学生，上课好好听讲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""超好听""}, {""sex"": ""1"", ""content"": ""小仙女都说好听了那肯定是好听""}, {""sex"": ""1"", ""content"": ""连小仙女都发出这么欣赏的赞叹我也要去听听看""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉好好吃""}, {""sex"": ""1"", ""content"": ""小吃货，你可别因为好吃就吃撑肚子了呀。""}, {""sex"": ""1"", ""content"": ""看看我，我更好吃。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""确实好吃""}, {""sex"": ""1"", ""content"": ""好吃也不要贪吃吃太多哦。""}, {""sex"": ""1"", ""content"": ""你要是喜欢吃，我再给你买。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好怎么说""}, {""sex"": ""1"", ""content"": ""鼓捣摸你……哈哈哈""}, {""sex"": ""1"", ""content"": ""奴才给贵妃娘娘请安了，娘娘早安""}, {""sex"": ""1"", ""content"": ""今天也是深爱你的一天，早上好！""}, {""sex"": ""1"", ""content"": ""美女早上好，开心每一天！""}, {""sex"": ""1"", ""content"": ""你昨天晚上一定做了一个美梦，所以早上看起来好美啊""}, {""sex"": ""1"", ""content"": ""懒虫，太阳开始晒屁股了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还行吧！""}, {""sex"": ""1"", ""content"": ""那你觉得我怎么样？做你男朋友可还行？""}, {""sex"": ""1"", ""content"": ""还好是肯定的回答，不然我要自闭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗨 你好呀""}, {""sex"": ""1"", ""content"": ""你好，仙女姐姐。""}, {""sex"": ""1"", ""content"": ""我们之间需要这么正式的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最棒的""}, {""sex"": ""1"", ""content"": ""我正在努力做好最棒的那位。""}, {""sex"": ""1"", ""content"": ""再棒也得有人欣赏不是吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不辛苦呀""}, {""sex"": ""1"", ""content"": ""不辛苦就好，我怕你累着了。""}, {""sex"": ""1"", ""content"": ""要是辛苦就要说哦，不想让你一个人默默委屈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺不错的啊""}, {""sex"": ""1"", ""content"": ""只是挺不错的而已嘛""}, {""sex"": ""1"", ""content"": ""那必须的，不然都不好意思给你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""竟说大实话""}, {""sex"": ""1"", ""content"": ""没办法，我这人就是喜欢睁眼说大实话。""}, {""sex"": ""1"", ""content"": ""看见你就情不自禁说出来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我说啥""}, {""sex"": ""1"", ""content"": ""你心里想什么就是说什么好了，我认真听着呢""}, {""sex"": ""2"", ""content"": ""我不知道要说啥""}, {""sex"": ""1"", ""content"": ""其实你说啥都好，我只是想听听你的声音""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我说啥啊""}, {""sex"": ""1"", ""content"": ""你啥都不要说了，静静的让我会儿你""}, {""sex"": ""1"", ""content"": ""占我旁边就好，别说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找人说说话""}, {""sex"": ""1"", ""content"": ""想说什么都可以跟我说呀。""}, {""sex"": ""1"", ""content"": ""那你找到我了，我陪你说话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说吧""}, {""sex"": ""1"", ""content"": ""那你说，你到底想要我说什么""}, {""sex"": ""2"", ""content"": ""说你刚才想说的啊""}, {""sex"": ""1"", ""content"": ""我怕控制不住把我的心里话也说出来了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么会这样说""}, {""sex"": ""1"", ""content"": ""心里是这么想的，所以就这么说啦。""}, {""sex"": ""1"", ""content"": ""是因为你让我想这么说的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没人说我好看""}, {""sex"": ""1"", ""content"": ""以后我会每天都说你好看""}, {""sex"": ""1"", ""content"": ""那是他们没眼光，竟然都不夸一夸这么好看的小仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会说话别说""}, {""sex"": ""1"", ""content"": ""可是不让我说话我会憋死的""}, {""sex"": ""1"", ""content"": ""那我只好闭上嘴巴了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好说话。""}, {""sex"": ""1"", ""content"": ""好好说话太没意思了。""}, {""sex"": ""1"", ""content"": ""一般人我不这样，只有对你才这样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥都不想说""}, {""sex"": ""1"", ""content"": ""等你想说了就自然会说的。""}, {""sex"": ""1"", ""content"": ""那你愿意听我说吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想和你说""}, {""sex"": ""1"", ""content"": ""难道你想背着我偷偷告诉别的小哥哥吗？""}, {""sex"": ""1"", ""content"": ""不跟我说可就不乖了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有钱你任性""}, {""sex"": ""1"", ""content"": ""难道没钱也可以这么任性吗？""}, {""sex"": ""1"", ""content"": ""那你有本事给我任性一个。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我性子直""}, {""sex"": ""1"", ""content"": ""跟你这样性格直爽的女孩子做朋友肯定很开心。""}, {""sex"": ""1"", ""content"": ""性子直挺好的，说话不会拐弯抹角让人捉摸不透。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有帅哥哥可以交朋友""}, {""sex"": ""1"", ""content"": ""帅哥哥不想跟你交朋友，想跟你做男女朋友。""}, {""sex"": ""1"", ""content"": ""那有漂亮小姐姐可以交朋友的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗澡去咯""}, {""sex"": ""1"", ""content"": ""放心吧，我是不会偷看你洗澡的。""}, {""sex"": ""1"", ""content"": ""麻烦你洗的香一点，这样闻起来比较舒服。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男没救了""}, {""sex"": ""1"", ""content"": ""宁愿做个直男也不愿意做个渣男。""}, {""sex"": ""1"", ""content"": ""没事，我还是可以自救的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么跟女生要微信""}, {""sex"": ""1"", ""content"": ""关关雎鸠在河之洲，窈窕淑女whats your微信？""}, {""sex"": ""1"", ""content"": ""加个微信呗，我想成为你的好友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找你这样的""}, {""sex"": ""1"", ""content"": ""那你直接找我就可以了。""}, {""sex"": ""1"", ""content"": ""我很开心长成了你喜欢的样子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""逛街逛累了""}, {""sex"": ""1"", ""content"": ""赶紧休息一下，我可不想让你难受啊。""}, {""sex"": ""1"", ""content"": ""虽然逛街很累，但你还是觉得很开心，对吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以爆照嘛""}, {""sex"": ""1"", ""content"": "" 你是希望我给你爆照吗？""}, {""sex"": ""1"", ""content"": ""只是照片而已，我还是喜欢你真人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无聊到爆""}, {""sex"": ""1"", ""content"": ""我们两个的想法在这一刻极有默契地吻合了""}, {""sex"": ""1"", ""content"": ""别爆啊，你爆了我可咋办啊！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""备注小仙女""}, {""sex"": ""1"", ""content"": ""好嘞，亲爱的小仙女。""}, {""sex"": ""1"", ""content"": ""那你就给我备注大宝贝吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""累得很""}, {""sex"": ""1"", ""content"": ""一个人当然会累，男女搭配干活才不累嘛。""}, {""sex"": ""1"", ""content"": ""那需不需要我给你按摩放松一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你为啥加我微信""}, {""sex"": ""1"", ""content"": ""都是因为那该死的爱情！""}, {""sex"": ""1"", ""content"": ""你长得这么好看还不让我加微信了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""见个面吧""}, {""sex"": ""1"", ""content"": ""好啊，那时间地点你来决定。""}, {""sex"": ""1"", ""content"": ""你终于想见我了，我一直都在等你开口。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没见过世面""}, {""sex"": ""1"", ""content"": ""没事，以后我带你见世面。""}, {""sex"": ""1"", ""content"": ""见什么世面啊见我就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个变态""}, {""sex"": ""1"", ""content"": ""你见过哪个变态这么帅气迷人的吗。""}, {""sex"": ""1"", ""content"": ""那也只对你一个变态！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天天惹我生气""}, {""sex"": ""1"", ""content"": ""我怕哪天不能惹你生气了，你会把我忘了。""}, {""sex"": ""1"", ""content"": ""因为我知道仙女姐姐，是不会生气的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你问我三个问题""}, {""sex"": ""1"", ""content"": ""你会喜欢我吗？你会喜欢我吗？你会喜欢我吗？""}, {""sex"": ""1"", ""content"": ""三个问题怎么够，我还有很多想问的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想问你个问题""}, {""sex"": ""1"", ""content"": ""问呗，反正我会告诉你的。""}, {""sex"": ""1"", ""content"": ""你有什么想知道的，就来我心里看看吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是个有故事的人""}, {""sex"": ""1"", ""content"": ""那你愿意听我的故事吗。""}, {""sex"": ""1"", ""content"": ""那你有酒吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个""}, {""sex"": ""1"", ""content"": ""我会是你的下一个也是最后一个男朋友""}, {""sex"": ""1"", ""content"": ""真羡慕那个第一次让你喜欢的男生""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可爱不""}, {""sex"": ""1"", ""content"": ""还是你比较可爱。""}, {""sex"": ""1"", ""content"": ""很可爱，你是想送给我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""坏坏的男人""}, {""sex"": ""1"", ""content"": ""你这是在说我这个坏男人吗？""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们交朋友吧""}, {""sex"": ""1"", ""content"": ""朋友只是第一步，我会慢慢进步的。""}, {""sex"": ""1"", ""content"": ""朋友都是情侣的第一步的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有那个意思""}, {""sex"": ""1"", ""content"": ""难道是喜欢我的意思？""}, {""sex"": ""1"", ""content"": ""那是什么意思？我有点不明白。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""九条命""}, {""sex"": ""1"", ""content"": ""就算有九条命，也要把每条命都当成最后一条来珍惜才行。""}, {""sex"": ""1"", ""content"": ""醒醒，你又不是猫，你只有一条命。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你误会了""}, {""sex"": ""1"", ""content"": ""那你解释给我听。""}, {""sex"": ""1"", ""content"": ""误会什么，难道你不是喜欢我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没机会的""}, {""sex"": ""1"", ""content"": ""你没试过怎么知道没机会了""}, {""sex"": ""1"", ""content"": ""我的字典里没有放弃这两个字""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不会的""}, {""sex"": ""1"", ""content"": ""当然啦，我才不会扔下你不管的""}, {""sex"": ""1"", ""content"": ""是啊，你一直占据着我的心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等会再睡""}, {""sex"": ""1"", ""content"": ""听话，按时睡觉才是乖宝宝哦""}, {""sex"": ""1"", ""content"": ""早点休息啊，记得睡前别想我想得睡不着了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中了你的毒，你是解药""}, {""sex"": ""1"", ""content"": ""难不成你想吃我这个药吃一辈子？""}, {""sex"": ""1"", ""content"": ""这毒看来是有点厉害啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说谁都会说""}, {""sex"": ""1"", ""content"": ""但是做就不一定会做了。""}, {""sex"": ""1"", ""content"": ""说到做到向来都是我的准则。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯，等着吃饭呢""}, {""sex"": ""1"", ""content"": ""吃货，除了睡觉就是在等吃饭。""}, {""sex"": ""1"", ""content"": ""那可以等我会儿，我马上就来蹭饭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起游泳""}, {""sex"": ""1"", ""content"": ""好啊，正好我不怎么会你可以教教我。""}, {""sex"": ""1"", ""content"": ""那我要好好保护你，小仙女会被好多人偷看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""应该不会吧""}, {""sex"": ""1"", ""content"": ""宁可信其有不可信其无""}, {""sex"": ""1"", ""content"": ""眼见为实耳听为虚""}, {""sex"": ""1"", ""content"": ""需要我面对面对你说我爱你吗""}], ""lock"": 1}"
