"{""chat"": [{""sex"": ""2"", ""content"": ""你是?""}, {""sex"": ""1"", ""content"": ""我是一个很想认识你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以前怎么没见过你""}, {""sex"": ""1"", ""content"": ""傻瓜，不早就在你心里了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不理你。""}, {""sex"": ""1"", ""content"": ""你这样做会失去我这个帅哥的""}, {""sex"": ""1"", ""content"": ""你要是不理我，你怕是要无聊死啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像风一样""}, {""sex"": ""1"", ""content"": ""那岂不是看不见摸不着""}, {""sex"": ""1"", ""content"": ""所以你就是传说中的像风一样的女子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发言权""}, {""sex"": ""1"", ""content"": ""你想发表什么言论，我洗耳恭听。""}, {""sex"": ""1"", ""content"": ""每个人都有发言权，我允许你对我说我爱你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一边去。""}, {""sex"": ""1"", ""content"": ""我怎么感觉你像再赶狗狗。""}, {""sex"": ""1"", ""content"": ""我一直都在你这一边呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是小白兔""}, {""sex"": ""1"", ""content"": ""四川的兔头非常的不错呦。""}, {""sex"": ""1"", ""content"": ""我是大灰狼""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是猴子派来的吗""}, {""sex"": ""1"", ""content"": ""不是，我是上帝派来喜欢你的。""}, {""sex"": ""1"", ""content"": ""逗你笑一笑不好吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""像小孩子""}, {""sex"": ""1"", ""content"": ""我可是一米八的成年男子好嘛。""}, {""sex"": ""1"", ""content"": ""你喜欢我像小孩子的这一面吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是骗子""}, {""sex"": ""1"", ""content"": ""对啊，我就是来骗走你的心。""}, {""sex"": ""1"", ""content"": ""你见过骗子这么诚实可靠的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看房子""}, {""sex"": ""1"", ""content"": ""小富婆准备买房子了？""}, {""sex"": ""1"", ""content"": ""你这是在为什么准备婚房嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要买""}, {""sex"": ""1"", ""content"": ""买！想买啥就买啥。""}, {""sex"": ""1"", ""content"": ""有时候挺羡慕你这种说买就买的性格。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""妹子这么多""}, {""sex"": ""1"", ""content"": ""妹子再多，我心里也只有你这一个""}, {""sex"": ""1"", ""content"": ""别管妹子了，你眼里只要有我就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥。""}, {""sex"": ""1"", ""content"": ""因为所以科学道理。""}, {""sex"": ""1"", ""content"": ""哪里有那么多为啥，你是十万个为什么吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不晓得说啥子""}, {""sex"": ""1"", ""content"": ""那你觉得自己可以说点什么？""}, {""sex"": ""1"", ""content"": ""心里有啥子就说啥子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你信什么""}, {""sex"": ""1"", ""content"": ""我信你个糟老婆子！""}, {""sex"": ""1"", ""content"": ""无神论者，只相信人定胜天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""素食主义者""}, {""sex"": ""1"", ""content"": ""我是食肉主义的，我要吃你了！""}, {""sex"": ""1"", ""content"": ""可惜我不是素的，不然就让你吃了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪有胖子好看的""}, {""sex"": ""1"", ""content"": ""世事无绝对，总会有的不是吗""}, {""sex"": ""1"", ""content"": ""只要我喜欢的人，再胖都是好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直是多久""}, {""sex"": ""1"", ""content"": ""那得一直了才知道是多久呀。""}, {""sex"": ""1"", ""content"": ""很久很久，久到我自己都不知道有多久。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多久""}, {""sex"": ""1"", ""content"": ""很久了，久到我都记不清了""}, {""sex"": ""1"", ""content"": ""未来有多遥远就会有多久""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要保护好自己""}, {""sex"": ""1"", ""content"": ""放心，我会好好保护你的。""}, {""sex"": ""1"", ""content"": ""保护你不就是保护我自己吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你们男人都是猪""}, {""sex"": ""1"", ""content"": ""那你就是被我拱的大白菜！""}, {""sex"": ""1"", ""content"": ""那你最后还不是被猪养着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好""}, {""sex"": ""1"", ""content"": ""你都说好了，那我就没有其他的好说的啦。""}, {""sex"": ""1"", ""content"": ""你说好就行，我没什么 意见的啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯还好吧""}, {""sex"": ""1"", ""content"": ""还好，目前没有什么大的问题。""}, {""sex"": ""1"", ""content"": ""不好，没有你在身边怎么会好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我自己都照顾不好自己""}, {""sex"": ""1"", ""content"": ""真没办法，那只好我来照顾你了。""}, {""sex"": ""1"", ""content"": ""那你得跟我在一起才行，这样我才能好好照顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好啊""}, {""sex"": ""1"", ""content"": ""小仙女下午好，有没有睡午觉呀？""}, {""sex"": ""1"", ""content"": ""我感觉我要被太阳烤熟了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午问好""}, {""sex"": ""1"", ""content"": ""见不到你的下午，时间总是过得特别慢""}, {""sex"": ""1"", ""content"": ""想喝下午茶，而且是和你一起喝""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脾气好着呢""}, {""sex"": ""1"", ""content"": ""我就是喜欢你这样脾气好的。""}, {""sex"": ""1"", ""content"": ""仙女姐姐不都是脾气很好嘛""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好开车吧""}, {""sex"": ""1"", ""content"": ""可你一直在我脑海里，害我不能好好开车。""}, {""sex"": ""1"", ""content"": ""那我现在就开去你家吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧。。""}, {""sex"": ""1"", ""content"": ""我竟然从里面感受到一丝丝不情愿，一定是我的错觉。""}, {""sex"": ""1"", ""content"": ""回答得好勉强，给我一个肯定的回答好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好人啊""}, {""sex"": ""1"", ""content"": ""我只做只喜欢你一个人的好人！""}, {""sex"": ""1"", ""content"": ""好人一生平安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的眼睛好看吗？""}, {""sex"": ""1"", ""content"": ""要是不好看还能是仙女吗！""}, {""sex"": ""1"", ""content"": ""这么好看的眼睛是我第一次看到。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别开玩笑好吗""}, {""sex"": ""1"", ""content"": ""你看我的样子像是在和你开玩笑吗。""}, {""sex"": ""1"", ""content"": ""我能对你开玩笑吗！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好看？""}, {""sex"": ""1"", ""content"": ""这个当然得你看过之后才知道。""}, {""sex"": ""1"", ""content"": ""难道我就不好看了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好鸭""}, {""sex"": ""1"", ""content"": ""我现在有点头晕了。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""被你的可爱迷到头晕了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小姐姐""}, {""sex"": ""1"", ""content"": ""这么可爱的小姐姐还是小仙女吧""}, {""sex"": ""1"", ""content"": ""小姐姐，你一定缺一个小哥哥吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去找别的小姐姐吧""}, {""sex"": ""1"", ""content"": ""喜欢你之后，就只有你一个小姐姐了。""}, {""sex"": ""1"", ""content"": ""有个这么好看的仙女，我为什么要找小姐姐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯嗯，挺好的""}, {""sex"": ""1"", ""content"": ""只要小仙女觉得好就好啦""}, {""sex"": ""1"", ""content"": ""那你是不是觉得还挺满意的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好""}, {""sex"": ""1"", ""content"": ""鼓捣摸你……哈哈哈~""}, {""sex"": ""1"", ""content"": ""小懒猫早上好！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上见""}, {""sex"": ""1"", ""content"": ""我已经对晚上充满了期待。""}, {""sex"": ""1"", ""content"": ""晚上就要见到小仙女了，好紧张呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽！你好呀""}, {""sex"": ""1"", ""content"": ""咦？逮到小仙女啦！""}, {""sex"": ""1"", ""content"": ""你好呀，刚好我现在很无聊呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋滴啊""}, {""sex"": ""1"", ""content"": ""滴滴滴，上车，我带你去兜风。""}, {""sex"": ""1"", ""content"": ""想你了你说咋滴。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""干妹妹""}, {""sex"": ""1"", ""content"": ""干妹妹又不是亲妹妹，对吧。""}, {""sex"": ""1"", ""content"": ""我没有妹妹，你大可放心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说点实话OK吗？""}, {""sex"": ""1"", ""content"": ""我的那一句“喜欢你”就是我的最真的实话啊。""}, {""sex"": ""1"", ""content"": ""说过最好听的实话就是那句“我愿一生相许”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说嘞""}, {""sex"": ""1"", ""content"": ""我说啊，我说我是喜欢你的。""}, {""sex"": ""1"", ""content"": ""既然让我说，那我就简单说两句，就说5个小时吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""懒得说话""}, {""sex"": ""1"", ""content"": ""别说话，静静的听我说话就好了。""}, {""sex"": ""1"", ""content"": ""我们就没什么好说了，恋爱好好谈谈吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""多说话""}, {""sex"": ""1"", ""content"": ""我多说话也得有人愿意听啊。""}, {""sex"": ""1"", ""content"": ""我说的再多也不及你的一句早晨的问候。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以后的事谁说的准""}, {""sex"": ""1"", ""content"": ""现在的事情至少我还是说的准的。""}, {""sex"": ""1"", ""content"": ""不试试怎么知道以后呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想说""}, {""sex"": ""1"", ""content"": ""想说就说，对我不需要有任何隐瞒""}, {""sex"": ""1"", ""content"": ""是不是想对我表白，但又不好意思说""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要说话了""}, {""sex"": ""1"", ""content"": ""你是想让我们进行灵魂上的沟通吗？""}, {""sex"": ""1"", ""content"": ""不说话我会憋死的，你怎么能剥夺我说话的权利呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""鬼才信你的话""}, {""sex"": ""1"", ""content"": ""你要不要当个鬼。""}, {""sex"": ""1"", ""content"": ""要不，你帮我问问鬼看看信不信。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我洗澡去了哈""}, {""sex"": ""1"", ""content"": ""我都没见过女生洗澡，我怀疑你是在骗我""}, {""sex"": ""1"", ""content"": ""一个人洗费水，咱们一起洗吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要洗澡先""}, {""sex"": ""1"", ""content"": ""那我要去偷看！""}, {""sex"": ""1"", ""content"": ""那我也洗澡，这样咱们就是一起洗澡了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你想找个什么样的女孩""}, {""sex"": ""1"", ""content"": ""我就想找一个你这样的女孩。""}, {""sex"": ""1"", ""content"": ""我想找一个有长头发的、笑起来很好看的、性格温柔的女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你要不给我讲故事""}, {""sex"": ""1"", ""content"": ""你想听我的故事吗？""}, {""sex"": ""1"", ""content"": ""我们的故事不就可以了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想听你讲故事""}, {""sex"": ""1"", ""content"": ""我的故事准备好了，你准备好酒了吗？""}, {""sex"": ""1"", ""content"": ""这个故事很长，你准备好用一生来听了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢逛街""}, {""sex"": ""1"", ""content"": ""拎包的技能我还是学的可以。""}, {""sex"": ""1"", ""content"": ""那不妨我们一起逛个街？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么冷有啥好玩的""}, {""sex"": ""1"", ""content"": ""有你在，不玩我也开心。""}, {""sex"": ""1"", ""content"": ""你想玩啥，我们就玩啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有啥好玩""}, {""sex"": ""1"", ""content"": ""和你一起难道还不够好玩嘛？""}, {""sex"": ""1"", ""content"": ""这个还是得看你想让我玩什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""换个女朋友""}, {""sex"": ""1"", ""content"": ""好啊，换你当我女朋友吧。""}, {""sex"": ""1"", ""content"": ""女朋友哪能说换就换啊，不行！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你像坏人""}, {""sex"": ""1"", ""content"": ""你见过这么帅气迷人的坏人吗？""}, {""sex"": ""1"", ""content"": ""只做你一个人的坏人不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想找你帮个忙""}, {""sex"": ""1"", ""content"": ""你说呗，我能做的一定会做到。""}, {""sex"": ""1"", ""content"": ""帮你正是我要做的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我明天回来""}, {""sex"": ""1"", ""content"": ""你快回来吧，我都等你等得难受了。""}, {""sex"": ""1"", ""content"": ""终于要回来了，那我明天去接你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你做个人吧""}, {""sex"": ""1"", ""content"": ""我本就是个人啊。""}, {""sex"": ""1"", ""content"": ""那我做个被你喜欢的人好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是个笑话""}, {""sex"": ""1"", ""content"": ""你不是笑话，你是校花""}, {""sex"": ""1"", ""content"": ""不准你这么说，你是最棒的，才不是笑话""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点大""}, {""sex"": ""1"", ""content"": ""大点不好嘛，划算呀""}, {""sex"": ""1"", ""content"": ""尊敬的客户，我们暂时不支持退货哦，大一点会有更大的发挥作用呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有危险""}, {""sex"": ""1"", ""content"": ""要是有危险你可要保护我哦。""}, {""sex"": ""1"", ""content"": ""嗯嗯，没危险就好，我悬着的心就可以放下来了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又做梦了""}, {""sex"": ""1"", ""content"": ""梦到什么了，没做噩梦吧？""}, {""sex"": ""1"", ""content"": ""听说经常做梦的女孩子很没有安全感，你一定是缺乏安全感了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发张你的照片来""}, {""sex"": ""1"", ""content"": ""女士优先，你先发你的给我看看""}, {""sex"": ""1"", ""content"": ""现在要照片都这么霸道的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""周末怎么过""}, {""sex"": ""1"", ""content"": ""想跟你一起过，你愿意陪我吗？""}, {""sex"": ""1"", ""content"": ""一个人过，就是有点无聊，有人陪着就好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""被爱的感觉真好""}, {""sex"": ""1"", ""content"": ""是被我的爱感觉真好吧。""}, {""sex"": ""1"", ""content"": ""我也想体验一下这种感觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这说的是人话吗""}, {""sex"": ""1"", ""content"": ""我貌似一直都在说人话呀。""}, {""sex"": ""1"", ""content"": ""我是人，而且我说的你也听得懂。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""接了个电话""}, {""sex"": ""1"", ""content"": ""又是谁给你打电话呀？""}, {""sex"": ""1"", ""content"": ""那现在我们来通电话吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我好像失眠了""}, {""sex"": ""1"", ""content"": ""那我好好陪着你，保证不会失眠。""}, {""sex"": ""1"", ""content"": ""试着想我，保证不会失眠。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你失眠吗""}, {""sex"": ""1"", ""content"": ""想你想的睡不着啊！""}, {""sex"": ""1"", ""content"": ""睡眠啊，每天晚上你都在我脑子里跑来跑去的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""社会经典语录""}, {""sex"": ""1"", ""content"": ""虽然我没有巴黎欧莱雅懂你，但是你的益达满了。""}, {""sex"": ""1"", ""content"": ""在熟悉的东西，将来也会慢慢的淡忘，最后只剩下片刻回忆。""}, {""sex"": ""1"", ""content"": ""单身久了，突然发现最近看母猪也觉得它很眉清目秀啊。""}, {""sex"": ""1"", ""content"": ""再好的链子也拴不住想跑的狗，再好的待遇也满足不了贪婪的心。""}, {""sex"": ""1"", ""content"": ""现在的社会是：头脑社会，金钱拿人。你可以很贵，也可以免费。""}, {""sex"": ""1"", ""content"": ""你我之间本无缘分，全靠我颜值死撑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""误解""}, {""sex"": ""1"", ""content"": ""有什么误解就要早点说开，而不是任由关系恶化""}, {""sex"": ""1"", ""content"": ""我给你解释的机会，你说吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会唱歌吗""}, {""sex"": ""1"", ""content"": ""不光会唱，还唱得很不错哦。""}, {""sex"": ""1"", ""content"": ""小仙女要是想听我就唱给你听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没机会""}, {""sex"": ""1"", ""content"": ""没关系，我还是喜欢你。""}, {""sex"": ""1"", ""content"": ""哪有那么绝对的事，机会是可以创造的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我过会睡""}, {""sex"": ""1"", ""content"": ""你的过会儿是要多久啊 ？""}, {""sex"": ""1"", ""content"": ""那我等会儿就可以梦到你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我期待""}, {""sex"": ""1"", ""content"": ""期待我来爱你吗？""}, {""sex"": ""1"", ""content"": ""我已经来了，你已经不用期待了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太会撩人了吧""}, {""sex"": ""1"", ""content"": ""我只撩我喜欢的人。""}, {""sex"": ""1"", ""content"": ""为了遇见你之后不尴尬，特意去学习的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情不好咋办""}, {""sex"": ""1"", ""content"": ""还能咋办，把你哄好呗。""}, {""sex"": ""1"", ""content"": ""不好的时候，建议你听我说笑话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那咋办？""}, {""sex"": ""1"", ""content"": ""看来也只有我能拯救你了""}, {""sex"": ""1"", ""content"": ""你亲我一下，我就告诉你咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己管自己""}, {""sex"": ""1"", ""content"": ""我想让你来管我。""}, {""sex"": ""1"", ""content"": ""自己能管得住自己的人一定是个很自律的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱上自己""}, {""sex"": ""1"", ""content"": ""爱人先爱己，爱自己没什么错。""}, {""sex"": ""1"", ""content"": ""如果连自己都不好好爱自己还能得到别人的爱吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问你什么""}, {""sex"": ""1"", ""content"": ""小仙女想问什么都可以，我都会如实回答。""}, {""sex"": ""1"", ""content"": ""你可以问我喜欢的人是谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丢啊""}, {""sex"": ""1"", ""content"": ""不可以随地乱丢东西，不然是要罚款的。""}, {""sex"": ""1"", ""content"": ""丢什么都好，但就是别把我丢了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会撩啊""}, {""sex"": ""1"", ""content"": ""那也不见得我有撩动你啊。""}, {""sex"": ""1"", ""content"": ""还好还好，我只是想撩你而已。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""幸运""}, {""sex"": ""1"", ""content"": ""我觉得我才是比较幸运的。""}, {""sex"": ""2"", ""content"": ""嗯？""}, {""sex"": ""1"", ""content"": ""缘分让我们相遇，幸运让我们在一起""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""非常荣幸""}, {""sex"": ""1"", ""content"": ""你能感到荣幸，才是我的荣幸""}, {""sex"": ""1"", ""content"": ""遇见你可真是我的三生有幸。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心痛什么""}, {""sex"": ""1"", ""content"": ""你对我的感情视而不见，我觉得很伤心。""}, {""sex"": ""1"", ""content"": ""我都已经心痛了，你还要揭我伤疤吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没伪装""}, {""sex"": ""1"", ""content"": ""我就是喜欢你最真实纯粹的模样。""}, {""sex"": ""1"", ""content"": ""你可以假装你不喜欢我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己醒的""}, {""sex"": ""1"", ""content"": ""一觉睡到自然醒，再舒服不过了。""}, {""sex"": ""1"", ""content"": ""竟然不用闹钟，小仙女也太自律了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘴巴好会说""}, {""sex"": ""1"", ""content"": ""这嘴巴是为了你专门升级过的。""}, {""sex"": ""1"", ""content"": ""我的嘴巴最后还不是为了能让你喜欢上我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会让你失望的""}, {""sex"": ""1"", ""content"": ""那我就重新燃起希望。""}, {""sex"": ""1"", ""content"": ""失不失望是我的感受，你又怎么会知道我的想法呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的脚疼""}, {""sex"": ""1"", ""content"": ""脚怎么会疼呢，是不是不小心磕到了？""}, {""sex"": ""1"", ""content"": ""好想帮你揉一揉，我都心疼了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩呀""}, {""sex"": ""1"", ""content"": ""要不然怎么撩动你呢。""}, {""sex"": ""1"", ""content"": ""遇见你就控制不住的撩你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺会撩呀""}, {""sex"": ""1"", ""content"": ""你知道吗，只有你说我会撩。""}, {""sex"": ""1"", ""content"": ""撩你的套路是学的，但爱你的心是真诚的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变笨""}, {""sex"": ""1"", ""content"": ""没关系，再笨我也要你。""}, {""sex"": ""1"", ""content"": ""你变笨了，就没有其他人会把你抢走了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会被你哄的每天甜蜜蜜的""}, {""sex"": ""1"", ""content"": ""那就让我哄的你甜甜蜜蜜的吧。""}, {""sex"": ""1"", ""content"": ""放心吧，我一定会好好哄你的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不想失去你""}, {""sex"": ""1"", ""content"": ""我像是那种会离你而去的人吗。""}, {""sex"": ""1"", ""content"": ""要不带你去盖个章？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你开心""}, {""sex"": ""1"", ""content"": ""让我开心很简单，就是看见你开心。""}, {""sex"": ""1"", ""content"": ""我开心的话，你会觉得开心吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩的开心点""}, {""sex"": ""1"", ""content"": ""跟你在一起玩才是最开心的。""}, {""sex"": ""1"", ""content"": ""我希望你能开心，这样我就会开心了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会欺负我吗""}, {""sex"": ""1"", ""content"": ""打是亲骂是爱，我欺负你是对你有好感啊。""}, {""sex"": ""1"", ""content"": ""我不欺负你，我欺负谁啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""忙一会""}, {""sex"": ""1"", ""content"": ""嗯嗯，那我先不打扰你，等你忙完我们再聊""}, {""sex"": ""1"", ""content"": ""忙归忙，但是要注意休息哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不要这样子嘛""}, {""sex"": ""1"", ""content"": ""你别以为你撒撒娇我就会原谅你哦。""}, {""sex"": ""1"", ""content"": ""那要哪样子，你说嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""快乐就好""}, {""sex"": ""1"", ""content"": ""你下半辈子的快乐我承包了""}, {""sex"": ""1"", ""content"": ""只要看到你我就很快乐了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我叫宝宝""}, {""sex"": ""1"", ""content"": ""乖，宝宝！""}, {""sex"": ""1"", ""content"": ""没错，你就是我的宝宝。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""必须努力""}, {""sex"": ""1"", ""content"": ""不努力就代表退步啊。""}, {""sex"": ""1"", ""content"": ""只有努力才知道有未来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不能愉快的聊天了""}, {""sex"": ""1"", ""content"": ""那我们要怎么样才可以愉快的聊天呢。""}, {""sex"": ""1"", ""content"": ""我们只需要开心的聊天就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""骗我了吧""}, {""sex"": ""1"", ""content"": ""我骗谁都不敢骗你好不好。""}, {""sex"": ""1"", ""content"": ""我骗你这个可爱的小仙女干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没读书""}, {""sex"": ""1"", ""content"": ""那为什么不读会儿书呢？！""}, {""sex"": ""1"", ""content"": ""没事，我陪你一起读书。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪里真诚了""}, {""sex"": ""1"", ""content"": ""我哪里像是不真诚的样子呢？""}, {""sex"": ""1"", ""content"": ""我真诚的眼神还不够真诚吗。""}], ""lock"": 1}"
