"{""chat"": [{""sex"": ""1"", ""content"": ""感谢姑娘右滑，费流量了""}, {""sex"": ""2"", ""content"": ""哈哈看到帅哥也挺好?""}, {""sex"": ""1"", ""content"": ""夸我帅，我也夸你一下吧 ，你真有眼光""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""七月的第一天""}, {""sex"": ""1"", ""content"": ""喜欢每个月的一号，好像一切都可以重新开始。""}, {""sex"": ""1"", ""content"": ""是不是对下半年充满了无限的期待呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会一直陪着我吗""}, {""sex"": ""1"", ""content"": ""我会陪你直到你不需要我""}, {""sex"": ""1"", ""content"": ""这个问题的答案很长，我需要用一辈子告诉你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""钟情于你""}, {""sex"": ""1"", ""content"": ""希望你会钟情我很久很久。""}, {""sex"": ""1"", ""content"": ""你这么直接的表白，我都要害羞了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只想一个人""}, {""sex"": ""1"", ""content"": ""所以我是你在想的这个人啊。""}, {""sex"": ""1"", ""content"": ""一个人需要面对很多难题，可我不想你这么辛苦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡了一个小时""}, {""sex"": ""1"", ""content"": ""睡这么久晚上会不会睡不着呀。""}, {""sex"": ""1"", ""content"": ""我还以为你会睡到天黑呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假笑""}, {""sex"": ""1"", ""content"": ""论假笑，恐怕只有假笑少年和你有的一拼了。""}, {""sex"": ""1"", ""content"": ""麻烦你笑的时候好好笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""胖子一个""}, {""sex"": ""1"", ""content"": ""胖仙女多可爱啊，我很喜欢啊。""}, {""sex"": ""1"", ""content"": ""肉乎乎的，抱起来肯定很舒服。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪位""}, {""sex"": ""1"", ""content"": ""偷偷喜欢的那一位""}, {""sex"": ""1"", ""content"": ""我是来应聘你未来男朋友职位的""}, {""sex"": ""1"", ""content"": ""你想哪位就是哪位""}, {""sex"": ""1"", ""content"": ""我是唐僧，要白马吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你睡得跟个猪似的""}, {""sex"": ""1"", ""content"": ""睡觉的时候不是猪一样难道还是狗一样啊。""}, {""sex"": ""1"", ""content"": ""那还不是因为梦里的你太好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在看直播""}, {""sex"": ""1"", ""content"": ""我也在看，四舍五入我们在一起看了直播。""}, {""sex"": ""1"", ""content"": ""想看你的直播。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""土味情话一套一套的""}, {""sex"": ""1"", ""content"": ""套路虽然多，但都是为你学的。""}, {""sex"": ""1"", ""content"": ""我知道情话说再多，都不如一句真诚的“我喜欢你”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得喜欢一个人""}, {""sex"": ""1"", ""content"": ""对啊，我也觉得我喜欢你。""}, {""sex"": ""1"", ""content"": ""什么时候我的名字变成“一个人”了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以前喜欢一个人，现在喜欢一个人，不要理解错了""}, {""sex"": ""1"", ""content"": ""没理解错啊，我就是你喜欢的那个人。""}, {""sex"": ""1"", ""content"": ""我也喜欢一个人，你能理解吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢我的人多""}, {""sex"": ""1"", ""content"": ""从今天起，喜欢你的人又多了一个""}, {""sex"": ""1"", ""content"": ""喜欢你的人是很多，但真心对你好的又有几个？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你这个机会""}, {""sex"": ""1"", ""content"": ""我肯定会好好把握这个机会的。""}, {""sex"": ""1"", ""content"": ""太好了，小仙女就拭目以待吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一直睡不着""}, {""sex"": ""1"", ""content"": ""那一定是因为太想我了。""}, {""sex"": ""1"", ""content"": ""都怪我，一直舍不得离开你的脑海。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""送我生日礼物""}, {""sex"": ""1"", ""content"": ""想要什么礼物呀，偷偷告诉我。""}, {""sex"": ""1"", ""content"": ""本来想送你一个惊喜地，现在不想了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我习惯了一个人""}, {""sex"": ""1"", ""content"": ""是我来晚了，让你一个人过了这么久。""}, {""sex"": ""1"", ""content"": ""你该开始习惯有我在的生活了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在吗？一起聊聊吧""}, {""sex"": ""1"", ""content"": ""跟我聊天可是要收费的，看在你是小仙女的份上就打个88折吧。""}, {""sex"": ""1"", ""content"": ""麻麻没有教你不可以跟陌生人说话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有人照顾""}, {""sex"": ""1"", ""content"": ""就让我来好好照顾你吧。""}, {""sex"": ""1"", ""content"": ""有谁？我可不放心让别人照顾你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你家宝贝""}, {""sex"": ""1"", ""content"": ""何止是我家宝贝啊，还是我的心肝宝贝呢。""}, {""sex"": ""1"", ""content"": ""宝贝，我现在亲你一口你不会拒绝吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我一直都在你心里""}, {""sex"": ""1"", ""content"": ""你这辈子别想出来了！""}, {""sex"": ""1"", ""content"": ""哪呢，我进去找找你哈。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""玩笑不好笑""}, {""sex"": ""1"", ""content"": ""你不喜欢的话，我以后就不开这种玩笑了。""}, {""sex"": ""1"", ""content"": ""不好笑不好笑，那我们说些其他的好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我发现你有一个特点""}, {""sex"": ""1"", ""content"": ""特别爱你？""}, {""sex"": ""1"", ""content"": ""我的特点还有很多等着你去发现。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""相信爱情么""}, {""sex"": ""1"", ""content"": ""相信啊，别人能遇到的，凭什么我遇不到？""}, {""sex"": ""1"", ""content"": ""我相信你就是属于我的爱情。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年纪大""}, {""sex"": ""1"", ""content"": ""分明是小仙女，年纪哪里会大？""}, {""sex"": ""1"", ""content"": ""这不叫年纪大，你只是阅历丰富。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不感觉""}, {""sex"": ""1"", ""content"": ""都说女人的第六感很准，你不发挥一下？""}, {""sex"": ""1"", ""content"": ""不感觉怎么能感受到我对你的爱呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一大早抖音吃狗粮""}, {""sex"": ""1"", ""content"": ""有本事你也带我出去撒狗粮啊。""}, {""sex"": ""1"", ""content"": ""狗粮虽好，但是请勿吃多呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""否冷""}, {""sex"": ""1"", ""content"": ""卖了否冷？""}, {""sex"": ""1"", ""content"": ""买了否冷why""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先睡一下""}, {""sex"": ""1"", ""content"": ""睡吧，做一个好梦。""}, {""sex"": ""1"", ""content"": ""我会暗示后把你叫醒的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我睡会儿""}, {""sex"": ""1"", ""content"": ""嗯嗯，别睡太久。""}, {""sex"": ""1"", ""content"": ""好，你去睡吧，我会乖乖等你醒来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""第一次要微信""}, {""sex"": ""1"", ""content"": ""总觉得缺了点什么，原来缺少你的微信""}, {""sex"": ""1"", ""content"": ""我怀疑你没有微信，而且我有证据""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢胖胖的""}, {""sex"": ""1"", ""content"": ""那我这时候开始变胖还来得及吗？""}, {""sex"": ""1"", ""content"": ""我做个胖胖的老公好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""日子怎么过""}, {""sex"": ""1"", ""content"": ""我们陪着对方过。""}, {""sex"": ""1"", ""content"": ""那就看你想要什么样的日子了，我都会尽量满足你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""北方姑娘""}, {""sex"": ""1"", ""content"": ""北方姑娘的性格都很豪爽呢。""}, {""sex"": ""1"", ""content"": ""这么巧，我刚好是北方小伙。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好像傻子！""}, {""sex"": ""1"", ""content"": ""而且还是个喜欢你的傻子！""}, {""sex"": ""1"", ""content"": ""做个你喜欢的傻子不可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我可能不是女孩子""}, {""sex"": ""1"", ""content"": ""你可能是传说中的女汉纸！""}, {""sex"": ""1"", ""content"": ""你是女生了，不再是女孩子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己煮饺子吃呀""}, {""sex"": ""1"", ""content"": ""隔着网线我都能闻到香味了。""}, {""sex"": ""1"", ""content"": ""你什么时候煮给我吃呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我才不是二傻子""}, {""sex"": ""1"", ""content"": ""那你就当个大傻子吧。""}, {""sex"": ""1"", ""content"": ""你不是傻傻的可爱吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你喜欢什么样的女孩""}, {""sex"": ""1"", ""content"": ""那就要看你要成为什么样的女孩了。""}, {""sex"": ""1"", ""content"": ""我喜欢像你这样的，最好就是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""锤你胸口""}, {""sex"": ""1"", ""content"": ""你这不叫锤，叫抚摸。""}, {""sex"": ""1"", ""content"": ""锤开了，你就进来在我胸膛好好待着。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要吃午饭了""}, {""sex"": ""1"", ""content"": ""那我可以和你一起吃午饭吗？""}, {""sex"": ""1"", ""content"": ""怎么？邀请我吃饭吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是处女座的""}, {""sex"": ""1"", ""content"": ""听说处女座超严格的，是吗？""}, {""sex"": ""1"", ""content"": ""听说跟处女座的女生谈恋爱很辛苦，我不相信。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是什么星座？""}, {""sex"": ""1"", ""content"": ""我是为你量身定做的。""}, {""sex"": ""1"", ""content"": ""怎么还想测一测我们星座合不合吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你像个小孩""}, {""sex"": ""1"", ""content"": ""那你能照顾好一个小孩吗？""}, {""sex"": ""1"", ""content"": ""小孩的感情才显得珍贵。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我胆子很大""}, {""sex"": ""1"", ""content"": ""胆子再大一个女孩子也是会有害怕的时候呀。""}, {""sex"": ""1"", ""content"": ""看来我以后要躲在你身后让你来保护我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小娃儿""}, {""sex"": ""1"", ""content"": ""以后我们要生好多娃娃""}, {""sex"": ""1"", ""content"": ""你喜欢小孩嘛，喜欢的话咱们自己生""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜我今天早上遇到什么事了""}, {""sex"": ""1"", ""content"": ""你该不会走了狗屎运吧？""}, {""sex"": ""1"", ""content"": ""我猜你早上想我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爆照啊""}, {""sex"": ""1"", ""content"": ""看了我的照片，你可是要从了我的""}, {""sex"": ""1"", ""content"": ""照片怎么了？你为什么要爆它？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天边""}, {""sex"": ""1"", ""content"": ""可我喜欢的人就在我眼前""}, {""sex"": ""1"", ""content"": ""天边太遥远了，我只想在你身边""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""喜欢微胖还是瘦的女孩子？""}, {""sex"": ""1"", ""content"": ""我能说我都要吗。""}, {""sex"": ""1"", ""content"": ""我喜欢你这样的女孩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你以前不是这样子的""}, {""sex"": ""1"", ""content"": ""人总是会变得。""}, {""sex"": ""1"", ""content"": ""以前是以前，现在是现在。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只是你没发现而已""}, {""sex"": ""1"", ""content"": ""我从前怎么没发现我这么迟钝呢？""}, {""sex"": ""1"", ""content"": ""没事，我现在发现了也不迟。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这次我真生气了""}, {""sex"": ""1"", ""content"": ""莫生气，生气容易变老的。""}, {""sex"": ""1"", ""content"": ""原来你生气的时候也可以这个可爱啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大猪蹄子我不爱""}, {""sex"": ""1"", ""content"": ""那就卤猪蹄子怎么样。""}, {""sex"": ""1"", ""content"": ""那下次就不点猪蹄子了，点别的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的好尴尬""}, {""sex"": ""1"", ""content"": ""我们好好谈谈，不就不尴尬了""}, {""sex"": ""1"", ""content"": ""尴尬的样子，你真可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样真的好嘛""}, {""sex"": ""1"", ""content"": ""这样真的挺好的。""}, {""sex"": ""1"", ""content"": ""要是不好，我敢这么说吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好[大笑]""}, {""sex"": ""1"", ""content"": ""看来晚上你可以跟我一起唠嗑了""}, {""sex"": ""1"", ""content"": ""你的一句晚上好，不知道我等了有多久""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气不好笑不出来""}, {""sex"": ""1"", ""content"": ""要多笑笑才会有好运呀。""}, {""sex"": ""1"", ""content"": ""我去帮你把好运和笑容都找回来好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好看吧""}, {""sex"": ""1"", ""content"": ""虽然我很不想承认，但确实很好看。""}, {""sex"": ""1"", ""content"": ""好看，归我了，没得商量。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有疑问""}, {""sex"": ""1"", ""content"": ""疑问就说出来，你说是不是！""}, {""sex"": ""1"", ""content"": ""我们解决一下疑问就好啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""天气很好""}, {""sex"": ""1"", ""content"": ""你比好天气还要好。""}, {""sex"": ""1"", ""content"": ""天气好的时候心情也很好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好客气""}, {""sex"": ""1"", ""content"": ""那必须的，客客气气的才是最好的。""}, {""sex"": ""1"", ""content"": ""我怕我不客气会控制不住自己。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇而已""}, {""sex"": ""1"", ""content"": ""难道你不好奇我喜不喜欢你吗？""}, {""sex"": ""1"", ""content"": ""还好好奇心害死的是猫而不是仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回家[微笑]""}, {""sex"": ""1"", ""content"": ""放假回家的快乐真的不是一般的大。""}, {""sex"": ""1"", ""content"": ""是你家还是我家？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好啊""}, {""sex"": ""1"", ""content"": ""小仙女好！小仙女今天也好可爱呀""}, {""sex"": ""1"", ""content"": ""你好呀，我一直在等小仙女呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好吖~在干嘛呢""}, {""sex"": ""1"", ""content"": ""我在等小姐姐的消息呢。""}, {""sex"": ""1"", ""content"": ""你好，我刚健完身，现在休息呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好开场白""}, {""sex"": ""1"", ""content"": ""又到小猪吃饭的时间了，最可爱的小猪猪吃了嘛？""}, {""sex"": ""1"", ""content"": ""中午好，小仙女今天吃什么好吃的呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要学习""}, {""sex"": ""1"", ""content"": ""暑假不就是要好好玩嘛，还要学习呀""}, {""sex"": ""1"", ""content"": ""你可真是个勤奋好学的女孩子""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跳舞好看吗""}, {""sex"": ""1"", ""content"": ""挺好看的，不过我觉得你比跳舞好看。""}, {""sex"": ""1"", ""content"": ""你要是跳舞肯定更好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您出生了！""}, {""sex"": ""1"", ""content"": ""我出生这种大事，你不来点礼物吗？""}, {""sex"": ""1"", ""content"": ""天空一声巨响，男朋友我闪亮登场！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就是不好玩""}, {""sex"": ""1"", ""content"": ""游戏有什么好玩的，跟我谈恋爱才好玩。""}, {""sex"": ""1"", ""content"": ""那我带你去好玩的地方玩一玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉好玩""}, {""sex"": ""1"", ""content"": ""那我陪你玩好不好。""}, {""sex"": ""1"", ""content"": ""又不是小孩子，还这么贪玩呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在休息了""}, {""sex"": ""1"", ""content"": ""好吧，休息的时候要休息好呦。""}, {""sex"": ""1"", ""content"": ""我又要一日不见如隔三秋了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点休息哟""}, {""sex"": ""1"", ""content"": ""好的，我会好好休息的。""}, {""sex"": ""1"", ""content"": ""早点休息就可以梦到你了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说我不好看""}, {""sex"": ""1"", ""content"": ""你的确不好看，你只是可爱而已。""}, {""sex"": ""1"", ""content"": ""我说不好看就不好看啊，傻不傻。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""俺不好看""}, {""sex"": ""1"", ""content"": ""你要是不好看，其他人能叫好看吗""}, {""sex"": ""1"", ""content"": ""麻烦你骄傲点，不然别人会自卑的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""单身不好""}, {""sex"": ""1"", ""content"": ""怎么，你要帮我解决一下单身问题？""}, {""sex"": ""1"", ""content"": ""遇见你之前我觉得单身挺好，遇见你之后我觉得单身不好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很好吃的""}, {""sex"": ""1"", ""content"": ""小仙女都觉得很好吃了，那一定很美味。""}, {""sex"": ""1"", ""content"": ""那你要不要请我吃？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我刚刚洗碗去了""}, {""sex"": ""1"", ""content"": ""小仙女好勤快，但是要注意用不伤手的洗洁精哈""}, {""sex"": ""1"", ""content"": ""你介不介意以后多洗我一个碗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚在洗脸""}, {""sex"": ""1"", ""content"": ""这么冷的天，有没有用温水洗？""}, {""sex"": ""1"", ""content"": ""来，我帮你把脸上的水擦擦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚去洗漱了""}, {""sex"": ""1"", ""content"": ""洗白白等我吗？""}, {""sex"": ""1"", ""content"": ""怎么也不等我一起呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说早上好""}, {""sex"": ""1"", ""content"": ""早上好，今天又是想你的一天""}, {""sex"": ""1"", ""content"": ""早上好，小仙女起床了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上安好""}, {""sex"": ""1"", ""content"": ""小仙女的早安我要好好珍藏""}, {""sex"": ""1"", ""content"": ""我若安好，你请我吃早饭吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好[/微笑_GIF]""}, {""sex"": ""1"", ""content"": ""哎呀，小仙女诈尸了？""}, {""sex"": ""1"", ""content"": ""晚上好呀，我一直在等小仙女主动找我呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好吧，不快不慢""}, {""sex"": ""1"", ""content"": ""就像感情的事情，也是要把控好速度的。""}, {""sex"": ""1"", ""content"": ""你不急不躁的性子，我还挺喜欢的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""祝你做个好梦""}, {""sex"": ""1"", ""content"": ""我梦里有你才是好梦！""}, {""sex"": ""1"", ""content"": ""我的好梦每次都有一个你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦你啦""}, {""sex"": ""1"", ""content"": ""喜欢你虽然很辛苦，但是我不怕。""}, {""sex"": ""1"", ""content"": ""有你这一句安慰，所有的辛苦都是值得的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等你说话""}, {""sex"": ""1"", ""content"": ""我一直不敢说话，怕会打扰到你。""}, {""sex"": ""1"", ""content"": ""其实我也一直在等你先说话呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也挺好说话的""}, {""sex"": ""1"", ""content"": ""那我们就好好说话吧。""}, {""sex"": ""1"", ""content"": ""那我把你说成我女朋友怎么样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嘿小哥哥""}, {""sex"": ""1"", ""content"": ""窝窝头，一块钱四个 嘿嘿！""}, {""sex"": ""1"", ""content"": ""第一次被人叫小哥哥，有点小激动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不爆照""}, {""sex"": ""1"", ""content"": ""是怕你的美貌闪瞎我的双眼吗？""}, {""sex"": ""1"", ""content"": ""我总该知道我未来女朋友长什么样吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪个啊""}, {""sex"": ""1"", ""content"": ""算了不知道哪个也没关系，你知道面前这个人最喜欢你就好了""}, {""sex"": ""1"", ""content"": ""你猜呀，猜不出来我就不告诉你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早个屁""}, {""sex"": ""1"", ""content"": ""你一大早就在排放气体了？""}, {""sex"": ""1"", ""content"": ""大家都是文明人，请不要整天把屁挂在嘴边""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""名字备注""}, {""sex"": ""1"", ""content"": ""emmmm，你就备注老公好了。""}, {""sex"": ""1"", ""content"": ""我给你备注小宝贝，你应该不会不高兴吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""情人节怎么过？""}, {""sex"": ""1"", ""content"": ""还能怎么过，躺在家里看你照片过呗。""}, {""sex"": ""1"", ""content"": ""要不我们来个视频夜晚晚餐如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""跟我妈聊天""}, {""sex"": ""1"", ""content"": ""不给你妈妈介绍下未来女婿吗？""}, {""sex"": ""1"", ""content"": ""顺带帮我问候下岳母。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥时候见面""}, {""sex"": ""1"", ""content"": ""选一个黄道吉日再见面如何。""}, {""sex"": ""1"", ""content"": ""现在出个门都这么麻烦，还是等这个疫情过了再见面吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好好讲话""}, {""sex"": ""1"", ""content"": ""我没办法好好讲话啊。""}, {""sex"": ""2"", ""content"": ""为什么？""}, {""sex"": ""1"", ""content"": ""我怕我一本正经说话的样子会让你爱上我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也不行""}, {""sex"": ""1"", ""content"": ""我怎么不行了？难道还有比我更行的人吗？""}, {""sex"": ""1"", ""content"": ""我行！男人不可以说不行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有点危险""}, {""sex"": ""1"", ""content"": ""快到我怀里来，我这儿安全。""}, {""sex"": ""1"", ""content"": ""不准你做危险的事情，我会担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""莫名其妙的感觉""}, {""sex"": ""1"", ""content"": ""感觉这种东西你怎么说得懂呢。""}, {""sex"": ""1"", ""content"": ""要是感觉对了就对了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""希望如此吧""}, {""sex"": ""1"", ""content"": ""这不可不是希望，是必然""}, {""sex"": ""1"", ""content"": ""你希望的不只是我喜欢你这么简单吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这不是重点""}, {""sex"": ""1"", ""content"": ""哦~那我知道了，重点是你喜欢我。""}, {""sex"": ""1"", ""content"": ""可我觉得你说的每个字都是重点。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有我电话不""}, {""sex"": ""1"", ""content"": ""你都没给我，我哪里有啊。""}, {""sex"": ""1"", ""content"": ""电话这种东西，你给我就有啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话怎么接""}, {""sex"": ""1"", ""content"": ""话接不下去，我们可以接吻。""}, {""sex"": ""1"", ""content"": ""真希望我能早日摆脱话题终结者的烦恼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拒绝加微信""}, {""sex"": ""1"", ""content"": ""难道微信上有你不能说的秘密？""}, {""sex"": ""1"", ""content"": ""好吧，那你给我一个你的手机号码可以吧？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我去洗个澡先""}, {""sex"": ""1"", ""content"": ""你是想让我懂歪脑筋吗。""}, {""sex"": ""1"", ""content"": ""洗的香一点，这样闻起来舒服。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会。""}, {""sex"": ""1"", ""content"": ""不会还敢说这么大声，不羞吗？""}, {""sex"": ""1"", ""content"": ""喜欢你的这种坦率""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不会""}, {""sex"": ""1"", ""content"": ""不会也没关系，我可以教你哦""}, {""sex"": ""1"", ""content"": ""不会才需要学习呀，人生就是要不断学习不断前进""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先开会""}, {""sex"": ""1"", ""content"": ""好哦，小心开会的时候走神想我了""}, {""sex"": ""1"", ""content"": ""那你认真开会，忙完了给我发消息""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会听话吗""}, {""sex"": ""1"", ""content"": ""老婆的话当然要听。""}, {""sex"": ""1"", ""content"": ""乖乖听话会有奖励吗？""}], ""lock"": 1}"
