"{""chat"": [{""sex"": ""1"", ""content"": ""你们知道我为什么要过来和你们喝杯酒吗？""}, {""sex"": ""1"", ""content"": ""我在打赌！""}, {""sex"": ""2"", ""content"": ""打什么赌？""}, {""sex"": ""1"", ""content"": ""我刚才跟自己打赌，你们这里中如果有一个和我有心灵感应的，我就赢，如果没有我就输了。?""}, {""sex"": ""1"", ""content"": ""只要你们一分钟时间就可以了！过来喝一杯吧。”""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""觉得哪里的夜店比较好玩？""}, {""sex"": ""2"", ""content"": ""(女生列举很多夜店)""}, {""sex"": ""1"", ""content"": ""看样子你是个夜店咖，都快要成工作人员了。""}, {""sex"": ""1"", ""content"": ""我喜欢旅行，我去北京和我朋友过生日的时候在MIX，我觉得MIX是全国最棒的夜店。""}, {""sex"": ""2"", ""content"": ""(女生反应)""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好帅哦""}, {""sex"": ""1"", ""content"": ""你可不要爱上我了哦。""}, {""sex"": ""1"", ""content"": ""小可爱的嘴巴这么甜的嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢你这个大胖子""}, {""sex"": ""1"", ""content"": ""我也喜欢你啊，大瘦子！""}, {""sex"": ""1"", ""content"": ""每个胖子都是潜力股，看来你还是有点眼光的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你还是个孩子""}, {""sex"": ""1"", ""content"": ""你见过这么大的孩子吗？""}, {""sex"": ""1"", ""content"": ""难道你不喜欢“孩子”嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要面子干啥""}, {""sex"": ""1"", ""content"": ""对啊，面子又不能吃要来干嘛！""}, {""sex"": ""1"", ""content"": ""自从喜欢你，我就再也没要过面子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和傻子玩""}, {""sex"": ""1"", ""content"": ""谁是傻子，那我也不跟他玩。""}, {""sex"": ""1"", ""content"": ""傻丫头，我跟你玩呗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你就是个傻子""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的傻子吗？""}, {""sex"": ""1"", ""content"": ""爱你的傻子不好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""买了条裤子""}, {""sex"": ""1"", ""content"": ""只买一条不够吧，还要买件衣服搭配吧""}, {""sex"": ""1"", ""content"": ""我还以为你会买裙子呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我为什么相信你""}, {""sex"": ""1"", ""content"": ""你为什么不能相信我呢？""}, {""sex"": ""1"", ""content"": ""我实在找不出不能相信我的理由。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不舒服。""}, {""sex"": ""1"", ""content"": ""怎么了，是哪里不舒服啊？""}, {""sex"": ""1"", ""content"": ""怎么会不舒服呢，你这样我会担心的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不舒服吗？""}, {""sex"": ""1"", ""content"": ""有点不舒服，没事，只是一点点""}, {""sex"": ""1"", ""content"": ""没有没有，你不用担心我啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有主""}, {""sex"": ""1"", ""content"": ""就算是有主了也可以松松土嘛""}, {""sex"": ""1"", ""content"": ""明知山有虎，偏向虎山行""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你正常点""}, {""sex"": ""1"", ""content"": ""我觉得我现在应该蛮正常的了吧。""}, {""sex"": ""1"", ""content"": ""我怕我太正常你可能都会怕。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你能正常点说话吗""}, {""sex"": ""1"", ""content"": ""我这不是怕太正常你会受不了。""}, {""sex"": ""1"", ""content"": ""咱什么时候不正常了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我看中了一个哆啦A梦""}, {""sex"": ""1"", ""content"": ""我看中了一个你。""}, {""sex"": ""1"", ""content"": ""娃娃收集者啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""俗不俗""}, {""sex"": ""1"", ""content"": ""这种简单纯粹难道不好吗？""}, {""sex"": ""1"", ""content"": ""我一介凡夫俗子自然是不能跟小仙女相提并论的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就是个傻子""}, {""sex"": ""1"", ""content"": ""我就是喜欢上一个傻子！""}, {""sex"": ""1"", ""content"": ""没事，我聪明我可以帮着你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢单纯的女孩吗？""}, {""sex"": ""1"", ""content"": ""难道有人不喜欢单纯的女孩吗？""}, {""sex"": ""1"", ""content"": ""我想你一定就是那个单纯的女孩吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也喜欢小孩""}, {""sex"": ""1"", ""content"": ""那你肯定像小孩子一样可爱。""}, {""sex"": ""1"", ""content"": ""小孩子一定会很喜欢你，就像我很喜欢你一样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""国家保护动物""}, {""sex"": ""1"", ""content"": ""你是我要保护的宝贝。""}, {""sex"": ""1"", ""content"": ""那我要替国家保护一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好？""}, {""sex"": ""1"", ""content"": ""还好呀，是我能接受的范围""}, {""sex"": ""1"", ""content"": ""嗯嗯，难道你不这么觉得嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还好吧。""}, {""sex"": ""1"", ""content"": ""我不好！看不见你的我日渐憔悴""}, {""sex"": ""1"", ""content"": ""是不是觉得还可以更好一些？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好？""}, {""sex"": ""1"", ""content"": ""没有没有，你特别好超级好。""}, {""sex"": ""1"", ""content"": ""对啊，还不是我女朋友当然不好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样笑才好看""}, {""sex"": ""1"", ""content"": ""你笑才是真的好看。""}, {""sex"": ""1"", ""content"": ""我只想看着你的笑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好""}, {""sex"": ""1"", ""content"": ""中午好，如果能看见你会更好""}, {""sex"": ""1"", ""content"": ""刚说完早上好，我就又忍不住跟你说中午好""}, {""sex"": ""1"", ""content"": ""我很好，午饭时间到了肚子饿不饿？要不要一起吃午饭？""}, {""sex"": ""1"", ""content"": ""晚上也可以听到你的招呼吗""}, {""sex"": ""1"", ""content"": ""中午好，希望晚上更好！""}, {""sex"": ""1"", ""content"": ""中午好，么么哒""}, {""sex"": ""1"", ""content"": ""有你的中午才叫好""}, {""sex"": ""1"", ""content"": ""都中午了才给我打招呼，生气""}, {""sex"": ""1"", ""content"": ""你先把早安补上。""}, {""sex"": ""1"", ""content"": ""一起吃饭就更好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好的问候""}, {""sex"": ""1"", ""content"": ""我早上就有预感中午会见到你""}, {""sex"": ""1"", ""content"": ""中午见不到你，午休都没意思了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好吧好吧好吧""}, {""sex"": ""1"", ""content"": ""大妹纸，你这样让我很尴尬""}, {""sex"": ""1"", ""content"": ""女神一言，驷马难追哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好！帅哥""}, {""sex"": ""1"", ""content"": ""帅哥在此，有何贵干？""}, {""sex"": ""1"", ""content"": ""遇到一个喜欢说实话的小仙女了吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只是好奇而已""}, {""sex"": ""1"", ""content"": ""好奇心会害死猫的呦。""}, {""sex"": ""1"", ""content"": ""我也就是对你比较好奇。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班好累呀""}, {""sex"": ""1"", ""content"": ""什么时候上班不累了呢？""}, {""sex"": ""1"", ""content"": ""努力上班也是一种辛苦啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在家多好""}, {""sex"": ""1"", ""content"": ""所以我也想去你家。""}, {""sex"": ""1"", ""content"": ""什么时候我们能拥有同一个家就好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你猜吖""}, {""sex"": ""1"", ""content"": ""如果我猜对了 你要给我亲一口   不然你就给我说出来""}, {""sex"": ""1"", ""content"": ""我猜了你给我什么好处吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去学习""}, {""sex"": ""1"", ""content"": ""你好勤奋好学啊，我要向你学习学习""}, {""sex"": ""1"", ""content"": ""我觉得我们两个一起学习效率会更高""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我学习呢""}, {""sex"": ""1"", ""content"": ""你在哪，我找你一起好好学习。""}, {""sex"": ""1"", ""content"": ""是在学习如何当好一个女朋友吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""休息好了呀""}, {""sex"": ""1"", ""content"": ""休息好了是不是充满了精神？""}, {""sex"": ""1"", ""content"": ""那就好，这样就不会觉得太疲惫了呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里好看""}, {""sex"": ""1"", ""content"": ""我觉得你哪哪都非常的好看。""}, {""sex"": ""1"", ""content"": ""你有什么地方是不好看的嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""离开了""}, {""sex"": ""1"", ""content"": ""别走，我不许你离开！""}, {""sex"": ""1"", ""content"": ""有些分离是为了更好的生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不好看""}, {""sex"": ""1"", ""content"": ""瞎说，明明十分的好看。""}, {""sex"": ""1"", ""content"": ""我觉得你好看不就好了吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥还是小姐姐""}, {""sex"": ""1"", ""content"": ""你更喜欢小哥哥还是小姐姐？""}, {""sex"": ""1"", ""content"": ""你见过这么帅气的小姐姐吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不是小姐姐""}, {""sex"": ""1"", ""content"": ""啊，原来是小仙女啊。""}, {""sex"": ""1"", ""content"": ""不是小姐姐，难道是小妹妹吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看来抖音很好看呀""}, {""sex"": ""1"", ""content"": ""再好看也没有你好看！""}, {""sex"": ""1"", ""content"": ""但我感觉还是你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡了一节课""}, {""sex"": ""1"", ""content"": ""我要跟老师打小报告！""}, {""sex"": ""1"", ""content"": ""竟然没有好好听课，功课落下了可怎么办啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上课？""}, {""sex"": ""1"", ""content"": ""是啊，我在好好学习认真听课。""}, {""sex"": ""1"", ""content"": ""难道我看起来像是那种会逃课的坏孩子吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我对你好不好""}, {""sex"": ""1"", ""content"": ""好呀，你是对我最好的小仙女了。""}, {""sex"": ""1"", ""content"": ""想听我夸你呀？那你得亲我一下才行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好呀""}, {""sex"": ""1"", ""content"": ""我不好""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""我竟然今天才认识你这个小仙女""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好梦""}, {""sex"": ""1"", ""content"": ""那你一定要到我的梦里来。""}, {""sex"": ""2"", ""content"": ""怎么了？""}, {""sex"": ""1"", ""content"": ""能梦到你我才能睡得香呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现在好饿""}, {""sex"": ""1"", ""content"": ""想吃点什么？我现在给你带过去吧。""}, {""sex"": ""1"", ""content"": ""饿就要吃点东西呀，别把我的小仙女饿傻了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就你最会说话""}, {""sex"": ""1"", ""content"": ""这都是为了遇见你专门去学的。""}, {""sex"": ""1"", ""content"": ""遇到最好的人，当然得最会说话啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃糖对牙不好""}, {""sex"": ""1"", ""content"": ""吃一点点没事的。""}, {""sex"": ""1"", ""content"": ""难道对牙不好就一辈子不吃糖了吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说，""}, {""sex"": ""1"", ""content"": ""我说我喜欢你，你应该能听到吧""}, {""sex"": ""1"", ""content"": ""想说的太多了，要不你留在我身边慢慢听？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你直说""}, {""sex"": ""1"", ""content"": ""我怕直说的话会吓到你""}, {""sex"": ""1"", ""content"": ""那我就直说了，我喜欢你很久了，做我女朋友好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那我说啥呢""}, {""sex"": ""1"", ""content"": ""想说啥就说啥。""}, {""sex"": ""1"", ""content"": ""看你脑子是怎么想的咯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说笑呢""}, {""sex"": ""1"", ""content"": ""对不起，我现在是很认真的。""}, {""sex"": ""1"", ""content"": ""你觉得我像是那种说笑的人吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你先说吧""}, {""sex"": ""1"", ""content"": ""我喜欢你，终于被我说出来了。""}, {""sex"": ""1"", ""content"": ""女士优先，你先。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""长话短说""}, {""sex"": ""1"", ""content"": ""我爱你，但我想说一辈子。""}, {""sex"": ""1"", ""content"": ""这话没法短说，毕竟有那么多情话想说给你听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你有什么事直说吧""}, {""sex"": ""1"", ""content"": ""我喜欢你这件事怎么直说啊。""}, {""sex"": ""1"", ""content"": ""原来你喜欢直接点的呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你话很少""}, {""sex"": ""1"", ""content"": ""我怕话太多说的东西也就多了。""}, {""sex"": ""1"", ""content"": ""少说一点话，让自己想的更多一些。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说！""}, {""sex"": ""1"", ""content"": ""嘤嘤嘤，你这么凶我都不敢说了""}, {""sex"": ""1"", ""content"": ""说就说我，可是我说了你不能打我哦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会说话""}, {""sex"": ""1"", ""content"": ""我知道你不会说话的原因。""}, {""sex"": ""2"", ""content"": ""什么原因？""}, {""sex"": ""1"", ""content"": ""肯定是太喜欢我以至于讲不出话来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好说啊""}, {""sex"": ""1"", ""content"": ""哪有什么不好说的，想到什么就说什么就好啦。""}, {""sex"": ""1"", ""content"": ""要是觉得不好说那你就说你喜欢我吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""但是我不想说""}, {""sex"": ""1"", ""content"": ""你这么不爱说，那我可咋办啊。""}, {""sex"": ""1"", ""content"": ""不想说话的时候就需要我啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信你个鬼噢""}, {""sex"": ""1"", ""content"": ""我这么诚实的人你为什么就不能相信呢。""}, {""sex"": ""1"", ""content"": ""我可不是那种骗小仙女的人呦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男？""}, {""sex"": ""1"", ""content"": ""我只是比较直接，说话直来直去而已""}, {""sex"": ""1"", ""content"": ""等我变弯了就不喜欢你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想加美女微信""}, {""sex"": ""1"", ""content"": ""做微商的，要买男朋友吗""}, {""sex"": ""1"", ""content"": ""微信才是家，我们不能在外面一直漂泊呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这小眼神""}, {""sex"": ""1"", ""content"": ""是不是炯炯有神，还带有一丝丝的酷。""}, {""sex"": ""1"", ""content"": ""有没有觉得很帅很好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥故事""}, {""sex"": ""1"", ""content"": ""一个小仙女被我套牢一辈子的故事""}, {""sex"": ""1"", ""content"": ""我要用一生讲给你，你认真听着吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去找小哥哥""}, {""sex"": ""1"", ""content"": ""你眼前就有一个小哥哥，找我就行了。""}, {""sex"": ""1"", ""content"": ""当着我的面说要找小哥哥真的好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯哼小哥哥""}, {""sex"": ""1"", ""content"": ""我不是嗯哼的小哥哥，我是你的小哥哥呀""}, {""sex"": ""1"", ""content"": ""我听到小仙女在召唤小哥哥啦""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么好玩""}, {""sex"": ""1"", ""content"": ""当然是喜欢你比较好玩的啦。""}, {""sex"": ""1"", ""content"": ""你跟着我就好了，我带你去玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我为什么要答应你""}, {""sex"": ""1"", ""content"": ""白捡一个男朋友回家，这波交易不亏。""}, {""sex"": ""1"", ""content"": ""你是十万个为什么吗，问那么多为什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪种感觉""}, {""sex"": ""1"", ""content"": ""感觉你就是我想要的那个人。""}, {""sex"": ""1"", ""content"": ""一种特殊的感觉，我说不上来。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今天适合和你聊天""}, {""sex"": ""1"", ""content"": ""那今天要聊久一点哦。""}, {""sex"": ""1"", ""content"": ""看来今天是个好日子啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""讲笑话""}, {""sex"": ""1"", ""content"": ""你是想笑死自己吗？""}, {""sex"": ""1"", ""content"": ""那不行，把你笑死了我就没老婆了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没个正行""}, {""sex"": ""1"", ""content"": ""在喜欢的人面前要什么正行？""}, {""sex"": ""1"", ""content"": ""那你过来帮我扶正一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谢谢你的支持""}, {""sex"": ""1"", ""content"": ""如果你想，我会支持你一辈子的。""}, {""sex"": ""1"", ""content"": ""支持喜欢的人多正常的一件事呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""保佑你""}, {""sex"": ""1"", ""content"": ""有小仙女为我保佑一定会有好运的。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女为我保佑，希望能不辜负你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别做梦了""}, {""sex"": ""1"", ""content"": ""梦那么美好，你为什么不让我做？""}, {""sex"": ""1"", ""content"": ""都说美梦成真了，说不定我的梦做着做着就实现了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可爱啊""}, {""sex"": ""1"", ""content"": ""或许是你太可爱了，所以没有什么能让你觉得可爱的了吧。""}, {""sex"": ""1"", ""content"": ""这都不可爱吗？那你的可爱标准有点高哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""曾经拥有""}, {""sex"": ""1"", ""content"": ""接下来我还想拥有！""}, {""sex"": ""1"", ""content"": ""现在拥有也无妨啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就喜欢一个人""}, {""sex"": ""1"", ""content"": ""可是一个人的日子过久了也会感到寂寞的。""}, {""sex"": ""1"", ""content"": ""对呀，你就喜欢我这一个人呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有什么感觉""}, {""sex"": ""1"", ""content"": ""是一种能让我心动的感觉。""}, {""sex"": ""1"", ""content"": ""除了喜欢你的感觉我还能有啥感觉啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""惊蛰""}, {""sex"": ""1"", ""content"": ""春风春雨皆春意，惊蛰惊雷藏惊喜。惊蛰到了，小仙女要注意身体哦，祝你开心常在~""}, {""sex"": ""1"", ""content"": ""雷声响，惊蛰到，我的祝福穿过雷和雨，一路奔向你。愿惊走烦恼，让快乐清醒陪伴你；惊走霉运，让好运紧紧缠住你；惊走不顺，让成功牢牢抱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""打电话吗""}, {""sex"": ""1"", ""content"": ""不打电话，只想和你视频""}, {""sex"": ""1"", ""content"": ""打啊，打两个小时的那种。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我是坏人""}, {""sex"": ""1"", ""content"": ""大张旗鼓说自己坏的一般都是好人。""}, {""sex"": ""2"", ""content"": ""你又知道了？""}, {""sex"": ""1"", ""content"": ""真正的坏人都是不动声色地坏。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""性格不一样""}, {""sex"": ""1"", ""content"": ""每个人都是独立存在的个体，肯定会有不一样的性格。""}, {""sex"": ""1"", ""content"": ""也许我们的性格不同脾气不同爱好不同，但这些都不会阻挡我对你的喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我先去洗个澡啊""}, {""sex"": ""1"", ""content"": ""麻烦洗的干净点！""}, {""sex"": ""1"", ""content"": ""洗的这么香还不让闻闻？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我会做饭的""}, {""sex"": ""1"", ""content"": ""真的吗？什么时候让我尝尝你的手艺呀。""}, {""sex"": ""1"", ""content"": ""长得好看还会做饭，也太优秀了吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么计划""}, {""sex"": ""1"", ""content"": ""一个秘密计划，先不告诉你""}, {""sex"": ""1"", ""content"": ""我要计划一下我们的未来呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会的会的""}, {""sex"": ""1"", ""content"": ""你说的可不许反悔的呀。""}, {""sex"": ""1"", ""content"": ""那你记得每天爱我三千遍。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们约会吧""}, {""sex"": ""1"", ""content"": ""就等你这句话了！""}, {""sex"": ""1"", ""content"": ""看来我得做个约会攻略了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你再睡会吧""}, {""sex"": ""1"", ""content"": ""那我再睡会儿也可以梦到你吗。""}, {""sex"": ""1"", ""content"": ""我正在努力的睡觉呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假期安排""}, {""sex"": ""1"", ""content"": ""可以安排一天假期给我吗？""}, {""sex"": ""1"", ""content"": ""我来帮你安排假期吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要唱歌""}, {""sex"": ""1"", ""content"": ""终于愿意展示你天籁般的歌声了吗？""}, {""sex"": ""1"", ""content"": ""请不要把你乱吼词的行为称为唱歌""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""唱歌好好听""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我就一直唱给你听。""}, {""sex"": ""1"", ""content"": ""我相信小仙女唱歌肯定更好听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会烧饭""}, {""sex"": ""1"", ""content"": ""还好我会，以后不会让你饿肚子的。""}, {""sex"": ""1"", ""content"": ""就说你是笨蛋吧，还不肯承认。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡午觉啊""}, {""sex"": ""1"", ""content"": ""午觉不能睡太久，不然会变傻的。""}, {""sex"": ""1"", ""content"": ""那你好好睡一觉，下午才会精神饱满。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真的好会说话""}, {""sex"": ""1"", ""content"": ""你要是喜欢，我就多说点。""}, {""sex"": ""1"", ""content"": ""会说话的男生比较能讨女生欢心呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你担心什么""}, {""sex"": ""1"", ""content"": ""担心你会不会被其他小哥哥给抢走。""}, {""sex"": ""1"", ""content"": ""担心你啊，我还能担心什么。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真会玩""}, {""sex"": ""1"", ""content"": ""没你也不怎么会玩。""}, {""sex"": ""1"", ""content"": ""城会玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这也太会撩了吧""}, {""sex"": ""1"", ""content"": ""我这么会撩也不见得撩动了你啊。""}, {""sex"": ""1"", ""content"": ""这都是为了撩你做的功课。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我要赖你怀里""}, {""sex"": ""1"", ""content"": ""随便赖，放心的赖！""}, {""sex"": ""1"", ""content"": ""我的怀里很空，你来吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我歇会""}, {""sex"": ""1"", ""content"": ""赶紧好好歇歇，我可不想让你累坏了。""}, {""sex"": ""1"", ""content"": ""适当的歇歇才能更好地恢复元气呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样啊，""}, {""sex"": ""1"", ""content"": ""我怎么觉得你有些失落呢？""}, {""sex"": ""1"", ""content"": ""你这样敷衍我，我会难过的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你不开心我也不开心""}, {""sex"": ""1"", ""content"": ""可是我一看到你就会非常开心呢。""}, {""sex"": ""1"", ""content"": ""不开心总是暂时的，我不会是还有你和远方吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开心的你""}, {""sex"": ""1"", ""content"": ""还有个更开心的你。""}, {""sex"": ""1"", ""content"": ""我的开心都与你相关。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会聊吗""}, {""sex"": ""1"", ""content"": ""那还不是为了把你给撩起来。""}, {""sex"": ""1"", ""content"": ""聊天这种技能还是得会的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这几天特别忙""}, {""sex"": ""1"", ""content"": ""那你一定要好好注意身体呀。""}, {""sex"": ""1"", ""content"": ""忙着忙着就会习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我再也不快乐了""}, {""sex"": ""1"", ""content"": ""没事，你除了快乐还有高兴在。""}, {""sex"": ""1"", ""content"": ""你放心，我会给你带来快乐的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不快乐了""}, {""sex"": ""1"", ""content"": ""那你想怎么快乐呢？""}, {""sex"": ""1"", ""content"": ""逗你开心，我可是很厉害的。""}], ""lock"": 1}"
