"{""chat"": [{""sex"": ""2"", ""content"": ""你好""}, {""sex"": ""1"", ""content"": ""不用这么严肃 我很随和幽默的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早""}, {""sex"": ""1"", ""content"": ""早啊，小可爱，昨晚梦到我了吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你经常来这里玩吗？""}, {""sex"": ""1"", ""content"": ""不经常，每天来一次。听你的语气，你好像经常来这里玩吗？""}, {""sex"": ""2"", ""content"": ""经常""}, {""sex"": ""1"", ""content"": ""那你怎么会不认识我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""1"", ""content"": ""你好！我想问你一个问题……有没有人告诉过你，你很适合当模特？""}, {""sex"": ""2"", ""content"": ""是有人这么说过。""}, {""sex"": ""1"", ""content"": ""我想认识你。你叫什么名字，把你电话告诉我吧。""}, {""sex"": ""2"", ""content"": ""你是做什么工作的？""}, {""sex"": ""1"", ""content"": ""你看我像做什么的？""}, {""sex"": ""2"", ""content"": ""你不会是星探吧。""}, {""sex"": ""1"", ""content"": ""你的眼力真好……一下子就猜错了。我是卖保险的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好困哦""}, {""sex"": ""1"", ""content"": ""睡吧，做个好梦，希望我能走进你的梦中。""}, {""sex"": ""1"", ""content"": ""可是我还有好多好多话还没有和你说呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""泡脚呢""}, {""sex"": ""1"", ""content"": ""这是要步入中年的节奏嘛。""}, {""sex"": ""1"", ""content"": ""有空一起泡脚不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新的一天加油""}, {""sex"": ""1"", ""content"": ""小仙女真的是每天都元气满满呢。""}, {""sex"": ""1"", ""content"": ""加油，又是美好的一天。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""2019最后一天.""}, {""sex"": ""1"", ""content"": ""一个好的结束，也是一个好的开始。""}, {""sex"": ""1"", ""content"": ""跨过今晚这道坎，明天开始就是崭新的我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""新欢""}, {""sex"": ""1"", ""content"": ""新欢旧爱皆是你。""}, {""sex"": ""1"", ""content"": ""遇见你之后，所有的欢喜都是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可我不一样""}, {""sex"": ""1"", ""content"": ""就是因为你很特别，让我对你产生了特别的感觉。""}, {""sex"": ""1"", ""content"": ""你有哪里不一样？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""需要安全感""}, {""sex"": ""1"", ""content"": ""你所要的安全感都是我能提供给你的。""}, {""sex"": ""1"", ""content"": ""你想要什么安全感，你和我说就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不和你在一起""}, {""sex"": ""1"", ""content"": ""不和我在一起，怎么共赴美好的未来？""}, {""sex"": ""1"", ""content"": ""那你还想跟谁在一起？不准你跟其他小哥哥在一起。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我们不合适在一起""}, {""sex"": ""1"", ""content"": ""我们适合结婚，对吧。""}, {""sex"": ""1"", ""content"": ""都还没在一起试试看你怎么就知道不合适？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一眼""}, {""sex"": ""1"", ""content"": ""一见钟情大概就是我见到你第一眼的感觉吧""}, {""sex"": ""1"", ""content"": ""只一眼，我就对你沦陷了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识一下呗""}, {""sex"": ""1"", ""content"": ""你好，我的心动对象。""}, {""sex"": ""1"", ""content"": ""恩，是有必要认识一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""认识""}, {""sex"": ""1"", ""content"": ""有句话说，只有还没认识的朋友 没有陌生人。""}, {""sex"": ""1"", ""content"": ""太正式了，感觉像是要谈合作一样""}, {""sex"": ""1"", ""content"": ""原来小仙女认识我，我太荣幸了。""}, {""sex"": ""1"", ""content"": ""网络一线牵，相遇即是缘""}, {""sex"": ""1"", ""content"": ""能认识天使，确实是我的荣幸""}, {""sex"": ""1"", ""content"": ""认识我为什么不跟我说话，一直在偷偷观察我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""遇到你一百次""}, {""sex"": ""1"", ""content"": ""最后才成就这段缘分啊。""}, {""sex"": ""1"", ""content"": ""前一百次的相遇只为了这一次的回懵。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假装听不懂""}, {""sex"": ""1"", ""content"": ""你这么会假装，那就假装一下喜欢我吧。""}, {""sex"": ""1"", ""content"": ""你以为装傻充愣就可以蒙混过关了嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""假装不认识""}, {""sex"": ""1"", ""content"": ""认识就是认识，假装不了的。""}, {""sex"": ""1"", ""content"": ""可我明明就认识，为什么要假装不认识呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪位?""}, {""sex"": ""1"", ""content"": ""默默喜欢你的那位。""}, {""sex"": ""1"", ""content"": ""你不用管哪位，我只做你心里那位，""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在宿舍睡觉""}, {""sex"": ""1"", ""content"": ""那你介意，我和你一起睡吗。""}, {""sex"": ""1"", ""content"": ""睡什么觉，起来嗨啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说行不行""}, {""sex"": ""1"", ""content"": ""难道在小仙女面前还有什么是不行的吗？""}, {""sex"": ""1"", ""content"": ""行啊，那必须行。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""麻麻说主动打招呼的会成为未来的好儿媳""}, {""sex"": ""1"", ""content"": ""你麻麻和我麻麻说的一样也""}, {""sex"": ""1"", ""content"": ""以后你就是我的哦好媳妇了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""美好的一天从早上开始""}, {""sex"": ""1"", ""content"": ""从仙女的问候开始!""}, {""sex"": ""1"", ""content"": ""本来不是那么美好的，直到你跟我打招呼为止……""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会因为什么喜欢上一个人？""}, {""sex"": ""1"", ""content"": ""喜欢是没有办法说清楚的吧，我也不知道我会因为什么喜欢上一个人。""}, {""sex"": ""1"", ""content"": ""我会因为你是你而喜欢上你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我再给你一次机会""}, {""sex"": ""1"", ""content"": ""这机会可真的太难得了。""}, {""sex"": ""1"", ""content"": ""放心吧，我会好好珍惜这个机会的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你相信一见钟情还是日久生情""}, {""sex"": ""1"", ""content"": ""我相信你。""}, {""sex"": ""1"", ""content"": ""只要是你，一见钟情还是日久生情都可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就想一个人""}, {""sex"": ""1"", ""content"": ""没事，我在你旁边不说话的。""}, {""sex"": ""1"", ""content"": ""但是有时候我不愿意让你一个人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你需要休息""}, {""sex"": ""1"", ""content"": ""我需要在你怀里休息。""}, {""sex"": ""1"", ""content"": ""你亲我一下比休息还管用。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""习惯了都""}, {""sex"": ""1"", ""content"": ""我想让你习惯有我的生活。""}, {""sex"": ""1"", ""content"": ""想被你养成一种习惯。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么习惯""}, {""sex"": ""1"", ""content"": ""每天想我一百遍就可以习惯了。""}, {""sex"": ""1"", ""content"": ""每天重复自然而然就习惯了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋啦宝贝""}, {""sex"": ""1"", ""content"": ""想宝贝了，想抱抱宝贝你""}, {""sex"": ""1"", ""content"": ""宝贝好想小仙女呀，想去找你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不开玩笑好吗""}, {""sex"": ""1"", ""content"": ""好好好，那我不开玩笑了，我严肃一点。""}, {""sex"": ""1"", ""content"": ""偶尔开个玩笑活跃一下气氛嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的笑点好像有点低""}, {""sex"": ""1"", ""content"": ""因为爱笑的人运气都很好。""}, {""sex"": ""1"", ""content"": ""遇见你就不自觉的嘴角上扬了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你相信网恋吗？""}, {""sex"": ""1"", ""content"": ""我不相信网恋，我只相信你。""}, {""sex"": ""1"", ""content"": ""之前不相信，现在相信了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没时间去""}, {""sex"": ""1"", ""content"": ""果然仙女都很忙啊，忙得都没有时间。""}, {""sex"": ""1"", ""content"": ""那等你有时间了我们再去。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""甜到心里""}, {""sex"": ""1"", ""content"": ""我想让你一辈子都觉得心里甜甜的。""}, {""sex"": ""1"", ""content"": ""那你亲我一下，让我也感受一下甜甜的滋味。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加了微信怎么开场""}, {""sex"": ""1"", ""content"": ""加了微信要带我回家吗""}, {""sex"": ""1"", ""content"": ""你好，我做微商的，卖男朋友的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如何加微信""}, {""sex"": ""1"", ""content"": ""有朋自远方来，请问微信多少？""}, {""sex"": ""1"", ""content"": ""我想让别人知道我遇到了天使，所以给个微信？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""北京烤鸭""}, {""sex"": ""1"", ""content"": ""好久没吃北京烤鸭了，你是不是要请我吃？""}, {""sex"": ""1"", ""content"": ""我隐约闻到了烤鸭的香味。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""圈子小""}, {""sex"": ""1"", ""content"": ""我可以成为你小圈子里的一员吗？""}, {""sex"": ""1"", ""content"": ""圈子小才好，没有混乱的关系。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不知道鸭""}, {""sex"": ""1"", ""content"": ""那你亲我一下，我来告诉你鸭。""}, {""sex"": ""1"", ""content"": ""系不系傻，这都不知道。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈个几段恋爱""}, {""sex"": ""1"", ""content"": ""无论有几段恋爱，我现在只喜欢你。""}, {""sex"": ""1"", ""content"": ""怎么想了解一下你的前几位是怎么被我喜欢的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""王者段位""}, {""sex"": ""1"", ""content"": ""看来小仙女的实力不容小觑啊。""}, {""sex"": ""1"", ""content"": ""厉害厉害，小仙女快带我上分。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""退下吧小德子""}, {""sex"": ""1"", ""content"": ""好的，娘娘""}, {""sex"": ""1"", ""content"": ""成功变成小德子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猫可爱""}, {""sex"": ""1"", ""content"": ""猫再可爱，也没有你可爱。""}, {""sex"": ""1"", ""content"": ""我想养你这只小懒猫。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""吃干醋""}, {""sex"": ""1"", ""content"": ""要不我再给你来盘饺子？""}, {""sex"": ""1"", ""content"": ""饺子配醋，绝配！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你为什么喜欢我？""}, {""sex"": ""1"", ""content"": ""喜欢的理由太多，一辈子都说不完""}, {""sex"": ""1"", ""content"": ""喜欢你的感觉就像呼吸一样，本能""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""肚子又不舒服""}, {""sex"": ""1"", ""content"": ""我陪你去医院看看吧。""}, {""sex"": ""1"", ""content"": ""以后还是让我来照顾你好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我脖子疼""}, {""sex"": ""1"", ""content"": ""是不是落枕了，我给你捏捏""}, {""sex"": ""1"", ""content"": ""不要梦里都在偷看我，能不脖子疼吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你对女生的星座有要求么？""}, {""sex"": ""1"", ""content"": ""只要是你，什么星座都可以啊。""}, {""sex"": ""1"", ""content"": ""只要我喜欢啥星座都没问题。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""就胆子小""}, {""sex"": ""1"", ""content"": ""我胆子大我一定会照顾好你的。""}, {""sex"": ""1"", ""content"": ""正好我的胆子大，很配啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空吗？""}, {""sex"": ""1"", ""content"": ""现在空着呐，你呢？""}, {""sex"": ""1"", ""content"": ""你看我对你什么时候你没空过""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""陌陌开场白""}, {""sex"": ""1"", ""content"": ""哈哈，捕捉到一枚小仙女……""}, {""sex"": ""1"", ""content"": ""你好，我叫黑马王子，本来是白马的，被你的光芒掩盖了。""}, {""sex"": ""1"", ""content"": ""陛下，臣有事要奏。""}, {""sex"": ""1"", ""content"": ""请原谅我控制不住的翻了你的牌子。""}, {""sex"": ""1"", ""content"": ""喂！你还记得大明湖畔的夏雨荷么？""}, {""sex"": ""1"", ""content"": ""你这样的女孩子并不适合上陌陌。  因为你气质折么好，在这里肯定会被骚扰。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你来保护我""}, {""sex"": ""1"", ""content"": ""我一定会好好保护你的。""}, {""sex"": ""1"", ""content"": ""你就在我的保护下好好生活吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好生气呀""}, {""sex"": ""1"", ""content"": ""生气的时候还能这么可爱，真的是太厉害了。""}, {""sex"": ""1"", ""content"": ""不生气不生气，生气的仙女容易变不好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好，午好""}, {""sex"": ""1"", ""content"": ""午好！小仙女中午也好精神呢""}, {""sex"": ""1"", ""content"": ""午好！好想跟小仙女一起吃一顿香香的午饭呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉还好""}, {""sex"": ""1"", ""content"": ""看来我还得努力努力，让你感觉更好""}, {""sex"": ""1"", ""content"": ""只是还好而已，说明你并不满意""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好晚安""}, {""sex"": ""1"", ""content"": ""晚安，你好。""}, {""sex"": ""1"", ""content"": ""晚安，希望我能在明天早点和你说“你好”。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""帅哥晚上好""}, {""sex"": ""1"", ""content"": ""感觉你开启了我美妙的夜晚。""}, {""sex"": ""1"", ""content"": ""小仙女晚上好，知道我一直在等你吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没照顾好自己""}, {""sex"": ""1"", ""content"": ""既然你照顾不好自己，那就让我来照顾你吧。""}, {""sex"": ""1"", ""content"": ""我照顾不好自己，所以需要你来照顾我啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自己照顾自己""}, {""sex"": ""1"", ""content"": ""有个人来照顾你岂不是更好""}, {""sex"": ""1"", ""content"": ""我照顾不好自己，你能不能来照顾我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好的嘛""}, {""sex"": ""1"", ""content"": ""好就好，还撒娇呢。""}, {""sex"": ""1"", ""content"": ""不准你在别人面前这么可爱，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午好。""}, {""sex"": ""1"", ""content"": ""一到下午就昏昏欲睡。""}, {""sex"": ""1"", ""content"": ""小仙女下午好，有没有好好休息一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好鸭""}, {""sex"": ""1"", ""content"": ""都中午了才给我打招呼，生气""}, {""sex"": ""1"", ""content"": ""中午好，如果能看见你会更好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问问嘛""}, {""sex"": ""1"", ""content"": ""好嘛，小仙女问的我都会回答的。""}, {""sex"": ""1"", ""content"": ""这么想知道关于我的事呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近天气不好""}, {""sex"": ""1"", ""content"": ""天气不好的时候想想我，心情就会变好了""}, {""sex"": ""1"", ""content"": ""是啊，我还是喜欢阳光明媚的好天气""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个人好帅""}, {""sex"": ""1"", ""content"": ""帅能当饭吃吗！""}, {""sex"": ""1"", ""content"": ""和我一样帅嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好帅的小哥哥""}, {""sex"": ""1"", ""content"": ""那你想不想拥有好帅的男朋友？""}, {""sex"": ""1"", ""content"": ""谢谢可爱小姐姐的夸奖。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好奇心重""}, {""sex"": ""1"", ""content"": ""还好好奇心害死的是猫而不是你。""}, {""sex"": ""1"", ""content"": ""我对你也挺好奇的，我很好奇你什么时候才会喜欢我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个人好奇怪""}, {""sex"": ""1"", ""content"": ""还好吧，我也就是一点点奇怪的啦。""}, {""sex"": ""1"", ""content"": ""奇怪吗？我觉得我很正常啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感谢大家""}, {""sex"": ""1"", ""content"": ""大家就不用谢了，谢我就可以""}, {""sex"": ""1"", ""content"": ""难道你最需要感谢的人不应该是我吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还是家好""}, {""sex"": ""1"", ""content"": ""家可是最温暖的港湾。""}, {""sex"": ""1"", ""content"": ""希望以后我们能共同拥有一个能让你觉得真好的家。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好可爱。""}, {""sex"": ""1"", ""content"": ""我更希望你是说我好帅好酷。""}, {""sex"": ""1"", ""content"": ""再怎么可爱也没有你可爱呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是的吖""}, {""sex"": ""1"", ""content"": ""我被你的可爱电波击倒了。""}, {""sex"": ""1"", ""content"": ""我要是突然亲你一口你千万别被吓到，那是因为我实在忍不住了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""您哪位""}, {""sex"": ""1"", ""content"": ""当然是你心上那位。""}, {""sex"": ""1"", ""content"": ""想不到你这么重视我，已经把我放在你心上了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""拍不好看""}, {""sex"": ""1"", ""content"": ""但是我觉得你的样子还是很好看的呀。""}, {""sex"": ""1"", ""content"": ""怎么会不好看呢，你啥时候不好看了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好开心鸭""}, {""sex"": ""1"", ""content"": ""开心就好，我会让你开心一辈子的""}, {""sex"": ""1"", ""content"": ""开心的时候应该分享，比如亲我一下""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去看其他小姐姐吧""}, {""sex"": ""1"", ""content"": ""你不就是我的小姐姐吗？""}, {""sex"": ""1"", ""content"": ""不好意思，我就认定你了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你太可爱了叭""}, {""sex"": ""1"", ""content"": ""这都是被你传染的。""}, {""sex"": ""1"", ""content"": ""这可爱说的我有点怪怪的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""辛苦辛苦了""}, {""sex"": ""1"", ""content"": ""你是我奋斗的动力。""}, {""sex"": ""1"", ""content"": ""一想到你，我觉得所有辛苦都是幸福。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""去你妹的""}, {""sex"": ""1"", ""content"": ""温柔温柔，女孩子说粗话可不好看""}, {""sex"": ""1"", ""content"": ""我没有妹妹呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺好的。""}, {""sex"": ""1"", ""content"": ""要是有你在的话应该会更好吧。""}, {""sex"": ""1"", ""content"": ""看来我还需要继续努力，想听见你说很好需要做到什么程度？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""老说实话""}, {""sex"": ""1"", ""content"": ""我这样的老实人肯定说的都是实话啊。""}, {""sex"": ""1"", ""content"": ""在仙女面前怎么可以乱说假话呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你乱说""}, {""sex"": ""1"", ""content"": ""我喜欢你，这是乱说的吗！""}, {""sex"": ""1"", ""content"": ""我说的明明就句句实话。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我能说啥？""}, {""sex"": ""1"", ""content"": ""你想要说啥都是可以的。""}, {""sex"": ""1"", ""content"": ""把你的心里话说出来！赶紧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会说话哦""}, {""sex"": ""1"", ""content"": ""碰到会说话的人我就会说话了""}, {""sex"": ""1"", ""content"": ""可能这个嘴巴遇到了自己喜欢的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""啥事你说""}, {""sex"": ""1"", ""content"": ""这是大事，你可要认真听了。""}, {""sex"": ""1"", ""content"": ""也没什么事，就是想你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""和我说说话""}, {""sex"": ""1"", ""content"": ""好，想说多久我都陪你说""}, {""sex"": ""1"", ""content"": ""我一直都在呢，只要你需要我，我随时都会出现""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥太会说话了""}, {""sex"": ""1"", ""content"": ""我只说给你这么好看的小姐姐听。""}, {""sex"": ""1"", ""content"": ""那你喜欢我这么会说话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""心情不好不想说话""}, {""sex"": ""1"", ""content"": ""没事，我陪着你一起不说话。""}, {""sex"": ""1"", ""content"": ""你不说话的时候没想到还挺好啊看的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不然我怎么说呢？""}, {""sex"": ""1"", ""content"": ""你摸着你的心对着我说吧！""}, {""sex"": ""1"", ""content"": ""你说什么我都听着，说吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么说话呢[捂脸]""}, {""sex"": ""1"", ""content"": ""当然是你喜欢听什么我就说什么啦。""}, {""sex"": ""1"", ""content"": ""我说的都是实话呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你谈过吗""}, {""sex"": ""1"", ""content"": ""遇到你之前，她们都是过客匆匆""}, {""sex"": ""1"", ""content"": ""你不准备让我谈一下吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""交个朋友""}, {""sex"": ""1"", ""content"": ""一个知己朋友 胜过一百个 泛泛之交""}, {""sex"": ""1"", ""content"": ""不谈感情不论现实的那种？""}, {""sex"": ""1"", ""content"": ""你来了我就只有你一个朋友""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥啊""}, {""sex"": ""1"", ""content"": ""是不是又开始想我啦？""}, {""sex"": ""1"", ""content"": ""加个前缀，是喜欢你的小哥哥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个好好玩""}, {""sex"": ""1"", ""content"": ""被我发现你贪玩的本质了吧。""}, {""sex"": ""1"", ""content"": ""那我们一起来玩玩吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""转移话题。""}, {""sex"": ""1"", ""content"": ""这么生硬地转移话题真的好吗？""}, {""sex"": ""1"", ""content"": ""那你想转移到哪方面？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给个备注哦""}, {""sex"": ""1"", ""content"": ""你就备注小帅哥就好啦""}, {""sex"": ""1"", ""content"": ""你竟然不知道我的名字""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一个字，累""}, {""sex"": ""1"", ""content"": ""一个办法，到我怀里来休息休息。""}, {""sex"": ""1"", ""content"": ""别总是把自己弄得这么累，把身体累垮了可就得不偿失了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我有点憨""}, {""sex"": ""1"", ""content"": ""憨憨的女孩子最可爱了""}, {""sex"": ""1"", ""content"": ""不会呀，我觉得小仙女挺聪明的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""发个照片过来看看""}, {""sex"": ""1"", ""content"": ""照片有啥好看的啊，还不如看我本人呢。""}, {""sex"": ""1"", ""content"": ""这都是照骗的啦，没啥好看的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有空过来""}, {""sex"": ""1"", ""content"": ""好啊，我现在不就是有空吗。""}, {""sex"": ""1"", ""content"": ""那我过来了，你要不要安排一下？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩女朋友""}, {""sex"": ""1"", ""content"": ""我只想把你撩成我的女朋友。""}, {""sex"": ""1"", ""content"": ""你要是做我女朋友的话，天天撩得你心花怒放。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""找个女朋友就可以""}, {""sex"": ""1"", ""content"": ""你不就是我找的女朋友吗。""}, {""sex"": ""1"", ""content"": ""女朋友找你，我喜欢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我重要过吗""}, {""sex"": ""1"", ""content"": ""傻瓜，你在我心里一直是最最重要的啊。""}, {""sex"": ""1"", ""content"": ""很重要很重要，不许你怀疑自己的重要性。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""车技""}, {""sex"": ""1"", ""content"": ""你这是开往幼儿园的车吧。""}, {""sex"": ""1"", ""content"": ""你车技不行，让我来带你吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会嘛""}, {""sex"": ""1"", ""content"": ""好~小仙女说不会就是不会。""}, {""sex"": ""1"", ""content"": ""不会没关系，我可以教你呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""开班会""}, {""sex"": ""1"", ""content"": ""有没有特别的事要跟我分享呀？""}, {""sex"": ""1"", ""content"": ""以前每周一次的班会，现在好想也没有太特别的印象了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会有吗""}, {""sex"": ""1"", ""content"": ""肯定会有的，你要相信自己。""}, {""sex"": ""1"", ""content"": ""有啊，没有我也会给你变出来一个的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有机会试试""}, {""sex"": ""1"", ""content"": ""小仙女放心，肯定有机会的。""}, {""sex"": ""1"", ""content"": ""嗯呢，肯定不会让你失望的。""}], ""lock"": 1}"
