"{""chat"": [{""sex"": ""1"", ""content"": ""你好，请问下一站到是哪里？""}, {""sex"": ""2"", ""content"": ""哦……人民广场。""}, {""sex"": ""1"", ""content"": ""谢谢，你真是个好人，可以把你的电话号码告诉我吗？""}, {""sex"": ""2"", ""content"": ""嗯，要我电话号码做什么？""}, {""sex"": ""1"", ""content"": ""呵呵，其实我是想以后问时间的时候可以打电话问你啦，难得遇到你这样的好人""}, {""sex"": ""2"", ""content"": ""呵呵，你还真好玩。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好我不好""}, {""sex"": ""1"", ""content"": ""哪里不好，可以跟我说说哦""}, {""sex"": ""1"", ""content"": ""所以我来让你变好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一起啊""}, {""sex"": ""1"", ""content"": ""扔掉你的狗粮，给你一颗缠绵的棒棒糖""}, {""sex"": ""1"", ""content"": ""亲爱的，其实你上辈子也这么问过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等下啊""}, {""sex"": ""1"", ""content"": ""等你多久都可以。""}, {""sex"": ""1"", ""content"": ""嗯嗯，我就在这乖乖等你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""冷的一批""}, {""sex"": ""1"", ""content"": ""把我放进心里，我来温暖你。""}, {""sex"": ""1"", ""content"": ""天气冷就要多穿点，别让自己冷到了，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""自恋了哈""}, {""sex"": ""1"", ""content"": ""这辈子谈过最长的恋爱就是自恋，没有情敌，没有吵架。""}, {""sex"": ""1"", ""content"": ""自恋就是我位数不多的缺点了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我尽量吧""}, {""sex"": ""1"", ""content"": ""不能是尽量，要必须！""}, {""sex"": ""1"", ""content"": ""尽量做好我的女朋友。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚睡了一会儿""}, {""sex"": ""1"", ""content"": ""睡醒了现在是不是精神焕发。""}, {""sex"": ""1"", ""content"": ""睡饱了嘛，会不会还犯困呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""给你生孩子""}, {""sex"": ""1"", ""content"": ""生一群孩纸！""}, {""sex"": ""1"", ""content"": ""做我的妻子给我生猴子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生孩子痛""}, {""sex"": ""1"", ""content"": ""那你想生孩子吗？""}, {""sex"": ""1"", ""content"": ""对不起，让你辛苦了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""傻子说谁""}, {""sex"": ""1"", ""content"": ""我说傻子呢。""}, {""sex"": ""1"", ""content"": ""傻瓜说傻子呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""呵呵    傻子""}, {""sex"": ""1"", ""content"": ""傻子一看着你就容易傻笑。""}, {""sex"": ""1"", ""content"": ""做你一个人的傻子，不是挺好的吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""信星座""}, {""sex"": ""1"", ""content"": ""我不信星座，我只信你。""}, {""sex"": ""1"", ""content"": ""那我们的星座契合度一定很高。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""猫奴""}, {""sex"": ""1"", ""content"": ""有机会一起撸猫呀。""}, {""sex"": ""1"", ""content"": ""你不觉得猫咪很可爱嘛？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我喜欢吃醋""}, {""sex"": ""1"", ""content"": ""那需要我给你来盘饺子吗？""}, {""sex"": ""1"", ""content"": ""没想到你吃醋的样子还能这么好看啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我鼻子疼""}, {""sex"": ""1"", ""content"": ""是不是不小心磕到鼻子了，我小仙女漂亮的鼻子怎么能受伤呢？""}, {""sex"": ""1"", ""content"": ""我帮你呼呼好不好，呼呼一下就不疼了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为啥呀？""}, {""sex"": ""1"", ""content"": ""因为所以科学道理，知道不""}, {""sex"": ""1"", ""content"": ""你真是个十万个为什么啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早安。搞笑的句子。""}, {""sex"": ""1"", ""content"": ""只想牵你的手一生不放开，只怕一松手，你就去买买买。""}, {""sex"": ""1"", ""content"": ""你知道吗，甜言蜜语听多了会得糖尿病的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你真是搞笑""}, {""sex"": ""1"", ""content"": ""为了让你笑，我才这么搞笑的。""}, {""sex"": ""1"", ""content"": ""你应该说我很幽默才对。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是来搞笑的吧""}, {""sex"": ""1"", ""content"": ""我不是来搞笑的，我是来让你开心的""}, {""sex"": ""1"", ""content"": ""那也得看你笑不笑啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""皮痒求锤""}, {""sex"": ""1"", ""content"": ""那不行，我可是懂得怜香惜玉的人。""}, {""sex"": ""1"", ""content"": ""捶你不行，帮你挠挠痒还可以。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""能干嘛？""}, {""sex"": ""1"", ""content"": ""只要你想总是可以想到你要干嘛的。""}, {""sex"": ""1"", ""content"": ""你不准备干点什么吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是当然的""}, {""sex"": ""1"", ""content"": ""就喜欢你这钟有自信的样子""}, {""sex"": ""1"", ""content"": ""对你的好都是我的理所当然""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我肚子又开始疼了""}, {""sex"": ""1"", ""content"": ""怎么又肚子疼呢？你总是让我这么担心。""}, {""sex"": ""1"", ""content"": ""好想马上把你抱在怀里揉揉你的肚子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我馋了""}, {""sex"": ""1"", ""content"": ""你这只小馋猫，满脑子都是吃的呀。""}, {""sex"": ""1"", ""content"": ""想吃什么我都带你去吃，好不好？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""人家害羞啊""}, {""sex"": ""1"", ""content"": ""我还真的很期待你害羞的样子。""}, {""sex"": ""1"", ""content"": ""女生和喜欢的男生聊天都会害羞的，我懂。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的没生气""}, {""sex"": ""1"", ""content"": ""我明明感觉到你情绪不对，为什么还骗我？""}, {""sex"": ""1"", ""content"": ""没生气就好，你要是生气了一定要告诉我知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉真好""}, {""sex"": ""1"", ""content"": ""我也觉得有你真好""}, {""sex"": ""1"", ""content"": ""希望这么美好的感觉能够一直一直持续下去""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活好""}, {""sex"": ""1"", ""content"": ""我会让你的生活更好的哦""}, {""sex"": ""1"", ""content"": ""好好生活才不算辜负自己啊""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很好听""}, {""sex"": ""1"", ""content"": ""有机会的话，在你身边说给你听。""}, {""sex"": ""1"", ""content"": ""谢谢小仙女的夸奖，我很开心。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚好吖""}, {""sex"": ""1"", ""content"": ""又是美好的夜生活来临了""}, {""sex"": ""1"", ""content"": ""晚上有什么安排吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚上好啊""}, {""sex"": ""1"", ""content"": ""好是好，有你就更好了""}, {""sex"": ""1"", ""content"": ""不好啊，我还在等你一起吃饭呢""}, {""sex"": ""1"", ""content"": ""晚上哪好了，每晚都想你到天明""}, {""sex"": ""1"", ""content"": ""月夜当空，不如一起饭后散个步？""}, {""sex"": ""1"", ""content"": ""这么乖，是不是想我了？""}, {""sex"": ""1"", ""content"": ""你陪着我就更好了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午好啊""}, {""sex"": ""1"", ""content"": ""都中午了才给我打招呼，生气""}, {""sex"": ""1"", ""content"": ""有你的中午才叫好""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""运气好差""}, {""sex"": ""1"", ""content"": ""要不我把我的运气分你点好了？！""}, {""sex"": ""1"", ""content"": ""要不我们去庙里拜一拜，看看转不转运？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""变帅了你""}, {""sex"": ""1"", ""content"": ""本来就很帅的好不好。""}, {""sex"": ""1"", ""content"": ""是不是你喜欢上的帅呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在上班""}, {""sex"": ""1"", ""content"": ""上班好啊。""}, {""sex"": ""2"", ""content"": ""什么？""}, {""sex"": ""1"", ""content"": ""上班就可以偷偷想我了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你困没""}, {""sex"": ""1"", ""content"": ""你都还没困，我怎么会困呢。""}, {""sex"": ""1"", ""content"": ""有你在的时候我精神百倍好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怕吖""}, {""sex"": ""1"", ""content"": ""到我怀里来，我为你遮风挡雨。""}, {""sex"": ""1"", ""content"": ""不用怕，我不是在你身边嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不会离开我？""}, {""sex"": ""1"", ""content"": ""说到做到，不会离开你！""}, {""sex"": ""1"", ""content"": ""我不知道自己离开你以后要怎么生活。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""照片好看还是本人好看""}, {""sex"": ""1"", ""content"": ""照片好看，本人比照片更好看。""}, {""sex"": ""1"", ""content"": ""那你得出来让我见一见才行呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚刚洗脸""}, {""sex"": ""1"", ""content"": ""你小心不要把自己的美丽给洗没了。""}, {""sex"": ""1"", ""content"": ""你是想让我看你素颜，然后让我负责？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好( ^_^)／""}, {""sex"": ""1"", ""content"": ""小仙女这么早就起来喝露水了？""}, {""sex"": ""1"", ""content"": ""给我的女王大人请个早安。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哈喽你好呀""}, {""sex"": ""1"", ""content"": ""有你在我的身边，才更好呀。""}, {""sex"": ""1"", ""content"": ""我的小可爱你终于上线啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""晚安，好梦""}, {""sex"": ""1"", ""content"": ""我想梦见你，然后抱抱你。""}, {""sex"": ""1"", ""content"": ""迫不及待想在梦里再见到你了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我在梦里""}, {""sex"": ""1"", ""content"": ""那你的梦我能加入吗？""}, {""sex"": ""1"", ""content"": ""这梦感觉是一场好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近过得好吗？""}, {""sex"": ""1"", ""content"": ""没有你在我怎么可能过得好？""}, {""sex"": ""1"", ""content"": ""谢谢小仙女关心，我最近过得挺好的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你最好看了""}, {""sex"": ""1"", ""content"": ""嘴巴这么甜，是想干嘛呀。""}, {""sex"": ""1"", ""content"": ""再好看都是你的是不是""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你想咋滴""}, {""sex"": ""1"", ""content"": ""我想亲你抱你这样那样。""}, {""sex"": ""1"", ""content"": ""要是我想咋滴就能咋滴那该多好啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你在干嘛勒""}, {""sex"": ""1"", ""content"": ""和我妈未来的儿媳妇聊天呢。""}, {""sex"": ""1"", ""content"": ""正在回复一个漂亮小姐姐。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你也太可爱了叭""}, {""sex"": ""1"", ""content"": ""才能跟可爱的你一起可爱呀。""}, {""sex"": ""1"", ""content"": ""是因为跟你在一起才变得这么可爱的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""挺辛苦""}, {""sex"": ""1"", ""content"": ""是啊，不辛苦都对不起自己了。""}, {""sex"": ""1"", ""content"": ""为了让未来更好，辛苦点也是值得。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作辛苦啦""}, {""sex"": ""1"", ""content"": ""想想你我就觉得什么辛苦都消散了""}, {""sex"": ""1"", ""content"": ""辛苦归辛苦，但为了未来努力一切都是值得的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""说反了吧""}, {""sex"": ""1"", ""content"": ""我这人说话向来严谨，怎么可能说反。""}, {""sex"": ""1"", ""content"": ""没说反，不用怀疑。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在有事""}, {""sex"": ""1"", ""content"": ""有事没事我就是想骚扰你一下""}, {""sex"": ""1"", ""content"": ""没事就不能找我喜欢的女孩子说说话吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话说的好听""}, {""sex"": ""1"", ""content"": ""那也得看是对谁说的呀。""}, {""sex"": ""1"", ""content"": ""好听话当然得说给好看的人了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这个话骗人""}, {""sex"": ""1"", ""content"": ""没有啊，这句话只是骗你而已。""}, {""sex"": ""1"", ""content"": ""把你骗你回家好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你个猪八戒""}, {""sex"": ""1"", ""content"": ""你信不信我给你来个猪八戒背媳妇儿。""}, {""sex"": ""1"", ""content"": ""你见过这么帅的猪八戒吗。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谈过几次恋爱""}, {""sex"": ""1"", ""content"": ""我觉得谈过几次不重要，重要的是珍惜现在。""}, {""sex"": ""1"", ""content"": ""谈过两次，不过我有预感，你会是我谈的最后一次。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""直男真好""}, {""sex"": ""1"", ""content"": ""直男总比渣男好呀。""}, {""sex"": ""1"", ""content"": ""直男的快乐，你不懂。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你找我有什么事""}, {""sex"": ""1"", ""content"": ""我找你主要是因为,没什么事了所以找你!""}, {""sex"": ""1"", ""content"": ""我找你主要没什么事，就是觉得你可能想我了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥爆照""}, {""sex"": ""1"", ""content"": ""你都没为我拍照，哪来的照呀？""}, {""sex"": ""1"", ""content"": ""照片没有生命力，我想让你亲眼见到我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你哪个哦""}, {""sex"": ""1"", ""content"": ""我是喜欢你的那个。""}, {""sex"": ""1"", ""content"": ""想我这么独特的就我这么一个好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""话题转换""}, {""sex"": ""1"", ""content"": ""你为什么要逃避这个话题？是不是心虚了？""}, {""sex"": ""1"", ""content"": ""那换到我们的恋爱问题上吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""备注一下吧""}, {""sex"": ""1"", ""content"": ""那我就给你备注小仙女好了。""}, {""sex"": ""1"", ""content"": ""我觉得什么备注都不如你的名字动听。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不喜欢要别人的东西""}, {""sex"": ""1"", ""content"": ""我又不是别人，反正早晚是一家人。""}, {""sex"": ""1"", ""content"": ""别人的东西可以不要，但我的东西你必须收下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有见过面""}, {""sex"": ""1"", ""content"": ""那我觉得，我们可以来见一面了""}, {""sex"": ""1"", ""content"": ""现在见一面应该不算迟吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都没见面""}, {""sex"": ""1"", ""content"": ""谁说的！明明在梦里就已经见过了。""}, {""sex"": ""1"", ""content"": ""我对你的喜欢不用见面就已经出现了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么危险""}, {""sex"": ""1"", ""content"": ""我对你的心思不单纯了。""}, {""sex"": ""1"", ""content"": ""不管是什么危险，有我在，就一定会好好保护你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""她不爱我""}, {""sex"": ""1"", ""content"": ""既然知道她不爱你你就该放手了，因为爱你的人有很多，只是你没有发现。""}, {""sex"": ""1"", ""content"": ""爱情是不能勉强的，你总会遇到一个视你如命的爱人的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""也许会吧""}, {""sex"": ""1"", ""content"": ""会就会不会就不会，也许会吧是什么意思嘛。""}, {""sex"": ""1"", ""content"": ""你就不能给我一个确切的答案吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""以身相许？""}, {""sex"": ""1"", ""content"": ""你这么好肯定得以身相许啦。""}, {""sex"": ""1"", ""content"": ""我许一你生，你愿我一世。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有多重要？""}, {""sex"": ""1"", ""content"": ""除了性命之外，就属你最重要了。""}, {""sex"": ""1"", ""content"": ""心里全是你，哪能不重要啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这么会说话的呀""}, {""sex"": ""1"", ""content"": ""可能是因为这张嘴遇到喜欢的人了吧。""}, {""sex"": ""1"", ""content"": ""不知道怎么的碰到你就这么会说话了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是坏蛋""}, {""sex"": ""1"", ""content"": ""做你一个人的坏蛋不好吗？""}, {""sex"": ""1"", ""content"": ""男人不坏 女人不爱""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""命中缺你""}, {""sex"": ""1"", ""content"": ""你是不是找人给我算过啊。""}, {""sex"": ""1"", ""content"": ""那你这命有点缺啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""现实的社会""}, {""sex"": ""1"", ""content"": ""毕竟要有梦想的存在也是很难的一件事啊。""}, {""sex"": ""1"", ""content"": ""不现实怎么叫做社会呢 。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""又开会""}, {""sex"": ""1"", ""content"": ""没办法，老板就是喜欢开会啊。""}, {""sex"": ""1"", ""content"": ""没关系，开会的时候我偷偷给你发消息。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""每天开会""}, {""sex"": ""1"", ""content"": ""看来你们领导很尽心尽职啊。""}, {""sex"": ""1"", ""content"": ""每天都要开肯定很累吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那以后你会离开我吗？""}, {""sex"": ""1"", ""content"": ""你觉得我会离开你吗？""}, {""sex"": ""1"", ""content"": ""我相信，我一定不会离开你的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""约会时间""}, {""sex"": ""1"", ""content"": ""时间你定，我肯定准时赴约。""}, {""sex"": ""1"", ""content"": ""你觉得周六晚上八点可以吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我也睡会""}, {""sex"": ""1"", ""content"": ""那我们就梦里见。""}, {""sex"": ""1"", ""content"": ""有我的想念，你能睡的安稳。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""有毒。""}, {""sex"": ""1"", ""content"": ""我安装了最新版杀毒程序，刚查杀过，放心""}, {""sex"": ""1"", ""content"": ""我中了你爱情的毒药""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会说了""}, {""sex"": ""1"", ""content"": ""不要紧张，我知道我很帅的。""}, {""sex"": ""1"", ""content"": ""说呗，我又不会吃了你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生理期啊""}, {""sex"": ""1"", ""content"": ""生理期一定很不舒服吧，会不会肚子疼？""}, {""sex"": ""1"", ""content"": ""那你可不能乱跑，也不能乱吃东西，知道吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""算你会说话""}, {""sex"": ""1"", ""content"": ""必须的，也不看是对谁说的。""}, {""sex"": ""1"", ""content"": ""这儿会说话也没来个奖励啥的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你可真会说啊""}, {""sex"": ""1"", ""content"": ""那也没有把你给说动心啊。""}, {""sex"": ""1"", ""content"": ""说一说心里话我觉得我还是可以的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我还要再睡会""}, {""sex"": ""1"", ""content"": ""你这睡觉的能力有点高效啊。""}, {""sex"": ""1"", ""content"": ""你昨天晚上是不是偷偷出去玩了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""迟到的礼物""}, {""sex"": ""1"", ""content"": ""虽然迟到了但还是收到啦，我很开心""}, {""sex"": ""1"", ""content"": ""谢谢你的礼物呀，我没想到你会这么用心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""还挺会""}, {""sex"": ""1"", ""content"": ""还行吧，也就是撩你的时候才能这么会。""}, {""sex"": ""1"", ""content"": ""难道你不希望我这么会吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会失望""}, {""sex"": ""1"", ""content"": ""失望的前提不是有希望吗！""}, {""sex"": ""1"", ""content"": ""如果你都不去试试怎么知道是失望呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""让我失望了""}, {""sex"": ""1"", ""content"": ""对不起，让你失望了。""}, {""sex"": ""1"", ""content"": ""那我能用什么方式让你不失望呢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么会撩么""}, {""sex"": ""1"", ""content"": ""我从不轻易撩，除非我喜欢。""}, {""sex"": ""1"", ""content"": ""碰到自己喜欢的女孩子，我不想当路人甲。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你消失吧""}, {""sex"": ""1"", ""content"": ""不行，我怎么能消失，你找不到我会着急的。""}, {""sex"": ""1"", ""content"": ""我要是消失了，你就该哭了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""躺在你怀里""}, {""sex"": ""1"", ""content"": ""是不是又温暖又舒服？""}, {""sex"": ""1"", ""content"": ""你要是喜欢，就让你躺一辈子。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""剪指甲""}, {""sex"": ""1"", ""content"": ""我能做那个为你剪指甲的男人吗？""}, {""sex"": ""1"", ""content"": ""勤剪指甲，真是爱干净的小仙女。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这会不忙？""}, {""sex"": ""1"", ""content"": ""忙里偷闲呗""}, {""sex"": ""1"", ""content"": ""忙也要休息呀""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你忙不忙""}, {""sex"": ""1"", ""content"": ""忙啊，忙着为我们的未来努力呢。""}, {""sex"": ""1"", ""content"": ""忙里偷闲看看你如何撩我""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这样啊""}, {""sex"": ""1"", ""content"": ""嗯嗯，这样可不是很好啊""}, {""sex"": ""1"", ""content"": ""恩，是这样没有错""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""宝宝困了""}, {""sex"": ""1"", ""content"": ""那宝宝快去睡觉，要睡香香。""}, {""sex"": ""1"", ""content"": ""想抱着宝宝睡觉。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""正在努力中""}, {""sex"": ""1"", ""content"": ""相信你的努力会被看到的。""}, {""sex"": ""1"", ""content"": ""正是因为你的努力，未来才会变好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我的眼睛里有你""}, {""sex"": ""1"", ""content"": ""难怪你的眼睛这么好看，原来是装着帅气的我。""}, {""sex"": ""1"", ""content"": ""你是眼里有我，我却是心里有你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""只能睡觉""}, {""sex"": ""1"", ""content"": ""除了睡觉都不能做其他的事吗，睡都睡累了吧。""}, {""sex"": ""1"", ""content"": ""除了睡觉还可以跟我聊聊天呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""睡觉吧不早了""}, {""sex"": ""1"", ""content"": ""要是能跟你一起睡觉，我肯定每天都早早睡。""}, {""sex"": ""1"", ""content"": ""你先睡吧，我准备一下进你梦里。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""搞对象不""}, {""sex"": ""1"", ""content"": ""巧了，我也是这么想的。""}, {""sex"": ""1"", ""content"": ""好啊，我正好想搞个对象呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我开始上班啦""}, {""sex"": ""1"", ""content"": ""嗯嗯，上班加油，我的宝贝最棒了。""}, {""sex"": ""1"", ""content"": ""好的呀，上班要想我哦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""头像是""}, {""sex"": ""1"", ""content"": ""这么好看的头像一看就知道是你本人""}, {""sex"": ""1"", ""content"": ""头像这么好看，害我总想跟你聊天""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生气吗""}, {""sex"": ""1"", ""content"": ""不生气，生气又不能解决什么问题。""}, {""sex"": ""1"", ""content"": ""生气干嘛，生气的时候很容易伤身体的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没雨伞""}, {""sex"": ""1"", ""content"": ""我来给你送伞，你不要淋雨。""}, {""sex"": ""1"", ""content"": ""傻瓜，以后出门要带雨伞知道不。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我觉得胖""}, {""sex"": ""1"", ""content"": ""胖点儿好啊，我喜欢你的地方就能多一圈。""}, {""sex"": ""1"", ""content"": ""女孩子对瘦永远是没有下限的吧。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""年龄呢""}, {""sex"": ""1"", ""content"": ""可以跟你谈恋爱的年龄。""}, {""sex"": ""1"", ""content"": ""不管什么年龄，我们都可以交朋友不是吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我就呵呵了""}, {""sex"": ""1"", ""content"": ""别呵了，我来呵护你就好了。""}, {""sex"": ""1"", ""content"": ""呵呵，口可口可，口渴口渴？我请你喝奶茶吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么想到我了""}, {""sex"": ""1"", ""content"": ""因为我脑子里都是你啊。""}, {""sex"": ""1"", ""content"": ""如果不想你的话还能想什么？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这么想我？""}, {""sex"": ""1"", ""content"": ""我不想你我还能干嘛。""}, {""sex"": ""1"", ""content"": ""我什么时候不想你了吗？""}], ""lock"": 1}"
