"{""chat"": [{""sex"": ""1"", ""content"": ""你好，我和朋友在讨论一个问题，我们都觉得自己说得对，想听听女孩的看法？""}, {""sex"": ""2"", ""content"": ""什么问题？""}, {""sex"": ""1"", ""content"": ""你觉得男人更爱撒谎还是女人更爱撒谎？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你休息一下""}, {""sex"": ""1"", ""content"": ""和你聊天就是最好的休息了。""}, {""sex"": ""1"", ""content"": ""还没和你聊够天呢，休息啥。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最近发现""}, {""sex"": ""1"", ""content"": ""发现我很喜欢你是不是，眼光不错。""}, {""sex"": ""1"", ""content"": ""发现我很合适做你男朋友？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那你相信吗""}, {""sex"": ""1"", ""content"": ""我貌似没有什么理由不去相信啊。""}, {""sex"": ""1"", ""content"": ""相信啊，我挺相信你的呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一年多了""}, {""sex"": ""1"", ""content"": ""没想到时间竟然过得这么快""}, {""sex"": ""1"", ""content"": ""希望未来的很多年我都能够一直陪着你""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的感觉""}, {""sex"": ""1"", ""content"": ""喜欢你的感觉""}, {""sex"": ""1"", ""content"": ""有时候男人的感觉挺准的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我认识你嘛""}, {""sex"": ""1"", ""content"": ""那我自我介绍一下，你好，我是你未来男朋友。""}, {""sex"": ""1"", ""content"": ""现在不就认识了嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""应该有点喜欢我吧""}, {""sex"": ""1"", ""content"": ""我不止是有点喜欢你，是很喜欢你。""}, {""sex"": ""1"", ""content"": ""你这么小看自己吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我想跟你在一起""}, {""sex"": ""1"", ""content"": ""做彼此的的小棉袄？""}, {""sex"": ""1"", ""content"": ""好巧啊，你想的和我一样""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""回眸""}, {""sex"": ""1"", ""content"": ""回眸一笑百媚生,莞尔一笑美倾城。""}, {""sex"": ""1"", ""content"": ""你知道自己这样会让我心动的吗？！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""等我呢""}, {""sex"": ""1"", ""content"": ""对呀，一直都在等你。""}, {""sex"": ""1"", ""content"": ""当然等你了，让我等这么久我得惩罚你一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你冷不冷""}, {""sex"": ""1"", ""content"": ""不冷啊，要暖你怎么可能要冷呢。""}, {""sex"": ""1"", ""content"": ""冷啊，让我抱抱暖下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡一会儿""}, {""sex"": ""1"", ""content"": ""睡吧~睡吧~我亲爱的宝贝~""}, {""sex"": ""1"", ""content"": ""嗯嗯，那小仙女快去眯一下。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好鸭""}, {""sex"": ""1"", ""content"": ""这是最近新出的玩具鸭吗？""}, {""sex"": ""2"", ""content"": ""不是哦""}, {""sex"": ""1"", ""content"": ""你这么正经地回答，更可爱了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我被蚊子叮了""}, {""sex"": ""1"", ""content"": ""此时此刻我只想魂穿那只蚊子。""}, {""sex"": ""1"", ""content"": ""蚊子都能亲你，我却不行，太惨了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没有面子""}, {""sex"": ""1"", ""content"": ""面子都是自己争取的，不是别人给的。""}, {""sex"": ""1"", ""content"": ""面子这种东西，你觉得有它就有，你觉得没有就没有。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""看猫""}, {""sex"": ""1"", ""content"": ""我觉得你是想撸猫了吧！""}, {""sex"": ""1"", ""content"": ""猫猫这么好看，直接下手就好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""撩汉子""}, {""sex"": ""1"", ""content"": ""小哥哥网恋吗，我萝莉音""}, {""sex"": ""1"", ""content"": ""小哥哥你是不是来过我心里了?""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""裙子是你买的吗""}, {""sex"": ""1"", ""content"": ""按照我脑海中的小仙女的样子买的。""}, {""sex"": ""1"", ""content"": ""不用太感谢我的啦，我会不好意思的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""今晚饿肚子""}, {""sex"": ""1"", ""content"": ""是不是因为我没有陪你，所以没有胃口吃晚饭？""}, {""sex"": ""1"", ""content"": ""你这样会饿坏我的小仙女的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""因为什么喜欢我""}, {""sex"": ""1"", ""content"": ""喜欢就是喜欢，哪管那么多。""}, {""sex"": ""1"", ""content"": ""因为你给了我心动的感觉，你的出现让我有了特殊的情感。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是这样子的吗""}, {""sex"": ""1"", ""content"": ""难道不是这样子的吗？""}, {""sex"": ""1"", ""content"": ""当然，肯定是我喜欢你这样子的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""男生都喜欢什么样的女孩子啊""}, {""sex"": ""1"", ""content"": ""我还是喜欢你这样的啦。""}, {""sex"": ""1"", ""content"": ""每个人喜欢的都不一样，你问这个没用的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你喜欢什么样的人呢""}, {""sex"": ""1"", ""content"": ""按照你的样子就是我最喜欢的了。""}, {""sex"": ""1"", ""content"": ""你就好，我没有什么要求。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是一个怎样的人""}, {""sex"": ""1"", ""content"": ""你来体验一下就知道我是怎么样的人了。""}, {""sex"": ""1"", ""content"": ""我应该是个喜欢你的人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""请我吃吗""}, {""sex"": ""1"", ""content"": ""请你吃饭，能得到什么奖励呢。""}, {""sex"": ""1"", ""content"": ""请你吃我如何？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""川妹子""}, {""sex"": ""1"", ""content"": ""看样子你应该很能吃辣哦""}, {""sex"": ""1"", ""content"": ""都说川妹子又可爱又水灵呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""是这样啊""}, {""sex"": ""1"", ""content"": ""对呀，不然你以为是哪样呢？""}, {""sex"": ""1"", ""content"": ""看来这是出乎了你的意料呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小肚腩""}, {""sex"": ""1"", ""content"": ""你这个小肚子已经暴露了呀。""}, {""sex"": ""1"", ""content"": ""小小的肚子，大大的梦想。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""空""}, {""sex"": ""1"", ""content"": ""是不是觉得心里空空的，那就让我来填补你的空缺吧""}, {""sex"": ""1"", ""content"": ""心很空，天很大，云很重""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要多久？""}, {""sex"": ""1"", ""content"": ""不用很久的，只需要稍微等一下下就好""}, {""sex"": ""1"", ""content"": ""我也不知道要等多久，但等待肯定是值得的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你是不是对每个女孩子都这样啊""}, {""sex"": ""1"", ""content"": ""不，我只对我喜欢的女孩子才这样。""}, {""sex"": ""1"", ""content"": ""我的心就这么大，分不了那么多人。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""在发呆呢""}, {""sex"": ""1"", ""content"": ""其实是在想我吧。""}, {""sex"": ""1"", ""content"": ""再继续发呆下去你就更傻啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真的就好""}, {""sex"": ""1"", ""content"": ""那当然是真的，我可舍不得欺骗小仙女。""}, {""sex"": ""1"", ""content"": ""你要不要过来验证一下有多真？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""好认真的样子""}, {""sex"": ""1"", ""content"": ""要认真对待，才能把事情做好""}, {""sex"": ""1"", ""content"": ""难道不应该做什么都拿出认真的态度吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""生活不美好""}, {""sex"": ""1"", ""content"": ""因为你的生活缺了我才会不美好呀""}, {""sex"": ""1"", ""content"": ""有我在，我会想办法让你的生活越来越美好的""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你自己照顾好自己""}, {""sex"": ""1"", ""content"": ""我同时也会照顾好你的。""}, {""sex"": ""1"", ""content"": ""那你也要照顾好我宝贝的身体。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那是好看还是不好看""}, {""sex"": ""1"", ""content"": ""如果是你就是好看，不是你就是不好看。""}, {""sex"": ""1"", ""content"": ""不管好不好看，最后就是你好看。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""午好呀""}, {""sex"": ""1"", ""content"": ""感觉今天的中午格外美好呢。""}, {""sex"": ""1"", ""content"": ""小仙女午好，要不要睡个午觉呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好呀""}, {""sex"": ""1"", ""content"": ""为什么不好呀，你可得给我一个充分的理由。""}, {""sex"": ""1"", ""content"": ""我也觉得不好，你做我女朋友最好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""上班好""}, {""sex"": ""1"", ""content"": ""上班可以赚钱啊！""}, {""sex"": ""1"", ""content"": ""但是上班了就觉得放假好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""大叔你好""}, {""sex"": ""1"", ""content"": ""阿姨，你也好啊。""}, {""sex"": ""1"", ""content"": ""大叔爱萝莉难道你不知道？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""加班吖""}, {""sex"": ""1"", ""content"": ""你们老板应该要给你颁个最佳员工奖了。""}, {""sex"": ""1"", ""content"": ""你这是要准备把公司当你家了？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""中午的问候语""}, {""sex"": ""1"", ""content"": ""带着昨夜的丝丝清凉，把祝福写在夏日的中午，愿你一天的生活快乐安详，愿你以后的日子幸福吉祥，祝午好！""}, {""sex"": ""1"", ""content"": ""中午空气清新，叫你事事顺心；上午阳光明媚，祝你薪水翻倍；中午小风娇好，愿你青春不老""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""丑呢""}, {""sex"": ""1"", ""content"": ""你要是丑，我怕没几个人好看了。""}, {""sex"": ""1"", ""content"": ""麻烦你不要睁眼说瞎话了好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不好玩吗""}, {""sex"": ""1"", ""content"": ""没有你，我觉得少了很多乐趣""}, {""sex"": ""1"", ""content"": ""不是很好玩，要是有你陪着或许还会好玩点""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我休息会儿""}, {""sex"": ""1"", ""content"": ""去吧，记得好好休息会儿。""}, {""sex"": ""1"", ""content"": ""好好休息，记得要做个好梦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""哪里都不好看""}, {""sex"": ""1"", ""content"": ""可我觉得哪里都好看！""}, {""sex"": ""1"", ""content"": ""你有哪里是不好看的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我没身材""}, {""sex"": ""1"", ""content"": ""难道我是那种肤浅的人吗？""}, {""sex"": ""1"", ""content"": ""没身材会影响到你是小仙女这个事实吗？不会！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""真好哦""}, {""sex"": ""1"", ""content"": ""我对女朋友更好哦，你想体验一下吗？""}, {""sex"": ""1"", ""content"": ""既然觉得好，就不要错过啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""对我好点吧""}, {""sex"": ""1"", ""content"": ""我会用对待公主的待遇对待你的。""}, {""sex"": ""1"", ""content"": ""难道我现在对你还不够好吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚洗脸""}, {""sex"": ""1"", ""content"": ""你小心把自己的魅力给洗没了。""}, {""sex"": ""1"", ""content"": ""素颜也能这么好看的吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没吃好吃的""}, {""sex"": ""1"", ""content"": ""那要不要我带你去吃点好吃的呀。""}, {""sex"": ""1"", ""content"": ""你都不好好吃饭怎么吃好吃的呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早上好呀""}, {""sex"": ""1"", ""content"": ""早上好，一大早就被小仙女问候我很开心。""}, {""sex"": ""2"", ""content"": ""你怎么了？""}, {""sex"": ""1"", ""content"": ""比起每天跟你互道早安，我更希望每天醒来都能见到你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""做梦都没梦到，有啥好看的""}, {""sex"": ""1"", ""content"": ""那就让我多想想你，这样就可以梦到你了。""}, {""sex"": ""1"", ""content"": ""你又没来到我梦里怎么知道我没有梦到你呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""最漂亮""}, {""sex"": ""1"", ""content"": ""对呀，你是最最最最最漂亮的小仙女了""}, {""sex"": ""1"", ""content"": ""你这么漂亮，害我心一直狂跳""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""早点睡叭""}, {""sex"": ""1"", ""content"": ""恩，那我们在梦中相遇。""}, {""sex"": ""1"", ""content"": ""看来我们同是天涯沦落人，我们是心有灵犀，我们睡觉都是如此默契。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""下午两点上班""}, {""sex"": ""1"", ""content"": ""那你中午就可以好好睡一觉了。""}, {""sex"": ""1"", ""content"": ""吃饱饱睡个午觉，下午就有精神继续上班了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""都不好吃""}, {""sex"": ""1"", ""content"": ""那是不是得我下厨了？""}, {""sex"": ""1"", ""content"": ""想吃啥你说，粑粑带你去吃""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那不是挺好""}, {""sex"": ""1"", ""content"": ""是啊，我也觉得挺好的。""}, {""sex"": ""1"", ""content"": ""要是你在我身边就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯嗯挺好""}, {""sex"": ""1"", ""content"": ""只是挺好而已吗？""}, {""sex"": ""1"", ""content"": ""要是能跟你在一起就更好了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你快点说""}, {""sex"": ""1"", ""content"": ""你想我说喜欢你吗！""}, {""sex"": ""1"", ""content"": ""你先说，我就说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如果快乐太难""}, {""sex"": ""1"", ""content"": ""快乐不难，你快乐我就快乐""}, {""sex"": ""1"", ""content"": ""快乐对于大人来说真的是一件奢侈品呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你说什么呢""}, {""sex"": ""1"", ""content"": ""说喜欢你啊，你是不是耳背。""}, {""sex"": ""1"", ""content"": ""喜欢的人有点蠢怎么办？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""无话不说""}, {""sex"": ""1"", ""content"": ""我也只有在你面前才能够如此敞开心扉了""}, {""sex"": ""1"", ""content"": ""能够无话不说，是不是说明我们之间的关系已经足够亲密了呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""这话讲的""}, {""sex"": ""1"", ""content"": ""我觉得这话没毛病。""}, {""sex"": ""1"", ""content"": ""话说再多，也不如一个行动。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""鬼都不信你""}, {""sex"": ""1"", ""content"": ""鬼在哪？你别吓我，我怕鬼。""}, {""sex"": ""1"", ""content"": ""鬼偷听我们讲话了吗？不然为什么不信我？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我信你的鬼""}, {""sex"": ""1"", ""content"": ""既然你想做这个鬼我就不拦着你了。""}, {""sex"": ""1"", ""content"": ""做我的鬼难道有好处吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这个死鬼""}, {""sex"": ""1"", ""content"": ""牡丹花下死做鬼也值得。""}, {""sex"": ""1"", ""content"": ""哼，我就是要做你一个人的死鬼。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以交朋友吗""}, {""sex"": ""1"", ""content"": ""你要的是普通朋友呢还是男朋友呢？""}, {""sex"": ""1"", ""content"": ""能做小仙女的朋友，我真的很开心""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""迷人的眼神""}, {""sex"": ""1"", ""content"": ""我沉迷在你迷人的眼神之中了。""}, {""sex"": ""1"", ""content"": ""别说了，你眼神中有我！""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你好小哥哥""}, {""sex"": ""1"", ""content"": ""小姐姐好！小姐姐好可爱呀""}, {""sex"": ""1"", ""content"": ""小仙女喜欢我这个帅气的小哥哥吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你的小哥哥""}, {""sex"": ""1"", ""content"": ""不，是你的小哥哥""}, {""sex"": ""1"", ""content"": ""我这样的小哥哥你不喜欢吗""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""小哥哥[微笑]""}, {""sex"": ""1"", ""content"": ""嗯？小仙女找小哥哥有事吗？""}, {""sex"": ""1"", ""content"": ""我不仅是你的小哥哥，还是你的情哥哥""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""一看就是个坏人""}, {""sex"": ""1"", ""content"": ""我这个坏人就是要夺走你的心！""}, {""sex"": ""1"", ""content"": ""男人不坏，女人不爱。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没打备注""}, {""sex"": ""1"", ""content"": ""你在心里记住我就好了。""}, {""sex"": ""1"", ""content"": ""备注只是一个称号，我们天天联系你又不会忘了我。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""六个人""}, {""sex"": ""1"", ""content"": ""那你肯定是最可爱的那一个""}, {""sex"": ""1"", ""content"": ""这么多人呀，人多了容易起冲突""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你那边天气怎么样""}, {""sex"": ""1"", ""content"": ""天气很好呀，太阳特别大。""}, {""sex"": ""1"", ""content"": ""天气晴朗，万里无云，是个约会的好天气啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""憨样""}, {""sex"": ""1"", ""content"": ""你是不是嫌弃我？""}, {""sex"": ""1"", ""content"": ""你不喜欢憨厚老实的难道你喜欢花里胡哨的？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""问你个问题呗""}, {""sex"": ""1"", ""content"": ""随便问，反正我肯定能答上来。""}, {""sex"": ""1"", ""content"": ""知无不答言无不尽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""没话题啊""}, {""sex"": ""1"", ""content"": ""我们之间还需要什么话题吗？""}, {""sex"": ""1"", ""content"": ""没事，我肚子里一大堆呢""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""为什么发红包给我""}, {""sex"": ""1"", ""content"": ""让我媳妇去买点好吃的。""}, {""sex"": ""1"", ""content"": ""有红包就收下嘛，你管那么多干嘛。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""不可爱的""}, {""sex"": ""1"", ""content"": ""你是好看，不是可爱！""}, {""sex"": ""1"", ""content"": ""那就让我把你变成可爱的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""爱一个不可能的人是什么感觉""}, {""sex"": ""1"", ""content"": ""放心，爱我绝对不是有那种感觉的。""}, {""sex"": ""1"", ""content"": ""别管什么感觉了，不爱就是了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""理由""}, {""sex"": ""1"", ""content"": ""并不是所有事情都有理由，毕竟人是感性的。""}, {""sex"": ""1"", ""content"": ""我也想找很多理由来回答你，但想来想去只有一个理由，那就是你。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""如你所愿""}, {""sex"": ""1"", ""content"": ""如我所愿，不就是如你所愿嘛？""}, {""sex"": ""1"", ""content"": ""我所希望的就是你所希望的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""咋这么说话咧""}, {""sex"": ""1"", ""content"": ""不这么说话，怎么可以爱上你呢。""}, {""sex"": ""1"", ""content"": ""我说的情话，你不喜欢？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我睡眠质量不好""}, {""sex"": ""1"", ""content"": ""看来你需要我这剂助眠药。""}, {""sex"": ""1"", ""content"": ""一定是没有我的陪伴才会这样，你睡在我身边肯定能睡香香。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""别误会好吗""}, {""sex"": ""1"", ""content"": ""误会什么呀！我从来都没当回事。""}, {""sex"": ""1"", ""content"": ""我也不想误会啊，可是脑子它是这么想的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会做饭呀""}, {""sex"": ""1"", ""content"": ""开玩笑，我像是不会做饭的人吗？""}, {""sex"": ""1"", ""content"": ""看来我有必要向你大展身手一下了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""怎么会啊""}, {""sex"": ""1"", ""content"": ""不会的话你就亲我一下以示清白。""}, {""sex"": ""1"", ""content"": ""我也希望不会，就像希望你不会离开我那样。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你会累的""}, {""sex"": ""1"", ""content"": ""人总会累的，累了就躺躺。""}, {""sex"": ""1"", ""content"": ""有你靠着，我怎么会累呢。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我等会睡""}, {""sex"": ""1"", ""content"": "" 快点睡吧`要不然明天动物又有得忙啦----捉国宝""}, {""sex"": ""1"", ""content"": ""早睡早起身体好，乖，去睡吧""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""什么时候这么会说话了""}, {""sex"": ""1"", ""content"": ""遇到你，我就开始这么会说话了。""}, {""sex"": ""1"", ""content"": ""专门为你量身定做的好不好。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我不会心动""}, {""sex"": ""1"", ""content"": ""那是因为你还没遇到我！""}, {""sex"": ""1"", ""content"": ""现在不会不代表以后不会。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我真的不太会聊天""}, {""sex"": ""1"", ""content"": ""没事呀，我又不会嫌弃你。""}, {""sex"": ""1"", ""content"": ""慢慢来，多聊聊你就会聊啦。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""我只聊天""}, {""sex"": ""1"", ""content"": ""我会让你爱上跟我聊天的。""}, {""sex"": ""1"", ""content"": ""聊天是一切的基础嘛，咱们先好好聊，以后的事以后说。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""会心疼老婆""}, {""sex"": ""1"", ""content"": ""当然，我会好好心疼你的。""}, {""sex"": ""1"", ""content"": ""一个有担当有责任的男人是懂得疼老婆的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""刚躺着""}, {""sex"": ""1"", ""content"": ""把你的另一半床留给我躺。""}, {""sex"": ""1"", ""content"": ""躺在我怀里才是最舒服的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""那刚好""}, {""sex"": ""1"", ""content"": ""我觉得我们的缘分也来得刚刚好。""}, {""sex"": ""1"", ""content"": ""因为刚好遇见你，留下足迹和美丽。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁会真的担心失去我""}, {""sex"": ""1"", ""content"": ""除了我还是我。""}, {""sex"": ""1"", ""content"": ""因为你不会让我失去，所以我从未担心过。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁让你欺负我""}, {""sex"": ""1"", ""content"": ""我不欺负你，谁敢欺负你啊。""}, {""sex"": ""1"", ""content"": ""老公欺负下老婆咋滴了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""要快乐""}, {""sex"": ""1"", ""content"": ""我们要一起快乐呀""}, {""sex"": ""1"", ""content"": ""你能一直陪在我身边我就觉得很快乐了""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""谁你宝宝""}, {""sex"": ""1"", ""content"": ""谁应的谁就是我的宝宝！""}, {""sex"": ""1"", ""content"": ""你就是我的可爱小宝宝呀。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""努力吧少年""}, {""sex"": ""1"", ""content"": ""我一直都在努力。""}, {""sex"": ""1"", ""content"": ""为了你，我会努力变得更优秀的。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嗯[愉快]""}, {""sex"": ""1"", ""content"": ""你要是能这么愉快地答应做我女朋友就好了。""}, {""sex"": ""1"", ""content"": ""要不要跟我分享一下令你感到愉快的事情呀？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""工作愉快""}, {""sex"": ""1"", ""content"": ""不想工作，只想愉快。""}, {""sex"": ""1"", ""content"": ""要是工作愉快的话就不会有那么多人天天不想上班了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""很高兴认识你[愉快][愉快]""}, {""sex"": ""1"", ""content"": ""能遇见你估计耗光我一辈子的运气了吧""}, {""sex"": ""1"", ""content"": ""这么愉快的时刻，必须永远记下来""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""感觉爱情来的太快了""}, {""sex"": ""1"", ""content"": ""再快也没有你来得快啊。""}, {""sex"": ""1"", ""content"": ""你不就是我的爱情吗？""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""嫁人""}, {""sex"": ""1"", ""content"": ""你若愿意嫁，我肯定愿意娶啦。""}, {""sex"": ""1"", ""content"": ""那我得怎么准备聘礼啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""可以睡懒觉了""}, {""sex"": ""1"", ""content"": ""可以找周公杀个七八局了""}, {""sex"": ""1"", ""content"": ""真的是睡神下凡啊。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""你这想象力""}, {""sex"": ""1"", ""content"": ""想的再多都没有你来的美。""}, {""sex"": ""1"", ""content"": ""对啊，我都想到我们结婚的样子了。""}], ""lock"": 1}"
"{""chat"": [{""sex"": ""2"", ""content"": ""想象力真丰富""}, {""sex"": ""1"", ""content"": ""还好吧，我也就是足够的想你而已。""}, {""sex"": ""1"", ""content"": ""要是不丰富怎么对得起自己啊。""}], ""lock"": 1}"
